name,constituency,uploader,view_count_average,view_count,negative_video_uploads,party
Abbaya Chowdary Kothari,Denduluru,ABN,8211.852654387865,7579540.0,651,YSRCP
Abbaya Chowdary Kothari,Denduluru,Sakshi,38980.70277777778,14033053.0,147,YSRCP
Abbaya Chowdary Kothari,Denduluru,TV5,32429.668730650155,10474783.0,197,YSRCP
Abbaya Chowdary Kothari,Denduluru,TV9,10834.258527827647,6034682.0,292,YSRCP
Abdul Hafeez Khan,Kurnool,ABN,10816.659624413145,4607897.0,288,YSRCP
Abdul Hafeez Khan,Kurnool,Sakshi,50667.93421052631,11552289.0,72,YSRCP
Abdul Hafeez Khan,Kurnool,TV5,25110.954285714284,8788834.0,185,YSRCP
Abdul Hafeez Khan,Kurnool,TV9,13724.057959183674,16811971.0,688,YSRCP
Adala Prabhakar Reddy,Nellore,ABN,9799.25,627152.0,52,YSRCP
Adala Prabhakar Reddy,Nellore,Sakshi,24568.08823529412,3341260.0,56,YSRCP
Adala Prabhakar Reddy,Nellore,TV5,24578.25581395349,2113730.0,51,YSRCP
Adala Prabhakar Reddy,Nellore,TV9,8358.21052631579,1746866.0,131,YSRCP
Adireddy Bhavani,Rajahmundry_city,ABN,6001.794330916282,9104722.0,1010,TDP
Adireddy Bhavani,Rajahmundry_city,Sakshi,43495.36343612335,19746895.0,164,TDP
Adireddy Bhavani,Rajahmundry_city,TV5,10488.359217877094,18774163.0,1007,TDP
Adireddy Bhavani,Rajahmundry_city,TV9,13784.381578947368,5238065.0,206,TDP
Alajangi jogarao,Parvathipuram,ABN,32137.18604651163,1381899.0,30,YSRCP
Alajangi jogarao,Parvathipuram,Sakshi,25275.516666666666,1516531.0,22,YSRCP
Alajangi jogarao,Parvathipuram,TV5,93227.34782608696,2144229.0,11,YSRCP
Alajangi jogarao,Parvathipuram,TV9,4438.366666666667,133151.0,15,YSRCP
Alla Kali Krishna Srinivas,Eluru,ABN,9947.552795031055,8007780.0,556,YSRCP
Alla Kali Krishna Srinivas,Eluru,Sakshi,26161.046242774566,13577583.0,207,YSRCP
Alla Kali Krishna Srinivas,Eluru,TV5,22745.458077709613,11122529.0,288,YSRCP
Alla Kali Krishna Srinivas,Eluru,TV9,11580.38670411985,12367853.0,610,YSRCP
Alla Ramakrishna Reddy,Mangalagiri,ABN,12951.97627118644,3820833.0,219,YSRCP
Alla Ramakrishna Reddy,Mangalagiri,Sakshi,26858.651315789473,4082515.0,63,YSRCP
Alla Ramakrishna Reddy,Mangalagiri,TV5,14481.377049180328,2650092.0,103,YSRCP
Alla Ramakrishna Reddy,Mangalagiri,TV9,14570.375314861461,5784439.0,244,YSRCP
Ambati Rambabu,Sattenapalle,ABN,8793.941642651296,12205991.0,964,YSRCP
Ambati Rambabu,Sattenapalle,Sakshi,36221.14333333333,32599029.0,393,YSRCP
Ambati Rambabu,Sattenapalle,TV5,28309.560083594566,27092249.0,578,YSRCP
Ambati Rambabu,Sattenapalle,TV9,12227.65602189781,13401511.0,660,YSRCP
Amzath Basha Shaik Bepari,Kadapa,ABN,7476.722222222223,538324.0,53,YSRCP
Amzath Basha Shaik Bepari,Kadapa,Sakshi,44214.26829268293,3625570.0,25,YSRCP
Amzath Basha Shaik Bepari,Kadapa,TV5,14718.549019607843,1501292.0,55,YSRCP
Amzath Basha Shaik Bepari,Kadapa,TV9,5301.415384615385,344592.0,40,YSRCP
Anagani Satya Prasad,Repalle,ABN,9100.56329113924,2875778.0,236,TDP
Anagani Satya Prasad,Repalle,Sakshi,21325.037694013303,9617592.0,185,TDP
Anagani Satya Prasad,Repalle,TV5,13967.09,5586836.0,247,TDP
Anagani Satya Prasad,Repalle,TV9,7827.749408983452,3311138.0,264,TDP
Anam Ramanarayana Reddy,Venkatagiri,ABN,10117.612540192926,12586310.0,900,YSRCP
Anam Ramanarayana Reddy,Venkatagiri,Sakshi,31192.610372340427,23456843.0,295,YSRCP
Anam Ramanarayana Reddy,Venkatagiri,TV5,16205.318956870611,16156703.0,583,YSRCP
Anam Ramanarayana Reddy,Venkatagiri,TV9,12906.86298188574,27788476.0,1280,YSRCP
Anantha Venkatarami Reddy,Anantapur,ABN,2089.6153846153848,27165.0,12,YSRCP
Anantha Venkatarami Reddy,Anantapur,Sakshi,7170.888888888889,129076.0,7,YSRCP
Anantha Venkatarami Reddy,Anantapur,TV5,17324.0,173240.0,6,YSRCP
Anantha Venkatarami Reddy,Anantapur,TV9,13203.111111111111,118828.0,4,YSRCP
Anil Kumar Kaile,Pamarru,ABN,7574.742092457421,3113219.0,275,YSRCP
Anil Kumar Kaile,Pamarru,Sakshi,34094.0,11182832.0,148,YSRCP
Anil Kumar Kaile,Pamarru,TV5,31387.506134969324,10232327.0,213,YSRCP
Anil Kumar Kaile,Pamarru,TV9,11475.446043165468,1595087.0,72,YSRCP
Anil Kumar Poluboina,Nellore_city,ABN,14199.393442622952,866163.0,41,YSRCP
Anil Kumar Poluboina,Nellore_city,Sakshi,45744.74319066148,11756399.0,89,YSRCP
Anil Kumar Poluboina,Nellore_city,TV5,46452.65789473684,5295603.0,52,YSRCP
Anil Kumar Poluboina,Nellore_city,TV9,20896.68484848485,3447953.0,79,YSRCP
Anna Rambabu,Giddalur,ABN,23830.0,166810.0,4,YSRCP
Anna Rambabu,Giddalur,Sakshi,25644.333333333332,384665.0,7,YSRCP
Anna Rambabu,Giddalur,TV5,55791.71428571428,390542.0,3,YSRCP
Anna Rambabu,Giddalur,TV9,6630.857142857143,46416.0,5,YSRCP
Annabathuni Siva Kumar,Tenali,ABN,11696.980104712042,11170616.0,684,YSRCP
Annabathuni Siva Kumar,Tenali,Sakshi,32435.965,12974386.0,175,YSRCP
Annabathuni Siva Kumar,Tenali,TV5,20256.768802228413,7272180.0,221,YSRCP
Annabathuni Siva Kumar,Tenali,TV9,17203.269410664172,18390295.0,608,YSRCP
Annamreddy Adeep Raj,Pendurthi,ABN,10648.150943396226,1128704.0,78,YSRCP
Annamreddy Adeep Raj,Pendurthi,Sakshi,62186.955555555556,8395239.0,47,YSRCP
Annamreddy Adeep Raj,Pendurthi,TV5,16293.990196078432,3323974.0,133,YSRCP
Annamreddy Adeep Raj,Pendurthi,TV9,8916.161290322581,552802.0,34,YSRCP
Appalanaidu Baddukonda,Nellimarla,ABN,13108.094488188977,3329456.0,182,YSRCP
Appalanaidu Baddukonda,Nellimarla,Sakshi,35038.16949152543,4134504.0,41,YSRCP
Appalanaidu Baddukonda,Nellimarla,TV5,22603.95,2712474.0,62,YSRCP
Appalanaidu Baddukonda,Nellimarla,TV9,14476.743478260869,3329651.0,143,YSRCP
Appalanarasayya Botcha,Gajapathinagaram,ABN,8021.936046511628,2759546.0,260,YSRCP
Appalanarasayya Botcha,Gajapathinagaram,Sakshi,35712.577540106955,13356504.0,128,YSRCP
Appalanarasayya Botcha,Gajapathinagaram,TV5,19899.864734299517,8238544.0,248,YSRCP
Appalanarasayya Botcha,Gajapathinagaram,TV9,8065.360824742268,3129360.0,211,YSRCP
Aranii Srenevasulu,Chittoor,ABN,7515.934065934066,683950.0,64,YSRCP
Aranii Srenevasulu,Chittoor,Sakshi,26538.01754385965,1512667.0,25,YSRCP
Aranii Srenevasulu,Chittoor,TV5,17875.821428571428,1001046.0,39,YSRCP
Aranii Srenevasulu,Chittoor,TV9,9068.192982456141,1033774.0,74,YSRCP
Ashok Bendalam,Ichchapuram,ABN,1618.888888888889,14570.0,4,TDP
Ashok Bendalam,Ichchapuram,Sakshi,43376.666666666664,650650.0,4,TDP
Ashok Bendalam,Ichchapuram,TV5,10647.421052631578,202301.0,9,TDP
Ashok Bendalam,Ichchapuram,TV9,7145.935483870968,221524.0,13,TDP
Audimulapu Suresh,Yerragondapalem,ABN,11897.724137931034,345034.0,24,YSRCP
Audimulapu Suresh,Yerragondapalem,Sakshi,27447.589743589742,4281824.0,70,YSRCP
Audimulapu Suresh,Yerragondapalem,TV5,6738.0952380952385,141500.0,18,YSRCP
Audimulapu Suresh,Yerragondapalem,TV9,4402.926829268293,361040.0,44,YSRCP
Balineni Srinivasa Reddy,Ongole,ABN,16056.951219512195,658335.0,32,YSRCP
Balineni Srinivasa Reddy,Ongole,Sakshi,45564.096774193546,2824974.0,26,YSRCP
Balineni Srinivasa Reddy,Ongole,TV5,36199.96551724138,1049799.0,15,YSRCP
Balineni Srinivasa Reddy,Ongole,TV9,11564.5,1318353.0,70,YSRCP
Balli Durga Prasad Rao,Tirupati_sc,ABN,9082.97037037037,1226201.0,92,YSRCP
Balli Durga Prasad Rao,Tirupati_sc,Sakshi,36096.44776119403,12092310.0,139,YSRCP
Balli Durga Prasad Rao,Tirupati_sc,TV5,22916.6214953271,4904157.0,129,YSRCP
Balli Durga Prasad Rao,Tirupati_sc,TV9,8304.506944444445,2391698.0,142,YSRCP
Beesetti Venkata Satyavathi,Anakapalli,ABN,5389.626453488372,3708063.0,461,YSRCP
Beesetti Venkata Satyavathi,Anakapalli,Sakshi,53197.91602067184,41175187.0,280,YSRCP
Beesetti Venkata Satyavathi,Anakapalli,TV5,13323.784823284823,12817481.0,559,YSRCP
Beesetti Venkata Satyavathi,Anakapalli,TV9,19398.648822269806,18118338.0,519,YSRCP
Bellana Chandra Sekhar,Vizianagaram,ABN,10110.711428571429,10616247.0,760,YSRCP
Bellana Chandra Sekhar,Vizianagaram,Sakshi,33286.35237173281,34384802.0,382,YSRCP
Bellana Chandra Sekhar,Vizianagaram,TV5,19814.487034949267,17575450.0,529,YSRCP
Bellana Chandra Sekhar,Vizianagaram,TV9,12329.628747117602,16040847.0,762,YSRCP
Bhagya Lakshmi Kottagulli,Paderu,ABN,7682.0023696682465,3241805.0,298,YSRCP
Bhagya Lakshmi Kottagulli,Paderu,Sakshi,35852.53816793893,18786730.0,198,YSRCP
Bhagya Lakshmi Kottagulli,Paderu,TV5,12527.213279678068,6226025.0,281,YSRCP
Bhagya Lakshmi Kottagulli,Paderu,TV9,7460.765193370165,2700797.0,189,YSRCP
Bhumana Karunakar Reddy,Tirupati,ABN,6036.304347826087,138835.0,18,YSRCP
Bhumana Karunakar Reddy,Tirupati,Sakshi,18951.875,2274225.0,45,YSRCP
Bhumana Karunakar Reddy,Tirupati,TV5,34700.31914893617,1630915.0,29,YSRCP
Bhumana Karunakar Reddy,Tirupati,TV9,7244.238095238095,304258.0,24,YSRCP
Biyyapu Madhusudhan Reddy,Srikalahasti,ABN,8248.39393939394,544394.0,50,YSRCP
Biyyapu Madhusudhan Reddy,Srikalahasti,Sakshi,36519.47804878049,7486493.0,78,YSRCP
Biyyapu Madhusudhan Reddy,Srikalahasti,TV5,21050.216981132075,2231323.0,62,YSRCP
Biyyapu Madhusudhan Reddy,Srikalahasti,TV9,7086.5,793688.0,62,YSRCP
Bolla Brahma Naidu,Vinukonda,ABN,9804.471074380166,3559023.0,257,YSRCP
Bolla Brahma Naidu,Vinukonda,Sakshi,28630.459383753503,10221074.0,144,YSRCP
Bolla Brahma Naidu,Vinukonda,TV5,15131.340740740741,4085462.0,162,YSRCP
Bolla Brahma Naidu,Vinukonda,TV9,10197.621212121212,4711301.0,277,YSRCP
Botsa  Satyanarayana,Cheepurupalli,ABN,10327.641025641025,3625002.0,247,YSRCP
Botsa  Satyanarayana,Cheepurupalli,Sakshi,62041.97368421053,11787975.0,84,YSRCP
Botsa  Satyanarayana,Cheepurupalli,TV5,32278.978494623654,15009725.0,281,YSRCP
Botsa  Satyanarayana,Cheepurupalli,TV9,8870.232142857143,1490199.0,117,YSRCP
Budi Mutyalanaidu,Madugula,ABN,12301.689243027888,6175448.0,358,YSRCP
Budi Mutyalanaidu,Madugula,Sakshi,40993.173435784855,37344781.0,415,YSRCP
Budi Mutyalanaidu,Madugula,TV5,19806.004366812227,9071150.0,285,YSRCP
Budi Mutyalanaidu,Madugula,TV9,10833.791666666666,8840374.0,468,YSRCP
Buggana Rajendranath,Dhone,ABN,7900.805555555556,284429.0,24,YSRCP
Buggana Rajendranath,Dhone,Sakshi,27721.722222222223,1995964.0,27,YSRCP
Buggana Rajendranath,Dhone,TV5,25731.755555555555,1157929.0,35,YSRCP
Buggana Rajendranath,Dhone,TV9,20250.17757009346,2166769.0,50,YSRCP
Burra Madhu Sudhan Yadav,Kanigiri,ABN,10092.794918330308,5561130.0,399,YSRCP
Burra Madhu Sudhan Yadav,Kanigiri,Sakshi,37051.32342449465,31160163.0,337,YSRCP
Burra Madhu Sudhan Yadav,Kanigiri,TV5,16186.3088,10116443.0,393,YSRCP
Burra Madhu Sudhan Yadav,Kanigiri,TV9,9468.713320463321,9809587.0,635,YSRCP
Chelluboyina Srinivasa Venugopalakrishna,Ramchandrapuram,ABN,5401.076923076923,70214.0,7,YSRCP
Chelluboyina Srinivasa Venugopalakrishna,Ramchandrapuram,Sakshi,14080.023255813954,605441.0,22,YSRCP
Chelluboyina Srinivasa Venugopalakrishna,Ramchandrapuram,TV5,9359.833333333334,112318.0,10,YSRCP
Chelluboyina Srinivasa Venugopalakrishna,Ramchandrapuram,TV9,6020.811594202899,415436.0,43,YSRCP
Cherukuvada Sri Ranganadha Raju,Achanta,ABN,9628.191536748329,4323058.0,327,YSRCP
Cherukuvada Sri Ranganadha Raju,Achanta,Sakshi,35275.3527131783,9101041.0,115,YSRCP
Cherukuvada Sri Ranganadha Raju,Achanta,TV5,22849.38961038961,3518806.0,91,YSRCP
Cherukuvada Sri Ranganadha Raju,Achanta,TV9,8765.719402985074,2936516.0,192,YSRCP
Chetti Palguna,Araku_valley,Sakshi,8097.708333333333,194345.0,10,YSRCP
Chetti Palguna,Araku_valley,TV5,80268.0,321072.0,4,YSRCP
Chetti Palguna,Araku_valley,TV9,2922.8260869565215,67225.0,15,YSRCP
Chevireddy Bhaskar Reddy,Chandragiri,ABN,20230.636363636364,890148.0,31,YSRCP
Chevireddy Bhaskar Reddy,Chandragiri,Sakshi,37504.434782608696,3450408.0,33,YSRCP
Chevireddy Bhaskar Reddy,Chandragiri,TV5,18581.576923076922,966242.0,35,YSRCP
Chevireddy Bhaskar Reddy,Chandragiri,TV9,11062.796116504855,1139468.0,61,YSRCP
Chinta Anuradha,Amalapuram_sc,ABN,5987.0161899622235,11093941.0,1220,YSRCP
Chinta Anuradha,Amalapuram_sc,Sakshi,48432.72377158034,36469841.0,260,YSRCP
Chinta Anuradha,Amalapuram_sc,TV5,9927.999703791469,33516927.0,1868,YSRCP
Chinta Anuradha,Amalapuram_sc,TV9,18429.366715758468,12513540.0,365,YSRCP
Chirla Jaggireddy,Kothapeta,ABN,14044.072463768116,969041.0,41,YSRCP
Chirla Jaggireddy,Kothapeta,Sakshi,49247.58955223881,6599177.0,51,YSRCP
Chirla Jaggireddy,Kothapeta,TV5,18122.9609375,2319739.0,76,YSRCP
Chirla Jaggireddy,Kothapeta,TV9,10540.189655172413,1833993.0,105,YSRCP
Dadisetti Ramalingeswara Rao,Tuni,ABN,4604.257703081233,1643720.0,249,YSRCP
Dadisetti Ramalingeswara Rao,Tuni,Sakshi,25442.20975609756,5215653.0,73,YSRCP
Dadisetti Ramalingeswara Rao,Tuni,TV5,35040.00793650794,8830082.0,150,YSRCP
Dadisetti Ramalingeswara Rao,Tuni,TV9,11281.838383838383,1116902.0,50,YSRCP
Dasari Sudha,Badvel_sc,ABN,3829.4789915966385,455708.0,84,YSRCP
Dasari Sudha,Badvel_sc,Sakshi,44147.55868544601,9403430.0,78,YSRCP
Dasari Sudha,Badvel_sc,TV5,12202.024752475247,2464809.0,120,YSRCP
Dasari Sudha,Badvel_sc,TV9,10109.321100917432,2203832.0,122,YSRCP
Dharmana Krishna Das,Narasannapeta,ABN,14632.254582484726,7184437.0,356,YSRCP
Dharmana Krishna Das,Narasannapeta,Sakshi,24448.688775510203,9583886.0,156,YSRCP
Dharmana Krishna Das,Narasannapeta,TV5,14431.372043010753,6710588.0,303,YSRCP
Dharmana Krishna Das,Narasannapeta,TV9,13428.069252077563,9695066.0,416,YSRCP
Dharmana Prasada Rao,Srikakulam,ABN,17127.022222222222,770716.0,36,YSRCP
Dharmana Prasada Rao,Srikakulam,Sakshi,14810.279069767443,636842.0,18,YSRCP
Dharmana Prasada Rao,Srikakulam,TV5,23038.916666666668,1105868.0,33,YSRCP
Dharmana Prasada Rao,Srikakulam,TV9,22032.865168539327,1960925.0,51,YSRCP
Dola Sree Bala Veeranjaneya Swamy,kondapi,ABN,14017.55,1962457.0,99,TDP
Dola Sree Bala Veeranjaneya Swamy,kondapi,Sakshi,23082.73355263158,7017151.0,129,TDP
Dola Sree Bala Veeranjaneya Swamy,kondapi,TV5,22106.980487804878,4531931.0,123,TDP
Dola Sree Bala Veeranjaneya Swamy,kondapi,TV9,8441.830985915492,4195590.0,306,TDP
Dorababu Pendem,Pithapuram,ABN,5224.549019607844,266452.0,43,YSRCP
Dorababu Pendem,Pithapuram,Sakshi,37556.970588235294,3830811.0,46,YSRCP
Dorababu Pendem,Pithapuram,TV5,9929.546875,635491.0,35,YSRCP
Dorababu Pendem,Pithapuram,TV9,11342.537735849057,2404618.0,130,YSRCP
Duddukunta Sreedhar Reddy,Puttaparthi,ABN,4567.088235294118,465843.0,71,YSRCP
Duddukunta Sreedhar Reddy,Puttaparthi,Sakshi,21142.441471571907,6321590.0,120,YSRCP
Duddukunta Sreedhar Reddy,Puttaparthi,TV5,11567.295857988165,1954873.0,96,YSRCP
Duddukunta Sreedhar Reddy,Puttaparthi,TV9,10260.334170854272,4083613.0,240,YSRCP
Dulam Nageswara Rao,kaikaluru,ABN,10594.89218328841,3930705.0,273,YSRCP
Dulam Nageswara Rao,kaikaluru,Sakshi,43916.78191489362,24769065.0,240,YSRCP
Dulam Nageswara Rao,kaikaluru,TV5,17203.487584650113,7621145.0,280,YSRCP
Dulam Nageswara Rao,kaikaluru,TV9,8541.596234309623,4082883.0,264,YSRCP
Dwarampudi Chandrasekhar Reddy,Kakinada_city,ABN,13367.122641509433,1416915.0,81,YSRCP
Dwarampudi Chandrasekhar Reddy,Kakinada_city,Sakshi,35828.11510791367,4980108.0,60,YSRCP
Dwarampudi Chandrasekhar Reddy,Kakinada_city,TV5,15581.578947368422,888150.0,35,YSRCP
Dwarampudi Chandrasekhar Reddy,Kakinada_city,TV9,9655.071729957806,2288252.0,162,YSRCP
G Srinivas Naidu,Nidadavole,ABN,7528.319371727749,1437909.0,133,YSRCP
G Srinivas Naidu,Nidadavole,Sakshi,31588.606666666667,9476582.0,120,YSRCP
G Srinivas Naidu,Nidadavole,TV5,19031.352459016394,4643650.0,138,YSRCP
G Srinivas Naidu,Nidadavole,TV9,6081.440217391304,1118985.0,104,YSRCP
Gadde Ramamohan,Vijayawada_east,ABN,13586.195530726258,2431929.0,126,TDP
Gadde Ramamohan,Vijayawada_east,Sakshi,38773.51604278075,14501295.0,156,TDP
Gadde Ramamohan,Vijayawada_east,TV5,23979.76677316294,7505667.0,201,TDP
Gadde Ramamohan,Vijayawada_east,TV9,13584.156549520767,8503682.0,357,TDP
Gadikota Srikanth Reddy,Raychoti,ABN,8372.027972027972,2394400.0,220,YSRCP
Gadikota Srikanth Reddy,Raychoti,Sakshi,35627.54022988506,21697172.0,270,YSRCP
Gadikota Srikanth Reddy,Raychoti,TV5,24274.773851590107,6869761.0,177,YSRCP
Gadikota Srikanth Reddy,Raychoti,TV9,8179.87573964497,2764798.0,186,YSRCP
Galla Jayadev,Guntur,ABN,19885.37037037037,1073810.0,40,TDP
Galla Jayadev,Guntur,Sakshi,14422.57142857143,201916.0,7,TDP
Galla Jayadev,Guntur,TV5,19749.166666666668,1895920.0,54,TDP
Galla Jayadev,Guntur,TV9,12957.975,518319.0,24,TDP
Ganta Srinivasarao,vishakapatnam_north,ABN,10272.631578947368,585540.0,36,TDP
Ganta Srinivasarao,vishakapatnam_north,Sakshi,48765.05426356589,6290692.0,43,TDP
Ganta Srinivasarao,vishakapatnam_north,TV5,9517.741935483871,590100.0,37,TDP
Ganta Srinivasarao,vishakapatnam_north,TV9,6176.636815920398,1241504.0,102,TDP
Goddeti Madhavi,Araku_st,ABN,9505.857142857143,465787.0,29,YSRCP
Goddeti Madhavi,Araku_st,Sakshi,42626.426666666666,3196982.0,14,YSRCP
Goddeti Madhavi,Araku_st,TV5,18530.706896551725,1074781.0,31,YSRCP
Goddeti Madhavi,Araku_st,TV9,6102.125,439353.0,32,YSRCP
Golla Babu Rao,Payakaraopeta,ABN,14904.733333333334,223571.0,10,YSRCP
Golla Babu Rao,Payakaraopeta,Sakshi,25508.80769230769,1326458.0,27,YSRCP
Golla Babu Rao,Payakaraopeta,TV5,27262.647058823528,463465.0,12,YSRCP
Golla Babu Rao,Payakaraopeta,TV9,6745.6,168640.0,13,YSRCP
Gopireddy Srinivasareddy,Narasaraopet,ABN,11349.436170212766,4267388.0,258,YSRCP
Gopireddy Srinivasareddy,Narasaraopet,Sakshi,61585.42402826855,17428675.0,117,YSRCP
Gopireddy Srinivasareddy,Narasaraopet,TV5,12625.209677419354,1565526.0,74,YSRCP
Gopireddy Srinivasareddy,Narasaraopet,TV9,7991.305555555556,2301496.0,166,YSRCP
Gorantla Butchaiah Chowdary,Rajahmundry_rural,ABN,10062.039215686274,513164.0,35,TDP
Gorantla Butchaiah Chowdary,Rajahmundry_rural,Sakshi,17365.81818181818,191024.0,6,TDP
Gorantla Butchaiah Chowdary,Rajahmundry_rural,TV5,15133.95,605358.0,25,TDP
Gorantla Butchaiah Chowdary,Rajahmundry_rural,TV9,9103.042253521127,646316.0,43,TDP
Gorle Kiran Kumar,Etcherla,ABN,13571.297619047618,3419967.0,170,YSRCP
Gorle Kiran Kumar,Etcherla,Sakshi,26686.440449438203,11875466.0,192,YSRCP
Gorle Kiran Kumar,Etcherla,TV5,21710.730909090908,5970451.0,184,YSRCP
Gorle Kiran Kumar,Etcherla,TV9,6587.539682539683,2075075.0,174,YSRCP
Gottipati Ravikumar,Addanki,ABN,5691.291666666667,273182.0,38,TDP
Gottipati Ravikumar,Addanki,Sakshi,26821.336734693876,2628491.0,45,TDP
Gottipati Ravikumar,Addanki,TV5,13689.061224489797,670764.0,28,TDP
Gottipati Ravikumar,Addanki,TV9,6405.239543726236,1684578.0,179,TDP
Grandhi Srinivas,Bhimavaram,ABN,11948.469055374593,3668180.0,219,YSRCP
Grandhi Srinivas,Bhimavaram,Sakshi,26475.851694915254,6248301.0,97,YSRCP
Grandhi Srinivas,Bhimavaram,TV5,23180.705179282868,5818357.0,152,YSRCP
Grandhi Srinivas,Bhimavaram,TV9,8461.494845360825,1641530.0,113,YSRCP
Gudivada Amarnath,anakapalle,ABN,7184.984496124031,926863.0,94,YSRCP
Gudivada Amarnath,anakapalle,Sakshi,41534.46898263027,16738391.0,160,YSRCP
Gudivada Amarnath,anakapalle,TV5,27056.952755905513,3436233.0,73,YSRCP
Gudivada Amarnath,anakapalle,TV9,11883.394202898551,4099771.0,201,YSRCP
Gummanur Jayaram,Alur,ABN,11345.663201663201,5457264.0,349,YSRCP
Gummanur Jayaram,Alur,Sakshi,43226.42434210526,26281666.0,274,YSRCP
Gummanur Jayaram,Alur,TV5,15985.887005649718,5659004.0,222,YSRCP
Gummanur Jayaram,Alur,TV9,7238.353174603175,3648130.0,299,YSRCP
Jakkampudi Raja,Rajanagram,ABN,2163.7755102040815,106025.0,33,YSRCP
Jakkampudi Raja,Rajanagram,Sakshi,38472.56470588235,3270168.0,26,YSRCP
Jakkampudi Raja,Rajanagram,TV5,4864.468085106383,228630.0,31,YSRCP
Jakkampudi Raja,Rajanagram,TV9,7955.554455445545,803511.0,55,YSRCP
Jaradoddi Sudhakar,Kodumur_sc,ABN,7944.411764705882,135055.0,13,YSRCP
Jaradoddi Sudhakar,Kodumur_sc,Sakshi,34396.12,859903.0,6,YSRCP
Jaradoddi Sudhakar,Kodumur_sc,TV5,34772.4,521586.0,9,YSRCP
Jaradoddi Sudhakar,Kodumur_sc,TV9,9005.78125,288185.0,16,YSRCP
Jonnalagadda Padmavathy,Singanamala,ABN,7334.256666666667,2200277.0,194,YSRCP
Jonnalagadda Padmavathy,Singanamala,Sakshi,47283.43820224719,12624678.0,97,YSRCP
Jonnalagadda Padmavathy,Singanamala,TV5,11105.884444444444,7496472.0,356,YSRCP
Jonnalagadda Padmavathy,Singanamala,TV9,30495.67801857585,9850104.0,151,YSRCP
Jyothula Chantibabu,Jaggampeta,ABN,11486.065693430657,3147182.0,189,YSRCP
Jyothula Chantibabu,Jaggampeta,Sakshi,27056.902173913044,7467705.0,98,YSRCP
Jyothula Chantibabu,Jaggampeta,TV5,25437.11447811448,7554823.0,197,YSRCP
Jyothula Chantibabu,Jaggampeta,TV9,7619.2,1180976.0,85,YSRCP
K Chenna Kesava Reddy,Yemmiganur,ABN,8194.827586206897,237650.0,20,YSRCP
K Chenna Kesava Reddy,Yemmiganur,Sakshi,42627.916666666664,1023070.0,6,YSRCP
K Chenna Kesava Reddy,Yemmiganur,TV5,7736.142857142857,216612.0,17,YSRCP
K Chenna Kesava Reddy,Yemmiganur,TV9,21255.0,1062750.0,31,YSRCP
K. Pedda Reddy,Tadipatri,ABN,11730.78,586539.0,32,YSRCP
K. Pedda Reddy,Tadipatri,Sakshi,34607.694444444445,2491754.0,27,YSRCP
K. Pedda Reddy,Tadipatri,TV5,12982.822784810127,1025643.0,38,YSRCP
K. Pedda Reddy,Tadipatri,TV9,12202.488095238095,1025009.0,52,YSRCP
K. V. Ushashri Charan,Kalayandurg,ABN,7606.680412371134,11067720.0,959,YSRCP
K. V. Ushashri Charan,Kalayandurg,Sakshi,42697.42726081258,32578137.0,290,YSRCP
K. V. Ushashri Charan,Kalayandurg,TV5,10001.120523784073,37424193.0,2050,YSRCP
K. V. Ushashri Charan,Kalayandurg,TV9,25939.25730994152,13306839.0,287,YSRCP
Kadubandi Srinivasa Rao,Srungavarapukota,ABN,7835.685300207039,3784636.0,337,YSRCP
Kadubandi Srinivasa Rao,Srungavarapukota,Sakshi,35977.784420289856,19859737.0,192,YSRCP
Kadubandi Srinivasa Rao,Srungavarapukota,TV5,12127.182119205298,7324818.0,359,YSRCP
Kadubandi Srinivasa Rao,Srungavarapukota,TV9,9493.954933008526,7794537.0,473,YSRCP
Kakani Govardhan Reddy,Sarvepalli,ABN,11040.086301369864,8059263.0,539,YSRCP
Kakani Govardhan Reddy,Sarvepalli,Sakshi,47294.90939044481,28708010.0,237,YSRCP
Kakani Govardhan Reddy,Sarvepalli,TV5,16478.153398058254,8486249.0,311,YSRCP
Kakani Govardhan Reddy,Sarvepalli,TV9,11061.88329764454,10331799.0,542,YSRCP
Kambala Jogulu,Razam,ABN,7332.3070362473345,3438852.0,333,YSRCP
Kambala Jogulu,Razam,Sakshi,39643.93514644352,18949801.0,188,YSRCP
Kambala Jogulu,Razam,TV5,17247.462603878117,6226334.0,226,YSRCP
Kambala Jogulu,Razam,TV9,10464.786082474227,8120674.0,472,YSRCP
Kangati Sreedevi,Pattikonda,ABN,6918.667315175097,7112390.0,702,YSRCP
Kangati Sreedevi,Pattikonda,Sakshi,48382.345578231296,35561024.0,277,YSRCP
Kangati Sreedevi,Pattikonda,TV5,13381.407751937984,25893024.0,1093,YSRCP
Kangati Sreedevi,Pattikonda,TV9,19669.420754716983,20849586.0,602,YSRCP
Kanumuru Raghu Rama Krishna Raju,Narsapuram,ABN,9966.504492939666,7763907.0,584,YSRCP
Kanumuru Raghu Rama Krishna Raju,Narsapuram,Sakshi,26272.559646539026,17839068.0,254,YSRCP
Kanumuru Raghu Rama Krishna Raju,Narsapuram,TV5,19916.048423423425,35370902.0,1057,YSRCP
Kanumuru Raghu Rama Krishna Raju,Narsapuram,TV9,14523.089463220676,7305114.0,278,YSRCP
Kapu Ramachandra Reddy,Rayadurgam,ABN,8674.968,1084371.0,89,YSRCP
