name,constituency,uploader,view_count_average,view_count,negative_video_uploads,party
Uppalapati Venkata Ramanamurthy Raju,Yelamanchili,ABN,1833.0,3666.0,0,YSRCP
Uppalapati Venkata Ramanamurthy Raju,Yelamanchili,Sakshi,3714.0,7428.0,0,YSRCP
Uppalapati Venkata Ramanamurthy Raju,Yelamanchili,TV5,8907.5,35630.0,3,YSRCP
Uppalapati Venkata Ramanamurthy Raju,Yelamanchili,TV9,18019.0,54057.0,1,YSRCP
V Jogeswara Rao,Mandapeta,ABN,10847.025,433881.0,29,TDP
V Jogeswara Rao,Mandapeta,Sakshi,32295.164285714287,4521323.0,56,TDP
V Jogeswara Rao,Mandapeta,TV5,16920.04716981132,1793525.0,70,TDP
V Jogeswara Rao,Mandapeta,TV9,9304.208333333334,669903.0,41,TDP
Vallabhaneni Balasouri,Machillipatnam,ABN,7045.958333333333,169103.0,20,YSRCP
Vallabhaneni Balasouri,Machillipatnam,Sakshi,12339.574468085106,1159920.0,41,YSRCP
Vallabhaneni Balasouri,Machillipatnam,TV5,22866.2,685986.0,22,YSRCP
Vallabhaneni Balasouri,Machillipatnam,TV9,3731.4545454545455,205230.0,36,YSRCP
Vanga Geetha,Kakinada,ABN,20472.76,511819.0,18,YSRCP
Vanga Geetha,Kakinada,Sakshi,41064.94690265487,4640339.0,41,YSRCP
Vanga Geetha,Kakinada,TV5,41866.97435897436,1632812.0,26,YSRCP
Vanga Geetha,Kakinada,TV9,12941.857142857143,724744.0,29,YSRCP
Varaprasad Rao Velagapalli,Gudur_sc,ABN,7013.636363636364,77150.0,6,YSRCP
Varaprasad Rao Velagapalli,Gudur_sc,Sakshi,8819.272727272728,97012.0,3,YSRCP
Varaprasad Rao Velagapalli,Gudur_sc,TV5,5026.307692307692,65342.0,7,YSRCP
Varaprasad Rao Velagapalli,Gudur_sc,TV9,2456.2,49124.0,7,YSRCP
Vasantha Venkata Krishna Prasad,Mylavaram,ABN,11867.982905982906,1388554.0,90,YSRCP
Vasantha Venkata Krishna Prasad,Mylavaram,Sakshi,48186.005263157895,9155341.0,71,YSRCP
Vasantha Venkata Krishna Prasad,Mylavaram,TV5,8808.912,1101114.0,71,YSRCP
Vasantha Venkata Krishna Prasad,Mylavaram,TV9,9745.729166666666,2338975.0,161,YSRCP
Vasupalli Ganesh Kumar,vishakapatnam_south,ABN,7117.434389140271,1572953.0,170,YSRCP
Vasupalli Ganesh Kumar,vishakapatnam_south,Sakshi,25821.12891986063,14821328.0,237,YSRCP
Vasupalli Ganesh Kumar,vishakapatnam_south,TV5,22152.66176470588,6025524.0,166,YSRCP
Vasupalli Ganesh Kumar,vishakapatnam_south,TV9,8660.803951367781,5698809.0,403,YSRCP
Vellampalli Srinivas,vijayawada_west,ABN,16918.035714285714,2842230.0,112,YSRCP
Vellampalli Srinivas,vijayawada_west,Sakshi,37571.73722627737,15441984.0,204,YSRCP
Vellampalli Srinivas,vijayawada_west,TV5,17520.043209876545,2838247.0,96,YSRCP
Vellampalli Srinivas,vijayawada_west,TV9,9726.189075630253,2314833.0,133,YSRCP
Vidadala Rajini,Chilakaluripet,ABN,7410.394722955145,14042698.0,1250,YSRCP
Vidadala Rajini,Chilakaluripet,Sakshi,40790.871003307606,36997320.0,329,YSRCP
Vidadala Rajini,Chilakaluripet,TV5,9707.163882110006,51710062.0,2941,YSRCP
Vidadala Rajini,Chilakaluripet,TV9,17871.805772230888,22911655.0,740,YSRCP
Viswasarayi Kalavathi,Palakonda,ABN,4073.78,611067.0,105,YSRCP
Viswasarayi Kalavathi,Palakonda,Sakshi,38060.70737327189,16518347.0,166,YSRCP
Viswasarayi Kalavathi,Palakonda,TV5,16497.20056497175,5840009.0,210,YSRCP
Viswasarayi Kalavathi,Palakonda,TV9,8805.897196261682,2826693.0,170,YSRCP
Vundavalli Sridevi,Tadikonda_sc,ABN,9247.655172413793,4290912.0,333,YSRCP
Vundavalli Sridevi,Tadikonda_sc,Sakshi,43125.405263157896,16387654.0,135,YSRCP
Vundavalli Sridevi,Tadikonda_sc,TV5,14976.894964028777,10408942.0,438,YSRCP
Vundavalli Sridevi,Tadikonda_sc,TV9,8310.985365853658,5111256.0,372,YSRCP
Vunnamatla Eliza,Chintalapudi,ABN,6643.456140350877,1136031.0,133,YSRCP
Vunnamatla Eliza,Chintalapudi,Sakshi,27886.283924843425,13357530.0,201,YSRCP
Vunnamatla Eliza,Chintalapudi,TV5,18268.620408163264,4475812.0,146,YSRCP
Vunnamatla Eliza,Chintalapudi,TV9,8871.388278388278,2421889.0,161,YSRCP
Y Balanagi Reddy,Mantralayam,ABN,16372.507042253521,3487344.0,149,YSRCP
Y Balanagi Reddy,Mantralayam,Sakshi,43114.548223350255,8493566.0,76,YSRCP
Y Balanagi Reddy,Mantralayam,TV5,7933.736170212766,1864428.0,143,YSRCP
Y Balanagi Reddy,Mantralayam,TV9,11440.068062827226,4370106.0,230,YSRCP
Y S jagan mohan reddy,Pulivendula,ABN,15656.74678111588,14592088.0,731,YSRCP
Y S jagan mohan reddy,Pulivendula,Sakshi,58234.309884238646,65397130.0,240,YSRCP
Y S jagan mohan reddy,Pulivendula,TV5,27714.061016949152,24526944.0,571,YSRCP
Y S jagan mohan reddy,Pulivendula,TV9,14152.5312,17690664.0,592,YSRCP
Y Sai Prasad Reddy,Adoni,ABN,7139.185185185185,771032.0,74,YSRCP
Y Sai Prasad Reddy,Adoni,Sakshi,42272.24137931035,4903580.0,45,YSRCP
Y Sai Prasad Reddy,Adoni,TV5,6123.611111111111,661350.0,63,YSRCP
Y Sai Prasad Reddy,Adoni,TV9,15581.722846441948,4160320.0,156,YSRCP
Y. S. Avinash Reddy,kadapa,ABN,17522.19587628866,1699653.0,65,YSRCP
Y. S. Avinash Reddy,kadapa,Sakshi,32802.666666666664,1771344.0,22,YSRCP
Y. S. Avinash Reddy,kadapa,TV5,40507.82352941176,3443165.0,52,YSRCP
Y. S. Avinash Reddy,kadapa,TV9,9618.036144578313,1596594.0,86,YSRCP
Y.Venkatarama Reddy,Guntakal,ABN,7890.10294117647,536527.0,46,YSRCP
Y.Venkatarama Reddy,Guntakal,Sakshi,26872.387596899225,3466538.0,51,YSRCP
Y.Venkatarama Reddy,Guntakal,TV5,14722.013698630137,1074707.0,43,YSRCP
Y.Venkatarama Reddy,Guntakal,TV9,10132.059701492537,1357696.0,90,YSRCP
Yeluri Sambasiva Rao,parchoor,ABN,5888.120481927711,488714.0,60,TDP
Yeluri Sambasiva Rao,parchoor,Sakshi,24768.14465408805,3938135.0,59,TDP
Yeluri Sambasiva Rao,parchoor,TV5,30131.840579710144,2079097.0,35,TDP
Yeluri Sambasiva Rao,parchoor,TV9,9286.952380952382,1365182.0,90,TDP
adimulam koneti,Satyavedu_sc,ABN,3248.7875,259903.0,57,YSRCP
adimulam koneti,Satyavedu_sc,Sakshi,36373.62727272727,4001099.0,47,YSRCP
adimulam koneti,Satyavedu_sc,TV5,13769.693181818182,1211733.0,53,YSRCP
adimulam koneti,Satyavedu_sc,TV9,13831.45054945055,1258662.0,52,YSRCP
c ramachandra reddy,Pileru,ABN,11805.814814814816,637514.0,36,YSRCP
c ramachandra reddy,Pileru,Sakshi,42793.57142857143,5691545.0,50,YSRCP
c ramachandra reddy,Pileru,TV5,16204.366666666667,1458393.0,43,YSRCP
c ramachandra reddy,Pileru,TV9,6326.636363636364,626337.0,58,YSRCP
gangula brijendra reddy,Allagadda,ABN,7762.313829787234,1459315.0,143,YSRCP
gangula brijendra reddy,Allagadda,Sakshi,28743.484848484848,3794140.0,42,YSRCP
gangula brijendra reddy,Allagadda,TV5,16097.142857142857,676080.0,25,YSRCP
gangula brijendra reddy,Allagadda,TV9,3014.3253012048194,1250945.0,247,YSRCP
jogi ramesh,Pedana,ABN,7621.471014492754,1051763.0,105,YSRCP
jogi ramesh,Pedana,Sakshi,23613.433734939757,5879745.0,113,YSRCP
jogi ramesh,Pedana,TV5,18243.9,3466341.0,121,YSRCP
jogi ramesh,Pedana,TV9,7373.306930693069,2234112.0,185,YSRCP
k. narayana swamy,Gangadhara nellore_sc,ABN,8800.374025974026,3388144.0,275,YSRCP
k. narayana swamy,Gangadhara nellore_sc,Sakshi,39280.29290617849,17165488.0,214,YSRCP
k. narayana swamy,Gangadhara nellore_sc,TV5,9188.4554973822,1754995.0,124,YSRCP
k. narayana swamy,Gangadhara nellore_sc,TV9,7612.31541218638,2123836.0,173,YSRCP
kiliveti sanjeevaiah,Sullurpeta_sc,ABN,10243.770642201835,1116571.0,77,YSRCP
kiliveti sanjeevaiah,Sullurpeta_sc,Sakshi,51051.41592920354,5768810.0,39,YSRCP
kiliveti sanjeevaiah,Sullurpeta_sc,TV5,11291.45054945055,1027522.0,55,YSRCP
kiliveti sanjeevaiah,Sullurpeta_sc,TV9,9501.85628742515,1586810.0,93,YSRCP
kokkiligadda rakshana nidhi,Tiruvuru,ABN,13001.434343434343,1287142.0,74,YSRCP
kokkiligadda rakshana nidhi,Tiruvuru,Sakshi,44090.454545454544,1939980.0,15,YSRCP
kokkiligadda rakshana nidhi,Tiruvuru,TV5,17671.5,1130976.0,45,YSRCP
kokkiligadda rakshana nidhi,Tiruvuru,TV9,5513.5,264648.0,29,YSRCP
kolusu parthasarathy,Penamaluru,ABN,11286.279279279279,3758331.0,245,YSRCP
kolusu parthasarathy,Penamaluru,Sakshi,24990.55573770492,15244239.0,247,YSRCP
kolusu parthasarathy,Penamaluru,TV5,22797.642701525056,10464118.0,300,YSRCP
kolusu parthasarathy,Penamaluru,TV9,10335.991614255765,4930268.0,287,YSRCP
m babu,Puthalapattu,ABN,11517.666666666666,3904489.0,240,YSRCP
m babu,Puthalapattu,Sakshi,31648.377358490565,8386820.0,90,YSRCP
m babu,Puthalapattu,TV5,15308.538793103447,3551581.0,136,YSRCP
m babu,Puthalapattu,TV9,11521.079877112135,7500223.0,383,YSRCP
meka venkata pratap apparao,Nuzivid,ABN,857.0,857.0,1,YSRCP
meka venkata pratap apparao,Nuzivid,Sakshi,218841.2857142857,1531889.0,4,YSRCP
meka venkata pratap apparao,Nuzivid,TV5,26008.833333333332,156053.0,6,YSRCP
meka venkata pratap apparao,Nuzivid,TV9,8004.777777777777,72043.0,6,YSRCP
perni Nani,Machillipatnam,ABN,11134.941077441077,6614155.0,436,YSRCP
perni Nani,Machillipatnam,Sakshi,57349.05839416059,23570463.0,209,YSRCP
perni Nani,Machillipatnam,TV5,21215.664429530203,3161134.0,78,YSRCP
perni Nani,Machillipatnam,TV9,11753.804347826086,6488100.0,349,YSRCP
udayabhanu samineni,Jaggayyapeta,ABN,10325.00248756219,4150651.0,277,YSRCP
udayabhanu samineni,Jaggayyapeta,Sakshi,45942.86633663366,18560918.0,172,YSRCP
udayabhanu samineni,Jaggayyapeta,TV5,10687.70942408377,4082705.0,225,YSRCP
udayabhanu samineni,Jaggayyapeta,TV9,11862.730061349694,9668125.0,495,YSRCP
vallabhaneni vamsi mohan,Gannavaram,ABN,14162.84401114206,5084461.0,266,YSRCP
vallabhaneni vamsi mohan,Gannavaram,Sakshi,54708.81720430108,15263760.0,115,YSRCP
vallabhaneni vamsi mohan,Gannavaram,TV5,13816.983561643836,5043199.0,232,YSRCP
vallabhaneni vamsi mohan,Gannavaram,TV9,13374.847422680412,12973602.0,561,YSRCP
