ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,raghurama ,AP ,yuvagalam,amaravati,ambati rambabu,YS Viveka Case,Yellow Media,panchayat elections,Kuppam,janasena party,tdp pattabhi,Ramoji Rao,ap employees,Sajjala ,ap assembly session today,jr ntr,Atchannaidu,high court,alliance,Peddireddy ,vizag steel plant,vangalapudi anitha,ambati rambabu ,gudivada amarnath,polavaram,visakha,byreddy siddharth reddy
uSdV1oWVx1M,2022-11-29,-0.9981834292411804,4869.0,ABN,430.0,0.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xTmZdI02swQ,2022-11-29,-0.9873955845832824,8030.0,TV9,216.0,6.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4t008FrPPRY,2022-11-30,0.9954653382301332,8431.0,TV5,345.0,27.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
j5Xg-DLzEpc,2022-11-30,-0.9768460988998412,10651.0,TV9,408.0,41.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gTzUePWjC-U,2022-11-30,0.9959754347801208,26091.0,TV9,340.0,82.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BrjEe2ifaHU,2022-11-30,-0.9990517497062684,6428.0,TV9,325.0,21.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hyOZbrwmpWI,2022-11-30,0.9938446283340454,14932.0,TV9,256.0,24.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
akx9UAsTK7k,2022-11-30,0.998158633708954,720.0,TV9,20.0,1.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7yHK9X32hqo,2022-11-30,0.990797996520996,9870.0,TV9,300.0,32.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DaYN9XYl0VU,2022-11-30,-0.9903159737586976,3320.0,TV9,440.0,2.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nxvdp-bta_g,2022-12-01,-0.998789608478546,1603.0,TV9,200.0,4.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9aEJeuZ8EHM,2022-12-01,-0.9444054961204528,11987.0,TV9,226.0,16.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mdiqvMnIviM,2022-12-01,-0.9894647598266602,1768.0,TV9,201.0,8.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
w0n0TJ_JJgA,2022-12-01,-0.9792509078979492,1116.0,TV9,113.0,1.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aAqZvKOEJ9s,2022-12-01,-0.9922847747802734,1131.0,TV9,20.0,0.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fSOjdxW0Yw8,2022-12-01,-0.992737591266632,49647.0,TV9,238.0,41.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C5eRnzOVtjs,2022-12-01,-0.9939228892326356,2479.0,TV9,175.0,2.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bslQITv9TRg,2022-12-01,-0.9973646998405457,1502.0,TV9,213.0,3.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8mTEcELTTmk,2022-12-01,-0.9994531273841858,3433.0,TV9,330.0,9.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6OC7ZBHA7Sc,2022-12-01,-0.9953545331954956,3006.0,TV9,312.0,8.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSUSZ_IFVLI,2022-12-01,-0.995768904685974,2825.0,TV9,384.0,1.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0RxYLuqEoo4,2022-12-01,-0.9990872144699096,3711.0,TV9,252.0,14.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7R9xIXx4UUw,2022-12-01,0.9869624972343444,5906.0,TV9,162.0,6.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2RcXJoQHZN4,2022-12-01,-0.9644390344619752,2494.0,TV9,219.0,4.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CABWB2loAQ4,2022-12-02,-0.9989516735076904,6101.0,TV9,143.0,53.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RDOqYh_WMWw,2022-12-02,-0.999254047870636,2926.0,TV9,171.0,10.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V9C5yM-SHSM,2022-12-02,-0.9891641139984132,1777.0,TV9,185.0,1.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yCOiwuGzarM,2022-12-02,0.9893990755081176,22819.0,TV9,223.0,99.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
id50qfvJs-8,2022-12-02,-0.9960098266601562,902.0,TV9,439.0,1.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q23gShgVmjI,2022-12-02,-0.9963730573654176,2162.0,TV9,225.0,1.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
X2eynge5Zq4,2022-12-02,-0.9972671270370485,2291.0,TV9,254.0,6.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
NyTI_7M2ws8,2022-12-02,-0.9978001713752748,1332.0,TV5,330.0,3.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ZPG1_pcUGvg,2022-12-02,-0.9885101914405824,1376.0,TV5,365.0,4.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eyT9yEw0cl4,2022-12-02,-0.9978207349777222,3356.0,TV9,268.0,1.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTHp2mcGR5U,2022-12-02,-0.9987805485725404,3000.0,TV9,202.0,2.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A3nPe0KGo_E,2022-12-02,-0.9975960850715636,11593.0,TV9,367.0,21.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
BuC7ZAiYWZA,2022-12-03,0.99783855676651,116835.0,TV9,317.0,94.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hnaBS8j7nVg,2022-12-03,0.9891660809516908,5492.0,TV5,545.0,15.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANdsxiG38QA,2022-12-03,0.995768904685974,163027.0,TV5,525.0,344.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUitDXwPCLo,2022-12-04,-0.9979534149169922,4210.0,TV9,416.0,3.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pkEXbC5ZE6A,2022-12-04,-0.9936750531196594,6510.0,TV9,451.0,7.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FQkGTHMRDhQ,2022-12-05,-0.998266577720642,3016.0,TV9,355.0,17.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1YjlQjmhOMs,2022-12-05,0.9859468340873718,975.0,TV9,397.0,0.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kabw62eVciU,2022-12-05,0.9955636262893676,2501.0,TV5,387.0,0.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uw3JkfzN6Ak,2022-12-05,0.992732584476471,2357.0,ABN,500.0,1.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6brKfPbhv7s,2022-12-05,-0.9898443222045898,2020.0,TV9,69.0,0.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-HkZDdARzGg,2022-12-05,-0.9951081871986388,635.0,TV5,197.0,3.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AfpB6K-2a1s,2022-12-06,-0.9978147745132446,2634.0,ABN,280.0,3.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
bdmTRwkBvw8,2022-12-06,0.9978488683700562,2255.0,ABN,265.0,5.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hHm-hp78ZgY,2022-12-06,0.998722493648529,38300.0,TV5,385.0,61.0,rajinikanth.png,V. Rajinikanth,MEDIA,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aAz5wOrDDqs,2022-12-06,-0.975936233997345,2128.0,ABN,295.0,8.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GEFQKIe_Xc0,2022-12-06,0.9846081137657166,828.0,TV9,190.0,0.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FP78w40YKNU,2022-12-07,-0.9970222115516664,1825.0,TV9,174.0,3.0,rajinikanth.png,V. Rajinikanth,MEDIA,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1WgTyygpIwA,2022-12-07,-0.9972752928733826,5113.0,TV9,492.0,14.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dRUZYM47ecE,2022-12-08,0.9975923895835876,2306.0,TV9,269.0,2.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
baXG1x4jgjE,2022-12-08,0.5506705641746521,1766.0,TV9,111.0,8.0,rajinikanth.png,V. Rajinikanth,MEDIA,,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1P7gzyGvLwE,2022-12-08,0.9986107349395752,2188.0,TV5,320.0,0.0,rajinikanth.png,V. Rajinikanth,MEDIA,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
k1FmyzTRpo0,2022-12-09,0.995377779006958,1751.0,TV9,469.0,1.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tiA6ukcl3fc,2022-12-09,-0.9945460557937622,2256.0,TV9,151.0,2.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6OuxXviTUDQ,2022-12-09,-0.9976564645767212,2329.0,TV9,286.0,11.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gWzp6nnkJdc,2022-12-10,-0.9923171997070312,3379.0,Sakshi,303.0,3.0,rajinikanth.png,V. Rajinikanth,MEDIA,,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vm1vGAf7pN8,2022-12-10,-0.9984018206596376,2383.0,TV5,326.0,10.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sZuH-UtuPao,2022-12-11,-0.9981156587600708,2156.0,TV9,300.0,2.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
D7g0sToj08Q,2022-12-11,-0.990747332572937,2907.0,TV9,70.0,0.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d1v7YMPHilM,2022-12-11,0.9946783781051636,6126.0,TV9,360.0,1.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n9G6wKp6OI0,2022-12-12,-0.9990955591201782,2461.0,TV9,228.0,9.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IaELcIAO_9Y,2022-12-12,-0.9902363419532776,3321.0,TV9,216.0,1.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JCwZbI2H0SU,2022-12-12,-0.9979290962219238,1899.0,TV9,573.0,0.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qJX1g0NAeJY,2022-12-12,-0.985877275466919,1382.0,ABN,339.0,7.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kk3mDje2gP4,2022-12-12,0.9854933619499208,12942.0,TV9,206.0,17.0,rajinikanth.png,V. Rajinikanth,MEDIA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6uEk7uEywig,2022-12-12,-0.9933452606201172,2402.0,TV9,264.0,0.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FNlYfuDSiO8,2022-12-12,-0.996799111366272,2591.0,TV5,315.0,2.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1nmQ7DoRqk,2022-12-12,-0.993623673915863,3713.0,TV9,188.0,1.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jkQGRuHs6aA,2022-12-12,-0.9994335770606996,2844.0,TV9,188.0,2.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
QjslparWZy8,2022-12-12,-0.9955161213874816,1935.0,ABN,180.0,12.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ZOK_X-qKQJM,2022-12-12,-0.9935775995254515,2537.0,TV9,238.0,6.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0Qp1UgZzBFA,2022-12-12,0.996861457824707,46511.0,TV5,440.0,80.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F70-ug025yY,2022-12-12,-0.9975425004959106,2057.0,TV9,225.0,0.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0ddRWDEWdQQ,2022-12-13,-0.9936116337776184,1386.0,TV9,206.0,1.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YwBY9250ARI,2022-12-13,-0.9913429021835328,1732.0,TV5,260.0,0.0,rajinikanth.png,V. Rajinikanth,MEDIA,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HVrZsDE3kNE,2022-12-13,-0.9953944683074952,2600.0,TV9,243.0,2.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DKVOlrkMVU8,2022-12-13,-0.9981755018234252,1132.0,ABN,320.0,0.0,rajinikanth.png,V. Rajinikanth,MEDIA,,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kouXwd_o21g,2022-12-13,-0.9946869611740112,2144.0,TV9,505.0,0.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msmfV3Ojspc,2022-12-13,-0.9931175708770752,16040.0,TV9,312.0,19.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jyxPwN4pB8Y,2022-12-13,-0.9988583326339722,2490.0,TV9,267.0,0.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFlG_eSbNg0,2022-12-13,-0.992899775505066,1577.0,TV5,172.0,0.0,rajinikanth.png,V. Rajinikanth,MEDIA,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2d_qynAuf2Y,2022-12-13,-0.9982308745384216,6334.0,TV9,330.0,8.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YcY2F38l5b8,2022-12-13,-0.9947804808616638,3710.0,TV9,242.0,2.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wTiCs3jayb4,2022-12-13,-0.9901172518730164,2567.0,Sakshi,333.0,4.0,rajinikanth.png,V. Rajinikanth,MEDIA,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
T-iIUHJFf1M,2022-12-13,-0.99684476852417,1175.0,TV9,343.0,0.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tJSsBMjweWY,2022-12-13,-0.9832479953765868,857.0,TV9,121.0,0.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_Fcm7OWqSnY,2022-12-13,-0.9894501566886902,5723.0,TV9,261.0,6.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AZL1c5-beH4,2022-12-13,-0.9915003776550292,9732.0,TV9,179.0,37.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
dhSppAKqSxU,2022-12-13,0.9953994154930116,20793.0,TV9,74.0,107.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
jrsgTsH7Kps,2022-12-13,-0.995303511619568,3978.0,TV9,331.0,0.0,rajinikanth.png,V. Rajinikanth,MEDIA,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
jCrZfdKa56o,2022-12-13,-0.992456555366516,3088.0,TV9,251.0,3.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F8o0kEl4qgg,2022-12-13,-0.9990537762641908,1120.0,TV9,60.0,0.0,rajinikanth.png,V. Rajinikanth,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
