ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency
4AS8kTGacBE,2022-07-07,0.9982396364212036,1769.0,Sakshi,222.0,3.0,ichanapuram.png,Ashok Bendalam,TDP,Ichchapuram
re73p-GRM_g,2022-09-01,0.9983186721801758,3894.0,TV5,176.0,4.0,ichanapuram.png,Ashok Bendalam,TDP,Ichchapuram
t5_4LPO5zOQ,2022-09-15,-0.9984227418899536,2347.0,TV5,256.0,4.0,ichanapuram.png,Ashok Bendalam,TDP,Ichchapuram
t_r5j1TFCOI,2022-09-23,-0.9973577857017516,1372.0,TV5,467.0,0.0,ichanapuram.png,Ashok Bendalam,TDP,Ichchapuram
MfKfGfGvW2Q,2022-10-12,0.9936789870262146,1372.0,ABN,580.0,1.0,ichanapuram.png,Ashok Bendalam,TDP,Ichchapuram
aBilcsU6kXM,2022-12-02,-0.996627390384674,3998.0,TV9,393.0,0.0,ichanapuram.png,Ashok Bendalam,TDP,Ichchapuram
SRFJ8DSm9oA,2023-01-14,-0.9964147806167604,7162.0,TV9,221.0,2.0,ichanapuram.png,Ashok Bendalam,TDP,Ichchapuram
DUrC1Uz-HT4,2023-01-17,-0.9978173971176147,1229.0,TV9,89.0,11.0,ichanapuram.png,Ashok Bendalam,TDP,Ichchapuram
rMjDH4gXedc,2023-01-29,-0.998353123664856,78994.0,TV9,175.0,26.0,ichanapuram.png,Ashok Bendalam,TDP,Ichchapuram
mUAzKenCFFE,2023-03-12,0.9912109971046448,2802.0,ABN,316.0,8.0,ichanapuram.png,Ashok Bendalam,TDP,Ichchapuram
gLDbCyeyr9Q,2023-03-14,-0.9989016056060792,1589.0,TV9,157.0,1.0,ichanapuram.png,Ashok Bendalam,TDP,Ichchapuram
