ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,janasena party,ap employees,ap assembly session today,alliance,polavaram,visakha,roja,nellore ,srikakulam,yuvashakti,tadepalli,suprem court,perni nani ,Dadisetti Raja,ap development,tadipatri,nandigama
BqIFbS6k56o,2022-10-20,-0.9945032596588136,1001.0,ABN,357.0,3.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
UiKm4wBxHPs,2022-10-20,-0.9971068501472472,1286.0,ABN,210.0,15.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xs0qOiKrTfs,2022-10-20,0.998099148273468,1239.0,Sakshi,220.0,2.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dvVaSIaauzk,2022-10-22,-0.9977396726608276,7816.0,TV5,180.0,9.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
BLgEBOt8k2E,2022-10-24,0.9985463619232178,7680.0,TV5,245.0,7.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V16rBW8oczk,2022-10-29,-0.9985750913619996,2545.0,ABN,295.0,14.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
HFeWQdq99gU,2022-10-29,0.9828560948371888,7574.0,ABN,380.0,13.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z30ksIG30hg,2022-10-29,-0.9901992678642272,2305.0,ABN,285.0,5.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0NLQiNGyrhY,2022-10-31,0.9987286925315856,2281.0,Sakshi,276.0,15.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
oErOXKpPCZc,2022-11-01,0.9929539561271667,132191.0,TV5,410.0,201.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8sDv6U1nFGc,2022-11-01,0.998755931854248,365.0,TV5,280.0,1.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-QBF1lbN958,2022-11-02,-0.9847612380981444,2089.0,Sakshi,278.0,2.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bLro2ClCvLk,2022-11-03,-0.9925497770309448,73345.0,TV5,375.0,107.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34eC6odUW3o,2022-11-04,-0.9961023330688475,2008.0,Sakshi,511.0,5.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d4bU-jWNOe0,2022-11-04,0.9972243309020996,1145.0,Sakshi,552.0,3.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jO-QPpHea4M,2022-11-05,-0.9941667318344116,2744.0,Sakshi,408.0,12.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
h88r1E8fni0,2022-11-07,-0.9981642365455629,1897.0,TV5,340.0,1.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
we6Xv9oV6s0,2022-11-09,-0.9817224144935608,6389.0,TV5,260.0,6.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0
z1JvxuTfGIM,2022-11-12,0.9971154928207396,17918.0,Sakshi,351.0,65.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0
9nFnFufS8qY,2022-11-12,-0.9994896650314332,3371.0,ABN,400.0,5.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6CKiUYCcVMc,2022-11-15,0.9976479411125184,4552.0,TV5,95.0,3.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
glLb41Pt65Q,2022-11-16,0.996009349822998,26315.0,TV5,435.0,87.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YxTzNP9ZB_E,2022-11-17,0.9951509237289428,12202.0,TV5,420.0,23.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bM32Ig5tQF0,2022-11-17,-0.9929839372634888,23083.0,TV5,425.0,31.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AxWI4-if84o,2022-11-23,-0.998094379901886,14689.0,ABN,190.0,31.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BPCkByQVjAc,2022-11-24,0.9985846281051636,6535.0,TV5,550.0,39.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cr1moHAWrZI,2022-11-24,0.9919410943984984,4118.0,TV5,255.0,7.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mc1s9bHpwys,2022-11-26,0.9864507913589478,3157.0,TV9,360.0,16.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DygbkUj_06M,2022-11-28,-0.9984777569770812,1890.0,TV5,305.0,5.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
t1UHo27IKB0,2022-12-02,0.9956907629966736,22505.0,Sakshi,528.0,37.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
o8kbIF1wshg,2022-12-02,-0.9987505674362184,18456.0,Sakshi,267.0,55.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1,1
Q8LBi0xDTUA,2022-12-03,-0.9955108165740968,1878.0,Sakshi,509.0,12.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
hRAAh1P9blk,2022-12-04,0.9987976551055908,624.0,ABN,285.0,0.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NEcCllrl45g,2022-12-05,0.9976524710655212,508.0,ABN,193.0,1.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vYZAd6z7psk,2022-12-05,0.9967818260192872,1940.0,Sakshi,98.0,2.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-FaNtXBJC0I,2022-12-05,-0.9978808760643004,3330.0,ABN,230.0,9.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N8o1MsR7YCA,2022-12-07,-0.9987175464630128,173087.0,TV5,550.0,124.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
X7BmDosTaa0,2022-12-09,0.9928921461105348,2081.0,TV9,394.0,1.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nQoajvSecI,2022-12-09,0.9919816851615906,47173.0,TV5,360.0,53.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
EnFnh_JWj9Q,2022-12-11,-0.99904865026474,50803.0,TV9,48.0,76.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DrrrqcmkP_k,2022-12-12,-0.9845396876335144,18781.0,ABN,415.0,31.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69Zlwwlu_t0,2022-12-12,0.9956367611885072,47357.0,TV5,450.0,93.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EQZweH7r3SQ,2022-12-13,-0.9874119758605956,60296.0,TV5,310.0,84.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
wkerbH8nP5A,2022-12-14,0.9979786276817322,4337.0,TV5,360.0,8.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GbnHCsQ21nw,2022-12-15,0.9935877323150636,6154.0,Sakshi,595.0,6.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
zCuaHeVEfs4,2022-12-17,-0.998489499092102,4295.0,TV9,243.0,1.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7Vvo9s4X_RQ,2022-12-17,0.9975774884223938,1195.0,Sakshi,154.0,3.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1
owM_pUOvb9c,2022-12-18,-0.9982283711433412,34176.0,ABN,448.0,46.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0
vkkdHHgbKDk,2022-12-18,-0.997774302959442,2809.0,TV9,306.0,2.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
HNQTCyZnpHo,2022-12-19,0.997217893600464,30506.0,TV5,400.0,29.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xjGskw2fxdY,2022-12-19,-0.9964529275894164,12660.0,TV9,406.0,13.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YT3O_78g-lk,2022-12-19,0.9984460473060608,520.0,Sakshi,416.0,3.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
jg2fzkdTPb0,2022-12-19,-0.99598628282547,1573.0,ABN,276.0,0.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHbiBo1tMTg,2022-12-20,0.9916543960571288,9013.0,TV5,330.0,36.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YNdkMCr-H5k,2022-12-20,0.9986128807067872,69814.0,Sakshi,516.0,136.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ds-H38iaBWg,2022-12-20,0.9928203225135804,455.0,Sakshi,599.0,3.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSd2p2skPbw,2022-12-27,0.989537239074707,20700.0,Sakshi,582.0,74.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0vH1D3-Y4q0,2022-12-27,0.9982205033302308,1254.0,Sakshi,436.0,1.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fzn5tdWa3Ug,2022-12-28,-0.986485242843628,1718.0,Sakshi,359.0,3.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AfvJ2jwpTkI,2022-12-29,-0.995947539806366,2138.0,TV5,145.0,3.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0
8_fB2mMtP4Y,2022-12-29,-0.9982796907424928,1706.0,Sakshi,269.0,2.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
xhwyBl32GKM,2023-01-01,0.995284616947174,15167.0,Sakshi,562.0,19.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bxMUxY9lnlo,2023-01-01,-0.9962235689163208,3135.0,Sakshi,277.0,0.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1
lRAtHbRgHfs,2023-01-02,-0.9992495179176332,1583.0,TV9,414.0,2.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HE-LStc1vSY,2023-01-02,-0.998619794845581,6548.0,TV9,282.0,15.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
qFDM1100U28,2023-01-02,-0.9978433847427368,1471.0,Sakshi,188.0,4.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
F557cFcwRAY,2023-01-02,-0.993871569633484,12351.0,TV9,190.0,17.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
89kTovMkHck,2023-01-03,-0.978612184524536,5852.0,TV5,195.0,16.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YifxsuPzYF0,2023-01-03,-0.993503987789154,5848.0,TV5,420.0,29.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
lAGnyOHb0Q4,2023-01-03,-0.99278461933136,1929.0,TV5,190.0,3.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
IrfN9PSXiHU,2023-01-03,-0.9926984906196594,6857.0,TV5,355.0,6.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ceSRpnb3eQ0,2023-01-03,-0.9967485666275024,3470.0,TV5,195.0,5.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0
ZY70c4IPef0,2023-01-03,-0.9972795844078064,139650.0,TV5,520.0,228.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8pFl12tIyvw,2023-01-04,-0.9860256314277648,3139.0,TV5,275.0,0.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jgH4coKjJls,2023-01-05,0.9986775517463684,2772.0,Sakshi,240.0,3.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
rwiSsnIW_kg,2023-01-05,-0.9859215617179872,3429.0,TV5,215.0,5.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OWQta7ekahc,2023-01-05,-0.999118149280548,913.0,TV9,335.0,4.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AQZdHfbLvmo,2023-01-05,0.982096552848816,4891.0,TV5,270.0,4.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T6GDYpLKSqw,2023-01-06,0.988451361656189,70530.0,TV5,545.0,54.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m1XBnBF8ghU,2023-01-06,0.9975237250328064,1008.0,TV5,215.0,2.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3HfxsEroqcY,2023-01-09,-0.9980942606925964,335.0,ABN,365.0,0.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m3tL87G6lWE,2023-01-09,-0.9969798922538756,443.0,ABN,260.0,2.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
owB051_h9QA,2023-01-10,0.9904911518096924,2284.0,TV9,307.0,0.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PnftsCyJVaU,2023-01-11,0.9967315196990968,1337.0,ABN,546.0,2.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
drECnNxzX_A,2023-01-13,0.9981441497802734,7617.0,TV9,205.0,24.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
ItpeVp_7zk4,2023-01-13,-0.9983417987823486,3200.0,Sakshi,208.0,34.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1
yzIWf9GuM8k,2023-01-13,-0.9994359612464904,4016.0,Sakshi,215.0,32.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0
m3Kk2oI6xWA,2023-01-13,0.9769883751869202,2077.0,Sakshi,217.0,27.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
329UNCP5p04,2023-01-13,0.9985650181770324,8973.0,TV9,206.0,17.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
yygSk1Bb5zI,2023-01-14,-0.9862701296806335,1892.0,TV9,413.0,9.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gdS_9RrFq9A,2023-01-15,0.9980524778366088,1736.0,TV9,452.0,0.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
To1pg7905eQ,2023-01-15,-0.996913194656372,1963.0,TV9,200.0,1.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9RNwL-Q5tF4,2023-01-16,0.9982557892799376,446739.0,TV5,460.0,246.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S8GIB4dj8PA,2023-01-17,0.9987882971763612,858799.0,Sakshi,235.0,0.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
hw0Xq5u1aDw,2023-01-17,0.9934393763542176,26062.0,TV9,422.0,63.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C447ZL6iPko,2023-01-18,0.5928606986999512,331475.0,TV5,310.0,390.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kIun74WgbxM,2023-01-19,0.995136559009552,32294.0,TV5,370.0,74.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
