ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,raghurama ,AP ,yuvagalam,amaravati,ambati rambabu,YS Viveka Case,Yellow Media,Kuppam,janasena party,tdp pattabhi,Ramoji Rao,ap employees,Sajjala ,ap assembly session today,jr ntr,Atchannaidu,YSRCP Plenary,high court,alliance,Peddireddy ,vizag steel plant,vangalapudi anitha,ambati rambabu ,gudivada amarnath,polavaram,visakha,byreddy siddharth reddy, Botsa ,bonda uma ,Kakani,vijayasai reddy,kotamreddy ,roja,vidya deevena,nellore ,srikakulam,yuvashakti,tadepalli,megastar chiranjeevi,Pension,vangaveeti radha,suprem court,perni nani ,tdp leaders arrest,ap development,Kethireddy Venkatarami Reddy,balineni srinivasa reddy,tadipatri,Anam Ramanarayana Reddy,Corona,janasena alliance with tdp,cpi narayana,gudivada ,Kodali Nani ,varahi ,election commission,nellore mekapati,maa nammakam nuvve jagan,nandigama,High Court
RzHaXQUhn8U,2022-10-18,-0.9892343282699584,3319.0,ABN,280.0,16.0,pawan.png,Pawan Kalyan,JSP,,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NbvZCBLlbFQ,2022-10-18,0.9978589415550232,4539.0,TV5,472.0,2.0,pawan.png,Pawan Kalyan,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cqk8QgM9grY,2022-10-18,0.9923591017723083,11143.0,ABN,558.0,44.0,pawan.png,Pawan Kalyan,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KSIUsJOgMPA,2022-10-18,-0.998009979724884,24693.0,TV5,491.0,38.0,pawan.png,Pawan Kalyan,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JA98DyQNKxI,2022-10-18,-0.9983968138694764,3614.0,ABN,210.0,6.0,pawan.png,Pawan Kalyan,JSP,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1XzYjSS31Ac,2022-10-18,0.998434603214264,35143.0,TV5,130.0,40.0,pawan.png,Pawan Kalyan,JSP,,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOoxlMPEPB0,2022-10-18,-0.9977352619171144,2906.0,ABN,235.0,18.0,pawan.png,Pawan Kalyan,JSP,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIuXnRP2MV0,2022-10-18,-0.9928441643714904,10438.0,TV5,595.0,40.0,pawan.png,Pawan Kalyan,JSP,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8sRs0bHnaEA,2022-10-18,0.9983772039413452,4685.0,TV5,291.0,4.0,pawan.png,Pawan Kalyan,JSP,,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1
-wDU7ZYjayY,2022-10-18,-0.9925139546394348,52103.0,TV5,103.0,147.0,pawan.png,Pawan Kalyan,JSP,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nXFr1JpzZc8,2022-10-18,-0.9963228702545166,3233.0,Sakshi,318.0,4.0,pawan.png,Pawan Kalyan,JSP,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7h_fE8WJ-4,2022-10-18,0.9953967928886414,2152.0,ABN,556.0,7.0,pawan.png,Pawan Kalyan,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
goNd87l10kM,2022-10-18,0.9982612729072572,8086.0,TV5,35.0,22.0,pawan.png,Pawan Kalyan,JSP,,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v2CBzpdOyYw,2022-10-19,-0.991233766078949,7678.0,TV5,246.0,28.0,pawan.png,Pawan Kalyan,JSP,,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oXR6yktrZXQ,2022-10-19,-0.9864528775215148,4087.0,TV5,259.0,7.0,pawan.png,Pawan Kalyan,JSP,,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
mSkK7tNrDRM,2022-10-19,0.8281241655349731,6220.0,TV5,394.0,6.0,pawan.png,Pawan Kalyan,JSP,,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3iv3wSnWMls,2022-10-19,0.9918407201766968,6319.0,TV5,347.0,5.0,pawan.png,Pawan Kalyan,JSP,,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c5E-0SgXFi8,2022-10-19,0.9923123717308044,34437.0,TV5,505.0,67.0,pawan.png,Pawan Kalyan,JSP,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_auGf651TA,2022-10-19,0.9967707395553588,171371.0,TV5,451.0,275.0,pawan.png,Pawan Kalyan,JSP,,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3VSjUWjUxNY,2022-10-19,-0.9941545128822328,4196.0,ABN,238.0,14.0,pawan.png,Pawan Kalyan,JSP,,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s8VqWKrAhcs,2022-10-20,-0.989247739315033,5175.0,TV5,525.0,7.0,pawan.png,Pawan Kalyan,JSP,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPfep3eSEJM,2022-10-21,0.9894497990608216,15053.0,TV5,220.0,11.0,pawan.png,Pawan Kalyan,JSP,,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
0OkkxQ_vgrU,2022-10-21,0.9906724095344543,3154.0,ABN,75.0,10.0,pawan.png,Pawan Kalyan,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
u8LRulzhpZk,2022-10-21,0.9878111481666564,7636.0,TV5,290.0,7.0,pawan.png,Pawan Kalyan,JSP,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
8lDaHBkcpFg,2022-10-22,0.9981129169464112,35383.0,TV5,213.0,72.0,pawan.png,Pawan Kalyan,JSP,,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
_-JutxfHQSU,2022-10-22,0.9929447770118712,70952.0,TV5,594.0,89.0,pawan.png,Pawan Kalyan,JSP,,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E7mArJZMLQc,2022-10-22,-0.9946434497833252,50339.0,Sakshi,499.0,152.0,pawan.png,Pawan Kalyan,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3Hy0tTQPjsA,2022-10-24,0.9856566190719604,2580.0,TV5,590.0,0.0,pawan.png,Pawan Kalyan,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E6kdggo5igU,2022-10-25,0.9938976168632508,165889.0,TV5,470.0,173.0,pawan.png,Pawan Kalyan,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2yIxp8EtD78,2022-10-26,-0.9994766116142272,148632.0,TV5,510.0,311.0,pawan.png,Pawan Kalyan,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rSrjgQKfxsQ,2022-10-26,-0.9986976385116576,4686.0,TV5,195.0,10.0,pawan.png,Pawan Kalyan,JSP,,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
uYoeIQuAaBc,2022-10-26,-0.9973503351211548,4049.0,Sakshi,78.0,14.0,pawan.png,Pawan Kalyan,JSP,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R7YqoOPUvK4,2022-10-27,0.9981223940849304,860.0,Sakshi,294.0,4.0,pawan.png,Pawan Kalyan,JSP,,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sf37Ld-P1IE,2022-10-27,-0.9980276226997375,4419.0,ABN,280.0,1.0,pawan.png,Pawan Kalyan,JSP,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6beKKiZMUYs,2022-10-27,-0.95746111869812,824.0,ABN,400.0,0.0,pawan.png,Pawan Kalyan,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WeQXRA8f0nI,2022-10-27,-0.9979094862937928,4166.0,ABN,290.0,6.0,pawan.png,Pawan Kalyan,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4loNEfsxNyY,2022-10-27,-0.998190701007843,5781.0,ABN,390.0,10.0,pawan.png,Pawan Kalyan,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6MNg-wMxZhs,2022-10-28,-0.993221402168274,4186.0,ABN,350.0,9.0,pawan.png,Pawan Kalyan,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KodtZ1fwzXE,2022-10-28,0.9957362413406372,84929.0,ABN,390.0,325.0,pawan.png,Pawan Kalyan,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SnLmByQDf90,2022-10-29,-0.999093770980835,11149.0,ABN,365.0,14.0,pawan.png,Pawan Kalyan,JSP,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
V16rBW8oczk,2022-10-29,-0.9985750913619996,2545.0,ABN,295.0,14.0,pawan.png,Pawan Kalyan,JSP,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z30ksIG30hg,2022-10-29,-0.9901992678642272,2305.0,ABN,285.0,5.0,pawan.png,Pawan Kalyan,JSP,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
w4N5FhgTQXE,2022-10-29,-0.9984484910964966,3042.0,TV5,326.0,1.0,pawan.png,Pawan Kalyan,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HFeWQdq99gU,2022-10-29,0.9828560948371888,7574.0,ABN,380.0,13.0,pawan.png,Pawan Kalyan,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3jPiXwrwGK0,2022-10-29,0.8542861938476562,4814.0,ABN,545.0,18.0,pawan.png,Pawan Kalyan,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iNmbOuu9jbs,2022-10-29,0.9985684156417848,4327.0,TV5,139.0,7.0,pawan.png,Pawan Kalyan,JSP,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7ODpEcmtNAI,2022-10-31,-0.9959716200828552,6390.0,Sakshi,407.0,33.0,pawan.png,Pawan Kalyan,JSP,,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KvFn4FnGnlo,2022-10-31,-0.9965574741363524,2936.0,TV5,313.0,5.0,pawan.png,Pawan Kalyan,JSP,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kLa6VOMyIys,2022-10-31,0.98789781332016,3818.0,TV5,117.0,10.0,pawan.png,Pawan Kalyan,JSP,,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hYWX1sN7Jig,2022-10-31,-0.9979459643363952,4005.0,TV5,105.0,20.0,pawan.png,Pawan Kalyan,JSP,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
wn44Av7kqGI,2022-10-31,0.9881640672683716,33575.0,Sakshi,496.0,207.0,pawan.png,Pawan Kalyan,JSP,,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UV7TI60yEac,2022-10-31,0.9884762763977052,7659.0,TV5,135.0,6.0,pawan.png,Pawan Kalyan,JSP,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sml3dCGwRdY,2022-10-31,-0.9989025592803956,6045.0,TV5,93.0,14.0,pawan.png,Pawan Kalyan,JSP,,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0
0NLQiNGyrhY,2022-10-31,0.9987286925315856,2281.0,Sakshi,276.0,15.0,pawan.png,Pawan Kalyan,JSP,,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hY_sfHo8Yo4,2022-10-31,0.9869351387023926,561.0,TV5,295.0,1.0,pawan.png,Pawan Kalyan,JSP,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ow3aQBAQH88,2022-10-31,-0.9977269768714904,3369.0,TV5,117.0,5.0,pawan.png,Pawan Kalyan,JSP,,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HVXw74GY_M8,2022-11-01,-0.998449683189392,16387.0,Sakshi,235.0,107.0,pawan.png,Pawan Kalyan,JSP,,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETobPOQ4mZA,2022-11-01,0.9909620881080629,1436.0,TV5,255.0,5.0,pawan.png,Pawan Kalyan,JSP,,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
rt7LR_z23zw,2022-11-01,-0.9747388958930968,48783.0,Sakshi,343.0,114.0,pawan.png,Pawan Kalyan,JSP,,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2vfX95HjlWE,2022-11-03,-0.9978514909744264,11106.0,TV5,116.0,12.0,pawan.png,Pawan Kalyan,JSP,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
pG345V5XUKs,2022-11-04,-0.9993852376937866,51076.0,ABN,540.0,75.0,pawan.png,Pawan Kalyan,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jO-QPpHea4M,2022-11-05,-0.9941667318344116,2744.0,Sakshi,408.0,12.0,pawan.png,Pawan Kalyan,JSP,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPc-ZDc0xMo,2022-11-05,0.9967237114906312,17830.0,TV5,97.0,32.0,pawan.png,Pawan Kalyan,JSP,,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GNU7GJ2ZA7U,2022-11-05,0.9935196042060852,1503.0,Sakshi,327.0,9.0,pawan.png,Pawan Kalyan,JSP,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BgZT19QjUr4,2022-11-06,0.99816232919693,13299.0,Sakshi,168.0,18.0,pawan.png,Pawan Kalyan,JSP,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0ZZLLDL2cBc,2022-11-08,-0.9990259408950806,8250.0,ABN,385.0,13.0,pawan.png,Pawan Kalyan,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
