ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency
KB0n-V_pucc,2022-02-20,-0.9985584616661072,21217.0,Sakshi,173.0,51.0,mohan_nandigam.png,Monditoka Jagan Mohana Rao,YSRCP,Nandigama_sc
uRxEfl-dbzY,2022-02-20,-0.996707558631897,16916.0,Sakshi,108.0,28.0,mohan_nandigam.png,Monditoka Jagan Mohana Rao,YSRCP,Nandigama_sc
s1N4Gr5k46o,2022-02-20,0.9843377470970154,18592.0,Sakshi,229.0,30.0,mohan_nandigam.png,Monditoka Jagan Mohana Rao,YSRCP,Nandigama_sc
rcsiTrg9d4g,2022-02-20,-0.9994491934776306,86783.0,Sakshi,370.0,184.0,mohan_nandigam.png,Monditoka Jagan Mohana Rao,YSRCP,Nandigama_sc
G4uX9AHBYoU,2022-03-08,-0.9919353723526,797133.0,Sakshi,244.0,349.0,mohan_nandigam.png,Monditoka Jagan Mohana Rao,YSRCP,Nandigama_sc
NNNGJHxAYIg,2022-03-10,0.9815468788146972,21839.0,Sakshi,263.0,26.0,mohan_nandigam.png,Monditoka Jagan Mohana Rao,YSRCP,Nandigama_sc
wA4ElutE6No,2022-06-29,0.9051804542541504,2002.0,Sakshi,96.0,11.0,mohan_nandigam.png,Monditoka Jagan Mohana Rao,YSRCP,Nandigama_sc
4ny04yDZszQ,2022-09-15,0.9986783862113952,802.0,Sakshi,205.0,3.0,mohan_nandigam.png,Monditoka Jagan Mohana Rao,YSRCP,Nandigama_sc
OaIyzZC_UFY,2022-09-20,0.998155415058136,1604.0,Sakshi,189.0,2.0,mohan_nandigam.png,Monditoka Jagan Mohana Rao,YSRCP,Nandigama_sc
Picf7QjMAAg,2023-01-03,-0.9973899722099304,6502.0,Sakshi,243.0,9.0,mohan_nandigam.png,Monditoka Jagan Mohana Rao,YSRCP,Nandigama_sc
EsLsS8cJI2k,2023-02-02,-0.9965284466743468,11972.0,TV9,299.0,16.0,mohan_nandigam.png,Monditoka Jagan Mohana Rao,YSRCP,Nandigama_sc
0DjWUgTyFSE,2023-02-15,0.9983062744140624,1940.0,TV9,83.0,0.0,mohan_nandigam.png,Monditoka Jagan Mohana Rao,YSRCP,Nandigama_sc
cTc4ZD3OYL0,2023-02-25,-0.9984753727912904,2597.0,Sakshi,245.0,18.0,mohan_nandigam.png,Monditoka Jagan Mohana Rao,YSRCP,Nandigama_sc
