ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,AP ,yuvagalam,amaravati,ambati rambabu,ap employees,ap assembly session today,alliance,polavaram,visakha,byreddy siddharth reddy,kotamreddy ,roja,nellore ,yuvashakti,tadepalli,suprem court,ap development,tadipatri,nandigama
AHiZKlq0Js0,2023-02-08,-0.9898419976234436,3274.0,TV5,255.0,2.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eCQV15wIxMc,2023-02-09,-0.9937461614608764,2150.0,TV9,314.0,11.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O5vc9Igt56E,2023-02-09,-0.9981589913368224,1753.0,TV9,273.0,4.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YQcvLAYU58I,2023-02-10,-0.9985260367393494,33579.0,TV9,458.0,175.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-8GbK-piyJI,2023-02-11,0.9987955093383788,1378.0,TV5,297.0,0.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
UjAg6R4mMDM,2023-02-11,-0.977778136730194,8789.0,ABN,375.0,7.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pBxfNPaqBIc,2023-02-15,-0.99739408493042,4337.0,ABN,241.0,16.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p3jK1K4_39k,2023-02-16,0.9927615523338318,2329.0,ABN,365.0,6.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Q4xbVvwLicM,2023-02-16,-0.9918455481529236,4865.0,TV5,540.0,7.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rjh6pNJEVIU,2023-02-16,0.9976407289505004,3187.0,TV9,103.0,5.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0
Ma-sxyza5QU,2023-02-16,-0.9923912882804872,12446.0,ABN,515.0,18.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k12zx9bmZJA,2023-02-17,0.9795143604278564,9655.0,TV9,177.0,19.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uPEDmRg1mtA,2023-02-18,0.9986281394958496,423.0,TV9,148.0,0.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WDE_5_8Zml8,2023-02-22,-0.997661590576172,842.0,TV5,240.0,0.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
ifwIPPsjVVc,2023-02-23,-0.9994578957557678,1888.0,ABN,313.0,2.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BL3dDfZjSIc,2023-02-23,-0.9966806769371032,9908.0,TV9,274.0,14.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0
9lEyyHuB7Pk,2023-02-23,-0.9988275170326232,1114.0,ABN,254.0,3.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
oyrSBnWr394,2023-02-24,0.995414137840271,6341.0,TV9,326.0,6.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0
RbuU0gimtYY,2023-02-25,-0.9912273287773132,3209.0,Sakshi,207.0,7.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
7IeGFd2N0DY,2023-02-26,-0.9985460042953492,16202.0,Sakshi,232.0,33.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
VzF_sBtWH-k,2023-02-27,0.9932368397712708,2587.0,TV9,323.0,3.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
b779lw_UpMY,2023-03-06,-0.991496443748474,7818.0,TV5,137.0,8.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-scaXvd2hLE,2023-03-10,0.9949359893798828,4897.0,TV9,199.0,11.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jm7kKPIblso,2023-03-11,0.9860490560531616,629.0,ABN,333.0,0.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vjggVdXyKaA,2023-03-12,0.9765691757202148,2139.0,ABN,305.0,2.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Frfw9LMux1k,2023-03-13,0.9987025260925292,2288.0,TV9,205.0,3.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1
-eRpWfW8P8c,2023-03-13,0.997684359550476,952.0,TV9,293.0,0.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
xFReGeXX7wg,2023-03-13,0.9987927675247192,1584.0,TV9,215.0,2.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zvr_ztdryMQ,2023-03-16,-0.9804225564002992,23740.0,Sakshi,348.0,36.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1
a6QTgxZWivU,2023-03-17,0.9972155094146729,367.0,TV9,286.0,1.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
olfWgSRisTM,2023-03-17,0.9977461695671082,1139.0,TV9,282.0,0.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0
xy8bxvMPUNg,2023-03-17,0.9970993995666504,738.0,TV9,264.0,3.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uQL__XfMi7Y,2023-03-17,0.9977971315383912,1545.0,TV9,295.0,5.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
fwjEUF6zt6A,2023-03-18,0.9987475872039796,3711.0,TV9,280.0,29.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
k_xGRHaHl6Q,2023-03-20,0.9953651428222656,5025.0,TV5,235.0,12.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0
-yO498sJjiM,2023-03-20,-0.9994361996650696,2098.0,TV9,241.0,3.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8l2KovPd1ns,2023-03-20,0.9862911105155944,4996.0,TV9,340.0,1.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ceSSucReZNY,2023-03-20,-0.9986528158187866,6234.0,Sakshi,245.0,7.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
tmS7VFsIM1E,2023-03-22,-0.9966478943824768,624.0,TV9,276.0,2.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ivVoWCPvjHI,2023-03-26,-0.995735764503479,83487.0,TV5,275.0,250.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
66C8qcHLIFw,2023-03-27,-0.9990350008010864,713.0,ABN,108.0,0.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tnTHqOEGAOk,2023-03-27,-0.9992110729217528,905.0,TV9,224.0,0.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JRSsq5d-IrI,2023-03-27,-0.9950764775276184,1090.0,TV9,268.0,1.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
mEVitIx76vY,2023-03-27,-0.9967384934425354,966.0,ABN,347.0,0.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UHMCE1rAdJY,2023-03-27,-0.998205304145813,1958.0,TV9,304.0,0.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2f65kDRAuxA,2023-03-28,-0.999447762966156,4162.0,TV9,323.0,8.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MjhwEsz10CI,2023-03-28,-0.9968236684799194,1044.0,TV9,190.0,0.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysg-HR-3bus,2023-03-28,-0.9898402690887452,5359.0,TV9,227.0,6.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O9u4z3cLHTs,2023-03-30,-0.9978781938552856,8644.0,Sakshi,245.0,9.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0
eGdAwQxnWLE,2023-03-31,-0.9969552755355836,461.0,ABN,163.0,1.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
h6j1K2Q5DMM,2023-03-31,-0.998300850391388,9651.0,ABN,243.0,4.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KkelGEizQxY,2023-03-31,-0.9988031387329102,782.0,TV9,272.0,3.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
D2YUas5qZDg,2023-04-01,-0.9987290501594543,2102.0,TV9,196.0,5.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flBVEio6jnI,2023-04-01,-0.999398708343506,2581.0,TV9,168.0,8.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f6FGrZp-ITQ,2023-04-01,-0.9994491934776306,2639.0,TV9,351.0,1.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y2LE0aJBtE4,2023-04-02,-0.9924867153167723,2494.0,TV9,277.0,16.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iD8TnTR5V0U,2023-04-03,-0.9967697858810424,976.0,TV5,205.0,4.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
RH0OAJEfmfU,2023-04-03,0.9966220855712892,697.0,TV9,263.0,0.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
klOLmvYdGLM,2023-04-03,-0.995181143283844,632.0,TV5,270.0,2.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,0,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
3FDxerYYMCM,2023-04-05,-0.9969320297241212,673.0,TV9,219.0,5.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0
7zQ9qBfuJd0,2023-04-07,-0.9972104430198668,1347.0,ABN,183.0,1.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5DeC1CEUYlA,2023-04-08,-0.9935046434402466,692.0,TV9,306.0,4.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0gh_vXou7M,2023-04-10,-0.983336865901947,2059.0,ABN,322.0,4.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
w9_FAJ6YPMk,2023-04-11,-0.9949219822883606,730.0,ABN,255.0,1.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZJLede5wes,2023-04-11,-0.9994877576828004,580.0,ABN,255.0,0.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHkRUy02jww,2023-04-12,-0.9932657480239868,2696.0,TV9,328.0,5.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
q4qZyrgwEfM,2023-04-13,-0.9983617663383484,121888.0,TV9,29.0,95.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANXtFm_MqiI,2023-04-15,-0.9981145858764648,839.0,Sakshi,293.0,1.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
YQSu6BDrqkY,2023-04-17,0.987294852733612,2748.0,TV5,310.0,0.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
LDUFyIEsbO8,2023-04-17,0.9930644631385804,3951.0,TV5,305.0,1.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
SvnzcKnMdzQ,2023-04-21,-0.9990691542625428,4767.0,TV5,235.0,9.0,baptla.png,Kona Raghupath,YSRCP,Bapatla,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
