ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,ambati rambabu,YS Viveka Case,Yellow Media,Gadapa Gadapaku ,panchayat elections,Kuppam,janasena party,tdp pattabhi,ap employees,Sajjala ,ap assembly session today,jr ntr,Atchannaidu,YSRCP Plenary,high court,alliance,Peddireddy ,vangalapudi anitha,ambati rambabu ,polavaram,visakha,byreddy siddharth reddy,Kakani,vijayasai reddy,jogi ramesh ,privatization,kotamreddy ,roja,vidya deevena,nellore ,srikakulam,yuvashakti,tadepalli,vangaveeti radha,suprem court,tdp leaders arrest,ap development,Kethireddy Venkatarami Reddy,balineni srinivasa reddy,tadipatri,Anam Ramanarayana Reddy,Corona,janasena alliance with tdp,gudivada ,varahi ,election commission,nellore mekapati,maa nammakam nuvve jagan,nandigama,High Court
RwBKpvf1yCI,2022-10-06,-0.9973093271255492,13647.0,Sakshi,288.0,25.0,Srungavarapukota.png,Kadubandi Srinivasa Rao,YSRCP,Srungavarapukota,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tV_wBehk6l0,2022-10-07,0.9977803826332092,1627.0,TV5,82.0,1.0,Srungavarapukota.png,Kadubandi Srinivasa Rao,YSRCP,Srungavarapukota,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GTfJ9yfjFLQ,2022-10-07,-0.9932854175567628,7370.0,TV5,338.0,12.0,Srungavarapukota.png,Kadubandi Srinivasa Rao,YSRCP,Srungavarapukota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5yi9C11LPw,2022-10-08,0.9981209635734558,2183.0,TV5,84.0,1.0,Srungavarapukota.png,Kadubandi Srinivasa Rao,YSRCP,Srungavarapukota,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hqnhCzlzi0k,2022-10-10,-0.9973140358924866,2803.0,Sakshi,146.0,22.0,Srungavarapukota.png,Kadubandi Srinivasa Rao,YSRCP,Srungavarapukota,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fhyt-ftnR8M,2022-10-10,0.9925280809402466,794.0,TV5,258.0,0.0,Srungavarapukota.png,Kadubandi Srinivasa Rao,YSRCP,Srungavarapukota,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e96ixxuY04k,2022-10-10,-0.9901390075683594,3521.0,Sakshi,444.0,11.0,Srungavarapukota.png,Kadubandi Srinivasa Rao,YSRCP,Srungavarapukota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
z5Mmckqmx2I,2022-10-10,-0.9955239295959472,11257.0,TV5,455.0,30.0,Srungavarapukota.png,Kadubandi Srinivasa Rao,YSRCP,Srungavarapukota,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b9aiAcff30s,2022-10-11,0.9797385931015016,1742.0,ABN,445.0,11.0,Srungavarapukota.png,Kadubandi Srinivasa Rao,YSRCP,Srungavarapukota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jv5OyGq7mA4,2022-10-11,-0.9979562759399414,682.0,TV5,293.0,0.0,Srungavarapukota.png,Kadubandi Srinivasa Rao,YSRCP,Srungavarapukota,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUoVK2_hrX0,2022-10-11,0.9832353591918944,1006.0,TV5,380.0,2.0,Srungavarapukota.png,Kadubandi Srinivasa Rao,YSRCP,Srungavarapukota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uBmpv1ylhd8,2022-10-11,0.9981908202171326,3908.0,ABN,530.0,8.0,Srungavarapukota.png,Kadubandi Srinivasa Rao,YSRCP,Srungavarapukota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qo8nuUhZGVw,2022-10-12,-0.9993694424629213,1103.0,TV5,208.0,6.0,Srungavarapukota.png,Kadubandi Srinivasa Rao,YSRCP,Srungavarapukota,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WYb5oxAKH1o,2022-10-12,0.9920267462730408,1513.0,TV5,112.0,1.0,Srungavarapukota.png,Kadubandi Srinivasa Rao,YSRCP,Srungavarapukota,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
eSkB6ACQml4,2022-10-12,-0.9947291016578674,2776.0,TV5,200.0,4.0,Srungavarapukota.png,Kadubandi Srinivasa Rao,YSRCP,Srungavarapukota,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
X4TaZ_GgKBE,2022-10-12,0.9734821915626526,1373.0,TV5,210.0,4.0,Srungavarapukota.png,Kadubandi Srinivasa Rao,YSRCP,Srungavarapukota,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jGQt9IG_S60,2022-10-13,-0.9962453246116638,1405.0,ABN,430.0,1.0,Srungavarapukota.png,Kadubandi Srinivasa Rao,YSRCP,Srungavarapukota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
atvIFqzEeDc,2022-10-13,-0.9915521144866944,2217.0,ABN,345.0,0.0,Srungavarapukota.png,Kadubandi Srinivasa Rao,YSRCP,Srungavarapukota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-fTenqDEEw,2022-10-14,-0.9993714690208436,874.0,TV5,133.0,0.0,Srungavarapukota.png,Kadubandi Srinivasa Rao,YSRCP,Srungavarapukota,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
-_YuvGK9bNU,2022-10-14,-0.9990917444229126,2951.0,TV5,120.0,5.0,Srungavarapukota.png,Kadubandi Srinivasa Rao,YSRCP,Srungavarapukota,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
te-0nO0JHJg,2022-10-14,-0.992493212223053,1909.0,Sakshi,491.0,6.0,Srungavarapukota.png,Kadubandi Srinivasa Rao,YSRCP,Srungavarapukota,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bEuk8wVPadQ,2022-10-15,-0.9991938471794128,4411.0,ABN,416.0,17.0,Srungavarapukota.png,Kadubandi Srinivasa Rao,YSRCP,Srungavarapukota,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
LSytnAIyIbc,2022-10-16,-0.9974263310432434,5026.0,Sakshi,445.0,11.0,Srungavarapukota.png,Kadubandi Srinivasa Rao,YSRCP,Srungavarapukota,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YFQfH03SlQY,2022-10-16,-0.9951554536819458,895.0,TV5,390.0,1.0,Srungavarapukota.png,Kadubandi Srinivasa Rao,YSRCP,Srungavarapukota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CpQmpyT9uz0,2022-10-16,-0.990810751914978,18353.0,TV5,435.0,28.0,Srungavarapukota.png,Kadubandi Srinivasa Rao,YSRCP,Srungavarapukota,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6r2yC1xUcRs,2022-10-17,0.99792742729187,636.0,TV5,384.0,0.0,Srungavarapukota.png,Kadubandi Srinivasa Rao,YSRCP,Srungavarapukota,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9YiC868YEWs,2022-10-17,-0.9976592063903807,515.0,ABN,505.0,0.0,Srungavarapukota.png,Kadubandi Srinivasa Rao,YSRCP,Srungavarapukota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
khH9nLkqPlo,2022-10-17,-0.9992337226867676,4768.0,TV5,110.0,6.0,Srungavarapukota.png,Kadubandi Srinivasa Rao,YSRCP,Srungavarapukota,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1rtRT4YKy1s,2022-10-18,-0.9985151886940002,1123.0,TV5,145.0,1.0,Srungavarapukota.png,Kadubandi Srinivasa Rao,YSRCP,Srungavarapukota,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZeacLQORINs,2022-10-18,0.998345136642456,11532.0,Sakshi,475.0,56.0,Srungavarapukota.png,Kadubandi Srinivasa Rao,YSRCP,Srungavarapukota,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nXFr1JpzZc8,2022-10-18,-0.9963228702545166,3233.0,Sakshi,318.0,4.0,Srungavarapukota.png,Kadubandi Srinivasa Rao,YSRCP,Srungavarapukota,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
X8AlYiOdmt8,2022-10-18,0.995203733444214,1971.0,TV5,90.0,4.0,Srungavarapukota.png,Kadubandi Srinivasa Rao,YSRCP,Srungavarapukota,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
V1YAaWXrwWA,2022-10-18,-0.9984082579612732,7489.0,Sakshi,254.0,50.0,Srungavarapukota.png,Kadubandi Srinivasa Rao,YSRCP,Srungavarapukota,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
klxnmaKy6uM,2022-10-18,-0.9923099279403688,3416.0,Sakshi,244.0,27.0,Srungavarapukota.png,Kadubandi Srinivasa Rao,YSRCP,Srungavarapukota,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g4FritACohM,2022-10-18,-0.9986515641212464,5665.0,Sakshi,227.0,46.0,Srungavarapukota.png,Kadubandi Srinivasa Rao,YSRCP,Srungavarapukota,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba3xi9QC7E8,2022-10-18,-0.9792525172233582,3033.0,ABN,225.0,2.0,Srungavarapukota.png,Kadubandi Srinivasa Rao,YSRCP,Srungavarapukota,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
e_zFgVT-UHM,2022-10-19,0.9980182647705078,2140.0,ABN,132.0,7.0,Srungavarapukota.png,Kadubandi Srinivasa Rao,YSRCP,Srungavarapukota,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
TZwGkzwdVco,2022-10-20,-0.9959293007850648,1217.0,ABN,324.0,1.0,Srungavarapukota.png,Kadubandi Srinivasa Rao,YSRCP,Srungavarapukota,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cgyCjJqjwYs,2022-10-20,0.9947432279586792,3732.0,TV5,495.0,0.0,Srungavarapukota.png,Kadubandi Srinivasa Rao,YSRCP,Srungavarapukota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BqIFbS6k56o,2022-10-20,-0.9945032596588136,1001.0,ABN,357.0,3.0,Srungavarapukota.png,Kadubandi Srinivasa Rao,YSRCP,Srungavarapukota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W-gEXqv2oQE,2022-10-20,-0.999190390110016,3846.0,Sakshi,279.0,6.0,Srungavarapukota.png,Kadubandi Srinivasa Rao,YSRCP,Srungavarapukota,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
KTgszZtVvmE,2022-10-21,0.9963515996932985,2050.0,ABN,165.0,0.0,Srungavarapukota.png,Kadubandi Srinivasa Rao,YSRCP,Srungavarapukota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
YEqXo6NChTY,2022-10-21,0.9924822449684144,26300.0,Sakshi,516.0,74.0,Srungavarapukota.png,Kadubandi Srinivasa Rao,YSRCP,Srungavarapukota,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E7mArJZMLQc,2022-10-22,-0.9946434497833252,50339.0,Sakshi,499.0,152.0,Srungavarapukota.png,Kadubandi Srinivasa Rao,YSRCP,Srungavarapukota,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vWZyttM_lDY,2022-10-22,0.9941363334655762,7637.0,Sakshi,304.0,22.0,Srungavarapukota.png,Kadubandi Srinivasa Rao,YSRCP,Srungavarapukota,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZkEx7YELR_4,2022-10-23,0.9916381239891052,861.0,TV5,270.0,1.0,Srungavarapukota.png,Kadubandi Srinivasa Rao,YSRCP,Srungavarapukota,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tTa88e1a43A,2022-10-24,0.997646152973175,4066.0,TV5,485.0,1.0,Srungavarapukota.png,Kadubandi Srinivasa Rao,YSRCP,Srungavarapukota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ic4o--Q-FR4,2022-10-24,-0.9961035251617432,4339.0,TV5,448.0,13.0,Srungavarapukota.png,Kadubandi Srinivasa Rao,YSRCP,Srungavarapukota,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_j_fvqw0zjs,2022-10-24,-0.9981166124343872,4610.0,TV5,473.0,16.0,Srungavarapukota.png,Kadubandi Srinivasa Rao,YSRCP,Srungavarapukota,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wruWwQ8OhE0,2022-10-25,0.9942581653594972,28126.0,TV5,425.0,39.0,Srungavarapukota.png,Kadubandi Srinivasa Rao,YSRCP,Srungavarapukota,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E6kdggo5igU,2022-10-25,0.9938976168632508,165889.0,TV5,470.0,173.0,Srungavarapukota.png,Kadubandi Srinivasa Rao,YSRCP,Srungavarapukota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3LqvlR5n24w,2022-10-25,0.9870240688323976,2406.0,ABN,228.0,1.0,Srungavarapukota.png,Kadubandi Srinivasa Rao,YSRCP,Srungavarapukota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8a2F55sbQX8,2022-10-26,-0.9937734007835388,20588.0,ABN,322.0,13.0,Srungavarapukota.png,Kadubandi Srinivasa Rao,YSRCP,Srungavarapukota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oVv73hdAdQY,2022-10-27,-0.997249186038971,2373.0,TV5,371.0,5.0,Srungavarapukota.png,Kadubandi Srinivasa Rao,YSRCP,Srungavarapukota,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6beKKiZMUYs,2022-10-27,-0.95746111869812,824.0,ABN,400.0,0.0,Srungavarapukota.png,Kadubandi Srinivasa Rao,YSRCP,Srungavarapukota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R7YqoOPUvK4,2022-10-27,0.9981223940849304,860.0,Sakshi,294.0,4.0,Srungavarapukota.png,Kadubandi Srinivasa Rao,YSRCP,Srungavarapukota,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4loNEfsxNyY,2022-10-27,-0.998190701007843,5781.0,ABN,390.0,10.0,Srungavarapukota.png,Kadubandi Srinivasa Rao,YSRCP,Srungavarapukota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lx-Sep9HXyc,2022-10-27,0.9935421943664552,441.0,ABN,272.0,0.0,Srungavarapukota.png,Kadubandi Srinivasa Rao,YSRCP,Srungavarapukota,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
8H2H-q5zUEs,2022-10-27,-0.9979211688041688,1504.0,TV5,545.0,5.0,Srungavarapukota.png,Kadubandi Srinivasa Rao,YSRCP,Srungavarapukota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QaXZWvHu4cE,2022-10-28,-0.9717333912849426,1321.0,Sakshi,530.0,1.0,Srungavarapukota.png,Kadubandi Srinivasa Rao,YSRCP,Srungavarapukota,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
srhT1CaD5Zc,2022-10-28,0.9815966486930848,2275.0,TV5,410.0,1.0,Srungavarapukota.png,Kadubandi Srinivasa Rao,YSRCP,Srungavarapukota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N8890v7FOeM,2022-10-28,-0.9911589026451112,42911.0,TV5,445.0,76.0,Srungavarapukota.png,Kadubandi Srinivasa Rao,YSRCP,Srungavarapukota,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mDvS0Y17NZk,2022-10-28,-0.9993139505386353,3093.0,ABN,105.0,4.0,Srungavarapukota.png,Kadubandi Srinivasa Rao,YSRCP,Srungavarapukota,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
wn44Av7kqGI,2022-10-31,0.9881640672683716,33575.0,Sakshi,496.0,207.0,Srungavarapukota.png,Kadubandi Srinivasa Rao,YSRCP,Srungavarapukota,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
