ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,ambati rambabu,Yellow Media,Kuppam,janasena party,tdp pattabhi,ap employees,ap assembly session today,Atchannaidu,high court,alliance,Peddireddy ,polavaram,visakha,byreddy siddharth reddy,Kakani,vijayasai reddy,kotamreddy ,roja,nellore ,srikakulam,yuvashakti,tadepalli,vangaveeti radha,suprem court,perni nani ,ap development,balineni srinivasa reddy,tadipatri,Anam Ramanarayana Reddy,janasena alliance with tdp,varahi ,nellore mekapati,nandigama
e6JKShV6EwY,2023-02-20,0.9971690773963928,9840.0,TV9,265.0,7.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
aATtXhzj5OM,2023-02-20,-0.993255376815796,1493.0,Sakshi,185.0,4.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
5HGPb1-Wx6U,2023-02-20,0.9979288578033448,1725.0,TV9,74.0,2.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bVttRhVYN_o,2023-02-20,-0.9601271748542786,4162.0,TV9,266.0,2.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
w3MWPVDyV4s,2023-02-21,-0.9872615337371826,15179.0,TV9,62.0,17.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G0rOmrxPILE,2023-02-21,-0.9994220733642578,12087.0,TV5,130.0,8.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
TXoTmhLXvKg,2023-02-21,-0.9988161325454712,7101.0,TV5,125.0,9.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LQOEqOcse_U,2023-02-21,-0.9949287176132202,157585.0,TV5,130.0,211.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o8thrpDBs2Y,2023-02-21,0.997034192085266,519.0,ABN,353.0,0.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eq-1vnIWbkA,2023-02-22,-0.998803973197937,1540.0,ABN,218.0,1.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0
BLg-jaOwjQE,2023-02-22,-0.9955636262893676,1483.0,TV5,158.0,1.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0csFpsmeyLc,2023-02-23,-0.9964812994003296,3599.0,ABN,210.0,3.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XcThAHgaXws,2023-02-23,0.9945088028907776,3241.0,TV9,213.0,8.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AeyC1n726TQ,2023-02-23,-0.9973326921463012,4236.0,ABN,320.0,6.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
cTc4ZD3OYL0,2023-02-25,-0.9984753727912904,2597.0,Sakshi,245.0,18.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AiS_EsvRfuA,2023-02-26,-0.999293327331543,3389.0,TV9,307.0,12.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Z4_jOx8oqkg,2023-02-26,0.9988387227058412,1096.0,TV9,309.0,0.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
wr2EcZQ52I4,2023-02-27,-0.9974989295005798,1843.0,TV9,300.0,3.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0yIaIMIA5LM,2023-02-27,-0.998021364212036,804.0,TV9,302.0,6.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
USygP342WyQ,2023-02-27,-0.9948378205299376,672.0,TV9,270.0,0.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
W2r7qf7Zso0,2023-02-27,-0.9984618425369264,1013.0,TV9,276.0,3.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0
fRB1iuATKco,2023-02-28,-0.9991921782493592,695.0,TV5,350.0,1.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
u6r0CXvQ890,2023-03-03,-0.9911220073699952,116687.0,ABN,279.0,120.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tcm36kDVyJ4,2023-03-03,0.9984261989593506,72869.0,TV9,177.0,111.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8oUDfmqnosg,2023-03-04,0.9965159893035888,2654.0,TV9,168.0,0.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3zq_P9SZ6CY,2023-03-07,0.9869540333747864,990.0,TV5,248.0,0.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
VjPw9qF8rr0,2023-03-08,-0.9934542179107666,866.0,ABN,325.0,0.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GxIYflNiQCs,2023-03-08,-0.9979323148727416,3397.0,ABN,223.0,4.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Adfjhtzm1R4,2023-03-09,0.9959852695465088,9741.0,Sakshi,211.0,18.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0
ohpSXuF5sNw,2023-03-09,-0.9858757853507996,1065.0,TV9,309.0,3.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
UwxrOKYejYc,2023-03-09,-0.9963185787200928,776.0,TV9,304.0,4.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
bA443WKIIqE,2023-03-09,-0.9987114667892456,584.0,TV9,261.0,1.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4GX1AGN3F3E,2023-03-09,-0.998333752155304,454.0,TV5,215.0,1.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
eHYgFar67sc,2023-03-10,-0.998918890953064,3020.0,TV9,219.0,5.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rtarfNAMC-M,2023-03-10,0.9803873896598816,2248.0,TV9,336.0,5.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UwLAKwVQ7Mk,2023-03-10,-0.9948359727859496,8304.0,TV9,216.0,10.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
773fe-EhjQE,2023-03-10,-0.9935870170593262,1489.0,TV9,185.0,2.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VDRmU6ZCJig,2023-03-10,-0.9949795603752136,7031.0,TV9,236.0,0.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
euZg8UUkg0M,2023-03-10,-0.9965119957923888,2519.0,TV9,205.0,6.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9uHFiKTKuXc,2023-03-11,0.9919169545173644,2829.0,Sakshi,325.0,4.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vNR9k2gAJNg,2023-03-11,-0.9981452226638794,48737.0,ABN,137.0,42.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ornwj72y7K4,2023-03-13,0.998842179775238,1002.0,TV9,55.0,0.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OgktJOUDYTg,2023-03-13,0.9776081442832948,1673.0,TV9,309.0,4.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
fxX-7X8as00,2023-03-13,0.998525321483612,21969.0,ABN,202.0,22.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
qAtlrSo8L-U,2023-03-13,0.9982072114944458,3884.0,ABN,340.0,6.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSq5onEWzBo,2023-03-13,0.9987531900405884,2968.0,TV9,273.0,0.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b9CABVC1acc,2023-03-15,0.9953370094299316,564.0,TV9,281.0,4.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RyOHoaasA2s,2023-03-15,-0.9963665008544922,3803.0,Sakshi,267.0,23.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
qjP0WIEsH7o,2023-03-15,-0.9994575381278992,29454.0,Sakshi,233.0,294.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GKyJCrDwxeM,2023-03-16,-0.9916059970855712,1970.0,ABN,240.0,0.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
9jk8z8UPKIY,2023-03-16,-0.9849559664726256,723.0,ABN,240.0,0.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OxI2KyE-ne4,2023-03-18,0.9947878122329712,30604.0,Sakshi,181.0,65.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dfUinjnC97w,2023-03-19,0.986855447292328,1059.0,TV9,182.0,0.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AiHH4GdgeZs,2023-03-19,-0.9975972771644592,1321.0,TV9,194.0,1.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iIzEnwBXGo8,2023-03-20,-0.9978973865509032,2605.0,TV9,73.0,8.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6VuzoqKVlgo,2023-03-20,-0.9988719820976256,2749.0,TV9,78.0,1.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hdQ0HbIBAa0,2023-03-20,-0.9993749260902404,6030.0,Sakshi,200.0,25.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3hokzyB5Ed4,2023-03-20,0.9888454079627992,3916.0,ABN,155.0,1.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1DkDV2btovw,2023-03-20,-0.9983799457550048,18363.0,Sakshi,112.0,60.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tWH2-pmWayQ,2023-03-20,0.9985438585281372,431.0,TV9,272.0,0.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLIMwL8C6tc,2023-03-21,-0.996293842792511,3194.0,ABN,305.0,1.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
4nEnB_YOb2I,2023-03-23,0.9964030981063844,1192.0,TV9,254.0,3.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bby19Z275wo,2023-03-23,0.9950437545776368,42823.0,Sakshi,289.0,144.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kcp3H_M-2g4,2023-03-23,-0.9984893798828124,21134.0,Sakshi,134.0,80.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0T8aBghlLHo,2023-03-23,-0.998315930366516,1068.0,ABN,310.0,5.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37097lx0syo,2023-03-24,0.9892577528953552,1285.0,TV9,280.0,4.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
gsXWtiRZ38o,2023-03-24,0.9962910413742064,1878.0,TV9,226.0,5.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0
axfxOXneLYg,2023-03-25,-0.9942460656166076,47649.0,ABN,132.0,35.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ckCgiuFwFRQ,2023-03-26,-0.985397458076477,8739.0,TV9,277.0,20.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5cLiG4S86wE,2023-03-28,-0.9916717410087584,1676.0,TV9,303.0,0.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CbgWLAFm4Io,2023-03-28,0.9856653213500975,1618.0,TV9,302.0,2.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
xN70v2hXGYk,2023-03-28,0.996678352355957,5267.0,TV9,214.0,2.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QB9RjXa3xcY,2023-03-29,-0.9978271126747132,20845.0,TV9,319.0,37.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OuexS6BOL8I,2023-03-30,-0.9942986965179444,2023.0,TV5,200.0,7.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
L8kIFxT3ezs,2023-03-30,-0.997384250164032,1352.0,TV5,260.0,0.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BFonLjjAb2Q,2023-03-30,0.9793151617050172,1937.0,ABN,276.0,8.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
y7HUDdYN8W0,2023-03-30,0.997670829296112,852.0,TV5,235.0,2.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ng8LpnWpo-I,2023-03-31,0.998210310935974,341.0,TV9,261.0,1.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vRy7uAYExbA,2023-03-31,0.9956837892532348,2053.0,TV5,195.0,0.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e8x1C_swvGE,2023-04-01,0.998604953289032,4397.0,TV9,260.0,9.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iuzse0E6vlU,2023-04-04,-0.997173547744751,16611.0,TV5,228.0,39.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
XNY0DLw-eT4,2023-04-05,0.9926249384880066,2703.0,TV5,335.0,5.0,chodavaram.png,Karanam Dharmasri,YSRCP,Chodavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
