ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,ambati rambabu,Kuppam,janasena party,ap employees,Sajjala ,ap assembly session today,high court,alliance,Peddireddy ,polavaram,visakha,byreddy siddharth reddy,roja,yuvashakti,tadepalli,suprem court,ap development,tadipatri,Anam Ramanarayana Reddy
N1AArDaNcYk,2022-06-22,0.9966548681259156,72205.0,Sakshi,115.0,179.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
vCRa1PayI4g,2022-06-29,0.99830162525177,1737.0,Sakshi,312.0,1.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0
ba2Segs5Wh8,2022-06-30,0.9965092539787292,3666.0,Sakshi,127.0,6.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
db4vYmHqnXI,2022-07-01,-0.9979020357131958,12596.0,Sakshi,386.0,41.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0OXzgJm_AMM,2022-07-01,0.9953733086586,1681.0,Sakshi,584.0,0.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
hgc08wEmlTM,2022-07-09,-0.9925750494003296,7750.0,Sakshi,262.0,15.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0
VDr452mx8Rg,2022-07-10,0.9978982210159302,25177.0,Sakshi,438.0,36.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P8_OntL5PIs,2022-07-16,-0.9448382258415222,18697.0,Sakshi,150.0,39.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
z-_I5QUuNsw,2022-07-22,0.9933016300201416,6880.0,Sakshi,538.0,57.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BJ9E-IxbTL0,2022-07-29,-0.998641312122345,15815.0,Sakshi,230.0,23.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
dghiCE6YIZ4,2022-08-04,0.9921907782554626,74506.0,Sakshi,124.0,321.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0
vMdww09qHvw,2022-08-08,0.9979845285415648,154533.0,Sakshi,597.0,603.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qvxj_tKFdK8,2022-08-08,0.996794044971466,4636.0,Sakshi,68.0,3.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
T5GlOpn1Nsg,2022-08-08,0.9903410077095032,2039.0,Sakshi,74.0,7.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xe2m3145JH8,2022-09-08,-0.9931627511978148,2284.0,Sakshi,98.0,0.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yeJSWM3lsag,2022-09-09,-0.9984591007232666,11970.0,Sakshi,102.0,10.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
VLUM0cGDalU,2022-09-13,-0.998744010925293,312442.0,TV5,160.0,232.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68bwcG106UE,2022-09-13,0.9984727501869202,2282.0,TV5,219.0,3.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GZqaWNNc0Kk,2022-09-16,-0.9964932799339294,212865.0,TV5,294.0,165.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0
Ly4B0TbXM2k,2022-09-22,0.9794802665710448,21557.0,Sakshi,475.0,93.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W0W3FX3bk5Y,2022-09-22,-0.9976361989974976,2614.0,Sakshi,297.0,15.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
ymRwvb8jUW8,2022-09-26,0.9861916303634644,2474.0,TV5,271.0,4.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
bBCEPRb7KqI,2022-09-27,0.9985490441322328,2572.0,Sakshi,225.0,3.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0
VZqVQraxpio,2022-09-30,0.979791224002838,79009.0,Sakshi,86.0,126.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c048AytAls8,2022-09-30,0.988658845424652,19678.0,Sakshi,529.0,88.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNco1K43KkQ,2022-10-04,-0.9855003952980042,118266.0,TV5,99.0,37.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
azzzL7lw1co,2022-10-05,0.9958297610282898,2911.0,Sakshi,281.0,9.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9P2Vh6BY_OU,2022-10-05,0.9984155893325806,1950.0,Sakshi,68.0,8.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XUVKYluNjtg,2022-10-11,0.9970290064811708,119329.0,TV5,539.0,210.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3W9WV-Kg6rs,2022-10-14,-0.9807063341140748,3973.0,TV5,195.0,16.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
x-WGTjsm_Qw,2022-10-14,-0.9968936443328856,323.0,ABN,291.0,0.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hvR296lQmA0,2022-10-15,0.9967790246009828,2518.0,Sakshi,203.0,12.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
ge7MXAM5QG4,2022-10-16,0.99515038728714,2657.0,TV5,361.0,8.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
huCTBpcIEyI,2022-10-18,0.9963562488555908,8602.0,ABN,380.0,8.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YEqXo6NChTY,2022-10-21,0.9924822449684144,26300.0,Sakshi,516.0,74.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VGRGZb-QhH4,2022-10-23,-0.99354350566864,32995.0,TV5,415.0,62.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KBk_zNMaZdc,2022-10-27,-0.9972501397132874,1362.0,TV5,218.0,2.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hshXJTub0fM,2022-10-27,-0.999326229095459,985.0,TV5,148.0,2.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
h0QE7nRsmZw,2022-10-28,-0.9972683191299438,1626.0,ABN,351.0,0.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
wn44Av7kqGI,2022-10-31,0.9881640672683716,33575.0,Sakshi,496.0,207.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUUw41caCUM,2022-11-03,-0.9932748079299928,15438.0,TV5,272.0,22.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
_VTu6XQUZV0,2022-11-03,-0.99928879737854,2950.0,TV5,175.0,9.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
taHG0UcMaes,2022-11-03,-0.9973223805427552,184679.0,TV5,135.0,296.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lxWGdzhYV6k,2022-11-03,-0.9978203773498536,1662.0,TV5,120.0,0.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34RAZaPQ8RM,2022-11-03,-0.9994685053825378,2874.0,TV5,215.0,3.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rJYzOFhlYYY,2022-11-06,0.9968020915985109,3819.0,ABN,523.0,3.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TQBoO8SY8nQ,2022-11-06,-0.9988032579421996,2415.0,TV5,480.0,9.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vQOdPot-Jig,2022-11-10,0.9948822259902954,3143.0,Sakshi,313.0,5.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1
D0lSJWwrVoQ,2022-11-10,0.9986903071403505,39037.0,ABN,515.0,54.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beTvecFw-TE,2022-11-10,0.9971364736557008,19695.0,Sakshi,594.0,49.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
u9iMdQMvpH0,2022-11-10,-0.9990697503089904,943.0,Sakshi,265.0,3.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m9L0RZaPljQ,2022-11-10,0.9940377473831176,5524.0,Sakshi,254.0,10.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46rUPqL-zJI,2022-11-10,-0.9983813762664796,1342.0,Sakshi,193.0,8.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LxLjK8DvY6o,2022-11-10,-0.9824081063270568,1130.0,Sakshi,190.0,2.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
T3aYK7qUa-A,2022-11-11,0.997295081615448,2002.0,Sakshi,341.0,6.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PYrcpILzOyc,2022-11-13,-0.9889012575149536,11732.0,TV5,299.0,17.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lag6JK9AHYE,2022-11-15,-0.9989093542099,9960.0,TV5,355.0,62.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
64h8u_1wid4,2022-11-17,-0.9990532994270324,12405.0,Sakshi,346.0,42.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
wWG7CRjo9Nk,2022-11-18,0.9968286156654358,12508.0,Sakshi,213.0,16.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4fPNzFanrtI,2022-11-19,0.9341360330581664,2059.0,TV5,225.0,3.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
fHXKOoGOD8E,2022-11-19,-0.9986623525619508,1879.0,TV5,185.0,3.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-DNX2j1VARE,2022-11-19,-0.998656153678894,4778.0,TV5,110.0,0.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
XdQbKBsFhJE,2022-11-19,-0.9980777502059937,804.0,ABN,124.0,2.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
y6W5VRP59j4,2022-11-19,-0.9904347658157348,23311.0,TV5,290.0,116.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I0bt2mkRN_4,2022-11-19,0.991330862045288,2261.0,TV9,79.0,4.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g9qg3_B1HxU,2022-11-19,-0.9982536435127258,52173.0,TV9,236.0,4.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P8MErEFVlfg,2022-11-19,0.9986120462417604,668.0,TV9,432.0,0.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
h5JF7f0y3KE,2022-11-19,-0.9989921450614928,2054.0,TV5,120.0,3.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
_sptvAZDKfY,2022-11-21,-0.99859219789505,1537.0,Sakshi,203.0,4.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
0HdlMbovh6s,2022-11-22,-0.9853760600090028,1641.0,Sakshi,248.0,5.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FL9KJqqQ6iE,2022-11-22,0.9968056678771972,37116.0,Sakshi,481.0,30.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6EoFsdxgLpA,2022-11-23,-0.9923272728919984,3536.0,TV5,547.0,3.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9TfR2rm3pTY,2022-11-23,-0.9994474053382874,3191.0,Sakshi,192.0,14.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0
t0yxWw7SwVM,2022-11-24,0.9914871454238892,6014.0,Sakshi,516.0,1.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3m8NkQk_Qm8,2022-11-24,0.9956871867179872,889.0,Sakshi,166.0,1.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
hHtkIVuCCX4,2022-11-24,0.987864911556244,7019.0,Sakshi,384.0,9.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aquZtF1QssI,2022-11-24,0.9953546524047852,29927.0,Sakshi,166.0,22.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0
Avf27EtR-pE,2022-11-24,-0.9784746766090392,361.0,TV9,99.0,0.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UbH2KjV5Gas,2022-11-24,-0.9035776257514954,253.0,TV9,99.0,0.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WWVpuGpYu0I,2022-11-24,-0.9987805485725404,3089.0,TV5,265.0,10.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
sUQ1gArYqok,2022-11-24,-0.9941149950027466,2072.0,TV5,130.0,2.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-YBWrG97NpE,2022-11-24,-0.9977763295173644,4263.0,Sakshi,248.0,6.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0
Z2y0Wwvo3lw,2022-11-24,-0.9985733032226562,436.0,TV9,141.0,3.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tlq5yKdUJWg,2022-11-24,-0.9989922642707824,730.0,ABN,160.0,2.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUaxbsFPJa8,2022-11-25,-0.9862327575683594,6462.0,TV9,427.0,5.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
um090OJ1wYA,2022-11-25,-0.9957931041717528,5758.0,TV9,468.0,3.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7N3mC05hIAs,2022-11-25,-0.998929798603058,5210.0,TV9,216.0,10.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LhRhoGgI_2I,2022-11-28,-0.9969568252563475,644.0,TV5,168.0,0.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0CgVmvwa9VQ,2022-11-28,0.9896714687347412,5696.0,TV9,194.0,2.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
_iWwSvGEUWA,2022-11-28,0.9979515671730042,1457.0,TV9,172.0,4.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MZsCpNgyAwY,2022-11-28,0.9911664128303528,5769.0,TV9,428.0,13.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kamcIXhYGq4,2022-11-29,0.9736400246620178,3062.0,ABN,189.0,14.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1oaY3sj9utI,2022-11-29,-0.9894366264343262,704.0,TV9,122.0,0.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0NZ7cOk2O_E,2022-11-30,0.995469570159912,7155.0,Sakshi,328.0,9.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0
KuYSbCtmHlQ,2022-12-01,-0.9994314312934875,921.0,TV9,478.0,2.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JM4h6FlRaGE,2022-12-02,-0.998377561569214,2027.0,TV5,293.0,0.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uCPCdlbB_2I,2022-12-02,0.984863817691803,672.0,TV9,446.0,0.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ujlps5KNSJw,2022-12-04,-0.9975855350494384,2948.0,TV9,158.0,5.0,rajempet_l.png,P.V. Midhun Reddy,YSRCP,Rajampet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
