ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,janasena party,ap employees,Sajjala ,ap assembly session today,alliance,polavaram,visakha,byreddy siddharth reddy,vijayasai reddy,roja,nellore ,srikakulam,yuvashakti,tadepalli,suprem court,ap development,tadipatri,nandigama
IhpodyTbOf8,2022-11-05,-0.9984573125839232,25993.0,ABN,535.0,29.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H--M9As60fA,2022-11-06,0.9972671270370485,1961.0,ABN,334.0,0.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Zl800dNqA4U,2022-11-07,-0.9994161128997804,974.0,ABN,235.0,0.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1DvLTGJ1iGI,2022-11-07,-0.998030126094818,2709.0,Sakshi,143.0,4.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
uiihfmSUfy8,2022-11-07,-0.9944841265678406,667.0,TV5,315.0,1.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vHw1ua9QZC0,2022-11-08,0.9863476753234864,25707.0,TV5,340.0,52.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
MbABzGeDmTw,2022-11-08,-0.999429166316986,2591.0,TV5,320.0,10.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
eX1wXg6NGIU,2022-11-09,-0.9911437034606934,3205.0,ABN,560.0,3.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R-qunrpi5KY,2022-11-10,-0.9971619844436646,8361.0,ABN,405.0,17.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0lSJWwrVoQ,2022-11-10,0.9986903071403505,39037.0,ABN,515.0,54.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jYyhqaamlWw,2022-11-10,0.9954238533973694,3346.0,ABN,340.0,2.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R-X8jnehdBE,2022-11-10,0.9926295280456544,3378.0,ABN,485.0,6.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I2VCdB5Ad3k,2022-11-10,-0.997439980506897,10621.0,ABN,455.0,32.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cva7rqHUV-E,2022-11-10,-0.9968382120132446,1270.0,ABN,300.0,11.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NN_JWaLtyls,2022-11-10,0.9954356551170348,1083.0,Sakshi,179.0,1.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
lDxowX8QEak,2022-11-10,-0.9985105395317078,30828.0,ABN,515.0,24.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zpVUlkpAWqM,2022-11-10,-0.9876357913017272,398.0,ABN,85.0,0.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
OAqHqSPKsyM,2022-11-11,0.9970964193344116,3461.0,Sakshi,482.0,8.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
uZHMrc3RjA4,2022-11-12,-0.9909018874168396,1488948.0,TV5,163.0,0.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
T3ZcvrPkouk,2022-11-12,0.9958601593971252,984.0,TV5,385.0,1.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5oXaBJSFFUI,2022-11-12,-0.9989007711410522,36594.0,TV5,113.0,51.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
gwzMeRTbiOw,2022-11-13,0.9982421398162842,2565.0,Sakshi,293.0,1.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
bwnjvq-7p3U,2022-11-15,0.9970800280570984,3913.0,ABN,55.0,0.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LrnLKFU9b74,2022-11-19,0.9983578324317932,726.0,TV9,483.0,0.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MccpQXrPEaU,2022-11-19,0.9986536502838136,820.0,TV9,168.0,0.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1
_XzEQ0qAYdo,2022-11-21,-0.9993273019790648,2182.0,TV5,211.0,1.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7hP6BmBnbSk,2022-11-21,-0.997794270515442,2268.0,ABN,250.0,1.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KbgaEQuKOqk,2022-11-21,-0.994735300540924,944.0,Sakshi,191.0,0.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XvenqxQYRGY,2022-11-22,-0.9990906715393066,20047.0,ABN,590.0,38.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nB6P9HFe0Lo,2022-11-22,0.9956201910972596,1460.0,TV9,268.0,0.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sVqYI0IUZ3U,2022-11-22,-0.9520264863967896,786.0,ABN,388.0,1.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cJICtt7P0hM,2022-11-23,-0.9989256262779236,7534.0,ABN,430.0,26.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y4lXU9a9Xcw,2022-11-23,-0.9981472492218018,905.0,Sakshi,275.0,0.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eb8HNYYzgeQ,2022-11-23,-0.9971561431884766,2367.0,ABN,394.0,3.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0uFcmgVXIoA,2022-11-23,-0.9959285855293274,7565.0,ABN,460.0,15.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-f1z5lhHItw,2022-11-24,-0.9970861077308656,5516.0,Sakshi,410.0,17.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
RYnZQWt5Pg8,2022-11-24,-0.9983124732971193,660.0,TV9,67.0,2.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9zAoH4hlQMs,2022-11-25,0.986200988292694,8131.0,Sakshi,373.0,16.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
W1xkatggs8s,2022-11-26,-0.9981542229652404,2489.0,ABN,390.0,2.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q_hf2d2wiEo,2022-11-28,-0.9876377582550048,1810.0,ABN,407.0,0.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
bcoxm5NcVa4,2022-11-29,-0.9857100248336792,3248.0,TV9,264.0,2.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iuS09UTPGHE,2022-11-29,0.9807834029197692,6112.0,Sakshi,343.0,8.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9Obaz4YbIyM,2022-11-29,-0.6240699291229248,1288.0,TV9,460.0,1.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U6fdPgHbGkQ,2022-11-30,-0.9983647465705872,2648.0,ABN,365.0,2.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jJRpCoHw3Rs,2022-11-30,-0.998928964138031,1210.0,ABN,195.0,1.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
upUbejQaXFk,2022-11-30,0.9985097050666808,17980.0,ABN,330.0,48.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Cajbebq8y9k,2022-11-30,-0.9887884259223938,3328.0,ABN,360.0,0.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cKDppOPXnek,2022-12-01,0.9783529043197632,2031.0,ABN,249.0,1.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7yRvoYjQ4E4,2022-12-01,-0.9983940720558168,3650.0,TV9,256.0,5.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tbity6ZOZCg,2022-12-02,0.9884350299835204,10226.0,ABN,480.0,7.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YYtRZeXMoYM,2022-12-03,-0.996874451637268,1797.0,ABN,214.0,1.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
E4rdL3rOhpE,2022-12-03,-0.9994713664054872,5769.0,TV9,308.0,18.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
XMjARWZcKWQ,2022-12-05,-0.9947016835212708,926.0,TV9,427.0,2.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gbSReebP-u4,2022-12-05,0.9874089956283568,781.0,Sakshi,344.0,1.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jSHV4LPXBU8,2022-12-05,-0.998525321483612,1108.0,TV9,149.0,1.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0xykzdbL6fA,2022-12-05,-0.9994369149208068,1468.0,TV9,173.0,2.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1
4qLyXnbg0Fk,2022-12-06,-0.9993213415145874,1783.0,TV9,211.0,2.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
hiNTWtBjL4I,2022-12-06,-0.9993020296096802,1783.0,TV9,215.0,1.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
gWoVnGETSiU,2022-12-06,-0.8408086895942688,889.0,TV9,199.0,2.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0
Yo6a9xGHTrU,2022-12-06,0.9969788789749146,945.0,Sakshi,580.0,6.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
o7Hw8HJrsrg,2022-12-07,-0.9899584650993348,655.0,TV9,263.0,0.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
MWslNXz4r9A,2022-12-07,0.9023360013961792,4827.0,TV9,131.0,8.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TeYUdPKwRtI,2022-12-07,0.9981352090835572,1765.0,Sakshi,324.0,0.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1
zz3yvg9uBgo,2022-12-08,-0.9942157864570618,34009.0,ABN,290.0,36.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pmyxz04ne2E,2022-12-08,-0.9987488985061646,2705.0,TV9,71.0,4.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
c3uC430EtJA,2022-12-08,0.9913500547409058,3656.0,TV9,325.0,20.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
7EzLX7ox-Es,2022-12-08,-0.9935393929481506,1563.0,TV9,249.0,3.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JUV1pI944gs,2022-12-08,0.9840959310531616,2631.0,ABN,167.0,8.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
WiF4pp_PhJY,2022-12-08,-0.9932623505592346,1375.0,ABN,262.0,2.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tOmcaGgiP9k,2022-12-08,-0.9988301396369934,3169.0,TV5,350.0,6.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dZ4NZbHQkXo,2022-12-09,0.9988377690315248,1306.0,TV9,302.0,0.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0
1UdzKLO7VS0,2022-12-10,-0.9986488223075868,2248.0,TV5,355.0,0.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eXlYtOhFby8,2022-12-10,-0.9974349141120912,64809.0,TV5,510.0,109.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RjaoYnDdfGE,2022-12-10,-0.9955554604530334,4687.0,TV9,138.0,1.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KMJvOzIqFkY,2022-12-10,-0.9983661770820618,9998.0,ABN,515.0,19.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J7fXmCdUJ7k,2022-12-11,-0.995089590549469,5442.0,TV9,452.0,1.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MBosJXKGq8o,2022-12-11,0.9980418682098388,1405.0,Sakshi,61.0,4.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
DnpHTu8NorM,2022-12-11,-0.9906972646713256,745.0,TV9,47.0,0.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
sq4bb6fbQg8,2022-12-12,0.9970219731330872,9337.0,Sakshi,369.0,7.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Yn6t7vVQwHE,2022-12-12,-0.9022188186645508,2189.0,TV5,300.0,2.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3AUOpXLSsUA,2022-12-13,0.970828413963318,5627.0,TV5,355.0,12.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DKVOlrkMVU8,2022-12-13,-0.9981755018234252,1132.0,ABN,320.0,0.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
edGFoyiU0P4,2022-12-14,-0.964935302734375,2775.0,Sakshi,591.0,7.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
j9x2HQ5bSd4,2022-12-14,-0.9994100332260132,5477.0,ABN,250.0,16.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tkTYWgOqLgA,2022-12-16,0.9953309893608092,5856.0,Sakshi,352.0,19.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QNqUIf0iCmM,2022-12-16,-0.9913911819458008,1009.0,Sakshi,531.0,8.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cE5Hi8XR8jc,2022-12-16,-0.9879498481750488,11585.0,ABN,515.0,2.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
avCaiQn9gpY,2022-12-16,-0.9992627501487732,1345.0,Sakshi,172.0,6.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15xt3OdUQ9c,2022-12-17,0.998749017715454,6440.0,Sakshi,482.0,10.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Zz8hO9sNRsI,2022-12-17,0.9967341423034668,31248.0,ABN,360.0,24.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_iuIcycwVz8,2022-12-17,-0.9994465708732604,19475.0,ABN,260.0,37.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WbHJEMeJB4s,2022-12-18,-0.99808669090271,2153.0,TV5,194.0,2.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCcKVNX_EO4,2022-12-18,-0.9969488978385924,10609.0,TV9,360.0,28.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wKj_uHWocVQ,2022-12-19,-0.993160843849182,7154.0,ABN,525.0,18.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_yNcxdquZnU,2022-12-19,-0.9962455630302428,4775.0,ABN,256.0,24.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BsFSFkfiC4M,2022-12-19,0.9842144250869752,2142.0,TV5,117.0,1.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
nKMY1jYzrrY,2022-12-19,0.9872822761535645,2092.0,ABN,433.0,1.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
loMqf_zyd30,2022-12-19,0.997905731201172,1744.0,TV5,510.0,18.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
