ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,AP ,yuvagalam,alliance,visakha,nellore ,yuvashakti,tadepalli,suprem court,ap development,tadipatri
CGDCBjWI-bE,2023-02-05,-0.9987801909446716,642.0,TV9,265.0,0.0,kuppam.png,N chandrababu naidu,TDP,Kuppam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rqXh6hETfR8,2023-02-06,0.5067102313041687,123042.0,TV9,185.0,281.0,kuppam.png,N chandrababu naidu,TDP,Kuppam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hRoQo2NMgEo,2023-02-06,0.9945899248123168,3053.0,Sakshi,256.0,2.0,kuppam.png,N chandrababu naidu,TDP,Kuppam,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Tf5dwobm6aM,2023-02-06,0.9426531195640564,19272.0,TV9,255.0,24.0,kuppam.png,N chandrababu naidu,TDP,Kuppam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7ehAxTqpewI,2023-02-07,0.9606114029884338,1637.0,TV9,275.0,3.0,kuppam.png,N chandrababu naidu,TDP,Kuppam,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19HadTXiNCQ,2023-02-07,-0.9980124235153198,792.0,ABN,277.0,4.0,kuppam.png,N chandrababu naidu,TDP,Kuppam,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
F0Ly5fu0UjE,2023-02-08,-0.9884967803955078,23770.0,TV9,358.0,27.0,kuppam.png,N chandrababu naidu,TDP,Kuppam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pAqGte7Av6w,2023-02-08,0.9917591214179992,5921.0,Sakshi,515.0,13.0,kuppam.png,N chandrababu naidu,TDP,Kuppam,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4PNQjOQaZvM,2023-02-08,-0.9933217167854308,6424.0,TV9,249.0,15.0,kuppam.png,N chandrababu naidu,TDP,Kuppam,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
gCn9SsWoW9c,2023-02-11,0.997226893901825,114443.0,TV5,399.0,193.0,kuppam.png,N chandrababu naidu,TDP,Kuppam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UJ65rYWaPpo,2023-02-16,-0.9974347949028016,947.0,TV9,321.0,4.0,kuppam.png,N chandrababu naidu,TDP,Kuppam,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
ASTfl78bG3A,2023-02-16,0.9954654574394226,842.0,TV9,375.0,8.0,kuppam.png,N chandrababu naidu,TDP,Kuppam,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ZBNuDq4Ds2g,2023-02-16,-0.9982876181602478,5507.0,TV9,143.0,5.0,kuppam.png,N chandrababu naidu,TDP,Kuppam,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3zjnuG82vpY,2023-02-16,0.998068869113922,5365.0,ABN,308.0,5.0,kuppam.png,N chandrababu naidu,TDP,Kuppam,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
jZ85YyfrIZ4,2023-02-16,-0.9991108775138856,620.0,TV9,387.0,2.0,kuppam.png,N chandrababu naidu,TDP,Kuppam,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
lD-2bjA_55U,2023-02-17,-0.9854640364646912,52652.0,Sakshi,144.0,55.0,kuppam.png,N chandrababu naidu,TDP,Kuppam,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,1
ykpKi3O2bJU,2023-02-18,-0.9974554181098938,1023.0,Sakshi,523.0,13.0,kuppam.png,N chandrababu naidu,TDP,Kuppam,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ZoOkw5OXw00,2023-02-20,0.9857257604599,255.0,TV9,265.0,1.0,kuppam.png,N chandrababu naidu,TDP,Kuppam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tTBrS8B1W7Y,2023-02-20,-0.994392454624176,11905.0,TV9,260.0,42.0,kuppam.png,N chandrababu naidu,TDP,Kuppam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G0rOmrxPILE,2023-02-21,-0.9994220733642578,12087.0,TV5,130.0,8.0,kuppam.png,N chandrababu naidu,TDP,Kuppam,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1
TXoTmhLXvKg,2023-02-21,-0.9988161325454712,7101.0,TV5,125.0,9.0,kuppam.png,N chandrababu naidu,TDP,Kuppam,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BLg-jaOwjQE,2023-02-22,-0.9955636262893676,1483.0,TV5,158.0,1.0,kuppam.png,N chandrababu naidu,TDP,Kuppam,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
_CS_mRXZeg0,2023-02-25,-0.9994152784347534,5254.0,TV5,233.0,7.0,kuppam.png,N chandrababu naidu,TDP,Kuppam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pz7LeH7o6bw,2023-03-04,-0.9923391342163086,658.0,TV9,320.0,5.0,kuppam.png,N chandrababu naidu,TDP,Kuppam,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
lqys863ndW0,2023-03-04,0.998444139957428,1290.0,TV9,262.0,4.0,kuppam.png,N chandrababu naidu,TDP,Kuppam,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
DNOVpTei6GU,2023-03-09,-0.9990662932395936,2558.0,TV5,203.0,1.0,kuppam.png,N chandrababu naidu,TDP,Kuppam,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
9bEsNkfwplw,2023-03-13,0.9983876943588256,3433.0,TV5,162.0,15.0,kuppam.png,N chandrababu naidu,TDP,Kuppam,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1
Frfw9LMux1k,2023-03-13,0.9987025260925292,2288.0,TV9,205.0,3.0,kuppam.png,N chandrababu naidu,TDP,Kuppam,1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,1
WshVoy9frlw,2023-03-19,0.9897894263267516,2077.0,TV9,254.0,14.0,kuppam.png,N chandrababu naidu,TDP,Kuppam,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
zxlwfRKcviA,2023-03-19,-0.9982448816299438,1147.0,TV9,269.0,6.0,kuppam.png,N chandrababu naidu,TDP,Kuppam,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
QD7RrXEa1K8,2023-03-19,-0.9978471994400024,1355.0,TV9,271.0,9.0,kuppam.png,N chandrababu naidu,TDP,Kuppam,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AcJQSDMENMM,2023-03-19,-0.992128610610962,2022.0,TV5,307.0,4.0,kuppam.png,N chandrababu naidu,TDP,Kuppam,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
oNDlwBVt8Tk,2023-03-19,-0.9984487295150756,2389.0,TV9,260.0,16.0,kuppam.png,N chandrababu naidu,TDP,Kuppam,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0gSLO2Ug02s,2023-03-19,-0.997786283493042,2241.0,TV9,331.0,5.0,kuppam.png,N chandrababu naidu,TDP,Kuppam,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1sQDxeYRFwc,2023-03-20,-0.9871384501457214,1125.0,TV9,261.0,5.0,kuppam.png,N chandrababu naidu,TDP,Kuppam,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
hiI8lByaesg,2023-03-20,-0.9977649450302124,1923.0,TV9,290.0,10.0,kuppam.png,N chandrababu naidu,TDP,Kuppam,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r-Wr23c7qqs,2023-03-20,-0.825029730796814,1508.0,TV9,263.0,11.0,kuppam.png,N chandrababu naidu,TDP,Kuppam,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
tWH2-pmWayQ,2023-03-20,0.9985438585281372,431.0,TV9,272.0,0.0,kuppam.png,N chandrababu naidu,TDP,Kuppam,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
28KPvp8m_6Q,2023-03-20,-0.9993769526481628,581.0,TV9,268.0,1.0,kuppam.png,N chandrababu naidu,TDP,Kuppam,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
otNQ_SYzwZE,2023-03-20,-0.9935706853866576,752.0,TV9,303.0,4.0,kuppam.png,N chandrababu naidu,TDP,Kuppam,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
jgsnzQdxddE,2023-03-21,-0.9971835017204284,469.0,TV9,278.0,1.0,kuppam.png,N chandrababu naidu,TDP,Kuppam,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WEJck15fGNU,2023-03-23,-0.9980450868606568,537815.0,TV5,110.0,527.0,kuppam.png,N chandrababu naidu,TDP,Kuppam,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CpkCQ3wH2qg,2023-03-24,-0.9982826709747314,1972.0,ABN,256.0,0.0,kuppam.png,N chandrababu naidu,TDP,Kuppam,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
s64w1zGLb-A,2023-03-26,-0.9983924031257628,21822.0,Sakshi,312.0,52.0,kuppam.png,N chandrababu naidu,TDP,Kuppam,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0
Asty6NDPwyg,2023-03-26,-0.9950113296508788,7428.0,TV9,292.0,9.0,kuppam.png,N chandrababu naidu,TDP,Kuppam,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
55plMf3ouUo,2023-03-29,0.9940674304962158,276.0,TV9,331.0,0.0,kuppam.png,N chandrababu naidu,TDP,Kuppam,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
LtlnxywQEAo,2023-03-29,-0.9982008934020996,399.0,TV9,322.0,1.0,kuppam.png,N chandrababu naidu,TDP,Kuppam,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NsAB8ecPwPI,2023-03-29,0.9901039004325868,356.0,TV9,356.0,1.0,kuppam.png,N chandrababu naidu,TDP,Kuppam,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
kok-wpsaqbE,2023-03-30,0.9695811867713928,809.0,TV9,183.0,1.0,kuppam.png,N chandrababu naidu,TDP,Kuppam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
njTYUYkAY_4,2023-04-07,0.993384063243866,2987.0,TV5,74.0,4.0,kuppam.png,N chandrababu naidu,TDP,Kuppam,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
gOrjDBlDOjk,2023-04-14,-0.9892288446426392,1413.0,TV9,212.0,3.0,kuppam.png,N chandrababu naidu,TDP,Kuppam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FQvGuvMlO3I,2023-04-16,0.9979604482650756,927.0,TV9,261.0,1.0,kuppam.png,N chandrababu naidu,TDP,Kuppam,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
0X5buq-TQdI,2023-04-19,-0.998426079750061,6186.0,TV9,233.0,4.0,kuppam.png,N chandrababu naidu,TDP,Kuppam,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
bA-YOs4rZLI,2023-04-20,0.997295081615448,4795.0,Sakshi,190.0,10.0,kuppam.png,N chandrababu naidu,TDP,Kuppam,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0
