ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,ambati rambabu,panchayat elections,Kuppam,janasena party,ap employees,ap assembly session today,Atchannaidu,alliance,polavaram,visakha,byreddy siddharth reddy
4dDWWZ_43pc,2023-01-03,-0.9853273630142212,13642.0,Sakshi,112.0,36.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0
VTIlaOXr04U,2023-01-03,0.995290756225586,262038.0,TV9,314.0,355.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eY-52EHqc1s,2023-01-03,-0.988031268119812,11745.0,TV9,230.0,32.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
6pd8rlSDyOU,2023-01-04,-0.9992011189460754,2562.0,TV9,247.0,2.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZzCdCwqAeAo,2023-01-04,0.9967520236968994,1778.0,TV5,65.0,0.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zfCT3fH9VO4,2023-01-04,-0.9981826543807985,6123.0,TV9,193.0,10.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sk64VUV2fLI,2023-01-04,0.9889111518859864,1035.0,TV5,85.0,0.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AYDtDu3t7OE,2023-01-04,-0.9989593029022216,3329.0,TV9,180.0,1.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wCsk6YbVHcQ,2023-01-04,-0.997386634349823,5882.0,ABN,320.0,15.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5cAagAyJAns,2023-01-04,-0.9959413409233092,3656.0,TV5,56.0,3.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GDANtdZFJa8,2023-01-05,-0.9935877323150636,4309.0,Sakshi,476.0,24.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QyGxitUxYQQ,2023-01-05,0.9947109222412108,27254.0,TV9,493.0,33.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
yHXtV4BgM_c,2023-01-05,-0.9968475699424744,164406.0,TV9,226.0,30.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0
tVCK3e2Aa-E,2023-01-05,-0.984750509262085,2521.0,ABN,376.0,8.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
aduL5CrSUc0,2023-01-05,-0.9994490742683412,2627.0,TV9,120.0,0.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
KN05e-tO6Fs,2023-01-06,-0.997847318649292,1529.0,TV9,300.0,2.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lJnpPUHFpQw,2023-01-08,0.9863176345825196,10108.0,Sakshi,310.0,94.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0
On57-57FFqI,2023-01-09,0.9953225255012512,564.0,ABN,496.0,3.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ol2dtPTZQGE,2023-01-10,0.9894294142723083,2323.0,Sakshi,353.0,13.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xiE9sOnSf0k,2023-01-12,-0.9980915188789368,4673.0,ABN,287.0,6.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
2zXmt6UB7ss,2023-01-12,0.9956539869308472,7770.0,Sakshi,316.0,18.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0
8Q3Cw7fKQGQ,2023-01-12,0.9947986602783204,1123.0,TV5,180.0,1.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
-W7VszqbRI4,2023-01-13,-0.9751347303390504,49462.0,TV9,520.0,147.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6AGSAbFRE68,2023-01-13,-0.998493194580078,57077.0,TV9,235.0,4.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRFJ8DSm9oA,2023-01-14,-0.9964147806167604,7162.0,TV9,221.0,2.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gdS_9RrFq9A,2023-01-15,0.9980524778366088,1736.0,TV9,452.0,0.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jlHMleWCsrY,2023-01-18,0.9955220222473145,12162.0,TV5,240.0,21.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
eVVErsLIRG4,2023-01-18,0.9796484112739564,1154.0,TV9,325.0,1.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
9zLjXDJy_0c,2023-01-18,0.99379962682724,1595.0,TV9,422.0,2.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bbgh4Rhv0F0,2023-01-21,-0.9897733330726624,864.0,Sakshi,224.0,6.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
wuEkxoVFOvk,2023-01-22,0.9976237416267396,25094.0,TV5,295.0,48.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
IPf565j5VSI,2023-01-23,-0.9862528443336488,5079.0,TV5,315.0,11.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K6XV7hua7E0,2023-01-23,0.993703067302704,6563.0,TV5,247.0,2.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
dCe45xYJfGU,2023-01-24,-0.8770294785499573,1224.0,TV5,213.0,1.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0zpLP_lhjSM,2023-01-24,-0.9985544085502625,4924.0,ABN,200.0,5.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
6cenj2eOC9E,2023-01-24,-0.993215560913086,1642.0,TV9,321.0,0.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OdvWXU5HsnY,2023-01-24,0.9925493001937866,1953.0,TV5,335.0,6.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0
jd2NtQ3Pdh0,2023-01-24,-0.991140067577362,4547.0,ABN,523.0,2.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0Pa6UVujfZc,2023-01-24,0.9924811124801636,8216.0,TV5,244.0,21.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
_jyuc19cu6A,2023-01-24,0.9982170462608336,5579.0,TV5,112.0,13.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I2aLLkBNgWI,2023-01-24,-0.974626123905182,2676.0,TV9,129.0,4.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oLvECcYO4-4,2023-01-24,-0.9994599223136902,22626.0,TV5,555.0,18.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
iSvGZgph0Zo,2023-01-25,-0.9966082572937012,682.0,TV9,297.0,0.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tSC3acs8hbQ,2023-01-26,0.98239266872406,460.0,Sakshi,569.0,2.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tbf8jVHcyds,2023-01-26,0.9984801411628724,58284.0,TV5,494.0,20.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8aiww668-bY,2023-01-26,0.9985620379447936,952.0,TV5,377.0,2.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rtz63itBlG4,2023-01-27,-0.9960305094718932,32454.0,TV5,265.0,37.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AswcjfI4BQQ,2023-01-28,0.9961950778961182,6139.0,TV5,275.0,3.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
muEkZQS3KWY,2023-01-28,0.9987245202064514,913.0,ABN,473.0,0.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QfXXe8O28fo,2023-01-28,0.9976881742477416,7066.0,TV9,498.0,0.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
jcolhOR6sVQ,2023-01-30,-0.9982879757881165,1329.0,TV5,91.0,1.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oFuRrBgTDC8,2023-01-30,-0.997696816921234,872.0,ABN,307.0,1.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
lKlCberTVio,2023-01-30,0.95598167181015,2330.0,TV9,146.0,0.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
hLPc9ZHKg3Q,2023-01-30,0.997961401939392,159293.0,Sakshi,431.0,520.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XHNDW7L8nb4,2023-01-31,0.9902278184890748,60319.0,TV5,580.0,29.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
YrsjiHcuLG0,2023-02-01,0.9985505938529968,9237.0,TV9,201.0,8.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0xaeO6V01Qg,2023-02-01,-0.9959677457809448,11056.0,TV9,219.0,22.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
fAX99hotY30,2023-02-03,-0.9878374338150024,1647.0,TV5,250.0,1.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KmY08yAdMkM,2023-02-03,0.9975021481513976,5255.0,TV9,290.0,7.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
phto_kPrhOY,2023-02-04,0.9956538677215576,140807.0,Sakshi,545.0,139.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1H7Jl3CroZ4,2023-02-04,0.9869720339775084,3770.0,TV9,256.0,7.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4pE5eOwv9Ac,2023-02-04,-0.9981912970542908,3638.0,ABN,465.0,3.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yztAlsNTCmA,2023-02-05,0.9966984391212464,38422.0,Sakshi,249.0,51.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
wbIbZqoZmh8,2023-02-05,0.9973313808441162,21825.0,TV5,200.0,13.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vAK_ltFoXas,2023-02-06,-0.9980925917625428,481.0,TV5,215.0,0.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5Q9SJVCb1XM,2023-02-06,0.9884244203567504,10577.0,Sakshi,503.0,29.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G2-wUmrFyGI,2023-02-06,-0.989790976047516,348.0,TV5,454.0,1.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UmWt4IuSQA4,2023-02-07,-0.9858890175819396,1051.0,ABN,330.0,15.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M61_QTL9oF4,2023-02-07,-0.9770010113716124,19952.0,TV9,560.0,41.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hjob377coOQ,2023-02-07,0.9953963160514832,903.0,TV9,83.0,0.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wN4lX1yunho,2023-02-07,-0.9979678988456726,7901.0,Sakshi,348.0,21.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7ehAxTqpewI,2023-02-07,0.9606114029884338,1637.0,TV9,275.0,3.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
xIswMLiwLv4,2023-02-07,-0.9994988441467284,1997.0,Sakshi,178.0,2.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3SmmRP0hOw8,2023-02-08,-0.997525990009308,8002.0,Sakshi,201.0,116.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
S8efCMcG8lg,2023-02-09,-0.9981472492218018,920.0,TV9,269.0,0.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GnzYlwUt2iw,2023-02-09,0.988958477973938,50603.0,Sakshi,483.0,80.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vwiXaqOz-GI,2023-02-10,-0.9886115193367004,487.0,TV9,264.0,0.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D-VGPNiYXbA,2023-02-10,-0.9985176920890808,6514.0,TV9,207.0,12.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a3sTahJvWG0,2023-02-10,-0.985357105731964,17453.0,TV9,125.0,12.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ZthpdwGRkw,2023-02-10,-0.9841132760047911,60836.0,Sakshi,333.0,32.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
OZZT6NT_FPQ,2023-02-10,0.9796159267425536,7604.0,TV9,127.0,2.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
f3kCqGyX6U0,2023-02-10,0.9980766773223876,1865.0,TV9,246.0,0.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0mXKeNbizoA,2023-02-12,-0.980113923549652,14497.0,TV9,394.0,19.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
prsEewzUorY,2023-02-12,0.997655153274536,5897.0,Sakshi,503.0,25.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XYoDaQJ6eoI,2023-02-13,-0.9911367893218994,4748.0,TV5,277.0,2.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0
tmWI0TFHJSE,2023-02-13,0.9815295338630676,1009.0,Sakshi,366.0,1.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KsEA85Dv5Hc,2023-02-13,0.9959164261817932,15509.0,TV9,180.0,17.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aBvqlGNsyLM,2023-02-14,-0.995598316192627,1745.0,TV9,338.0,2.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Rt98ARe8YDo,2023-02-14,0.9854242205619812,1262.0,ABN,407.0,0.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U3fKnMUCWbo,2023-02-14,-0.9974710941314696,13092.0,ABN,253.0,25.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1WhvtnvEJ58,2023-02-14,0.9941815733909608,512.0,TV5,262.0,1.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zn318U6XzVg,2023-02-14,0.9961189031600952,700.0,ABN,243.0,2.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
n8dY60I3Luk,2023-02-14,0.9981122016906738,530.0,ABN,405.0,2.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rv-6HDTKDgY,2023-02-14,0.99773371219635,855.0,TV9,375.0,5.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73RweXIhlfg,2023-02-16,-0.9968174695968628,3539.0,TV9,326.0,2.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WiSVvnnkGFQ,2023-02-16,0.9979853630065918,2348.0,TV9,336.0,21.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kn-2Vzcekkg,2023-02-16,-0.9975426197052002,5288.0,ABN,127.0,2.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kI7nBeLRFlQ,2023-02-16,0.99566251039505,1030.0,TV9,161.0,3.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
o90dG9_N2Lg,2023-02-16,0.9902134537696838,65141.0,TV9,229.0,7.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L4aMqm7b5Ug,2023-02-16,0.98426616191864,1132.0,TV9,282.0,1.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O8hnVLMUG0s,2023-02-16,-0.9978367686271667,3133.0,TV9,257.0,0.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
CCYj8eX4Xg4,2023-02-16,-0.998296320438385,2895.0,TV9,440.0,4.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mq72HvwWSaw,2023-02-16,-0.9975563287734984,1414.0,TV5,236.0,2.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bkzLpNO3asQ,2023-02-16,0.956200361251831,1412.0,TV9,385.0,2.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
vGWxmDlvLP4,2023-02-16,-0.9994250535964966,1514.0,ABN,245.0,3.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5hyLF1baJXY,2023-02-16,-0.9987266659736632,2110.0,ABN,285.0,5.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xbyB4kKvFHU,2023-02-16,0.9924312829971312,1150.0,ABN,197.0,2.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NWoNFAso-aw,2023-02-16,0.9909303784370422,83920.0,TV9,367.0,97.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IQXigCiZkm0,2023-02-16,0.9847132563591005,2953.0,TV9,146.0,12.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gn-6eNQiX-k,2023-02-16,0.998656153678894,1904.0,TV9,380.0,0.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0XNB179gxFQ,2023-02-16,0.9883373379707336,9697.0,TV9,277.0,11.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lsd_ai2IaRU,2023-02-16,-0.9984903335571288,3303.0,TV9,233.0,12.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S2k3uttHZGY,2023-02-16,-0.986739993095398,159754.0,ABN,159.0,177.0,kothapeta.png,Chirla Jaggireddy,YSRCP,Kothapeta,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
