ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,AP ,ap assembly session today,alliance,roja,yuvashakti,suprem court,ap development,tadipatri
LyJYWmWClCA,2023-03-10,0.99628484249115,574.0,TV9,277.0,0.0,allagadda.png,gangula brijendra reddy,YSRCP,Allagadda,0,0,1,0,0,0,0,0,0,0,0,0,0,0
jYHXDr1imPM,2023-03-11,-0.9994910955429076,1323.0,TV9,261.0,2.0,allagadda.png,gangula brijendra reddy,YSRCP,Allagadda,0,0,0,1,0,0,0,1,0,0,0,0,0,0
hUuqb3Y-M7k,2023-03-11,0.996704399585724,961.0,TV9,263.0,6.0,allagadda.png,gangula brijendra reddy,YSRCP,Allagadda,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d_kQgjs4Z5Q,2023-03-12,0.9946238994598388,712.0,TV9,270.0,0.0,allagadda.png,gangula brijendra reddy,YSRCP,Allagadda,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Wz4GnMXtYP0,2023-03-15,-0.9985003471374512,2095.0,TV9,260.0,4.0,allagadda.png,gangula brijendra reddy,YSRCP,Allagadda,0,1,1,1,0,0,0,0,0,0,1,0,0,1
Yq6DWILLU60,2023-03-16,-0.9974514842033386,528.0,ABN,262.0,0.0,allagadda.png,gangula brijendra reddy,YSRCP,Allagadda,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0v9U5QG7fps,2023-03-16,-0.9989342093467712,1178.0,TV9,272.0,4.0,allagadda.png,gangula brijendra reddy,YSRCP,Allagadda,0,0,0,0,0,0,1,1,0,0,0,0,0,0
dSlS2i0cR5U,2023-03-16,-0.999481737613678,1467.0,TV9,270.0,4.0,allagadda.png,gangula brijendra reddy,YSRCP,Allagadda,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t9g03F7HWmI,2023-03-16,0.9961264729499816,1460.0,TV9,310.0,0.0,allagadda.png,gangula brijendra reddy,YSRCP,Allagadda,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Mn1N9suqbDU,2023-03-17,-0.9768287539482116,563.0,TV9,286.0,0.0,allagadda.png,gangula brijendra reddy,YSRCP,Allagadda,0,0,0,0,0,0,1,1,0,0,0,1,1,0
yMoB3b8-BlI,2023-03-17,-0.9993093013763428,1976.0,ABN,305.0,3.0,allagadda.png,gangula brijendra reddy,YSRCP,Allagadda,1,0,0,0,0,0,1,1,0,0,0,0,0,0
nHdWDk0iNfg,2023-03-19,-0.9800012707710266,17196.0,TV9,287.0,39.0,allagadda.png,gangula brijendra reddy,YSRCP,Allagadda,0,0,0,0,1,1,0,0,0,0,0,1,0,0
kcz_lnHBqi0,2023-03-25,0.9986237287521362,7467.0,Sakshi,342.0,9.0,allagadda.png,gangula brijendra reddy,YSRCP,Allagadda,0,0,1,0,1,0,0,1,1,0,0,0,0,0
o-HI1wGH3NY,2023-03-25,-0.9980766773223876,826.0,TV9,279.0,0.0,allagadda.png,gangula brijendra reddy,YSRCP,Allagadda,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BdXr1ffTtb8,2023-03-26,-0.9990044236183168,2162.0,TV9,309.0,6.0,allagadda.png,gangula brijendra reddy,YSRCP,Allagadda,0,0,0,0,0,0,0,0,0,0,0,0,1,0
hAI7GESFLqk,2023-03-27,-0.9859744906425476,689.0,TV9,324.0,0.0,allagadda.png,gangula brijendra reddy,YSRCP,Allagadda,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mlwc_qcBTyk,2023-03-27,-0.9991483688354492,24582.0,Sakshi,221.0,72.0,allagadda.png,gangula brijendra reddy,YSRCP,Allagadda,0,0,1,0,1,1,0,1,0,1,1,1,0,0
zwVzOOPXaVM,2023-03-28,-0.9934364557266236,410.0,TV9,322.0,4.0,allagadda.png,gangula brijendra reddy,YSRCP,Allagadda,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Y6ZGZsECyHY,2023-03-29,0.9964415431022644,1083.0,TV9,271.0,1.0,allagadda.png,gangula brijendra reddy,YSRCP,Allagadda,1,0,0,1,0,1,0,0,1,0,0,0,0,0
6wiSDStfDUw,2023-03-31,0.9930940866470336,664.0,TV9,261.0,1.0,allagadda.png,gangula brijendra reddy,YSRCP,Allagadda,0,0,0,0,0,0,0,0,0,0,0,1,0,0
rqGxcnG6NSg,2023-03-31,-0.9986270666122437,508.0,TV9,254.0,0.0,allagadda.png,gangula brijendra reddy,YSRCP,Allagadda,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ypgOo46rrus,2023-04-03,-0.9963843822479248,451.0,TV5,245.0,1.0,allagadda.png,gangula brijendra reddy,YSRCP,Allagadda,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Qsn1scLSXMw,2023-04-07,0.9978613257408142,10181.0,Sakshi,241.0,8.0,allagadda.png,gangula brijendra reddy,YSRCP,Allagadda,0,0,0,1,1,0,0,0,0,0,0,0,0,0
-3fP486p0Kw,2023-04-07,0.99616938829422,14267.0,Sakshi,142.0,16.0,allagadda.png,gangula brijendra reddy,YSRCP,Allagadda,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RSEmLYLcrpI,2023-04-10,0.996170699596405,1023.0,TV9,184.0,1.0,allagadda.png,gangula brijendra reddy,YSRCP,Allagadda,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K-Msz4clPuk,2023-04-11,-0.9986234903335572,9488.0,ABN,260.0,11.0,allagadda.png,gangula brijendra reddy,YSRCP,Allagadda,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bjTIMvPcs68,2023-04-17,-0.991393506526947,6408.0,Sakshi,65.0,44.0,allagadda.png,gangula brijendra reddy,YSRCP,Allagadda,0,1,1,0,1,0,0,0,0,0,0,0,0,0
TCis5gUYhVo,2023-04-19,-0.9983533620834352,888.0,TV9,228.0,0.0,allagadda.png,gangula brijendra reddy,YSRCP,Allagadda,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DiLFK6fKong,2023-04-22,0.9980964064598083,23665.0,Sakshi,42897.0,7.0,allagadda.png,gangula brijendra reddy,YSRCP,Allagadda,0,0,1,0,0,1,0,0,0,0,0,0,0,0
