ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,raghurama ,AP ,yuvagalam,amaravati,ambati rambabu,janasena party,Ramoji Rao,ap employees,ap assembly session today,high court,alliance,Peddireddy ,ambati rambabu ,polavaram,visakha,byreddy siddharth reddy
WsVrD4CP_BE,2022-09-27,-0.9940690994262696,2887.0,TV5,472.0,3.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s6e6jyHHjW0,2022-09-27,-0.9983540773391724,3459.0,Sakshi,259.0,6.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ppOPY8LVg_g,2022-09-27,-0.998040497303009,24730.0,TV5,285.0,62.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1h4JExH99qM,2022-10-07,-0.9989985823631288,2747.0,TV5,250.0,3.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
k8RRAbezQeo,2022-10-12,-0.999396562576294,819.0,ABN,345.0,3.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lsOWApDQjv4,2022-10-12,-0.9970507621765136,20002.0,TV5,230.0,13.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Vhi441ROJAI,2022-10-12,-0.9971006512641908,343.0,ABN,165.0,3.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yQJrlonbzPs,2022-10-17,-0.9658344984054564,26411.0,ABN,284.0,36.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0
uDeP8dq5V3c,2022-10-17,-0.998992383480072,4722.0,ABN,304.0,6.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qn3I-g7pwpk,2022-10-17,-0.9990944862365724,2982.0,ABN,354.0,3.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9YiC868YEWs,2022-10-17,-0.9976592063903807,515.0,ABN,505.0,0.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TpVtwZFGtpU,2022-10-19,-0.9977076053619384,7126.0,ABN,335.0,11.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3OKKx5q2X7w,2022-10-19,-0.990952491760254,1002.0,ABN,389.0,1.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fNRkcTTO4QQ,2022-10-19,-0.9743567109107972,47956.0,ABN,563.0,31.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QT3jg4fKDhI,2022-10-19,-0.9981829524040222,6890.0,ABN,113.0,16.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M6It_wehh74,2022-10-23,0.9952147006988524,14063.0,Sakshi,273.0,89.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1
rLkeaXyvy7g,2022-10-23,0.9940044283866882,56961.0,Sakshi,236.0,83.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LYDk2SJ79fU,2022-10-23,-0.9901899695396424,13580.0,Sakshi,573.0,46.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kkQpAIFFMc8,2022-10-23,0.9983518123626708,690.0,TV5,207.0,1.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98moNbhns8Q,2022-10-26,-0.9981880784034728,849.0,ABN,325.0,3.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6gbLPF5eRO0,2022-10-26,0.9797871112823486,2004.0,ABN,295.0,1.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2w0Gnwdw9F4,2022-10-26,-0.9984461665153505,1451.0,ABN,332.0,4.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4wLUr5L1BPg,2022-10-29,-0.99442058801651,2425.0,Sakshi,287.0,6.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
BvgKK-OufnY,2022-10-30,-0.999142289161682,15886.0,TV5,175.0,48.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bxh13xhLDns,2022-10-30,-0.987782061100006,5978.0,TV5,250.0,11.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0
yv-cZszrzJI,2022-10-31,-0.9962409734725952,316.0,ABN,405.0,0.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
folpGzW_-Gk,2022-10-31,-0.9987263083457948,1902.0,ABN,292.0,2.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
is5ycpPOmJM,2022-10-31,-0.9981749057769777,2211.0,ABN,239.0,0.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
wUWBhq5pUIE,2022-10-31,0.9983202815055848,342.0,ABN,348.0,0.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HH6401to8Xo,2022-11-01,-0.9963966012001038,858.0,ABN,227.0,0.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4xW9cmen2yQ,2022-11-01,-0.9983423948287964,3112.0,ABN,339.0,1.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6nH9LoBm9FE,2022-11-01,-0.9988862872123718,909.0,ABN,373.0,0.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUdgJOu-eXo,2022-11-02,0.9909560084342957,1212.0,Sakshi,211.0,6.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Z9dmfb6rFYY,2022-11-02,0.9986491799354552,2314.0,TV5,549.0,4.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VKAtBYpgPrQ,2022-11-05,0.9557486772537231,1721.0,Sakshi,90.0,9.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Il-hV4Sdl5I,2022-11-07,-0.9910558462142944,3362.0,ABN,358.0,2.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ovhpyYbeRUk,2022-11-08,0.9973050355911256,1246.0,Sakshi,247.0,4.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tkb1W73y-F8,2022-11-09,0.9963424801826476,1659.0,Sakshi,494.0,2.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FoNZ9vcSpXg,2022-11-09,-0.9980195760726928,640.0,ABN,406.0,0.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wTXjaV6nbqQ,2022-11-13,0.9963040351867676,1100.0,TV5,218.0,1.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
XxCG6qF1O8k,2022-11-14,-0.997161865234375,20662.0,TV5,525.0,59.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5dNngVWL6DY,2022-11-15,-0.9905872941017152,6218.0,Sakshi,81.0,19.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
6brv_VCvGko,2022-11-17,-0.9847393035888672,5625.0,Sakshi,202.0,16.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3yVTxphBUQY,2022-11-18,-0.997875452041626,2704.0,ABN,370.0,5.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VDvfp-TBry0,2022-11-18,0.9828024506568908,2284.0,TV5,317.0,43.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qC5zjYI6WbQ,2022-11-19,-0.998683512210846,2574.0,TV9,278.0,4.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LV3Ul23eQIM,2022-11-19,0.9936361312866212,2633.0,TV9,384.0,1.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
QKoPRvXnyJw,2022-11-19,-0.9842568039894104,1941.0,TV9,354.0,0.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
nvYamZEQkv8,2022-11-19,0.9977596998214722,3666.0,TV9,388.0,4.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zg1tPh5zs-g,2022-11-19,0.9820181131362916,626.0,ABN,206.0,2.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cQUmOrhAmjc,2022-11-19,-0.990747570991516,1529.0,TV9,232.0,0.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
dxprd_cmBks,2022-11-21,0.9845284819602966,3785.0,Sakshi,192.0,10.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XCumfvWfsf0,2022-11-21,-0.9989315867424012,10215.0,ABN,220.0,25.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
V7pYuPQ-Z10,2022-11-21,0.9941695928573608,6117.0,ABN,285.0,14.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RcnQ85sEAoo,2022-11-23,-0.9986628293991088,337.0,TV9,210.0,0.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0
Y4lXU9a9Xcw,2022-11-23,-0.9981472492218018,905.0,Sakshi,275.0,0.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XBKLLEF-dys,2022-11-23,-0.9562677145004272,476.0,TV9,139.0,0.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qhK9QU4vAQg,2022-11-23,-0.9978126287460328,6754.0,TV9,327.0,0.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
EgjaU6owZC8,2022-11-23,-0.9761061072349548,5227.0,TV9,266.0,10.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
YuRoL4rn0io,2022-11-24,0.9927248954772948,2333.0,Sakshi,453.0,1.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cPwTZLukRI0,2022-11-24,0.9707602262496948,2183.0,TV5,345.0,9.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BPCkByQVjAc,2022-11-24,0.9985846281051636,6535.0,TV5,550.0,39.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oTZrpdeCe3w,2022-11-27,-0.9988481998443604,1679.0,TV9,185.0,7.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LXC93M8f-3o,2022-11-27,-0.9817054271697998,13954.0,Sakshi,330.0,59.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4lW6mjSlhGo,2022-11-27,-0.9981541037559508,2296.0,TV9,182.0,4.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
QLTOKznzWJY,2022-11-27,0.9841630458831788,8926.0,TV9,274.0,2.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bnpMW3CCCvo,2022-11-27,-0.995507001876831,7413.0,TV9,180.0,42.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shphVBHYWME,2022-11-27,-0.9987329840660096,4034.0,TV9,328.0,17.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9BXLolRo8QU,2022-11-27,0.9561946988105774,15728.0,TV9,246.0,3.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LMXS6M8aoFA,2022-11-27,-0.9985587000846864,2829.0,TV9,184.0,5.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0H5wGBcF02Y,2022-11-28,-0.994684398174286,16803.0,TV9,263.0,15.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
05q-Puxk4rY,2022-11-28,-0.9966617822647096,8758.0,TV9,264.0,16.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
BNEV6mVwJPQ,2022-11-28,0.9426563382148744,58453.0,Sakshi,372.0,253.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6rlG5EGFQqo,2022-11-28,-0.9943779110908508,3153.0,TV9,401.0,2.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qeGDzJS4Es4,2022-11-29,-0.9962592124938964,1242.0,ABN,244.0,4.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
BErRf5HKZgg,2022-11-29,-0.9989107847213744,2870.0,TV9,236.0,0.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CbnjpdWgZTo,2022-11-30,0.9965950846672058,252157.0,Sakshi,270.0,337.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMyB8ollidI,2022-11-30,-0.9738532304763794,2793.0,TV9,204.0,4.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I0XTaicXfoA,2022-11-30,-0.9780008792877196,4492.0,TV9,384.0,3.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moRUzWToxUc,2022-11-30,-0.999444305896759,3746.0,TV9,130.0,3.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JXDfwTA1pSI,2022-11-30,-0.9974310994148254,5892.0,TV9,243.0,5.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bSFCapsYUR0,2022-11-30,0.9865793585777284,26617.0,Sakshi,301.0,34.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
dV02zA94omc,2022-12-01,-0.9983755350112916,1333.0,ABN,164.0,3.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77ABQUFEOKU,2022-12-01,-0.9915215969085692,2531.0,TV9,222.0,2.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1QXGJnUPPsk,2022-12-02,-0.9952303171157836,2511.0,TV9,124.0,2.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idm6k1pOqgU,2022-12-02,-0.9813405275344848,524.0,TV9,251.0,1.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
C3Tufkr-QLc,2022-12-02,-0.998595654964447,8423.0,ABN,300.0,6.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t1UHo27IKB0,2022-12-02,0.9956907629966736,22505.0,Sakshi,528.0,37.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
o0FtFY3sLSo,2022-12-02,0.9881563186645508,933.0,Sakshi,506.0,1.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
o8kbIF1wshg,2022-12-02,-0.9987505674362184,18456.0,Sakshi,267.0,55.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
lpRkk_MekyA,2022-12-02,-0.9988062381744384,42967.0,Sakshi,330.0,96.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
EdaJd_8wqtU,2022-12-02,-0.9985021352767944,363.0,TV9,70.0,1.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
id50qfvJs-8,2022-12-02,-0.9960098266601562,902.0,TV9,439.0,1.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q23gShgVmjI,2022-12-02,-0.9963730573654176,2162.0,TV9,225.0,1.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AT74YZp4StY,2022-12-02,-0.9989631175994872,5508.0,ABN,225.0,5.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rboAnhQbO4M,2022-12-02,-0.9920180439949036,856.0,TV9,263.0,2.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
XDHpDWjPtfo,2022-12-03,-0.9892528653144836,1488.0,TV9,189.0,1.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
krADEFV2cpk,2022-12-03,0.9953933954238892,2945.0,TV9,495.0,4.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klh9-i8EGfM,2022-12-03,0.9886537194252014,954.0,TV9,215.0,0.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NgUp8OPQw_U,2022-12-03,-0.9994377493858336,1078.0,TV9,453.0,2.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7LxhdJXoZaA,2022-12-03,-0.9973425269126892,508.0,TV9,330.0,0.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
