ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,nara lokesh,AP ,yuvagalam,amaravati,tdp pattabhi,ap employees,ap assembly session today,alliance,Peddireddy ,visakha
pJIKw-Z348c,2022-12-08,0.9920702576637268,47497.0,TV5,190.0,53.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
ClGkJPbJMNk,2022-12-08,-0.9980399012565612,13041.0,TV9,404.0,17.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kC2XjDIrRzI,2022-12-08,0.9982014894485474,6108.0,TV9,400.0,1.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
pFO9L5AYhTc,2022-12-10,0.9979629516601562,911.0,TV9,264.0,0.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
VnGYcYbguHw,2022-12-12,0.9950188398361206,3121.0,TV5,430.0,9.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DrrrqcmkP_k,2022-12-12,-0.9845396876335144,18781.0,ABN,415.0,31.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C87XKFRETA8,2022-12-12,-0.993134617805481,2105.0,TV9,161.0,2.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HRx-9IlpFlg,2022-12-12,0.9988640546798706,1587.0,Sakshi,260.0,6.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1
JZTWfJ2NdFg,2022-12-12,0.8432700634002686,6856.0,TV5,95.0,24.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
eaU-ryoDWtE,2022-12-12,-0.9993882179260254,1897.0,TV9,273.0,6.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vgk-BA0A2tQ,2022-12-14,0.9988070726394652,2658.0,TV9,223.0,7.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6aIvYVrXOvc,2022-12-14,0.9976623058319092,2662.0,TV9,246.0,3.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RWNjXTc3BAs,2022-12-15,-0.9959920048713684,13635.0,ABN,290.0,17.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OcEdAkWkHgQ,2022-12-15,0.9901815056800842,2774.0,Sakshi,435.0,2.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Z_QI1c6oevg,2022-12-15,0.9955574870109558,6585.0,ABN,205.0,6.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KMfzHm9Zkiw,2022-12-15,0.9980668425559998,1376.0,Sakshi,323.0,0.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
7FbhBMz5T5c,2022-12-17,-0.9973925352096558,3370.0,TV9,118.0,0.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Uy0pZWaNUis,2022-12-19,-0.9929583072662354,1861.0,TV9,160.0,1.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
cenXorBcOzs,2022-12-22,-0.9958674907684326,26113.0,TV9,360.0,42.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
fAosJdkYG1M,2022-12-22,-0.9959623217582704,1666.0,ABN,565.0,3.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
mFt9TaI8kPk,2022-12-23,-0.9968904852867126,27652.0,ABN,410.0,35.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
EtzG_h1jomk,2022-12-27,-0.997562050819397,741.0,ABN,470.0,0.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MVYZ4i4ebp0,2022-12-28,0.997697412967682,4999.0,Sakshi,423.0,7.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
_WAXeCmtUh8,2022-12-29,0.99063640832901,2296.0,TV9,292.0,11.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xFrwvwcW-9o,2022-12-29,-0.9944624304771424,1582.0,TV9,181.0,9.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_bIslsAvn8,2022-12-29,0.9964847564697266,660.0,TV9,183.0,0.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
zJks869rupc,2022-12-30,0.9906356930732728,1496.0,TV9,340.0,2.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
UMNxiiSEBBA,2022-12-31,-0.9941737055778505,2792.0,TV9,391.0,2.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BA0cuulfReU,2022-12-31,0.9977957010269164,55144.0,ABN,310.0,161.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
P7_arlAn8GQ,2023-01-02,-0.9981622099876404,1754.0,TV9,356.0,3.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mfE_ly65sM8,2023-01-03,0.9982591271400452,923.0,TV9,265.0,1.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCvW_jCG738,2023-01-03,-0.9986925721168518,1749.0,ABN,255.0,1.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nHMChNUZ5Ck,2023-01-04,-0.996630847454071,776.0,TV5,295.0,0.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
XXKxeewz7t4,2023-01-05,-0.9951752424240112,1096.0,ABN,109.0,2.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yHXtV4BgM_c,2023-01-05,-0.9968475699424744,164406.0,TV9,226.0,30.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1
F8SPUL1uddE,2023-01-06,-0.9779150485992432,1258.0,TV9,426.0,0.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6IYj6MbE0Q4,2023-01-06,-0.9990296363830566,2956.0,TV9,578.0,0.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3K5Eou0d0Fw,2023-01-07,0.9971619844436646,523.0,Sakshi,207.0,1.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fHbwivuOGJY,2023-01-09,-0.9874407052993774,1713.0,ABN,432.0,2.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0_KeFDpWezM,2023-01-10,0.9978189468383788,1529.0,Sakshi,157.0,5.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1
v7ActHaGtdI,2023-01-11,0.9978142976760864,3043.0,TV5,244.0,3.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uqJ3WsKOEAM,2023-01-12,0.9968851208686828,959.0,TV5,258.0,2.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
tpgGE6-N3UE,2023-01-12,0.996988832950592,14339.0,TV9,564.0,11.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D6kZiIqZ7r0,2023-01-12,0.99587219953537,7761.0,TV5,178.0,15.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
voYUlyXC-hE,2023-01-13,0.9984877109527588,2016.0,TV5,265.0,0.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tReDJVgjjfo,2023-01-14,0.9988309741020204,3077.0,TV9,430.0,7.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v2lHAfeCVv4,2023-01-17,0.9920603036880492,4329.0,TV5,169.0,13.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
F2v4v-nYiDg,2023-01-17,-0.9969847798347472,3784.0,ABN,150.0,2.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
bRyisOWztb8,2023-01-17,0.9986205101013184,81190.0,ABN,520.0,153.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ltlex73NUOw,2023-01-18,-0.9962781071662904,6366.0,Sakshi,78.0,8.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Km4-tAk9upU,2023-01-18,-0.9981048107147216,51162.0,Sakshi,79.0,81.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
qiZyEK3gjOw,2023-01-18,0.998698592185974,3337.0,TV9,341.0,10.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gHCrlp5bhTs,2023-01-19,-0.9986491799354552,6310.0,TV9,250.0,0.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RLBb3bt7ScI,2023-01-19,-0.9895188212394714,2986.0,TV9,141.0,3.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vvVGwHpgiHk,2023-01-19,-0.9979525804519652,2783.0,ABN,105.0,3.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wkVvm5z5ykI,2023-01-20,0.9973209500312804,1201.0,ABN,210.0,1.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
69yXxEqi7DA,2023-01-20,-0.994470238685608,1662.0,ABN,179.0,1.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WD1y3Ijs9Ms,2023-01-21,-0.9979257583618164,2341.0,TV9,147.0,2.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36hOZjfdaRc,2023-01-21,-0.998440444469452,2409.0,ABN,229.0,1.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GXcUraYweGk,2023-01-21,0.9978412389755248,337.0,ABN,266.0,0.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qi4YO5MJIC4,2023-01-21,0.996687352657318,3801.0,Sakshi,570.0,6.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
8aiww668-bY,2023-01-26,0.9985620379447936,952.0,TV5,377.0,2.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qGw6vo3k-X0,2023-01-26,0.9984543323516846,1099.0,TV5,121.0,1.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
43YhF4kINPk,2023-01-28,0.9964693784713744,91045.0,TV5,400.0,82.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
rDx3B5_oaFI,2023-01-28,-0.9970614314079284,8410.0,ABN,231.0,9.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
wZ7cl3uiris,2023-01-28,-0.9980711340904236,9429.0,ABN,260.0,11.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4TG3Dibd0sU,2023-01-30,0.9933307766914368,6606.0,TV9,250.0,1.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l3I6sixbnKg,2023-01-30,0.998522937297821,111073.0,Sakshi,390.0,280.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9vEvmvx6DjM,2023-01-30,0.9961754083633424,70831.0,TV9,289.0,43.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
UKUHhaYDO2U,2023-01-30,-0.9987276196479796,11806.0,TV9,118.0,5.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
sD8_y68T5tY,2023-02-01,-0.983382523059845,32635.0,ABN,373.0,9.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
U1mPKhIHjJk,2023-02-01,-0.9989338517189026,18778.0,ABN,362.0,25.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
KeNRbYMqnHo,2023-02-02,-0.9989795088768004,39661.0,ABN,245.0,18.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
kRDKwzrLGK4,2023-02-03,0.9982093572616576,5685.0,TV9,141.0,0.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M9bVEsSY41g,2023-02-03,0.9981312155723572,1208.0,TV5,145.0,0.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HlmGtrh7Cak,2023-02-05,0.9882373213768004,50048.0,TV9,228.0,22.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
5Q9SJVCb1XM,2023-02-06,0.9884244203567504,10577.0,Sakshi,503.0,29.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G2-wUmrFyGI,2023-02-06,-0.989790976047516,348.0,TV5,454.0,1.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PcD6zjfzFak,2023-02-07,-0.999382257461548,5536.0,TV9,265.0,32.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
riLnil0Pm0M,2023-02-07,0.996392786502838,18131.0,Sakshi,118.0,144.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
iZg3l3fGOaI,2023-02-07,0.9971430897712708,2883.0,TV5,78.0,16.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1
xIswMLiwLv4,2023-02-07,-0.9994988441467284,1997.0,Sakshi,178.0,2.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
D9rFzEh-Yd8,2023-02-07,-0.9991589784622192,2338.0,ABN,77.0,7.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NTX7Y7dwKDs,2023-02-07,0.993684947490692,3452.0,TV5,63.0,17.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Om6I7gVIfGs,2023-02-09,0.9927799105644226,9167.0,Sakshi,535.0,18.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Owr4oD5uKs8,2023-02-09,-0.936031460762024,108165.0,Sakshi,409.0,168.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mKgKuK2mXDc,2023-02-09,0.9974931478500366,15766.0,TV9,129.0,1.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
z7p4bN998PE,2023-02-09,-0.9989489912986756,2540.0,ABN,125.0,5.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
fGEVz8qMveI,2023-02-09,0.9968729615211488,122716.0,ABN,485.0,215.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EpP-tUxHfak,2023-02-10,-0.9986095428466796,2486.0,TV9,189.0,2.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
h5IGZatJunE,2023-02-11,0.995716631412506,81311.0,TV9,495.0,105.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Tenozx8st70,2023-02-12,-0.9983818531036376,519.0,TV9,277.0,1.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0mXKeNbizoA,2023-02-12,-0.980113923549652,14497.0,TV9,394.0,19.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
cxPFCNM-v_A,2023-02-13,0.995896577835083,16991.0,TV9,278.0,19.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F85J8zIgU1U,2023-02-14,-0.9976491332054138,1025.0,TV5,361.0,5.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fLq83Gd59QY,2023-02-14,-0.9994633793830872,6966.0,TV5,433.0,51.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3MjSO7qECI0,2023-02-14,0.9939925074577332,1927.0,ABN,553.0,5.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XVsaaALpaCU,2023-02-15,0.9861417412757874,958.0,TV9,339.0,1.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LalxNoeFnj0,2023-02-15,-0.9909747242927552,895.0,TV9,455.0,6.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
UK3AD2ivXWg,2023-02-15,0.9925997257232666,3573.0,TV9,289.0,4.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-ENWKe61q4k,2023-02-15,0.9987778067588806,3537.0,TV9,368.0,7.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
fa8FaOuchQw,2023-02-15,-0.954496443271637,848.0,ABN,537.0,3.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FPuaElVK3tc,2023-02-16,0.9973800778388976,512.0,ABN,370.0,2.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zmCfUZyisgM,2023-02-16,0.9987659454345704,136195.0,Sakshi,516.0,197.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
r2j5QSbX-FA,2023-02-17,-0.9981274008750916,315.0,ABN,372.0,0.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dBu1s2z20q8,2023-02-17,-0.9982110261917114,1967.0,TV9,197.0,5.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tG7Q1QhSIlg,2023-02-17,0.9981330037117004,2410.0,TV9,410.0,18.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
bRmcGr7K-ps,2023-02-17,-0.998196303844452,1286.0,ABN,308.0,2.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
UobA7bHUukg,2023-02-18,0.9988313317298888,488.0,TV9,442.0,0.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wg-YM0Ca9mU,2023-02-19,-0.974105715751648,44342.0,TV5,265.0,31.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
__08KEJP66w,2023-02-19,0.9983322024345398,3188.0,TV9,428.0,1.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
SfYUZ0pKM3s,2023-02-20,0.9927016496658324,54449.0,Sakshi,524.0,42.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0GeBu0syESA,2023-02-21,-0.9956707954406738,55355.0,TV9,260.0,55.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VSr60PXxro8,2023-02-22,-0.9991185069084167,1149.0,TV5,253.0,1.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6WFf3xeVqCI,2023-02-24,-0.973048448562622,342.0,TV9,256.0,0.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0
SOOgTU8kEiM,2023-02-24,-0.9921267032623292,672.0,TV9,283.0,0.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tqqTjDhohNY,2023-02-25,-0.7924951314926147,161300.0,TV9,288.0,145.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xUNuXIWQOag,2023-02-26,0.9981541037559508,4825.0,TV5,120.0,4.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BAPqycGgPXw,2023-03-03,0.9980522394180298,1212.0,TV9,134.0,0.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KCqWEWfUhEs,2023-03-05,-0.9889305233955384,1397.0,TV9,158.0,8.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
jOdCbgStPgs,2023-03-06,-0.9993473887443542,1125.0,TV9,263.0,5.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IAAOdZL_zyg,2023-03-06,-0.9704282879829408,2537.0,ABN,251.0,0.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGE1gXvSzTM,2023-03-07,0.9988213181495668,383.0,ABN,162.0,0.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0
acltrvisy1o,2023-03-07,-0.9835488200187684,579.0,TV9,91.0,0.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JCjAizIR-cw,2023-03-08,-0.997831642627716,1336.0,TV5,65.0,4.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0
ohpSXuF5sNw,2023-03-09,-0.9858757853507996,1065.0,TV9,309.0,3.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
38q608ShvVI,2023-03-15,-0.9985016584396362,5161.0,ABN,171.0,4.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
