ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,nara lokesh,AP ,yuvagalam,amaravati,tdp pattabhi,ap employees,ap assembly session today,alliance,Peddireddy ,visakha
YgDTsyS70xE,2023-03-16,-0.997646152973175,920.0,TV9,300.0,2.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9X3QNkaVa6Y,2023-03-16,-0.9988082647323608,2091.0,TV9,285.0,4.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WKZS322HYJs,2023-03-16,0.997111678123474,8766.0,Sakshi,140.0,16.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,1
J6pEF7CZCnM,2023-03-16,-0.9954439401626588,2009.0,TV9,194.0,12.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kc61A1LeuS4,2023-03-18,0.9851704239845276,3242.0,ABN,207.0,1.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
VrVCB8qxlzg,2023-03-18,0.9967946410179138,16827.0,TV5,158.0,15.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
MRGrXGBrowY,2023-03-20,-0.9986811280250548,9875.0,ABN,125.0,13.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3zvViYWIaB0,2023-03-24,0.993934690952301,2143.0,ABN,168.0,1.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0
dvlPYOdS8NM,2023-03-26,-0.9992371797561646,4656.0,TV9,86.0,13.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ug2GgCiFK9Y,2023-03-27,-0.9966930150985718,458.0,TV9,325.0,0.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fHJH55IDNgw,2023-03-28,-0.9995014667510986,1421.0,ABN,300.0,0.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vKBM0e2-v3Y,2023-03-29,-0.972011148929596,1779.0,TV9,295.0,4.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
xoIVdjYjFLw,2023-03-29,0.9987718462944032,718.0,TV5,161.0,2.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OlX2fffExUI,2023-04-02,-0.9127513766288756,1675.0,ABN,299.0,5.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0
o5Z4OKe3IbM,2023-04-02,-0.9976263642311096,4792.0,TV5,225.0,2.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0
s9l8T8Gm-uY,2023-04-03,0.9855146408081056,6300.0,Sakshi,328.0,17.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
kowSEPmtG4E,2023-04-05,-0.999251425266266,2031.0,TV9,186.0,8.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4m338l1aciM,2023-04-07,0.9964725375175476,18721.0,TV9,49.0,5.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sqQRKGb23I4,2023-04-08,-0.9984089732170104,2807.0,TV9,220.0,3.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mLjvSnosDB0,2023-04-09,-0.982045352458954,3648.0,TV9,198.0,2.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
mGCHFQZTGOQ,2023-04-09,0.9965000152587892,2775.0,TV9,273.0,8.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
9hG241C9SJY,2023-04-09,-0.9931858777999878,2862.0,TV9,288.0,4.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
t3t7O04iwYQ,2023-04-09,0.9967509508132936,1832.0,TV9,174.0,1.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OEXIUgcAmuw,2023-04-09,-0.9976614713668824,10852.0,Sakshi,130.0,6.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1
I4IuCvUucbs,2023-04-09,-0.9902716279029846,17851.0,Sakshi,130.0,16.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0
rSIh0iek_8A,2023-04-10,-0.9945688247680664,38687.0,TV9,231.0,14.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
NcsGR2E1tr8,2023-04-10,0.9946900606155396,31865.0,TV9,46.0,20.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bHkQGXF-MnI,2023-04-11,0.9188220500946044,5728.0,TV5,116.0,6.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
yOf7tH3sxtk,2023-04-11,-0.9983652234077454,4263.0,TV9,170.0,5.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0
L8axol-JkhE,2023-04-11,-0.999302864074707,1693.0,TV5,116.0,4.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
OYf_t-tYeHU,2023-04-11,-0.9980588555336,6686.0,TV9,201.0,9.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
W8V1euJ6kWI,2023-04-12,0.998229444026947,2832.0,ABN,297.0,4.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
kiXPlCcq3lg,2023-04-13,-0.9963046312332152,5262.0,TV9,203.0,2.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t-pmffajkpE,2023-04-13,-0.992605209350586,7940.0,TV9,230.0,5.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
bwfSSWGox4w,2023-04-16,0.9765983819961548,12107.0,TV5,280.0,11.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
GrCROrOhfZQ,2023-04-21,-0.9892454147338868,1248.0,Sakshi,176.0,4.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Fzy_eykvsDs,2023-04-22,-0.982177734375,1204.0,TV5,105.0,7.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
UQudMxfr-qg,2023-04-22,0.9921880960464478,1000.0,TV5,90.0,2.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DiLFK6fKong,2023-04-22,0.9980964064598083,23665.0,Sakshi,42897.0,7.0,tadipatri.png,K. Pedda Reddy,YSRCP,Tadipatri,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
