ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,raghurama ,AP ,yuvagalam,amaravati,ambati rambabu,YS Viveka Case,Yellow Media,panchayat elections,Kuppam,janasena party,Ramoji Rao,ap employees,Sajjala ,ap assembly session today,jr ntr,Atchannaidu,high court,alliance,Peddireddy ,vangalapudi anitha,ambati rambabu ,polavaram,visakha,byreddy siddharth reddy,vijayasai reddy,kotamreddy ,roja,vidya deevena,nellore ,srikakulam,yuvashakti,tadepalli,Pension,vangaveeti radha,suprem court,tdp leaders arrest,ap development,chintamaneni prabhakar,Kethireddy Venkatarami Reddy,balineni srinivasa reddy,tadipatri,Anam Ramanarayana Reddy,butchaiah chowdary,gudivada ,Kodali Nani ,varahi ,election commission,nellore mekapati,maa nammakam nuvve jagan,nandigama,High Court
V8HuzhVOeQg,2022-11-11,0.9945651292800904,31731.0,ABN,310.0,131.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUHFQJ2e5EA,2022-11-11,-0.9986924529075624,1582.0,ABN,275.0,4.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2x2SO3LGiHg,2022-11-11,-0.9985547661781312,2176.0,ABN,270.0,6.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xq8Grt2SSkI,2022-11-11,0.988875150680542,9827.0,ABN,525.0,15.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q4gDmXN_itM,2022-11-11,0.9954738020896912,3311.0,ABN,510.0,6.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5B172fOq2mU,2022-11-11,0.9903788566589355,1042.0,ABN,260.0,1.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z0n98ygojFE,2022-11-11,-0.9936489462852478,33229.0,ABN,540.0,133.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KyWNpNHmj-U,2022-11-11,-0.989292860031128,284.0,ABN,207.0,0.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZVT2WCqFf_0,2022-11-12,0.934495449066162,4120.0,TV5,570.0,8.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T3ZcvrPkouk,2022-11-12,0.9958601593971252,984.0,TV5,385.0,1.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8sbQT493pho,2022-11-12,-0.9993578791618348,2245.0,TV5,265.0,0.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gwzMeRTbiOw,2022-11-13,0.9982421398162842,2565.0,Sakshi,293.0,1.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-MJMsp42_jE,2022-11-15,-0.9920633435249328,2721.0,ABN,296.0,0.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UEGorQe2mcw,2022-11-16,-0.9986771941184998,3608.0,TV5,170.0,12.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
eJ4uJeeMe7s,2022-11-16,-0.9931538105010986,2194.0,ABN,210.0,0.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZI7F1uVnd7E,2022-11-17,-0.9990204572677612,1667.0,ABN,550.0,1.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uZKBKn4P5b8,2022-11-18,0.9892232418060304,1752.0,ABN,415.0,0.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zA_RVqQj2BU,2022-11-18,-0.9972679615020752,8037.0,ABN,200.0,7.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGizgYef9gk,2022-11-18,-0.9985817670822144,20305.0,ABN,425.0,12.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YiH2fYCXAp0,2022-11-18,-0.9757848978042604,2384.0,ABN,235.0,1.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
y855bEq-ymA,2022-11-18,0.9935426712036132,10354.0,ABN,420.0,15.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372k-V2NiW4,2022-11-18,-0.994881272315979,4092.0,ABN,245.0,11.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wNhVMpEQi48,2022-11-18,-0.9936827421188354,1651.0,ABN,416.0,0.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zaeY73APciA,2022-11-18,-0.998873770236969,2100.0,ABN,185.0,2.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZcoCOPq-tEE,2022-11-18,-0.9988328814506532,1842.0,ABN,240.0,1.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kWGFlI6z-KY,2022-11-19,-0.9983453750610352,109595.0,Sakshi,369.0,130.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OtMBi3BN_Jo,2022-11-19,0.9975799322128296,883.0,TV9,254.0,0.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
LV3Ul23eQIM,2022-11-19,0.9936361312866212,2633.0,TV9,384.0,1.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GYpo70Tya9U,2022-11-19,0.9986409544944764,397.0,TV9,254.0,0.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QKoPRvXnyJw,2022-11-19,-0.9842568039894104,1941.0,TV9,354.0,0.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-KVUkG3Gr3o,2022-11-20,-0.9938607215881348,77600.0,TV5,390.0,145.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K6TvGaTvNVY,2022-11-21,-0.9984034895896912,358.0,ABN,179.0,0.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
IdvKPUE9-ZE,2022-11-21,0.9988293051719666,1895.0,TV9,217.0,2.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6ZBipoWEYA0,2022-11-22,0.996218740940094,2396.0,ABN,460.0,8.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05yp6Pk86ug,2022-11-22,-0.9988844990730286,2359.0,ABN,215.0,5.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RoBmbBVUSKY,2022-11-22,-0.98812335729599,16065.0,TV5,265.0,14.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0
cd7hpke9w6Y,2022-11-22,-0.9982261061668396,3048.0,ABN,465.0,5.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LfVBB4xUNFU,2022-11-22,0.993442177772522,8225.0,ABN,495.0,31.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AOl5gOiBlPo,2022-11-22,-0.9954522252082824,11456.0,ABN,490.0,16.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XwCnFsrvxmc,2022-11-22,-0.9981303811073304,9731.0,TV9,566.0,6.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sVqYI0IUZ3U,2022-11-22,-0.9520264863967896,786.0,ABN,388.0,1.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tiJMDRcl-nE,2022-11-22,-0.9992703795433044,640.0,ABN,370.0,0.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o4Ht8Q6sLjY,2022-11-23,0.9982870221138,11900.0,TV5,255.0,9.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9TfR2rm3pTY,2022-11-23,-0.9994474053382874,3191.0,Sakshi,192.0,14.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
uDGaENuob-s,2022-11-23,0.9976727366447448,10945.0,TV5,445.0,7.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xgL_kD3er94,2022-11-23,-0.9979065656661988,3398.0,TV5,305.0,3.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRN_2soscQc,2022-11-24,-0.9986703395843506,1271.0,Sakshi,224.0,3.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9zAoH4hlQMs,2022-11-25,0.986200988292694,8131.0,Sakshi,373.0,16.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0Vmp9bwajKM,2022-11-26,-0.9991025924682616,4120.0,TV5,330.0,5.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sfaneDyTQ6U,2022-11-26,-0.993279755115509,292.0,ABN,248.0,0.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
W1xkatggs8s,2022-11-26,-0.9981542229652404,2489.0,ABN,390.0,2.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5855vPePJ74,2022-11-26,-0.999458372592926,899.0,ABN,272.0,0.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
g4LGHUPXqx0,2022-11-26,-0.9981368780136108,317.0,ABN,67.0,0.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d2Ngd3rWAGs,2022-11-26,-0.9602821469306946,84208.0,ABN,530.0,146.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DVGT9oAFv8o,2022-11-26,0.998683750629425,2946.0,Sakshi,373.0,7.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yianx96br-c,2022-11-26,-0.9978869557380676,1665.0,ABN,227.0,1.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WL0ttToO_VE,2022-11-26,0.9769495129585266,14543.0,ABN,375.0,54.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5JGc397UywA,2022-11-26,-0.9798705577850342,632.0,ABN,74.0,2.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
z10LVtD2wNE,2022-11-28,-0.9932485818862916,58088.0,TV5,576.0,82.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XzO_xUpGaGo,2022-11-29,-0.9950946569442748,420.0,ABN,231.0,0.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bcoxm5NcVa4,2022-11-29,-0.9857100248336792,3248.0,TV9,264.0,2.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
qfiOjCK_Mio,2022-11-29,0.9803927540779114,824.0,ABN,150.0,0.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LvczFIGUzy4,2022-11-29,-0.9987867474555968,1916.0,ABN,255.0,1.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9Obaz4YbIyM,2022-11-29,-0.6240699291229248,1288.0,TV9,460.0,1.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OpbY6QujVjo,2022-11-29,-0.9909605383872986,14143.0,ABN,195.0,5.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fQhPi6QYb0U,2022-11-29,0.9805203080177308,517.0,ABN,238.0,0.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
teVmuPBKk0c,2022-11-29,-0.9974154233932496,2200.0,ABN,155.0,2.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lgh9epHBPpg,2022-11-29,-0.9735903143882751,1574.0,ABN,425.0,4.0,denduluru.png,Abbaya Chowdary Kothari,YSRCP,Denduluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
