ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,ambati rambabu,YS Viveka Case,Yellow Media,Gadapa Gadapaku ,panchayat elections,Kuppam,janasena party,tdp pattabhi,Ramoji Rao,ap employees,ap assembly session today,jr ntr,Atchannaidu,gorantla ,alliance,Peddireddy ,vizag steel plant,vangalapudi anitha,ambati rambabu ,polavaram,visakha,byreddy siddharth reddy, Botsa ,vijayasai reddy,kotamreddy ,lakshmi parvathi,roja,vidya deevena,nellore ,srikakulam,yuvashakti,ram gopal varma,tadepalli,Buggana Rajendranath,ys vijayamma,Pension,vangaveeti radha,suprem court,perni nani ,tdp leaders arrest,ap development,chintamaneni prabhakar,balineni srinivasa reddy,tadipatri,Anam Ramanarayana Reddy,butchaiah chowdary,Corona,janasena alliance with tdp,gudivada ,bhuma akhila priya,Kodali Nani ,varahi ,nellore mekapati,maa nammakam nuvve jagan,nandigama,High Court
Yp-w33VJAOw,2022-11-05,-0.999154806137085,3180.0,ABN,390.0,2.0,jaggayyapeta.png,udayabhanu samineni,YSRCP,Jaggayyapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1PC_vqgwiGw,2022-11-05,-0.9974575638771056,1901.0,ABN,495.0,1.0,jaggayyapeta.png,udayabhanu samineni,YSRCP,Jaggayyapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pMi8_wYESFY,2022-11-05,-0.9990386962890624,2352.0,ABN,435.0,2.0,jaggayyapeta.png,udayabhanu samineni,YSRCP,Jaggayyapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BaiY8mH3hE4,2022-11-06,0.9971244931221008,1252.0,ABN,491.0,0.0,jaggayyapeta.png,udayabhanu samineni,YSRCP,Jaggayyapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zW_4hVdVGoo,2022-11-06,0.9930919408798218,2349.0,ABN,393.0,0.0,jaggayyapeta.png,udayabhanu samineni,YSRCP,Jaggayyapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OZ1cy0m60nU,2022-11-06,0.9882224202156068,6774.0,ABN,492.0,5.0,jaggayyapeta.png,udayabhanu samineni,YSRCP,Jaggayyapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DgSncSnyBE4,2022-11-07,-0.9772340059280396,4388.0,ABN,136.0,9.0,jaggayyapeta.png,udayabhanu samineni,YSRCP,Jaggayyapeta,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c1apQA1GtXQ,2022-11-08,0.9892131686210632,12235.0,Sakshi,417.0,23.0,jaggayyapeta.png,udayabhanu samineni,YSRCP,Jaggayyapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
dEMWydGUH94,2022-11-09,-0.9982463121414183,3500.0,TV5,240.0,7.0,jaggayyapeta.png,udayabhanu samineni,YSRCP,Jaggayyapeta,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
UcjHmYR8jiE,2022-11-09,-0.9956525564193726,1684.0,TV5,259.0,4.0,jaggayyapeta.png,udayabhanu samineni,YSRCP,Jaggayyapeta,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
D7wQW6abZO0,2022-11-09,-0.9955346584320068,528.0,ABN,301.0,0.0,jaggayyapeta.png,udayabhanu samineni,YSRCP,Jaggayyapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3UMeIRNanMg,2022-11-09,-0.9974783062934875,2985.0,TV5,320.0,4.0,jaggayyapeta.png,udayabhanu samineni,YSRCP,Jaggayyapeta,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OxwmsMX3_Kg,2022-11-09,0.9987383484840392,910.0,Sakshi,255.0,5.0,jaggayyapeta.png,udayabhanu samineni,YSRCP,Jaggayyapeta,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FoNZ9vcSpXg,2022-11-09,-0.9980195760726928,640.0,ABN,406.0,0.0,jaggayyapeta.png,udayabhanu samineni,YSRCP,Jaggayyapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hIp8tk0nxIU,2022-11-10,-0.9979155659675598,1022.0,TV5,182.0,2.0,jaggayyapeta.png,udayabhanu samineni,YSRCP,Jaggayyapeta,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4AJKX3ma_bQ,2022-11-10,0.992432713508606,1259.0,TV5,120.0,3.0,jaggayyapeta.png,udayabhanu samineni,YSRCP,Jaggayyapeta,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_SsDZh4r_1g,2022-11-10,-0.9916331768035888,7301.0,TV5,195.0,11.0,jaggayyapeta.png,udayabhanu samineni,YSRCP,Jaggayyapeta,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3rIq12gHiQs,2022-11-10,-0.9972507357597352,5653.0,TV5,221.0,4.0,jaggayyapeta.png,udayabhanu samineni,YSRCP,Jaggayyapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aR0oU7y5CyU,2022-11-10,-0.9906367659568788,1227.0,TV5,355.0,0.0,jaggayyapeta.png,udayabhanu samineni,YSRCP,Jaggayyapeta,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47iszOW5r40,2022-11-11,-0.9979636669158936,1030.0,TV5,376.0,1.0,jaggayyapeta.png,udayabhanu samineni,YSRCP,Jaggayyapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xq8Grt2SSkI,2022-11-11,0.988875150680542,9827.0,ABN,525.0,15.0,jaggayyapeta.png,udayabhanu samineni,YSRCP,Jaggayyapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5EWa6sFW6a8,2022-11-11,-0.9671204090118408,2304.0,ABN,250.0,8.0,jaggayyapeta.png,udayabhanu samineni,YSRCP,Jaggayyapeta,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2x2SO3LGiHg,2022-11-11,-0.9985547661781312,2176.0,ABN,270.0,6.0,jaggayyapeta.png,udayabhanu samineni,YSRCP,Jaggayyapeta,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yoLmQUSFsaM,2022-11-11,0.9942957758903505,1778.0,ABN,340.0,0.0,jaggayyapeta.png,udayabhanu samineni,YSRCP,Jaggayyapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q4gDmXN_itM,2022-11-11,0.9954738020896912,3311.0,ABN,510.0,6.0,jaggayyapeta.png,udayabhanu samineni,YSRCP,Jaggayyapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kk7WKsY2dL4,2022-11-11,-0.9936563372612,2290.0,ABN,533.0,1.0,jaggayyapeta.png,udayabhanu samineni,YSRCP,Jaggayyapeta,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUHFQJ2e5EA,2022-11-11,-0.9986924529075624,1582.0,ABN,275.0,4.0,jaggayyapeta.png,udayabhanu samineni,YSRCP,Jaggayyapeta,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ykq6fbSI9Lo,2022-11-12,-0.966411590576172,32784.0,TV5,290.0,38.0,jaggayyapeta.png,udayabhanu samineni,YSRCP,Jaggayyapeta,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BX6fyUNd2UQ,2022-11-12,-0.9965014457702636,2596.0,TV5,320.0,3.0,jaggayyapeta.png,udayabhanu samineni,YSRCP,Jaggayyapeta,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9nFnFufS8qY,2022-11-12,-0.9994896650314332,3371.0,ABN,400.0,5.0,jaggayyapeta.png,udayabhanu samineni,YSRCP,Jaggayyapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eHXJ8kX-0Gw,2022-11-12,0.9950771927833556,2423.0,TV5,570.0,0.0,jaggayyapeta.png,udayabhanu samineni,YSRCP,Jaggayyapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a912r2_zcHY,2022-11-12,-0.9967789053916932,1629.0,ABN,410.0,3.0,jaggayyapeta.png,udayabhanu samineni,YSRCP,Jaggayyapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tJ-Qp5bPdb4,2022-11-12,-0.9934710264205932,3151.0,ABN,300.0,1.0,jaggayyapeta.png,udayabhanu samineni,YSRCP,Jaggayyapeta,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2xB-NZO625U,2022-11-15,-0.9926323294639589,2407.0,TV5,119.0,0.0,jaggayyapeta.png,udayabhanu samineni,YSRCP,Jaggayyapeta,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vPPK6TWJ0yw,2022-11-15,0.9981260895729064,1640.0,ABN,317.0,1.0,jaggayyapeta.png,udayabhanu samineni,YSRCP,Jaggayyapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEBxUMvGw8s,2022-11-18,-0.9924321174621582,4894.0,Sakshi,185.0,9.0,jaggayyapeta.png,udayabhanu samineni,YSRCP,Jaggayyapeta,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kWGFlI6z-KY,2022-11-19,-0.9983453750610352,109595.0,Sakshi,369.0,130.0,jaggayyapeta.png,udayabhanu samineni,YSRCP,Jaggayyapeta,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yBHLE6kjV-U,2022-11-19,0.987716019153595,1888.0,TV9,590.0,1.0,jaggayyapeta.png,udayabhanu samineni,YSRCP,Jaggayyapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SKKLyyGSuT4,2022-11-21,-0.9917280673980712,37088.0,TV9,300.0,82.0,jaggayyapeta.png,udayabhanu samineni,YSRCP,Jaggayyapeta,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_sptvAZDKfY,2022-11-21,-0.99859219789505,1537.0,Sakshi,203.0,4.0,jaggayyapeta.png,udayabhanu samineni,YSRCP,Jaggayyapeta,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
_XzEQ0qAYdo,2022-11-21,-0.9993273019790648,2182.0,TV5,211.0,1.0,jaggayyapeta.png,udayabhanu samineni,YSRCP,Jaggayyapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S-TXYuLyQ5c,2022-11-22,0.987906575202942,620.0,ABN,377.0,2.0,jaggayyapeta.png,udayabhanu samineni,YSRCP,Jaggayyapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GfUChS_K3NU,2022-11-22,-0.9950064420700072,2915.0,TV9,219.0,4.0,jaggayyapeta.png,udayabhanu samineni,YSRCP,Jaggayyapeta,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ocd5_wy7ses,2022-11-23,-0.9889982342720032,2937.0,TV9,534.0,16.0,jaggayyapeta.png,udayabhanu samineni,YSRCP,Jaggayyapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CabCo507IQI,2022-11-23,-0.9800928831100464,5379.0,TV9,333.0,10.0,jaggayyapeta.png,udayabhanu samineni,YSRCP,Jaggayyapeta,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7ilrtUoPmrE,2022-11-23,-0.8764724135398865,2325.0,TV9,312.0,0.0,jaggayyapeta.png,udayabhanu samineni,YSRCP,Jaggayyapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HilsCK_bNZw,2022-11-23,-0.9990018010139464,21131.0,TV9,250.0,47.0,jaggayyapeta.png,udayabhanu samineni,YSRCP,Jaggayyapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPeLCKRVmy8,2022-11-23,-0.5374605059623718,2235.0,TV9,199.0,14.0,jaggayyapeta.png,udayabhanu samineni,YSRCP,Jaggayyapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53iMF9CoEic,2022-11-23,-0.9937711358070374,14942.0,TV9,284.0,42.0,jaggayyapeta.png,udayabhanu samineni,YSRCP,Jaggayyapeta,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OLHFdRoQHx8,2022-11-23,-0.9988405108451844,5083.0,TV9,98.0,15.0,jaggayyapeta.png,udayabhanu samineni,YSRCP,Jaggayyapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9c38n54KlF0,2022-11-23,-0.99893981218338,8304.0,TV9,279.0,21.0,jaggayyapeta.png,udayabhanu samineni,YSRCP,Jaggayyapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Msn_uWwDdqQ,2022-11-23,-0.993782103061676,27645.0,TV9,250.0,55.0,jaggayyapeta.png,udayabhanu samineni,YSRCP,Jaggayyapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QdwnnWNiMx8,2022-11-23,0.9979918003082277,181935.0,Sakshi,67.0,284.0,jaggayyapeta.png,udayabhanu samineni,YSRCP,Jaggayyapeta,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MCDyg7qGalM,2022-11-23,-0.9992493987083436,2621.0,TV9,203.0,2.0,jaggayyapeta.png,udayabhanu samineni,YSRCP,Jaggayyapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uqLbE8r3DC0,2022-11-24,-0.8106818795204163,2344.0,ABN,584.0,4.0,jaggayyapeta.png,udayabhanu samineni,YSRCP,Jaggayyapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cPwTZLukRI0,2022-11-24,0.9707602262496948,2183.0,TV5,345.0,9.0,jaggayyapeta.png,udayabhanu samineni,YSRCP,Jaggayyapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E-1OrLUKclk,2022-11-24,-0.9945436716079712,432.0,TV9,146.0,2.0,jaggayyapeta.png,udayabhanu samineni,YSRCP,Jaggayyapeta,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUaxbsFPJa8,2022-11-25,-0.9862327575683594,6462.0,TV9,427.0,5.0,jaggayyapeta.png,udayabhanu samineni,YSRCP,Jaggayyapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7zNW56SMd7E,2022-11-26,0.9983408451080322,29318.0,Sakshi,168.0,20.0,jaggayyapeta.png,udayabhanu samineni,YSRCP,Jaggayyapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Zcphw_9Zi0,2022-11-26,-0.9963740706443788,481.0,TV5,395.0,0.0,jaggayyapeta.png,udayabhanu samineni,YSRCP,Jaggayyapeta,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uw8PLP4uuhA,2022-11-26,-0.9923446774482728,402331.0,Sakshi,589.0,572.0,jaggayyapeta.png,udayabhanu samineni,YSRCP,Jaggayyapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uInqrLj6AMI,2022-11-26,-0.9969879984855652,44085.0,Sakshi,246.0,29.0,jaggayyapeta.png,udayabhanu samineni,YSRCP,Jaggayyapeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
