ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,raghurama ,AP ,yuvagalam,amaravati,ambati rambabu,YS Viveka Case,Yellow Media,panchayat elections,Kuppam,janasena party,tdp pattabhi,Ramoji Rao,ap employees,Sajjala ,ap assembly session today,Atchannaidu,YSRCP Plenary,high court,alliance,Peddireddy ,vangalapudi anitha,ambati rambabu ,gudivada amarnath,polavaram,visakha,byreddy siddharth reddy,Kakani,vijayasai reddy,jogi ramesh ,kotamreddy ,roja,vidya deevena,nellore ,srikakulam,yuvashakti,tadepalli,ayyanna patrudu ,vangaveeti radha,suprem court,tdp leaders arrest,ap development,Kethireddy Venkatarami Reddy,tadipatri,Anam Ramanarayana Reddy,janasena alliance with tdp,gudivada ,Kodali Nani ,varahi ,election commission,nellore mekapati,maa nammakam nuvve jagan,nandigama,High Court
gh0c8h9tXps,2022-09-17,-0.9971237778663636,8198.0,TV5,335.0,16.0,penamaluru.png,kolusu parthasarathy,YSRCP,Penamaluru,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z5A0-SYyWos,2022-09-19,-0.999244213104248,8850.0,TV5,429.0,17.0,penamaluru.png,kolusu parthasarathy,YSRCP,Penamaluru,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vWxoBW8CIBg,2022-09-19,-0.999067485332489,2202.0,TV5,90.0,5.0,penamaluru.png,kolusu parthasarathy,YSRCP,Penamaluru,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
u09kgmzuqJ0,2022-09-20,0.9982988238334656,95763.0,TV5,350.0,213.0,penamaluru.png,kolusu parthasarathy,YSRCP,Penamaluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3UzY_eK6Af4,2022-09-20,0.9985432624816896,703.0,Sakshi,475.0,1.0,penamaluru.png,kolusu parthasarathy,YSRCP,Penamaluru,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gbx8nI2o5Jk,2022-09-20,0.9931288957595824,15195.0,TV5,260.0,21.0,penamaluru.png,kolusu parthasarathy,YSRCP,Penamaluru,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oMZKa9uidxk,2022-09-20,0.9946576952934264,39771.0,TV5,355.0,102.0,penamaluru.png,kolusu parthasarathy,YSRCP,Penamaluru,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
W6T3pE26aJM,2022-09-21,-0.9990473389625548,844.0,Sakshi,98.0,1.0,penamaluru.png,kolusu parthasarathy,YSRCP,Penamaluru,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
wvgLmgrTTxY,2022-09-24,0.9899740219116212,1567.0,Sakshi,591.0,18.0,penamaluru.png,kolusu parthasarathy,YSRCP,Penamaluru,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2pVboMEi8-4,2022-09-24,0.9949513673782348,1002.0,Sakshi,362.0,1.0,penamaluru.png,kolusu parthasarathy,YSRCP,Penamaluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oHGC3opVxlE,2022-09-26,-0.9602888226509094,8037.0,Sakshi,595.0,32.0,penamaluru.png,kolusu parthasarathy,YSRCP,Penamaluru,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
KfZBOfXemDk,2022-09-30,-0.9938217401504515,13730.0,Sakshi,211.0,97.0,penamaluru.png,kolusu parthasarathy,YSRCP,Penamaluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Yrt4sBgut1g,2022-10-01,0.9974339604377748,9719.0,Sakshi,423.0,41.0,penamaluru.png,kolusu parthasarathy,YSRCP,Penamaluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jROFFgPJJ68,2022-10-01,-0.9911919236183168,2916.0,TV5,170.0,12.0,penamaluru.png,kolusu parthasarathy,YSRCP,Penamaluru,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
aiTT9AEgdLo,2022-10-02,0.9987952709197998,574.0,TV5,180.0,1.0,penamaluru.png,kolusu parthasarathy,YSRCP,Penamaluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UKd1QxyKrvA,2022-10-03,0.9981467723846436,1731.0,Sakshi,264.0,6.0,penamaluru.png,kolusu parthasarathy,YSRCP,Penamaluru,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
eVhuW4sdelM,2022-10-03,0.9924303889274596,354.0,TV5,101.0,0.0,penamaluru.png,kolusu parthasarathy,YSRCP,Penamaluru,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
bbwo-BGYBWs,2022-10-03,-0.9984489679336548,12863.0,TV5,119.0,52.0,penamaluru.png,kolusu parthasarathy,YSRCP,Penamaluru,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
nHE1RfK9Pwg,2022-10-06,0.996310293674469,1981.0,Sakshi,403.0,7.0,penamaluru.png,kolusu parthasarathy,YSRCP,Penamaluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_LUVZ61yfHU,2022-10-07,0.9970095157623292,408.0,TV5,215.0,1.0,penamaluru.png,kolusu parthasarathy,YSRCP,Penamaluru,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N4iuqQS-be4,2022-10-08,0.9919371604919434,46369.0,Sakshi,366.0,60.0,penamaluru.png,kolusu parthasarathy,YSRCP,Penamaluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gZ9CMECe-VI,2022-10-11,-0.9982131719589232,2855.0,ABN,450.0,2.0,penamaluru.png,kolusu parthasarathy,YSRCP,Penamaluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
znv9msd-RTs,2022-10-11,0.9649925827980042,3649.0,ABN,375.0,2.0,penamaluru.png,kolusu parthasarathy,YSRCP,Penamaluru,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uBmpv1ylhd8,2022-10-11,0.9981908202171326,3908.0,ABN,530.0,8.0,penamaluru.png,kolusu parthasarathy,YSRCP,Penamaluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corEhHS5erU,2022-10-11,0.989096999168396,2762.0,Sakshi,522.0,42.0,penamaluru.png,kolusu parthasarathy,YSRCP,Penamaluru,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
D1njyEAOEtk,2022-10-12,0.994140923023224,20400.0,Sakshi,399.0,250.0,penamaluru.png,kolusu parthasarathy,YSRCP,Penamaluru,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
oQwYMig_HYs,2022-10-13,0.9853459596633912,32283.0,TV5,538.0,34.0,penamaluru.png,kolusu parthasarathy,YSRCP,Penamaluru,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yvp4ZjufA3k,2022-10-13,-0.9983533620834352,22187.0,TV5,455.0,15.0,penamaluru.png,kolusu parthasarathy,YSRCP,Penamaluru,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KUbOItl-cVs,2022-10-13,-0.9838746786117554,2415.0,ABN,127.0,0.0,penamaluru.png,kolusu parthasarathy,YSRCP,Penamaluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-pzodNL1k1k,2022-10-14,-0.9980376362800598,20296.0,TV5,240.0,25.0,penamaluru.png,kolusu parthasarathy,YSRCP,Penamaluru,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
v2hxQfMu9N8,2022-10-14,-0.9933696985244752,8239.0,TV5,315.0,7.0,penamaluru.png,kolusu parthasarathy,YSRCP,Penamaluru,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aF5ccI46WXo,2022-10-14,-0.9912505149841307,4292.0,TV5,190.0,11.0,penamaluru.png,kolusu parthasarathy,YSRCP,Penamaluru,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NB3KEirOs7c,2022-10-14,-0.9927430152893066,7626.0,Sakshi,413.0,69.0,penamaluru.png,kolusu parthasarathy,YSRCP,Penamaluru,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EvFq8mBUzCA,2022-10-14,0.9982091188430786,87023.0,Sakshi,335.0,125.0,penamaluru.png,kolusu parthasarathy,YSRCP,Penamaluru,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
os_irjdcgto,2022-10-14,-0.9683010578155518,338227.0,TV5,335.0,115.0,penamaluru.png,kolusu parthasarathy,YSRCP,Penamaluru,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
hvR296lQmA0,2022-10-15,0.9967790246009828,2518.0,Sakshi,203.0,12.0,penamaluru.png,kolusu parthasarathy,YSRCP,Penamaluru,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
_pu2bL093fI,2022-10-15,-0.9981579184532166,2262.0,ABN,185.0,32.0,penamaluru.png,kolusu parthasarathy,YSRCP,Penamaluru,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0
dnkgsgNa2rY,2022-10-16,-0.9943617582321168,7319.0,Sakshi,142.0,141.0,penamaluru.png,kolusu parthasarathy,YSRCP,Penamaluru,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
HFh15nPsP6U,2022-10-16,0.9952697157859802,2766.0,Sakshi,484.0,64.0,penamaluru.png,kolusu parthasarathy,YSRCP,Penamaluru,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6xvylfNUbrY,2022-10-16,0.9979079961776732,14143.0,Sakshi,561.0,144.0,penamaluru.png,kolusu parthasarathy,YSRCP,Penamaluru,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
EQurJ4u3E4A,2022-10-18,-0.999350607395172,4866.0,ABN,265.0,8.0,penamaluru.png,kolusu parthasarathy,YSRCP,Penamaluru,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
huCTBpcIEyI,2022-10-18,0.9963562488555908,8602.0,ABN,380.0,8.0,penamaluru.png,kolusu parthasarathy,YSRCP,Penamaluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Go2kezoCslU,2022-10-18,0.9933949112892152,16875.0,Sakshi,391.0,186.0,penamaluru.png,kolusu parthasarathy,YSRCP,Penamaluru,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
g4FritACohM,2022-10-18,-0.9986515641212464,5665.0,Sakshi,227.0,46.0,penamaluru.png,kolusu parthasarathy,YSRCP,Penamaluru,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2CAaIt7dlEA,2022-10-18,-0.99510395526886,2386.0,ABN,230.0,11.0,penamaluru.png,kolusu parthasarathy,YSRCP,Penamaluru,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ndd-yr9hfvM,2022-10-18,-0.9978622794151306,2361.0,ABN,573.0,3.0,penamaluru.png,kolusu parthasarathy,YSRCP,Penamaluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b1Bh0uM9-sg,2022-10-18,-0.9980790615081788,925.0,ABN,275.0,1.0,penamaluru.png,kolusu parthasarathy,YSRCP,Penamaluru,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
klxnmaKy6uM,2022-10-18,-0.9923099279403688,3416.0,Sakshi,244.0,27.0,penamaluru.png,kolusu parthasarathy,YSRCP,Penamaluru,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nXFr1JpzZc8,2022-10-18,-0.9963228702545166,3233.0,Sakshi,318.0,4.0,penamaluru.png,kolusu parthasarathy,YSRCP,Penamaluru,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4HH0oWcwVyw,2022-10-18,0.9529616832733154,123014.0,ABN,545.0,261.0,penamaluru.png,kolusu parthasarathy,YSRCP,Penamaluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ercE9qPcZiI,2022-10-18,-0.9957085847854614,1595.0,ABN,205.0,18.0,penamaluru.png,kolusu parthasarathy,YSRCP,Penamaluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba3xi9QC7E8,2022-10-18,-0.9792525172233582,3033.0,ABN,225.0,2.0,penamaluru.png,kolusu parthasarathy,YSRCP,Penamaluru,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2MsfaeXazKg,2022-10-21,0.998427391052246,551336.0,Sakshi,373.0,809.0,penamaluru.png,kolusu parthasarathy,YSRCP,Penamaluru,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t9M9trTz3ro,2022-10-22,0.9957147240638732,885.0,ABN,264.0,1.0,penamaluru.png,kolusu parthasarathy,YSRCP,Penamaluru,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
apxsnmix9ys,2022-10-22,-0.9939950108528136,3111.0,TV5,238.0,18.0,penamaluru.png,kolusu parthasarathy,YSRCP,Penamaluru,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
_s3ijAgFCb8,2022-10-25,-0.994331955909729,30541.0,TV5,335.0,32.0,penamaluru.png,kolusu parthasarathy,YSRCP,Penamaluru,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
E9a5UplpeIg,2022-10-25,-0.9812652468681335,6040.0,Sakshi,326.0,17.0,penamaluru.png,kolusu parthasarathy,YSRCP,Penamaluru,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
pLTSJV8xY9k,2022-10-25,0.9818245768547058,913.0,TV5,351.0,0.0,penamaluru.png,kolusu parthasarathy,YSRCP,Penamaluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
etRQaWk7Vmw,2022-10-26,-0.9852563738822936,3984.0,ABN,486.0,2.0,penamaluru.png,kolusu parthasarathy,YSRCP,Penamaluru,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Z_6OkT-3ht4,2022-10-27,0.9986544847488404,4417.0,Sakshi,462.0,7.0,penamaluru.png,kolusu parthasarathy,YSRCP,Penamaluru,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
yipAdn49tH8,2022-10-27,-0.998849630355835,3584.0,ABN,290.0,5.0,penamaluru.png,kolusu parthasarathy,YSRCP,Penamaluru,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4loNEfsxNyY,2022-10-27,-0.998190701007843,5781.0,ABN,390.0,10.0,penamaluru.png,kolusu parthasarathy,YSRCP,Penamaluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vASjhK98Dag,2022-10-27,0.9919215440750122,18406.0,Sakshi,310.0,124.0,penamaluru.png,kolusu parthasarathy,YSRCP,Penamaluru,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
hshXJTub0fM,2022-10-27,-0.999326229095459,985.0,TV5,148.0,2.0,penamaluru.png,kolusu parthasarathy,YSRCP,Penamaluru,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cWiz1DW4_3M,2022-10-27,-0.7984555959701538,1536.0,Sakshi,283.0,8.0,penamaluru.png,kolusu parthasarathy,YSRCP,Penamaluru,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
WeQXRA8f0nI,2022-10-27,-0.9979094862937928,4166.0,ABN,290.0,6.0,penamaluru.png,kolusu parthasarathy,YSRCP,Penamaluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R7YqoOPUvK4,2022-10-27,0.9981223940849304,860.0,Sakshi,294.0,4.0,penamaluru.png,kolusu parthasarathy,YSRCP,Penamaluru,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
