ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,ap assembly session today,visakha,Kakani,kotamreddy ,roja,yuvashakti,tadepalli,suprem court,ap development,tadipatri
7Z7-kDHuw64,2023-01-15,-0.9960839748382568,2141.0,TV9,270.0,9.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7BNoVBTDRAs,2023-01-15,-0.9977399110794068,1487.0,TV9,274.0,8.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
QRCkdb3vIVI,2023-01-21,-0.998198926448822,1530.0,TV9,313.0,0.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ePW9rmYIC_U,2023-01-21,0.9858126640319824,1913.0,Sakshi,196.0,11.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1
XdrVAKaj7so,2023-01-22,0.992084264755249,1503.0,TV9,70.0,0.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
a6OaM-Z-AZs,2023-01-23,0.9962822794914246,4576.0,Sakshi,337.0,5.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1
vDGvSD6UOBM,2023-01-26,0.9561169743537904,1263.0,TV9,282.0,5.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ARiIDsAno44,2023-01-27,0.9775974154472352,2176.0,TV9,263.0,1.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g7cWvYmp8a0,2023-01-31,0.9851927757263184,2374.0,Sakshi,511.0,4.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
_BTu4a8pHg8,2023-01-31,0.9810505509376526,1249.0,TV9,321.0,1.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
sD8_y68T5tY,2023-02-01,-0.983382523059845,32635.0,ABN,373.0,9.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
xB0ubJUES9w,2023-02-02,-0.9951203465461732,3457.0,TV9,257.0,3.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZqqDo2BxvXo,2023-02-03,0.997890055179596,25361.0,Sakshi,580.0,56.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
1VCQrb-Y7ao,2023-02-03,0.9890053868293762,17752.0,Sakshi,485.0,52.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
5Q9SJVCb1XM,2023-02-06,0.9884244203567504,10577.0,Sakshi,503.0,29.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hRoQo2NMgEo,2023-02-06,0.9945899248123168,3053.0,Sakshi,256.0,2.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tf5dwobm6aM,2023-02-06,0.9426531195640564,19272.0,TV9,255.0,24.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7ehAxTqpewI,2023-02-07,0.9606114029884338,1637.0,TV9,275.0,3.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
wN4lX1yunho,2023-02-07,-0.9979678988456726,7901.0,Sakshi,348.0,21.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
uIAaAAdeybA,2023-02-08,0.9936571717262268,871.0,ABN,443.0,2.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nAwMea0N9vw,2023-02-09,-0.9989808201789856,60327.0,TV5,130.0,107.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7XKwG_6yO-s,2023-02-09,-0.9981083869934082,12907.0,TV5,210.0,15.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1
PKFIBaxDv0o,2023-02-09,-0.995678722858429,52745.0,TV5,210.0,70.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
vpnrfGgOC0M,2023-02-10,0.9921644926071168,2901.0,TV9,196.0,3.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PZuQb1iAvME,2023-02-11,-0.9983750581741332,2038.0,Sakshi,308.0,6.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0
MAyzQU0-07E,2023-02-16,-0.9939950108528136,591.0,TV5,259.0,0.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
X7wT8YWzeDs,2023-02-16,0.9964627623558044,2358.0,TV9,307.0,4.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2hApWFCrwrU,2023-02-17,-0.9969496130943298,888.0,ABN,331.0,0.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
wDLQ3w14dbI,2023-02-18,-0.9994675517082214,7946.0,TV9,53.0,5.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EVfwgp2hkKo,2023-02-19,-0.998382568359375,3265.0,TV9,336.0,0.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NZlrWuAIiKE,2023-02-20,0.9973726272583008,2023.0,TV9,210.0,5.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-_6pSnDalLQ,2023-02-20,-0.9917793869972228,894.0,TV9,136.0,0.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JYTfKFu-shY,2023-02-21,-0.9864293336868286,1045.0,TV9,284.0,0.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KONI6-0aUII,2023-02-21,0.9973293542861938,1363.0,TV9,345.0,5.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1
nomBsOS6ka8,2023-02-21,0.998158872127533,870.0,TV9,306.0,2.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
aTlsxybvRvk,2023-02-22,-0.9981182813644408,2675.0,ABN,297.0,1.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
9g3TttR0F5A,2023-02-22,0.9972572922706604,329.0,TV9,262.0,0.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s8vZLGKUj2k,2023-02-22,-0.9906445741653442,456.0,TV9,336.0,0.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_wszarK2_uE,2023-02-26,-0.9989277720451356,90762.0,TV9,118.0,65.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
h7Gz6qiTpKs,2023-02-26,-0.9964770674705504,9952.0,TV9,47.0,1.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r-4MQYSR2bs,2023-02-26,-0.9987842440605164,34853.0,TV9,57.0,24.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sfMnwYlvlUE,2023-02-26,0.996913194656372,53899.0,TV9,50.0,26.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QE3xsjQB0r0,2023-02-26,-0.9788138270378112,1722.0,TV9,328.0,0.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yGYMhbHlzjo,2023-02-27,-0.99710875749588,730.0,Sakshi,320.0,2.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jOdCbgStPgs,2023-03-06,-0.9993473887443542,1125.0,TV9,263.0,5.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365CZ0IJ88M,2023-03-06,-0.9987253546714784,922.0,TV9,261.0,5.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wOtqgf_V4qg,2023-03-06,-0.9994632601737976,835.0,TV9,262.0,0.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yp8W1gSaqJk,2023-03-06,-0.996841549873352,738.0,TV9,265.0,5.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XSE6o5VxnYc,2023-03-06,-0.997913420200348,685.0,TV9,283.0,3.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lObXq_frIxc,2023-03-12,-0.9992333650588988,861.0,TV5,126.0,0.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
d_kQgjs4Z5Q,2023-03-12,0.9946238994598388,712.0,TV9,270.0,0.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f1_Fow7niaI,2023-03-14,0.992989420890808,4700.0,Sakshi,152.0,9.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
QxSSOGqF1yM,2023-03-16,-0.9992712140083312,49428.0,Sakshi,84.0,91.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
GvIIC363C6Q,2023-03-20,-0.9981836676597596,17980.0,TV5,195.0,10.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0
qrxJprAC0uc,2023-03-21,-0.9991760849952698,1250.0,TV9,279.0,2.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
9VL8V9ougZ0,2023-03-21,-0.9969466328620912,637.0,TV9,265.0,1.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
kDHPsn8hwVg,2023-03-21,-0.9986364245414734,569.0,TV9,264.0,0.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4nEnB_YOb2I,2023-03-23,0.9964030981063844,1192.0,TV9,254.0,3.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ScbjBReBU4Q,2023-03-23,0.99628084897995,743.0,TV9,301.0,0.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LH5_uY5wtyA,2023-03-23,-0.9928696751594543,1143.0,TV9,275.0,5.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s64w1zGLb-A,2023-03-26,-0.9983924031257628,21822.0,Sakshi,312.0,52.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0
e17c5cMs3g4,2023-03-28,-0.9983367919921876,6929.0,Sakshi,223.0,9.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1
hetahQ5T6XQ,2023-03-31,0.9983264803886414,8547.0,Sakshi,227.0,21.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
L-RtyoPilwU,2023-04-04,0.994198441505432,881.0,TV9,246.0,1.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3jXgqi4NXAg,2023-04-10,-0.999232292175293,8770.0,ABN,185.0,4.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rlIxPwFwwbo,2023-04-18,0.9900848865509032,3713.0,Sakshi,88.0,10.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
yzyV27-j45c,2023-04-22,-0.9879847764968872,1585.0,TV9,208.0,4.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
DiLFK6fKong,2023-04-22,0.9980964064598083,23665.0,Sakshi,42897.0,7.0,vemuru.png,Merugu Nagarjuna,YSRCP,Vemuru,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
