ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,ambati rambabu,Gadapa Gadapaku ,ap employees,ap assembly session today,alliance,polavaram,visakha,nellore ,srikakulam,yuvashakti,tadepalli,suprem court,ap development,tadipatri,nandigama
bUjr3P89mO4,2022-12-04,-0.9979209303855896,15431.0,TV5,325.0,12.0,srikalahasti.png,Biyyapu Madhusudhan Reddy,YSRCP,Srikalahasti,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
mEDLrSNgXNU,2022-12-04,-0.990126609802246,22283.0,TV5,340.0,33.0,srikalahasti.png,Biyyapu Madhusudhan Reddy,YSRCP,Srikalahasti,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
EK7qJ9XzQ8U,2022-12-06,-0.994577169418335,1156.0,ABN,505.0,1.0,srikalahasti.png,Biyyapu Madhusudhan Reddy,YSRCP,Srikalahasti,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9I4jYKWRTlA,2022-12-08,0.9951276779174804,1975.0,ABN,511.0,1.0,srikalahasti.png,Biyyapu Madhusudhan Reddy,YSRCP,Srikalahasti,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U3O4HpQ8hHE,2022-12-08,-0.9967753291130066,16271.0,ABN,592.0,10.0,srikalahasti.png,Biyyapu Madhusudhan Reddy,YSRCP,Srikalahasti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_eF7BMASHgc,2022-12-08,0.992215096950531,1339.0,ABN,473.0,1.0,srikalahasti.png,Biyyapu Madhusudhan Reddy,YSRCP,Srikalahasti,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
ka-Z4m5POSg,2022-12-09,-0.9989364743232728,1635.0,TV9,287.0,10.0,srikalahasti.png,Biyyapu Madhusudhan Reddy,YSRCP,Srikalahasti,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G2N6t7MWR7g,2022-12-14,0.9644814133644104,1424.0,TV5,506.0,0.0,srikalahasti.png,Biyyapu Madhusudhan Reddy,YSRCP,Srikalahasti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vgk-BA0A2tQ,2022-12-14,0.9988070726394652,2658.0,TV9,223.0,7.0,srikalahasti.png,Biyyapu Madhusudhan Reddy,YSRCP,Srikalahasti,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
w7UpCzCCE6I,2022-12-15,0.997437596321106,1083.0,Sakshi,316.0,0.0,srikalahasti.png,Biyyapu Madhusudhan Reddy,YSRCP,Srikalahasti,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AENVNqIUmWM,2022-12-15,0.9979104399681092,11563.0,Sakshi,199.0,1.0,srikalahasti.png,Biyyapu Madhusudhan Reddy,YSRCP,Srikalahasti,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
7Vvo9s4X_RQ,2022-12-17,0.9975774884223938,1195.0,Sakshi,154.0,3.0,srikalahasti.png,Biyyapu Madhusudhan Reddy,YSRCP,Srikalahasti,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1
C4UWwggZFcY,2022-12-18,0.9901776909828186,26016.0,Sakshi,597.0,73.0,srikalahasti.png,Biyyapu Madhusudhan Reddy,YSRCP,Srikalahasti,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YT3O_78g-lk,2022-12-19,0.9984460473060608,520.0,Sakshi,416.0,3.0,srikalahasti.png,Biyyapu Madhusudhan Reddy,YSRCP,Srikalahasti,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
