ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,ambati rambabu,Gadapa Gadapaku ,Kuppam,janasena party,tdp pattabhi,Ramoji Rao,ap employees,ap assembly session today,Atchannaidu,high court,alliance,Peddireddy ,vangalapudi anitha,ambati rambabu ,polavaram,visakha,byreddy siddharth reddy
8shC-Y6Itlc,2022-08-12,0.9633066058158876,2564.0,Sakshi,316.0,13.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
fg4VS0qjN1g,2022-08-17,-0.9660922288894652,3166.0,Sakshi,366.0,8.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yNjWE0j24uA,2022-08-18,-0.9949533343315125,59366.0,Sakshi,161.0,450.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BXdRYF5wDmY,2022-08-18,-0.9777712821960448,267841.0,Sakshi,516.0,504.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
zzIGymDuvrk,2022-08-30,-0.9889609217643738,15619.0,Sakshi,585.0,16.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0yhHMaiRjqg,2022-09-02,0.9947932362556458,1986.0,TV5,310.0,0.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wbIN8uYSTA0,2022-09-04,0.985190212726593,539.0,TV5,222.0,0.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eZaUw7puleg,2022-09-05,0.9939451813697816,1407.0,TV5,211.0,1.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZpcC3W3xCl8,2022-09-05,-0.9984880685806274,521.0,TV5,210.0,0.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
vk7gEIxAzrA,2022-09-06,0.9907060265541076,3498.0,TV5,265.0,1.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
wXR3c-ZctUY,2022-09-08,0.9943038821220398,4740.0,TV5,427.0,6.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
xupBxr0BdOs,2022-09-09,-0.986922025680542,1516.0,TV5,399.0,0.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wL4ry_HXFlQ,2022-09-09,0.9983903169631958,2075.0,TV5,260.0,1.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p5xUe3blhNo,2022-09-09,0.9982362985610962,1941.0,TV5,92.0,1.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WJVxHXQ4Co8,2022-09-10,-0.9994625449180604,227880.0,TV5,257.0,327.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0
UCu5BeCClnE,2022-09-12,-0.9740211367607116,4899.0,Sakshi,80.0,12.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8OxqWjejaIo,2022-09-15,-0.9974929094314576,6411.0,TV5,321.0,14.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
afp_ZUi1V7E,2022-09-16,-0.997050642967224,64641.0,TV5,341.0,64.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
naKxssb6_lk,2022-09-16,0.9986489415168762,2763.0,Sakshi,55.0,1.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
v3BWegKjiJg,2022-09-16,-0.9887365698814392,2195.0,Sakshi,229.0,6.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
EvEsh26fmU0,2022-09-17,0.9868524670600892,51380.0,TV5,164.0,146.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0
fY27jSMFGeA,2022-09-18,-0.9974446296691896,1277.0,TV5,255.0,2.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6ytHMuaHn2E,2022-09-18,-0.998073935508728,9418.0,Sakshi,350.0,127.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0MMzcZrHxf0,2022-09-18,-0.9988079071044922,1678.0,TV5,150.0,5.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
cHKHGw1EGEM,2022-09-18,-0.9974514842033386,22467.0,TV5,127.0,40.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BUDk6zkLdyg,2022-09-19,-0.990269422531128,1067.0,TV5,146.0,4.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
L43tr2NoXhY,2022-09-20,-0.9976510405540466,5748.0,TV5,155.0,5.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Tj5S38hcOSw,2022-09-20,-0.9932680726051332,1960.0,Sakshi,297.0,5.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HWgUxwndAVs,2022-09-21,-0.996777355670929,2710.0,TV5,81.0,10.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
edKa2qWeBkM,2022-09-21,0.9951399564743042,29326.0,TV5,278.0,84.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
PJ92cOqdBhA,2022-09-26,0.9958381652832032,198119.0,TV5,380.0,354.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WsVrD4CP_BE,2022-09-27,-0.9940690994262696,2887.0,TV5,472.0,3.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOlk3oi9JDk,2022-09-27,0.9930041432380676,9832.0,TV5,496.0,5.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QQWdkaKArSY,2022-09-28,0.9834938049316406,9688.0,Sakshi,307.0,35.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIVj8RrNIfQ,2022-10-03,0.9971489310264589,547.0,TV5,285.0,2.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THHYPhAanHk,2022-10-04,0.9872758984565736,17800.0,TV5,398.0,10.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N-nNzPISThY,2022-10-05,0.9985781908035278,4037.0,Sakshi,523.0,11.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0qjSkSCshLQ,2022-10-06,-0.9954440593719482,798.0,TV5,397.0,1.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HlaO8MXBqkY,2022-10-09,-0.9942991733551024,9978.0,TV5,368.0,8.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MwaTwEj2xBc,2022-10-11,-0.9974417686462402,2971.0,ABN,272.0,12.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hmVRph07uFo,2022-10-11,0.9228014945983888,1976.0,TV5,157.0,4.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
RwVQ8XI8h4Q,2022-10-11,0.8947783708572388,2341.0,ABN,349.0,12.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s_QWp-wDq_c,2022-10-12,-0.9870997071266174,1253.0,ABN,269.0,0.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4tEn14kE7CI,2022-10-12,0.9219483733177184,3404.0,ABN,285.0,4.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2PT7yDGnHc,2022-10-12,0.9977241158485411,1338.0,ABN,71.0,0.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wuuJCFHOmTI,2022-10-13,-0.9984833598136902,2999.0,TV5,360.0,7.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
eUJyeaQoMl8,2022-10-13,-0.9981127977371216,1926.0,TV5,119.0,3.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TjaYam4KNfY,2022-10-13,-0.9975441098213196,917.0,TV5,260.0,2.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
Pvk5sjIyRSc,2022-10-14,-0.9910914301872252,4116.0,ABN,291.0,6.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dPUkksrUNDg,2022-10-14,-0.9963974356651306,2582.0,Sakshi,144.0,54.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0edFUf4DnyU,2022-10-14,-0.9950631260871888,3850.0,ABN,310.0,1.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cbue69yS_lI,2022-10-15,0.9362724423408508,1078.0,TV5,234.0,11.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
WJVYuS2JB84,2022-10-15,-0.998046875,3556.0,TV5,310.0,13.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
-SjN-GL21fw,2022-10-15,-0.9978500604629515,1456.0,ABN,292.0,2.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
5TjIUrYv_b0,2022-10-15,-0.9985617995262146,9060.0,TV5,341.0,14.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ge7MXAM5QG4,2022-10-16,0.99515038728714,2657.0,TV5,361.0,8.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mzhOS3gXHvE,2022-10-17,-0.982958734035492,10896.0,Sakshi,253.0,52.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
5X8gIP8j_l4,2022-10-17,-0.9963255524635316,5392.0,Sakshi,287.0,69.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_h5aEQsSeFo,2022-10-18,-0.9983785152435304,75961.0,Sakshi,354.0,455.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HC03QgoEXHc,2022-10-18,0.9943572878837584,312969.0,Sakshi,458.0,0.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f8deaU5x_po,2022-10-18,-0.9972729086875916,46588.0,Sakshi,283.0,415.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9tn9fa_lt3s,2022-10-18,-0.9994890689849854,1875.0,ABN,308.0,11.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0JxlgZCXI1Q,2022-10-19,0.9921452403068542,448.0,ABN,360.0,0.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pSkNN6l7RuY,2022-10-20,-0.9964717626571656,1615.0,ABN,577.0,2.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Id_UR9qLfdk,2022-10-20,-0.997444748878479,4585.0,TV5,245.0,5.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_ZPSRiRyBhM,2022-10-21,0.9902799725532532,3791.0,ABN,550.0,7.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xs1TZy8ztQI,2022-10-23,-0.9943073391914368,2141.0,TV5,308.0,1.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kkQpAIFFMc8,2022-10-23,0.9983518123626708,690.0,TV5,207.0,1.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rLkeaXyvy7g,2022-10-23,0.9940044283866882,56961.0,Sakshi,236.0,83.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KpAXdtUnbBs,2022-10-26,-0.996619462966919,3758.0,ABN,138.0,15.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xwpbzE9roBE,2022-10-26,0.9984909296035768,998.0,TV5,341.0,0.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l8t_7PLBIms,2022-10-27,-0.9979655742645264,503.0,TV5,168.0,2.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R7YqoOPUvK4,2022-10-27,0.9981223940849304,860.0,Sakshi,294.0,4.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9kaf6V-YP_w,2022-10-27,-0.9991994500160216,1081.0,TV5,170.0,4.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gqbuIkZiy7c,2022-10-28,0.994924783706665,185614.0,Sakshi,119.0,606.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
tE0SgBEoFyg,2022-10-28,-0.9947565793991088,1188.0,ABN,187.0,3.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GgyJY5ee7RQ,2022-10-28,-0.9921941757202148,3391.0,TV5,435.0,4.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4wLUr5L1BPg,2022-10-29,-0.99442058801651,2425.0,Sakshi,287.0,6.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
LXsCZTTNxt4,2022-10-29,0.9987189769744872,6825.0,Sakshi,159.0,21.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
z05v0cXajhA,2022-10-31,-0.994827926158905,2955.0,ABN,236.0,5.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8sDv6U1nFGc,2022-11-01,0.998755931854248,365.0,TV5,280.0,1.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qzR3ZcBnEvs,2022-11-01,-0.9991793036460876,547.0,TV5,280.0,0.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EW5PDt-3hDk,2022-11-02,0.997734308242798,188599.0,Sakshi,271.0,419.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0rD_OaBfTuk,2022-11-04,-0.99824321269989,16032.0,ABN,595.0,29.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F13yb7Nlsdw,2022-11-06,-0.9954053163528442,11985.0,Sakshi,310.0,51.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
XvGsrFbXftw,2022-11-06,0.964518904685974,1860.0,ABN,375.0,6.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P8YE98UU-5Y,2022-11-06,0.9936142563819884,31436.0,TV5,565.0,88.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UEoCl5XgO2o,2022-11-06,-0.9976304769515992,1894.0,ABN,315.0,2.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p-dwulunhus,2022-11-07,0.9982738494873048,68791.0,Sakshi,495.0,160.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tkb1W73y-F8,2022-11-09,0.9963424801826476,1659.0,Sakshi,494.0,2.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5qxQSZkix3g,2022-11-09,0.9938992261886596,1621.0,TV5,90.0,0.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
jnZddEEmoX8,2022-11-09,0.9981533885002136,3923.0,Sakshi,292.0,13.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9QBSaTWlVkU,2022-11-09,-0.9981060028076172,1147.0,TV5,554.0,1.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mFkAXEZuur0,2022-11-10,0.9946585297584534,1267.0,ABN,400.0,3.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g6uQBqI1j0Y,2022-11-11,-0.98611718416214,1410.0,TV5,354.0,3.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0
T3aYK7qUa-A,2022-11-11,0.997295081615448,2002.0,Sakshi,341.0,6.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3H6M6wUnp80,2022-11-11,0.997320592403412,1401.0,ABN,584.0,2.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ip5uk1S3WPk,2022-11-11,-0.9970220923423768,1427.0,TV5,215.0,1.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Rb4LvIJSkMc,2022-11-13,-0.9923006296157836,1505.0,Sakshi,162.0,2.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
5F5Z9WpG_3s,2022-11-13,-0.9958063364028932,741.0,ABN,75.0,1.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FxAnXHpntaI,2022-11-13,-0.999273121356964,3526.0,TV5,322.0,12.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
