ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,raghurama ,AP ,yuvagalam,amaravati,ambati rambabu,Gadapa Gadapaku ,panchayat elections,Kuppam,janasena party,tdp pattabhi,ap employees,Sajjala ,ap assembly session today,jr ntr,Atchannaidu,high court,alliance,Peddireddy ,vangalapudi anitha,ambati rambabu ,polavaram,visakha,byreddy siddharth reddy,Kakani,vijayasai reddy,kotamreddy ,undavalli arun kumar,roja,vidya deevena,nellore ,Machilipatnam,srikakulam,yuvashakti,tadepalli,Pension,vangaveeti radha,suprem court,perni nani ,tdp leaders arrest,ap development,Kethireddy Venkatarami Reddy,balineni srinivasa reddy,tadipatri,Corona,janasena alliance with tdp,gudivada ,Devineni Uma,varahi ,election commission,nellore mekapati,maa nammakam nuvve jagan,nandigama,High Court
4nv4YVWOhzQ,2022-10-30,-0.9973624348640442,1068.0,TV5,105.0,6.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBeQAfCo7Ig,2022-10-30,-0.9990209341049194,2482.0,TV5,290.0,7.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0NLQiNGyrhY,2022-10-31,0.9987286925315856,2281.0,Sakshi,276.0,15.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9MN90P3VKFY,2022-10-31,-0.9989491105079652,3039.0,ABN,205.0,10.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
coGeohm7T1I,2022-10-31,-0.9994537234306335,1708.0,TV5,435.0,1.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wn44Av7kqGI,2022-10-31,0.9881640672683716,33575.0,Sakshi,496.0,207.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GpvjX2vzDvA,2022-10-31,0.9985443353652954,8368.0,ABN,260.0,5.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
7ODpEcmtNAI,2022-10-31,-0.9959716200828552,6390.0,Sakshi,407.0,33.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bWcgAINmwFc,2022-10-31,0.9987234473228456,1700.0,Sakshi,345.0,10.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDdaGcspF5Q,2022-11-01,0.9724202752113342,20998.0,ABN,310.0,21.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shEQDV9Gn18,2022-11-01,-0.9992276430130004,20450.0,ABN,583.0,3.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HVXw74GY_M8,2022-11-01,-0.998449683189392,16387.0,Sakshi,235.0,107.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rt7LR_z23zw,2022-11-01,-0.9747388958930968,48783.0,Sakshi,343.0,114.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yLO2kOcoT-U,2022-11-01,-0.998387336730957,560.0,ABN,105.0,0.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ie-lCUmRRPE,2022-11-03,0.9927287101745604,32058.0,ABN,450.0,23.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YIrnIrItJh0,2022-11-03,-0.9978203773498536,3685.0,TV5,240.0,5.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
co-tP05ReLA,2022-11-03,-0.9976964592933656,2479.0,TV5,87.0,12.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VJ8y0M6FSfQ,2022-11-03,-0.9982969164848328,1087.0,ABN,215.0,0.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yWLpvOdqvSQ,2022-11-03,-0.9991670846939088,2060.0,ABN,190.0,3.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vHxZU-SkUx8,2022-11-03,0.9677008986473083,11405.0,ABN,490.0,13.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
taHG0UcMaes,2022-11-03,-0.9973223805427552,184679.0,TV5,135.0,296.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_VTu6XQUZV0,2022-11-03,-0.99928879737854,2950.0,TV5,175.0,9.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QH_oms8kWPg,2022-11-03,-0.9824876189231871,858.0,ABN,200.0,4.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xpyZeuZ3zhc,2022-11-03,-0.9974794983863832,63945.0,ABN,596.0,92.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TJPjycX85xc,2022-11-03,-0.998381733894348,610.0,ABN,90.0,1.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57J9TrU5ReU,2022-11-03,-0.9993537068367004,509.0,ABN,468.0,1.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rLcQft1trpo,2022-11-03,-0.999122440814972,4635.0,ABN,144.0,11.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ShG0to5Lfgs,2022-11-03,0.9865168333053588,30131.0,ABN,515.0,95.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ra-qcEd0SiI,2022-11-03,-0.9993858337402344,10099.0,ABN,350.0,38.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
YvhZFGuY5RA,2022-11-03,-0.9994755387306212,1898.0,ABN,270.0,0.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YcIPSV4nznw,2022-11-03,0.9972383975982666,4880.0,ABN,510.0,6.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34RAZaPQ8RM,2022-11-03,-0.9994685053825378,2874.0,TV5,215.0,3.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DW9Lqnx8y30,2022-11-03,0.9956427812576294,5930.0,ABN,475.0,5.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J__C3QSAz2w,2022-11-03,-0.9989895224571228,690.0,ABN,165.0,3.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_ShGR9wZd6s,2022-11-03,-0.9967568516731262,1872.0,ABN,295.0,0.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9mEDSHl1Bsc,2022-11-03,-0.9993733763694764,1181.0,ABN,205.0,5.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PgW9QtXe-_A,2022-11-03,-0.9946061968803406,2611.0,ABN,380.0,2.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
prJ-Fo3FL9g,2022-11-04,0.9909504652023317,2842.0,ABN,280.0,1.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ce0FXiQ9y3E,2022-11-04,-0.9979249238967896,18772.0,ABN,465.0,10.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
pG345V5XUKs,2022-11-04,-0.9993852376937866,51076.0,ABN,540.0,75.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ptChlCbpTyo,2022-11-04,-0.9979440569877625,76994.0,ABN,255.0,39.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
cHWA0zikkc8,2022-11-05,-0.9792569875717164,3421.0,ABN,535.0,7.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r_d7hLQB3xY,2022-11-05,0.9921007752418518,4300.0,ABN,585.0,4.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IhpodyTbOf8,2022-11-05,-0.9984573125839232,25993.0,ABN,535.0,29.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bt4bVFPylcM,2022-11-06,-0.9993624091148376,2408.0,ABN,342.0,0.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OZ1cy0m60nU,2022-11-06,0.9882224202156068,6774.0,ABN,492.0,5.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kk8jkwgNr5g,2022-11-06,-0.9939542412757874,1169.0,ABN,297.0,0.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BaiY8mH3hE4,2022-11-06,0.9971244931221008,1252.0,ABN,491.0,0.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zl800dNqA4U,2022-11-07,-0.9994161128997804,974.0,ABN,235.0,0.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UtPl7ORLC8s,2022-11-07,0.9837258458137512,2931.0,ABN,465.0,2.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KRjIpti6wwU,2022-11-08,-0.9994402527809144,11620.0,ABN,385.0,9.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ePmaCMT-0qY,2022-11-08,-0.9735935926437378,4023.0,ABN,345.0,4.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0MghXwlmj00,2022-11-09,-0.9955291152000428,3044.0,ABN,365.0,0.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
I2VCdB5Ad3k,2022-11-10,-0.997439980506897,10621.0,ABN,455.0,32.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESJciIBTqYI,2022-11-10,0.9889244437217712,1667.0,ABN,250.0,2.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rOjwRMrm6kY,2022-11-10,0.9929624199867249,16588.0,ABN,365.0,30.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jYyhqaamlWw,2022-11-10,0.9954238533973694,3346.0,ABN,340.0,2.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lgIGFJvTW60,2022-11-10,-0.9966564178466796,811.0,ABN,592.0,2.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MpJnVkNEGig,2022-11-11,0.9981473684310912,26167.0,Sakshi,337.0,119.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
WxjxMJlRYxo,2022-11-11,-0.9890395402908324,10296.0,ABN,369.0,45.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0
XI0NFnjKuu4,2022-11-11,0.998685896396637,1125.0,ABN,394.0,0.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q4gDmXN_itM,2022-11-11,0.9954738020896912,3311.0,ABN,510.0,6.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2h_qcWuAt68,2022-11-11,0.9924127459526062,7062.0,ABN,320.0,23.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5EWa6sFW6a8,2022-11-11,-0.9671204090118408,2304.0,ABN,250.0,8.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LwhaIO4iaF4,2022-11-12,-0.9940181970596312,4508.0,ABN,425.0,6.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
q7JGRUgKNJI,2022-11-12,-0.9981942772865297,10585.0,ABN,340.0,28.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eHXJ8kX-0Gw,2022-11-12,0.9950771927833556,2423.0,TV5,570.0,0.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eJxY2CfJjWI,2022-11-12,-0.9980241060256958,2174.0,ABN,365.0,8.0,tenali.png,Annabathuni Siva Kumar,YSRCP,Tenali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
