ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,ambati rambabu,Kuppam,janasena party,ap employees,ap assembly session today,alliance,polavaram,visakha,byreddy siddharth reddy
PHtrPItGFmU,2023-01-22,0.9934050440788268,659.0,ABN,570.0,0.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jKrGG-H6JI8,2023-01-22,0.9986045956611632,6952.0,ABN,261.0,0.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
lf66sE8TVxI,2023-01-22,-0.9981685876846312,535.0,TV5,168.0,1.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mlIOWp8E0-8,2023-01-22,-0.9929344654083252,2925.0,Sakshi,329.0,3.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPf565j5VSI,2023-01-23,-0.9862528443336488,5079.0,TV5,315.0,11.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
cUDHdLnvlqs,2023-01-23,-0.992651641368866,1071.0,ABN,241.0,0.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RDUqq1BfOQU,2023-01-23,-0.9965294003486632,11938.0,Sakshi,542.0,88.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4tnAlUDjrXs,2023-01-23,-0.9959712624549866,7577.0,Sakshi,519.0,29.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
d6sNafOw8fU,2023-01-24,-0.9968799352645874,8741.0,TV9,375.0,11.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
NRS0cYBFWDY,2023-01-24,-0.996135115623474,1987.0,TV9,320.0,7.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ny2BgLaPzl4,2023-01-24,-0.6037076711654663,980.0,TV5,340.0,0.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QIw9yj_N4XA,2023-01-25,-0.9937717318534852,2146.0,TV5,210.0,4.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FPY644yztwU,2023-01-25,-0.9982872605323792,639.0,ABN,325.0,1.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0
kKEs8G3MV6Y,2023-01-25,-0.9943991303443908,619.0,ABN,126.0,4.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0
tRGLAua5Nvk,2023-01-25,-0.998971700668335,1187.0,ABN,320.0,1.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0
iCB_U7QMDTU,2023-01-26,0.9944376945495604,8532.0,Sakshi,502.0,21.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6m7Iky8IgTk,2023-01-26,-0.9989890456199646,26415.0,TV9,483.0,106.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
muEkZQS3KWY,2023-01-28,0.9987245202064514,913.0,ABN,473.0,0.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tI6jHJrELNw,2023-01-28,-0.9991403818130492,726.0,ABN,365.0,0.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
vSoxEnncWhY,2023-01-30,0.9554237127304076,1163.0,TV9,226.0,0.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4TG3Dibd0sU,2023-01-30,0.9933307766914368,6606.0,TV9,250.0,1.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fY3SobFHjGA,2023-01-30,-0.9938167929649352,6314.0,TV9,322.0,15.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SbvqQfEYERg,2023-01-30,-0.996911346912384,15269.0,TV9,112.0,12.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-xK670mzrsk,2023-02-01,-0.9984266757965088,8154.0,ABN,355.0,4.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-yDugtNoiOM,2023-02-01,-0.9991206526756288,110640.0,TV5,515.0,68.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
sD8_y68T5tY,2023-02-01,-0.983382523059845,32635.0,ABN,373.0,9.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
U1mPKhIHjJk,2023-02-01,-0.9989338517189026,18778.0,ABN,362.0,25.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
H_fyEifBMTs,2023-02-02,-0.9968119263648988,833.0,TV9,405.0,0.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L9wd6GFDvEs,2023-02-02,-0.9969971179962158,16843.0,Sakshi,350.0,27.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
axPXZOSmThY,2023-02-02,0.9979240894317628,917.0,TV9,231.0,0.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t8AoRSuVge4,2023-02-03,-0.9899349808692932,1325.0,TV9,49.0,0.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sKghzECqKUY,2023-02-03,0.9981745481491088,3315.0,TV9,139.0,3.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-h4Zym4OrrY,2023-02-03,-0.9845870733261108,12460.0,Sakshi,129.0,27.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
H06BF4eTEkk,2023-02-03,0.9886173605918884,873.0,TV5,120.0,0.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yFl6Y98TFD0,2023-02-04,-0.7895538210868835,11588.0,TV5,301.0,9.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F_sNfapkcGk,2023-02-04,-0.9986329674720764,2856.0,TV9,287.0,13.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4jvSzQf25NI,2023-02-05,0.9950119256973268,16027.0,TV9,137.0,39.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mrcM_aUrSS8,2023-02-05,-0.9837990999221802,2438.0,Sakshi,198.0,9.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5Q9SJVCb1XM,2023-02-06,0.9884244203567504,10577.0,Sakshi,503.0,29.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wp-MFac5IqE,2023-02-06,-0.997955322265625,1840.0,ABN,342.0,1.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6x2OOry-UHI,2023-02-08,0.9873347282409668,169665.0,TV5,529.0,149.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Om6I7gVIfGs,2023-02-09,0.9927799105644226,9167.0,Sakshi,535.0,18.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a2qMOYmKta8,2023-02-09,0.9950659275054932,2890.0,TV9,296.0,9.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OMhfn9x54A4,2023-02-10,0.9983256459236144,9239.0,Sakshi,476.0,18.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
ELF_0crPDL8,2023-02-11,-0.9994810223579408,2776.0,TV9,261.0,0.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9J2NTRo4C24,2023-02-11,0.9596900939941406,860.0,ABN,311.0,3.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PPIdx46hHWg,2023-02-11,-0.9800782203674316,1949.0,ABN,243.0,4.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0
TefNx8Ftgp0,2023-02-12,0.9966400861740112,868.0,TV9,472.0,0.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5yie0akyaTU,2023-02-13,0.9961180686950684,3103.0,Sakshi,555.0,4.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFO4JUb7X6E,2023-02-15,0.9987127780914308,1472.0,Sakshi,286.0,1.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NBmK35CrA2s,2023-02-16,-0.9964973330497742,8652.0,TV5,63.0,21.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JzHRKWsbUAU,2023-02-18,0.6460383534431458,23914.0,TV5,455.0,54.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTfy_NHpbX4,2023-02-19,-0.9959136843681335,2229.0,TV9,98.0,0.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
c-evJEltya8,2023-02-20,0.9985876083374025,735.0,TV9,81.0,0.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R1Fc4rHUENw,2023-02-20,-0.9974417686462402,9543.0,TV5,126.0,6.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
BiMKAul9Jx0,2023-02-23,0.9958013892173768,2903.0,TV5,330.0,1.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
FAAXun_aosg,2023-02-23,-0.9891349077224731,7148.0,TV5,140.0,4.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0
O8bcvpILuQ8,2023-02-23,0.9983585476875304,2913.0,ABN,140.0,3.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sFQ3ep_tI2o,2023-02-23,-0.9985243678092957,2246.0,TV9,345.0,6.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05y6v4gct88,2023-02-25,-0.9882110357284546,457.0,ABN,251.0,0.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
UiMhgB4XzVQ,2023-02-25,-0.9988250136375428,4643.0,ABN,295.0,4.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
j_f_i8Gu0VE,2023-02-25,-0.9994908571243286,1016.0,TV9,349.0,7.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0
Lzar47DZbq4,2023-02-25,-0.9992128610610962,375.0,ABN,316.0,0.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Xgqfrc3rfRo,2023-02-26,0.9700798988342284,854.0,Sakshi,100.0,1.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
IkBDKVoslEE,2023-02-27,0.9861905574798584,1130.0,TV9,276.0,1.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aPGBCQddbls,2023-02-28,-0.9950190782546996,1503.0,ABN,190.0,6.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fivLgqnsG5Y,2023-02-28,-0.9984241724014282,1787.0,ABN,214.0,5.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
iP8LPdEalCQ,2023-02-28,0.996977686882019,1495.0,ABN,304.0,2.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0
ZeY3-fUUv9Q,2023-02-28,0.9103851318359376,1866.0,ABN,195.0,7.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0
A21WYxU8Xa8,2023-02-28,0.9948301911354064,346.0,ABN,219.0,3.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
REayEaS-poM,2023-02-28,0.9952741861343384,1805.0,ABN,181.0,9.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Tf043gVX_7M,2023-02-28,0.9910833835601808,1261.0,ABN,325.0,1.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
vcYX6r2cVSk,2023-03-02,-0.9990400671958924,59168.0,TV9,158.0,35.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
o3J4meVjBo4,2023-03-02,0.9979950189590454,1196.0,TV9,282.0,3.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
EXXXYSEOMjU,2023-03-03,-0.9981176853179932,4628.0,ABN,294.0,43.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
QY4Z7T-faKU,2023-03-03,-0.9994619488716124,9014.0,ABN,320.0,42.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
fZ_dyHA40hg,2023-03-04,0.9984912872314452,1735.0,ABN,280.0,4.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
a-6L9fXGErs,2023-03-06,-0.9990127086639404,1671.0,TV5,185.0,3.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
r9RxQ-FeGbY,2023-03-06,-0.999500036239624,1254.0,TV5,235.0,3.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
3SOoNF27TQc,2023-03-07,-0.994496524333954,3969.0,ABN,190.0,2.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g3-nYucek1Y,2023-03-07,-0.999324917793274,434.0,TV9,277.0,0.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
q7SVpGgl0jk,2023-03-07,-0.999419331550598,586.0,TV9,265.0,0.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L_5Da58XxZc,2023-03-08,-0.9828224778175354,10008.0,Sakshi,176.0,14.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
74kIEeJYWII,2023-03-08,-0.9921786785125732,577.0,TV9,163.0,0.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
gioZExNxFbA,2023-03-08,0.9957088232040404,29657.0,TV5,355.0,52.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
uWCZ1Oo8OME,2023-03-08,0.9896200299263,11694.0,Sakshi,166.0,32.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
DG66pA_xSJU,2023-03-08,-0.9936671853065492,724.0,TV9,164.0,2.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
iYQuQYbCIu4,2023-03-09,0.9893669486045836,1277.0,TV5,263.0,0.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRqH3aFZkGI,2023-03-12,0.997954249382019,2671.0,TV9,100.0,2.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66lXkdZOR7I,2023-03-13,0.9245645999908448,995.0,TV9,261.0,2.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frfw9LMux1k,2023-03-13,0.9987025260925292,2288.0,TV9,205.0,3.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
9bEsNkfwplw,2023-03-13,0.9983876943588256,3433.0,TV5,162.0,15.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
T4BgIvywAgM,2023-03-14,-0.9866182208061218,1782.0,TV9,262.0,5.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
Kuox5Yz7JTQ,2023-03-16,-0.9994826316833496,2640.0,Sakshi,253.0,1.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
9WYkd-ILIr0,2023-03-16,0.9923918843269348,61696.0,TV9,264.0,20.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3d3-S2345ek,2023-03-17,-0.9990990161895752,1684.0,ABN,128.0,3.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BtapOgEgc9w,2023-03-18,0.9952362179756165,1079.0,TV9,281.0,7.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wOMxrvW6TQg,2023-03-18,0.9830312728881836,830.0,ABN,190.0,1.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_5BOAtQb4vA,2023-03-18,-0.9954798221588136,686.0,ABN,125.0,1.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reAy_U7s78I,2023-03-18,-0.997778594493866,139700.0,TV5,288.0,186.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A9K0_HdBArc,2023-03-19,-0.998653769493103,12278.0,TV9,251.0,22.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GvIIC363C6Q,2023-03-20,-0.9981836676597596,17980.0,TV5,195.0,10.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0
hH2HM8ABcOs,2023-03-21,-0.9952720999717712,1210.0,TV9,272.0,11.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CcyD3UVcR1M,2023-03-21,-0.9972527623176576,6004.0,TV9,206.0,17.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7DVXTD1aSc0,2023-03-21,-0.9980588555336,797.0,TV9,271.0,2.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551vgC1FCbc,2023-03-21,-0.9928579330444336,3892.0,TV9,157.0,3.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
mrdOsdWF3BI,2023-03-21,-0.986257791519165,3956.0,TV9,294.0,5.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
-wwPsv64i0k,2023-03-21,0.974958598613739,525.0,TV9,274.0,0.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GGKXDEgh2eE,2023-03-21,-0.9991395473480223,2512.0,TV9,81.0,2.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
lm1xL9-yxJw,2023-03-21,0.9883939027786256,12656.0,TV9,312.0,29.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
4OcgnUd59tk,2023-03-21,0.9887928366661072,2200.0,TV9,172.0,0.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
pX_Gzhqhf_g,2023-03-21,-0.9982728958129884,774.0,TV9,273.0,4.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
s8ZGy-iwKJU,2023-03-21,-0.9777081608772278,985.0,TV9,271.0,8.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VN1f1yQdl8E,2023-03-21,-0.9994305968284608,2405.0,TV9,111.0,0.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
7xeblGFcws0,2023-03-21,-0.9989250302314758,1149.0,TV9,275.0,5.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
j6Yw_M4v1yw,2023-03-22,-0.9981899857521056,2124.0,TV9,287.0,1.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
RFGo64EXQPs,2023-03-23,-0.9958861470222472,2293.0,TV5,101.0,1.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A5gALUcAvy0,2023-03-23,-0.9975242018699646,7374.0,ABN,305.0,6.0,satyavedu.png,adimulam koneti,YSRCP,Satyavedu_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
