ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,ambati rambabu,janasena party,ap employees,Sajjala ,ap assembly session today,alliance,Peddireddy ,polavaram,visakha,byreddy siddharth reddy
0K4ZwWzW-eo,2022-11-18,-0.9982025623321532,31009.0,Sakshi,398.0,85.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
wCW78Vk64JM,2022-11-19,-0.997328281402588,1957.0,TV5,476.0,3.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZxvF_F8tO64,2022-11-19,-0.9990473389625548,2015.0,TV9,235.0,8.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5e-isMM7dbc,2022-11-21,-0.9989193677902222,2104.0,TV9,127.0,1.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9Fh30sXz5JI,2022-11-21,0.9987581968307496,654.0,TV9,144.0,1.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VqUFfqV7_SM,2022-11-21,0.9961814880371094,448.0,TV9,550.0,0.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m3wYLRE4iN8,2022-11-21,-0.9975175857543944,2196.0,TV5,332.0,1.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
GN9d0rqqd2g,2022-11-21,0.921355962753296,5966.0,TV9,292.0,8.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
rxKcKdi1W5s,2022-11-21,-0.9941052198410034,4311.0,Sakshi,508.0,14.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_g0ZFX9uNCk,2022-11-22,0.9977644681930542,3344.0,TV5,380.0,5.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ce_MWXC5ebo,2022-11-22,-0.992514193058014,2790.0,TV9,99.0,11.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
VrDDyGyrUDY,2022-11-24,-0.9941540360450744,2641.0,TV9,263.0,0.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
ymLT2e9Wx5A,2022-11-26,-0.9902639389038086,23650.0,ABN,130.0,25.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
wPN0LJLjVJ8,2022-11-29,-0.9852200746536256,3434.0,TV9,185.0,2.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9kPR38rPzxI,2022-11-29,-0.9927018880844116,1403.0,TV9,107.0,0.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DZhyoTaMvmU,2022-11-29,0.9973980188369752,7071.0,TV9,154.0,5.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tueDbQ1q4mY,2022-11-30,-0.9975632429122924,955.0,TV9,51.0,11.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xkiByMYIT10,2022-12-01,-0.9984129667282104,1028.0,TV5,328.0,7.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yZ8VyofvXtk,2022-12-01,-0.9992095232009888,2997.0,ABN,140.0,6.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VyWJ-p8DTOQ,2022-12-01,-0.9908201098442078,857.0,ABN,499.0,2.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZJSVoCrvYJg,2022-12-01,0.9984412789344788,3608.0,Sakshi,432.0,4.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EnD95ZDUIpQ,2022-12-01,-0.9851499795913696,2204.0,TV9,101.0,0.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U3J3-w4USOo,2022-12-01,0.957557737827301,2802.0,TV9,265.0,20.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rpn98Rk61K8,2022-12-01,0.9959979057312012,503.0,TV9,289.0,3.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-QVwol4kw9U,2022-12-01,-0.9976112842559814,1370.0,TV9,184.0,2.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dV02zA94omc,2022-12-01,-0.9983755350112916,1333.0,ABN,164.0,3.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0PR3mv1-W18,2022-12-01,-0.9984671473503112,1840.0,TV9,170.0,5.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
owDVcgiOjgI,2022-12-01,-0.9991980195045472,1657.0,TV9,222.0,0.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
uDv1QkC_83E,2022-12-01,-0.9993886947631836,1439.0,ABN,180.0,3.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77ABQUFEOKU,2022-12-01,-0.9915215969085692,2531.0,TV9,222.0,2.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93kglXpeHYA,2022-12-02,-0.9981253743171692,938.0,TV9,318.0,0.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uPFj1e7LeGk,2022-12-02,-0.9986483454704284,305.0,ABN,363.0,1.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RyO30rUqtFQ,2022-12-02,-0.998062551021576,1874.0,TV5,141.0,0.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sKq31oaGkuU,2022-12-03,-0.995621383190155,823.0,TV5,194.0,0.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ji3iu8rVYBk,2022-12-03,-0.9986972212791444,2023.0,TV9,314.0,1.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klh9-i8EGfM,2022-12-03,0.9886537194252014,954.0,TV9,215.0,0.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OEPmpyJjwgQ,2022-12-04,0.998817265033722,2026.0,TV9,263.0,4.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0NKiehVh81c,2022-12-04,0.9936410784721376,754.0,TV9,252.0,1.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
q7aiYVvHXxU,2022-12-05,-0.9985532164573668,1717.0,TV9,105.0,1.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
XMjARWZcKWQ,2022-12-05,-0.9947016835212708,926.0,TV9,427.0,2.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
xvv9Jvupyt4,2022-12-05,0.9891154766082764,2196.0,ABN,370.0,2.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
_QA1iLVdHa0,2022-12-05,-0.9948089122772216,1381.0,ABN,295.0,0.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bRTFS-Y2f9A,2022-12-05,-0.9986748695373536,4864.0,ABN,595.0,4.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ntwXelLAOqU,2022-12-05,-0.989754855632782,804.0,TV9,389.0,1.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gCqB066awJI,2022-12-05,-0.9977213740348816,13149.0,TV9,129.0,15.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bMw4PQ59f0Q,2022-12-06,-0.999423623085022,3852.0,ABN,130.0,0.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tA9jih_DGUI,2022-12-06,0.9986523985862732,4212.0,TV9,375.0,1.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2C8YVNOFQmE,2022-12-08,-0.996756374835968,40604.0,ABN,59.0,13.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OWnfNuiggjI,2022-12-08,0.9950822591781616,1101.0,TV5,280.0,3.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRhsnTVeD14,2022-12-09,-0.9986324906349182,1018.0,TV9,340.0,0.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6OuxXviTUDQ,2022-12-09,-0.9976564645767212,2329.0,TV9,286.0,11.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wPxd4L_l4S8,2022-12-09,-0.9110777378082277,1272.0,TV9,197.0,10.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4eLjXxGJhiQ,2022-12-09,-0.999283730983734,468.0,ABN,232.0,0.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5OBGBfU1il0,2022-12-09,-0.9699024558067322,1762.0,TV9,272.0,3.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1
eYqVpseeZfs,2022-12-09,-0.9987379908561708,57089.0,TV9,207.0,8.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sFY_Lywk2Og,2022-12-11,-0.9968407154083252,3104.0,TV9,37.0,5.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
XxloV17pj0I,2022-12-13,0.9967876672744752,1014.0,TV9,148.0,0.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
yeyMsE4K_PY,2022-12-14,0.9958202838897704,1818.0,Sakshi,315.0,2.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
uCjaeUn0J4o,2022-12-14,0.9953227639198304,8901.0,TV9,241.0,5.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
tkTYWgOqLgA,2022-12-16,0.9953309893608092,5856.0,Sakshi,352.0,19.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hEDlJYG_5AU,2022-12-16,-0.9835772514343262,2858.0,TV9,133.0,5.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
fzaC17PX_Ew,2022-12-17,-0.9882736206054688,890.0,ABN,240.0,0.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r61BERwtRTQ,2022-12-17,-0.995223104953766,1814.0,TV9,221.0,2.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
64u0t2W8Y-E,2022-12-18,-0.9891433119773864,8213.0,TV9,261.0,26.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IJw7AryW9Gk,2022-12-18,-0.9923751950263976,67889.0,TV9,433.0,113.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wlXR9RM4frA,2022-12-19,-0.9397693872451782,6984.0,TV9,451.0,14.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_d_yJx65ZVY,2022-12-19,-0.996485948562622,15379.0,Sakshi,468.0,33.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_P0EPZsmcps,2022-12-19,0.9979320764541626,3243.0,TV5,395.0,8.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
hTOAgM-4P1s,2022-12-20,-0.9935791492462158,142217.0,TV9,254.0,325.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,1,0
hbAnuKnC_2M,2022-12-20,-0.9967697858810424,2515.0,TV9,352.0,3.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
pbDac-EBrHk,2022-12-24,-0.9987849593162536,757.0,TV9,275.0,1.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vfmPUsXOtWo,2022-12-24,-0.9994389414787292,1014.0,TV9,273.0,1.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZuftFEjhMWI,2022-12-24,-0.9956811666488647,1191.0,TV9,305.0,4.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6Rw9502rRgA,2022-12-25,-0.8508369326591492,3913.0,TV9,226.0,2.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BwJgPont45o,2022-12-26,0.9982262253761292,5086.0,TV9,294.0,2.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
dckSLIxnFHE,2022-12-27,0.9869326949119568,22564.0,Sakshi,481.0,73.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6L-DORqPLM8,2022-12-27,-0.9949002861976624,21350.0,TV9,236.0,6.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bGT9Q-uct1U,2022-12-28,-0.994601845741272,1981.0,TV9,101.0,3.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
ner0Znmorsw,2022-12-29,-0.999118149280548,5417.0,TV9,241.0,6.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mEbug8ZjUq0,2022-12-29,-0.9988208413124084,758.0,TV9,209.0,0.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7c0QSoVk3eA,2022-12-30,0.981476366519928,1521.0,TV9,179.0,0.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D_yCQ81PFgY,2022-12-30,0.9964234232902528,2789.0,TV9,291.0,3.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jgjXnWj-Pro,2022-12-31,0.9929948449134828,35968.0,Sakshi,518.0,176.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EtnZubbuH-k,2022-12-31,-0.9991043210029602,505.0,TV9,275.0,2.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3xcvYmfWZxs,2022-12-31,0.9967933297157288,39340.0,TV9,568.0,35.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W4kGr-kY7Ic,2022-12-31,-0.9983720183372498,1973.0,TV9,273.0,3.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
h4wpvBmGPKA,2022-12-31,-0.9994797110557556,1746.0,TV9,284.0,4.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vek6wLFsF90,2022-12-31,-0.9944652915000916,4532.0,Sakshi,501.0,14.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0kPTAOz8EZE,2022-12-31,-0.998230755329132,663.0,TV9,308.0,0.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PD2uzsEqfKg,2022-12-31,0.9972236156463624,26582.0,TV9,471.0,118.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aF1dDx4iYq4,2023-01-01,0.9957934617996216,2636.0,TV9,284.0,5.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
O6f6p0TmfXM,2023-01-01,-0.9846040606498718,4948.0,Sakshi,377.0,8.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
SvUObpFISAo,2023-01-01,-0.9763819575309752,3205.0,TV9,80.0,9.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Q0X3f-JTxC4,2023-01-02,-0.9772555232048036,820.0,ABN,247.0,10.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v1Eb9DqRVgs,2023-01-02,-0.992403507232666,10650.0,TV9,328.0,2.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4C5xsxLHxKs,2023-01-03,-0.988255500793457,889.0,TV5,310.0,0.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
PGLX2pg7xFo,2023-01-04,0.9851245880126952,6231.0,TV9,194.0,1.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3CsC05NkdLw,2023-01-04,-0.9760253429412842,1074.0,TV9,184.0,0.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
aO2dFEM3ejI,2023-01-05,-0.9947845339775084,391.0,TV9,101.0,0.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
vP-ZaDfose4,2023-01-05,-0.9945057034492492,4842.0,Sakshi,278.0,1.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
XXKxeewz7t4,2023-01-05,-0.9951752424240112,1096.0,ABN,109.0,2.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a8-2z26t7Hc,2023-01-05,0.9561272263526917,3252.0,TV9,401.0,2.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51h6OAMXMLg,2023-01-05,-0.9858513474464417,3213.0,TV9,164.0,4.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F8SPUL1uddE,2023-01-06,-0.9779150485992432,1258.0,TV9,426.0,0.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aMPIg2CT7E8,2023-01-06,-0.9956977367401124,5118.0,TV9,82.0,2.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R1V50_NWWio,2023-01-06,-0.99720299243927,665.0,TV9,325.0,0.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
97L4a3jAGgU,2023-01-06,-0.9970752000808716,1026.0,TV9,57.0,1.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oSqpvwWacR4,2023-01-07,0.9986209869384766,1570.0,TV9,258.0,0.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wCwmG8iAWak,2023-01-09,-0.9901062846183776,4251.0,TV9,74.0,0.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9vu19NIKGig,2023-01-10,0.9953261613845824,317.0,TV5,122.0,1.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K4d7LNEHQDs,2023-01-10,-0.997219443321228,2721.0,ABN,106.0,9.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3RS3m1TJmsw,2023-01-10,0.9983577132225036,29407.0,TV9,127.0,16.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4kVoGce-kF4,2023-01-10,-0.9932344555854796,6440.0,TV9,374.0,4.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_7XduGrr1xI,2023-01-10,0.9964739680290222,3047.0,TV9,412.0,3.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LoSOnEIJDxU,2023-01-11,-0.9992353916168212,2387.0,Sakshi,128.0,13.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cikt6tXd9s0,2023-01-12,-0.9987881779670716,3405.0,ABN,180.0,1.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6BQ29BoAnGo,2023-01-12,-0.9960131645202636,3009.0,TV9,216.0,3.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
