ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,ambati rambabu,janasena party,ap employees,Sajjala ,ap assembly session today,alliance,Peddireddy ,polavaram,visakha,byreddy siddharth reddy
uAgkAu4uEIk,2023-01-12,0.9986434578895568,529.0,TV9,343.0,0.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0
ARGud9EGECQ,2023-01-12,0.9985925555229188,1215.0,TV9,284.0,0.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-HlIYFPcIK4,2023-01-12,0.9979767203330994,862.0,TV9,142.0,3.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
nJAIRiphz_U,2023-01-12,0.9986118078231812,741.0,TV9,283.0,1.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ikH3tZV3xOo,2023-01-12,0.9855862259864808,431.0,TV5,235.0,0.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QZ4A0P_ZTxw,2023-01-12,0.9978764057159424,3300.0,Sakshi,107.0,18.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hQVahHxbwCo,2023-01-12,0.9980996251106262,27598.0,TV9,194.0,20.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OEK9PQbp9IM,2023-01-12,-0.9835416674613952,2353.0,TV9,139.0,0.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
_p_99nVkTGY,2023-01-12,0.995426595211029,1210.0,TV9,271.0,0.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
QpwSVtClfuM,2023-01-15,-0.9965672492980956,5519.0,TV5,420.0,3.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_SwBthmJM_Y,2023-01-16,0.9979676604270936,3388.0,TV9,253.0,5.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oYqRt6u3Yd8,2023-01-17,0.9965496063232422,4839.0,TV9,153.0,9.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RlypWyKDoHI,2023-01-18,-0.9986317753791808,2267.0,TV9,355.0,1.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
yUg6cb60_0o,2023-01-18,0.997500479221344,1008.0,TV9,328.0,0.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1MVAhIr7zFY,2023-01-19,-0.9969894289970398,5970.0,TV9,314.0,1.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0
dHe-IVbJtMY,2023-01-19,-0.9994173049926758,1329.0,ABN,191.0,5.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ZJz2HbdYXLU,2023-01-20,0.9830421209335328,24056.0,TV9,517.0,8.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CsfBSImeoKU,2023-01-20,-0.9942551255226136,13047.0,TV5,410.0,40.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P6ia-CiR9q4,2023-01-20,-0.9855161309242249,1790.0,TV9,266.0,1.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HZPZfx7QgwE,2023-01-21,-0.996126115322113,1980.0,ABN,78.0,1.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
_eWbOa4KRms,2023-01-22,-0.9875911474227904,55346.0,TV9,208.0,2.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFyHmom0Q78,2023-01-23,-0.9870296716690063,2802.0,TV9,261.0,4.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UU2s0qafwX0,2023-01-24,0.9951916933059692,25729.0,TV9,487.0,30.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CdFKlseqrvU,2023-01-24,-0.9994837045669556,7340.0,Sakshi,259.0,30.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
qlvnWfA8gBk,2023-01-25,-0.9954156875610352,815.0,TV9,292.0,3.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9ICB1739t48,2023-01-25,0.966271996498108,1663.0,Sakshi,272.0,8.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vxQRYZWjy24,2023-01-25,0.9959012866020204,1750.0,ABN,390.0,4.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
BSTKakYpdcI,2023-01-25,-0.9943302869796752,1579.0,TV9,96.0,3.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3ubR_hYJfoI,2023-01-26,-0.992697298526764,11063.0,TV5,280.0,72.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pk7jGcPagH0,2023-01-26,0.9976940751075744,2009.0,ABN,105.0,1.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iCB_U7QMDTU,2023-01-26,0.9944376945495604,8532.0,Sakshi,502.0,21.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DAmy8_wYS9s,2023-01-27,-0.9945630431175232,516.0,TV9,167.0,0.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s3Aole34gcE,2023-01-27,-0.998561441898346,1259.0,TV9,356.0,1.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6j4K8ohu95U,2023-01-27,0.9983668923377992,2831.0,ABN,157.0,2.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
D11qHzyKOt0,2023-01-28,-0.989674150943756,2000.0,Sakshi,212.0,2.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
mljyPwCjxG4,2023-01-28,0.996759831905365,1542.0,Sakshi,245.0,5.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
aDOdWPzveJs,2023-01-28,-0.9988760352134703,6507.0,TV9,334.0,7.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X-Xra7CkKZw,2023-01-29,0.9984673857688904,981.0,TV9,304.0,3.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b3d7fzlD0Ik,2023-01-29,-0.9875966906547546,2237.0,TV9,538.0,0.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tarkVTP61Vo,2023-01-30,0.9960214495658876,1084.0,TV9,330.0,3.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0BqSaSSN8cs,2023-01-30,-0.9988518953323364,940.0,ABN,208.0,1.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TWwfpkdEDEs,2023-01-30,-0.9961673617362976,3097.0,TV9,447.0,3.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6cWhEzFZ1sk,2023-01-31,0.9987516403198242,548.0,TV9,321.0,0.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g7cWvYmp8a0,2023-01-31,0.9851927757263184,2374.0,Sakshi,511.0,4.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
oH_w1_IEVzY,2023-01-31,0.991818904876709,2777.0,Sakshi,141.0,5.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_BTu4a8pHg8,2023-01-31,0.9810505509376526,1249.0,TV9,321.0,1.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
mcar7vtspSw,2023-01-31,-0.9983299374580384,4231.0,ABN,355.0,8.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6M2Tkrj9WUc,2023-01-31,-0.9933370351791382,3063.0,Sakshi,128.0,7.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tEXFo-Eq-nE,2023-02-01,0.9974417686462402,11681.0,TV5,312.0,14.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ceqJvns9pLQ,2023-02-01,-0.9963913559913636,4578.0,TV9,515.0,3.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l5eI0MU5rmg,2023-02-01,0.9974427223205566,1278.0,TV9,270.0,0.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qxGUWBv7By0,2023-02-02,-0.9965241551399232,289.0,TV9,268.0,0.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zu3FV8mqp4M,2023-02-02,0.9947486519813538,16709.0,TV9,137.0,3.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
htSNP42ST_0,2023-02-02,0.9918032288551332,2507.0,TV9,107.0,7.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
VhXOD--4r5s,2023-02-02,0.997218370437622,300.0,TV9,320.0,0.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v1hHEFwo13k,2023-02-02,-0.9962345957756042,2663.0,TV5,160.0,0.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
7L1Krw4Fe08,2023-02-02,-0.9937877655029296,11215.0,TV9,141.0,2.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iibyBsgTJxQ,2023-02-03,0.9924854636192322,676.0,TV9,183.0,1.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGRgcNvc4qU,2023-02-03,-0.9933587908744812,4685.0,TV9,315.0,11.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LbHQmJ-kYTA,2023-02-04,0.993966579437256,3338.0,TV5,385.0,2.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
HnevHoeH5Pk,2023-02-04,-0.9945091605186462,2301.0,TV9,231.0,1.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shjvtFaC1cw,2023-02-04,0.9895808100700378,4108.0,TV9,320.0,2.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hqn2fByQ5kU,2023-02-04,0.99613755941391,1007.0,TV9,315.0,0.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5S4jCRt9YU,2023-02-04,0.9897415637969972,21150.0,Sakshi,180.0,29.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6eXxnCQGkEs,2023-02-04,0.9960822463035583,1834.0,TV9,185.0,1.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1H7Jl3CroZ4,2023-02-04,0.9869720339775084,3770.0,TV9,256.0,7.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPTJyJXO_jg,2023-02-04,-0.9990895986557008,48623.0,Sakshi,157.0,92.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
IHs3QdqSzAc,2023-02-04,0.9959093332290648,3714.0,TV9,332.0,2.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
phto_kPrhOY,2023-02-04,0.9956538677215576,140807.0,Sakshi,545.0,139.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wKuqqCfUKwk,2023-02-05,-0.9933934807777404,6197.0,TV9,332.0,4.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GxP6jvGlPpc,2023-02-06,0.9941563606262208,1268.0,TV5,345.0,0.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0
Qvo9aj_AdoU,2023-02-06,0.9971599578857422,3957.0,TV9,247.0,7.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5Q9SJVCb1XM,2023-02-06,0.9884244203567504,10577.0,Sakshi,503.0,29.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHTWVkoZGz0,2023-02-06,-0.99367755651474,1422.0,TV9,293.0,0.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wLNsdZe_c-w,2023-02-06,-0.9982990622520448,261.0,ABN,105.0,0.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
n8QtsGLxVlw,2023-02-07,0.997710108757019,801.0,ABN,118.0,1.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UlEltox8FF0,2023-02-07,-0.9987714886665344,1086.0,ABN,150.0,1.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
qDzB8_BwrGk,2023-02-07,-0.9976298809051514,1301.0,ABN,134.0,0.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dq24DHaxVm0,2023-02-07,0.9984448552131652,6116.0,TV5,250.0,7.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fuAGB3FtDDA,2023-02-07,0.9885603785514832,715.0,TV5,464.0,0.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wN4lX1yunho,2023-02-07,-0.9979678988456726,7901.0,Sakshi,348.0,21.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DMY_FUMC9LI,2023-02-07,-0.9975250363349916,758.0,ABN,415.0,1.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25GGkbyEzNA,2023-02-08,-0.999460518360138,1074.0,ABN,321.0,0.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cBLFgv5NCvY,2023-02-08,0.9986534118652344,957.0,TV9,304.0,3.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0
-yxhJJM6b40,2023-02-08,-0.9828523993492126,1016.0,ABN,380.0,0.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lfOh4TV_s1g,2023-02-08,0.998204231262207,544.0,TV9,266.0,1.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YSTieXXD_Hc,2023-02-09,-0.9943928718566896,5468.0,TV9,286.0,2.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ey6jSWmoofk,2023-02-09,-0.973291516304016,5868.0,TV9,362.0,10.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0YcQ4sRFNc0,2023-02-09,-0.999450385570526,7880.0,TV9,234.0,17.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
aswsOHjsOY4,2023-02-09,-0.9795565605163574,5619.0,TV9,289.0,8.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4V8LboYAsZQ,2023-02-09,-0.9990703463554382,2632.0,TV9,281.0,4.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
s4M1BzMviMQ,2023-02-09,-0.9924282431602478,13693.0,TV9,362.0,38.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
pRTYcXP6uVM,2023-02-09,-0.9903824925422668,25150.0,TV9,53.0,5.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0CxnZxtd07U,2023-02-10,0.9976686835289,379.0,TV9,59.0,0.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WTmtTa63788,2023-02-11,-0.9899293780326844,3000.0,ABN,314.0,1.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ztZbBAhZoc,2023-02-12,-0.9927259683609008,10194.0,TV9,185.0,13.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ePEoaHEohqo,2023-02-12,-0.9970921277999878,564152.0,TV9,212.0,206.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p7-7ZycAUFk,2023-02-13,-0.9884812831878662,93545.0,TV9,306.0,22.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
kMaY-ZF4EsU,2023-02-13,0.9946740865707396,1394.0,Sakshi,183.0,6.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
q-xXeTvcK2A,2023-02-13,0.9964679479599,156257.0,Sakshi,153.0,165.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
aBi_vsGyXG4,2023-02-13,0.9678323864936828,963.0,TV9,421.0,1.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
y002hDDJbn8,2023-02-13,0.9919712543487548,519.0,TV9,231.0,0.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mCf5bx6-2r8,2023-02-14,-0.9870202541351318,2970.0,TV9,203.0,1.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
eYTHUGaojL4,2023-02-14,-0.9904744029045104,5323.0,TV9,202.0,1.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
O-WbaVzRo_U,2023-02-14,0.9854631423950196,13369.0,TV9,349.0,36.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CfM2gm_cZcg,2023-02-17,0.9956148862838744,1456.0,TV9,87.0,5.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
QS0ZpdzlSC8,2023-02-17,-0.9977561831474304,4594.0,ABN,487.0,4.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L2HICMeNGD4,2023-02-18,-0.997037410736084,8530.0,TV9,299.0,48.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mAF9o4V1fy4,2023-02-18,0.9968204498291016,2708.0,TV9,299.0,4.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Szj5Hfo0ds,2023-02-19,-0.998880922794342,11471.0,TV5,310.0,14.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0
wzdO-Hzjw5s,2023-02-19,0.9984190464019777,3686.0,TV9,55.0,2.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CkMWQ444uEE,2023-02-20,-0.9876061081886292,5673.0,TV9,325.0,2.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QYeM6awy0Ic,2023-02-20,0.9984947443008424,3155.0,TV9,53.0,1.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qEllkiZeiHA,2023-02-20,0.987649142742157,3962.0,TV9,339.0,1.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0GeBu0syESA,2023-02-21,-0.9956707954406738,55355.0,TV9,260.0,55.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8YLuRqE_JXk,2023-02-22,0.9946358799934388,1174.0,TV9,283.0,3.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
mJjQ7jCk9Xg,2023-02-22,-0.9912989735603333,2407.0,TV9,288.0,19.0,pithapuram.png,Dorababu Pendem,YSRCP,Pithapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
