ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,ambati rambabu,janasena party,ap employees,Sajjala ,ap assembly session today,high court,alliance,Peddireddy ,vangalapudi anitha,polavaram,visakha,byreddy siddharth reddy
NfpJYv2EZns,2023-01-08,-0.9920543432235718,5274.0,TV5,248.0,5.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FUyXmD-JBto,2023-01-08,-0.9989866614341736,494.0,Sakshi,102.0,2.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4E3Sez19zVI,2023-01-10,-0.9974719882011414,2028.0,TV9,253.0,1.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
yAjMhHa7yFY,2023-01-11,0.9963876008987428,970.0,ABN,231.0,1.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0
anS7DhBd25o,2023-01-12,0.9975945353507996,1500.0,Sakshi,359.0,11.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5FHoiv6tuec,2023-01-12,0.995046615600586,1774.0,TV9,46.0,0.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
uqJ3WsKOEAM,2023-01-12,0.9968851208686828,959.0,TV5,258.0,2.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZqDyNxbOo1Y,2023-01-13,0.9983589053153992,455.0,ABN,264.0,0.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53-sTUlhdL0,2023-01-13,0.993672013282776,1747.0,ABN,401.0,2.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
w6BvUMsFDEo,2023-01-13,0.9975429773330688,13338.0,TV5,261.0,6.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mI3ztikudQo,2023-01-17,0.9985722303390504,892.0,ABN,328.0,0.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
BiEGCtNYY4E,2023-01-17,-0.9955576062202454,38494.0,TV5,195.0,37.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6IuX5Pzuuz8,2023-01-18,-0.9977166652679444,1099.0,TV5,83.0,3.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iSGlEpnfvjg,2023-01-18,-0.9980790615081788,16990.0,TV5,238.0,28.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
P6nap94-v3E,2023-01-18,0.9982117414474488,3015.0,TV9,340.0,3.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJDFdkrJ27s,2023-01-19,0.9099351167678832,595.0,TV5,160.0,0.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ojOyah9KWZo,2023-01-19,0.9984388947486876,347.0,TV5,310.0,1.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
is2ctmbhyYU,2023-01-19,0.9919648170471193,544.0,TV5,281.0,0.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
dodH_v1EEE4,2023-01-19,0.9924333095550536,1158.0,TV5,330.0,9.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
DaVjFraOmjY,2023-01-19,-0.9994692206382751,14660.0,TV5,215.0,35.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HNFgH2wgoQM,2023-01-20,-0.9966358542442322,4855.0,TV9,366.0,4.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q_6IuCBM334,2023-01-20,-0.9956483244895936,4398.0,TV9,96.0,6.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G0WldsDx24E,2023-01-20,-0.9941404461860656,2470.0,Sakshi,249.0,1.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
fi7k2bBIyCQ,2023-01-20,-0.9956510663032532,6966.0,TV5,215.0,5.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I5JBWndbqCI,2023-01-21,0.99699866771698,254605.0,TV5,220.0,252.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PuBY37j3NFY,2023-01-22,-0.9965941309928894,22416.0,TV5,125.0,21.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hRDWWCfSkVw,2023-01-23,-0.9928547739982604,349.0,TV5,165.0,0.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SgVyfYywbPk,2023-01-23,-0.9933992624282836,1873.0,TV5,148.0,0.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
a6OaM-Z-AZs,2023-01-23,0.9962822794914246,4576.0,Sakshi,337.0,5.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0
FMsLhtlsCgk,2023-01-24,-0.9850535988807678,1818.0,TV9,263.0,0.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ByMON-w5f9U,2023-01-25,0.9756096601486206,368.0,TV5,309.0,0.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DYFZ8G5yVAo,2023-01-26,0.9954397082328796,1917.0,Sakshi,545.0,23.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
takLLicTznE,2023-01-26,0.9875307679176332,1494.0,Sakshi,309.0,6.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
R6SCkCOroNo,2023-01-26,0.993647038936615,1057.0,Sakshi,152.0,1.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5gzM96W8dUA,2023-01-30,-0.9982240796089172,1408.0,TV9,324.0,2.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4TG3Dibd0sU,2023-01-30,0.9933307766914368,6606.0,TV9,250.0,1.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oKTFNfHq4Kw,2023-01-30,0.9977430105209352,1246.0,TV9,119.0,0.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b7c_hX7Xyr0,2023-01-31,-0.9985212683677672,820.0,TV9,77.0,4.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M0Ff2Ff6AGM,2023-02-01,0.9986883997917176,1900.0,TV9,145.0,3.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ybTK7HwCQnY,2023-02-01,0.9988062381744384,2535.0,TV9,270.0,0.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
UmnzFis6rMA,2023-02-01,-0.9991822838783264,2266.0,Sakshi,244.0,0.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
yeQdgjHy5iE,2023-02-01,-0.9786373376846312,1279.0,ABN,355.0,1.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
sD8_y68T5tY,2023-02-01,-0.983382523059845,32635.0,ABN,373.0,9.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W3zRCci9Fq0,2023-02-02,0.9943097829818726,16895.0,TV5,318.0,15.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
YulD8nZykJo,2023-02-02,-0.9968457818031312,1580.0,ABN,52.0,5.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0EfSpxJ5uAg,2023-02-02,-0.9979189038276672,1684.0,TV9,550.0,1.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kuf3OzrZz7I,2023-02-03,0.997475564479828,2251.0,TV9,153.0,0.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
DmeRw3-ZNvA,2023-02-06,0.9983067512512208,1049.0,TV9,297.0,0.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vk6Ay1R4C0U,2023-02-06,-0.9970887303352356,2013.0,ABN,473.0,3.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
obyTX6Rruzw,2023-02-06,0.9913990497589112,1019.0,TV9,522.0,0.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
C0gGFC_zgkY,2023-02-06,0.9970537424087524,666.0,TV9,267.0,0.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZUfPcQ1X-a8,2023-02-08,-0.9974746108055116,9163.0,TV9,262.0,20.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
a2qMOYmKta8,2023-02-09,0.9950659275054932,2890.0,TV9,296.0,9.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
wb-Kw6Fn2DQ,2023-02-09,0.9799023866653442,7352.0,TV9,166.0,11.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W_ih_NrPlGA,2023-02-09,0.9936058521270752,1909.0,TV5,224.0,0.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
03WZkL5eh-s,2023-02-09,0.9967105388641356,2879.0,ABN,222.0,0.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nO29-7NTL_Q,2023-02-11,-0.9985507130622864,506.0,Sakshi,91.0,0.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z7pBbhOIh1w,2023-02-11,0.9984301924705504,1709.0,TV9,270.0,1.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0mXKeNbizoA,2023-02-12,-0.980113923549652,14497.0,TV9,394.0,19.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
zqtgboH3n8I,2023-02-13,0.9925416707992554,899.0,TV9,104.0,0.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sZpsdg1l3Vw,2023-02-13,0.9868223667144777,503.0,ABN,232.0,0.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OJ2l06ZCfDY,2023-02-14,0.9973981380462646,563.0,TV5,259.0,1.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3MjSO7qECI0,2023-02-14,0.9939925074577332,1927.0,ABN,553.0,5.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6r9RNhuzaCw,2023-02-15,-0.989951193332672,18029.0,ABN,490.0,21.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
fvVRIgBPydo,2023-02-15,-0.998340368270874,5102.0,ABN,490.0,7.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
j6tNi4WvxBQ,2023-02-15,-0.9994589686393738,3717.0,ABN,345.0,3.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
BQtI37K_CyA,2023-02-16,-0.9965805411338806,5999.0,TV9,226.0,12.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O8hnVLMUG0s,2023-02-16,-0.9978367686271667,3133.0,TV9,257.0,0.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
IT_99-9_B0E,2023-02-16,-0.9983641505241394,3353.0,TV9,447.0,2.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zmCfUZyisgM,2023-02-16,0.9987659454345704,136195.0,Sakshi,516.0,197.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ykpKi3O2bJU,2023-02-18,-0.9974554181098938,1023.0,Sakshi,523.0,13.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2cHzfoTc8Fc,2023-02-18,0.997466802597046,365.0,TV5,219.0,4.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cn4nX4M6zQ4,2023-02-20,0.9951186180114746,509.0,TV9,262.0,1.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0cdkb2td4J8,2023-02-20,0.997582197189331,2271.0,TV9,296.0,5.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
z1tymoh-YuE,2023-02-23,-0.997831642627716,863.0,TV5,232.0,0.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_pUWtWdUjG4,2023-02-24,-0.9989786148071288,5934.0,TV9,252.0,54.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
SQebQ5rMYdg,2023-02-25,0.9936075210571288,2914.0,TV5,186.0,0.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
byuCr8PJry0,2023-02-26,0.9971590042114258,1539.0,TV9,316.0,0.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YCDf230qfYE,2023-02-27,-0.9954267740249634,2632.0,TV5,105.0,11.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Cz-8FbBNFFA,2023-02-27,0.9865424633026124,1437.0,TV9,275.0,1.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rdh_X-xk57k,2023-02-27,0.9908135533332824,594.0,TV9,260.0,1.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GYi4EwsPyPk,2023-02-27,-0.9986571073532104,6665.0,TV5,164.0,18.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
nGvQKk5Ae5U,2023-02-28,0.996562659740448,2767.0,TV9,233.0,7.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBp31XGNTJ8,2023-03-01,-0.9979068040847778,668.0,TV9,249.0,1.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zI-1FvvTYCo,2023-03-02,0.9984980821609496,1704.0,TV9,77.0,3.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEKDFeG1BMc,2023-03-02,-0.9934532642364502,1464.0,Sakshi,292.0,1.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rEifrGmLAUY,2023-03-04,0.9987531900405884,877.0,TV9,158.0,0.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HkuXkB9Mfs0,2023-03-04,0.9721195101737976,3464.0,TV9,176.0,9.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0
uZelgx8EFvA,2023-03-06,-0.997433602809906,433.0,TV9,263.0,2.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M2eW9pKo_Lg,2023-03-06,-0.9908855557441713,500.0,TV9,261.0,0.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
bF1OYhPXE94,2023-03-06,-0.9971714615821838,2031.0,ABN,179.0,23.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
iH3oI3dhgMQ,2023-03-07,0.997779905796051,216.0,TV9,289.0,0.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tVKV1wbXnRk,2023-03-07,-0.9957595467567444,189619.0,TV5,320.0,269.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
vypoc4BXtrk,2023-03-07,0.9964996576309204,13064.0,TV5,265.0,99.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
DmDAAJGbsgI,2023-03-08,-0.9944274425506592,628.0,TV5,85.0,1.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PEuKUneMoTI,2023-03-08,-0.9989610910415648,2703.0,TV5,155.0,5.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
eHYgFar67sc,2023-03-10,-0.998918890953064,3020.0,TV9,219.0,5.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UwLAKwVQ7Mk,2023-03-10,-0.9948359727859496,8304.0,TV9,216.0,10.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Mwg4UZuJCgo,2023-03-11,0.9980706572532654,526.0,TV5,170.0,1.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
_ufWIPMUQnM,2023-03-11,-0.9988806843757628,2180.0,TV9,222.0,7.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38odpnOwevY,2023-03-12,-0.9983068704605104,49673.0,Sakshi,345.0,131.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ViNDjUi0WAY,2023-03-13,0.9981073141098022,17160.0,Sakshi,290.0,13.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
66lXkdZOR7I,2023-03-13,0.9245645999908448,995.0,TV9,261.0,2.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bGnu_eePW4Y,2023-03-14,0.9971756935119628,3471.0,TV9,122.0,3.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vgZSCjUddMI,2023-03-15,-0.9989280104637146,924.0,TV9,299.0,0.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iuvfIkkMe2E,2023-03-15,-0.9992782473564148,4107.0,TV5,155.0,7.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
lTCCD-fM3gg,2023-03-15,-0.999194324016571,1907.0,TV9,265.0,7.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qRYGfeFZlQ0,2023-03-18,-0.997568905353546,802.0,TV5,211.0,0.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jz8Wr5INJgA,2023-03-18,0.9983986020088196,6188.0,TV5,333.0,9.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
hVVKfh6lJ5E,2023-03-19,0.9944128394126892,104294.0,TV5,265.0,114.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bQ7JMgvc_l4,2023-03-21,-0.9803059101104736,1851.0,TV9,246.0,5.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
v_Yna_mf_zo,2023-03-21,-0.9968186616897584,1325.0,ABN,335.0,18.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0xhEyp14BNw,2023-03-22,-0.9965672492980956,1360.0,TV9,129.0,5.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fe_T0MsfcUw,2023-03-22,0.9973847270011902,696.0,TV9,319.0,0.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kcp3H_M-2g4,2023-03-23,-0.9984893798828124,21134.0,Sakshi,134.0,80.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
vrIdJvmKmgE,2023-03-23,0.993446171283722,17962.0,Sakshi,322.0,169.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
