ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,ambati rambabu,janasena party,ap employees,Sajjala ,ap assembly session today,high court,alliance,Peddireddy ,vangalapudi anitha,polavaram,visakha,byreddy siddharth reddy
ZGmugWZGTAk,2022-10-21,-0.9934294819831848,2725.0,TV5,215.0,4.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PuCWJJXNiAw,2022-10-21,-0.998001992702484,1508.0,ABN,567.0,4.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6uXSWS67P-U,2022-10-25,-0.998742401599884,4296.0,TV5,280.0,13.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HZATnLfbDOc,2022-10-25,0.9899724721908568,8202.0,TV5,200.0,15.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
drReehWHtH0,2022-10-25,-0.9986101388931274,3187.0,TV5,133.0,4.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8fEFD0Z5_jU,2022-10-27,0.930295467376709,8776.0,ABN,265.0,9.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
h0QE7nRsmZw,2022-10-28,-0.9972683191299438,1626.0,ABN,351.0,0.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
UBeQAfCo7Ig,2022-10-30,-0.9990209341049194,2482.0,TV5,290.0,7.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0NLQiNGyrhY,2022-10-31,0.9987286925315856,2281.0,Sakshi,276.0,15.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6snoiavZ1LI,2022-11-01,0.9930976033210754,1427.0,Sakshi,494.0,16.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HVXw74GY_M8,2022-11-01,-0.998449683189392,16387.0,Sakshi,235.0,107.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BpMFmc0YAPA,2022-11-01,-0.9984341263771056,927.0,Sakshi,64.0,7.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XIdCdinBhUE,2022-11-03,-0.9976648092269896,1390.0,ABN,445.0,0.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0EHrYdZz_6I,2022-11-04,0.996951937675476,9182.0,Sakshi,321.0,10.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1
FbeQ6EKdAtk,2022-11-04,0.9985929131507874,992.0,TV5,95.0,0.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
_eyk7mq_1m4,2022-11-04,-0.9951933026313782,1228.0,TV5,529.0,2.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mJdVhHnSAh8,2022-11-06,0.9938702583312988,1786.0,ABN,248.0,7.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mcsQ1dBC328,2022-11-07,0.9903411865234376,1987.0,TV5,520.0,2.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RgZ3AU-kKuU,2022-11-09,-0.9919208288192748,2178.0,ABN,425.0,7.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beTvecFw-TE,2022-11-10,0.9971364736557008,19695.0,Sakshi,594.0,49.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
uacpebpVkYg,2022-11-10,0.9986203908920288,391.0,ABN,137.0,0.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g1zwI0p2tok,2022-11-10,0.9974427223205566,9127.0,TV5,313.0,19.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOyXj8GpgOI,2022-11-10,-0.9991361498832704,1733.0,Sakshi,397.0,17.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b9YBZQ3qW3k,2022-11-10,0.9978111386299132,29980.0,TV5,300.0,31.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3AN27W4GMNw,2022-11-10,0.993026852607727,468.0,ABN,165.0,0.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
nd0vA0U_Qok,2022-11-13,0.9932039976119996,1804.0,Sakshi,519.0,1.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WJ8a0d5w9V0,2022-11-13,-0.98628169298172,6068.0,Sakshi,187.0,18.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
gwzMeRTbiOw,2022-11-13,0.9982421398162842,2565.0,Sakshi,293.0,1.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4xtaoKec_no,2022-11-14,0.993571400642395,1020.0,Sakshi,490.0,10.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63-_InzpQXU,2022-11-14,0.9956146478652954,872.0,ABN,276.0,1.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oGKMVpvvJY8,2022-11-14,-0.9990059733390808,6965.0,ABN,325.0,8.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oHcLQrhh6xs,2022-11-14,-0.9784213304519652,8063.0,ABN,296.0,9.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vUabfCIYzcQ,2022-11-15,0.9597488641738892,35864.0,TV5,220.0,8.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YwhPL8yYXbk,2022-11-16,-0.9941664934158324,14404.0,ABN,300.0,44.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
_1Zy0NxkERc,2022-11-16,-0.994210124015808,3902.0,ABN,280.0,2.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tfPefFNUYSg,2022-11-17,0.8109051585197449,1348.0,TV9,103.0,1.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
QExWjZW9CVM,2022-11-18,-0.9968222379684448,408.0,TV9,111.0,0.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3X9Q655fNP8,2022-11-18,0.9931700229644777,16740.0,TV5,170.0,42.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
_vu7-dFn6vI,2022-11-18,-0.9933926463127136,493.0,TV9,167.0,6.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-Hbel-QOp5Q,2022-11-19,0.9988534450531006,538.0,TV9,269.0,0.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_bEofcHjJ2Y,2022-11-19,-0.9977532029151917,10936.0,TV5,110.0,3.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
P7BRNyVs5SE,2022-11-19,-0.9982643723487854,1063.0,TV9,203.0,0.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wXpe_wvamxM,2022-11-19,0.7840493321418762,1988.0,TV9,114.0,1.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CaleQGHZRWk,2022-11-19,0.9978373646736144,624.0,TV9,461.0,0.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71Ao2AfVHmg,2022-11-20,-0.9966546297073364,43297.0,TV9,219.0,5.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URHc47PmO6I,2022-11-20,-0.9942949414253236,2325.0,TV9,531.0,0.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6HZp1OLt7T8,2022-11-20,-0.995992124080658,4126.0,TV9,193.0,10.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sJlasUm7g2I,2022-11-21,-0.9966787099838256,3034.0,ABN,380.0,1.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
dxprd_cmBks,2022-11-21,0.9845284819602966,3785.0,Sakshi,192.0,10.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UX7LDmjPu78,2022-11-21,-0.9988046884536744,2869.0,ABN,225.0,4.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0
wvH00zN7F5o,2022-11-22,-0.9798271656036376,2164.0,Sakshi,96.0,8.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lQCnuXsqM7M,2022-11-22,-0.9987187385559082,37670.0,TV9,227.0,3.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bF43nC-iA8M,2022-11-22,-0.9988007545471193,3492.0,TV9,118.0,3.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JXuUsWjVIP0,2022-11-23,-0.9987782835960388,11063.0,TV9,408.0,22.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
__yBjiCJMH4,2022-11-23,0.9978830218315125,51080.0,Sakshi,300.0,70.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
tbrqnw6yubI,2022-11-23,-0.99742329120636,2437.0,TV9,80.0,0.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P68U0Yusmxw,2022-11-23,-0.9986867308616638,34569.0,TV9,217.0,7.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0
oro2toCI398,2022-11-24,0.9945797920227052,1016.0,ABN,265.0,2.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMsGoYeqTtI,2022-11-24,-0.9994581341743468,1701.0,TV5,325.0,1.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
gMipJaFgD8E,2022-11-26,0.9984683394432068,1370.0,TV5,236.0,0.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
qGgV9KekGuI,2022-11-26,0.9971530437469482,72199.0,TV5,329.0,118.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WZiR-5SQyRY,2022-11-27,0.9921716451644896,5607.0,TV5,372.0,8.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vtcu79A6CV8,2022-11-27,0.9983215928077698,2826.0,TV5,362.0,10.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_iWwSvGEUWA,2022-11-28,0.9979515671730042,1457.0,TV9,172.0,4.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MZsCpNgyAwY,2022-11-28,0.9911664128303528,5769.0,TV9,428.0,13.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
bK_U8tH_nwQ,2022-11-28,-0.9974919557571412,18638.0,TV9,219.0,0.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326L4UIkIOI,2022-11-29,-0.9980310797691344,2678.0,TV5,260.0,8.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
U2O8NQlLh2A,2022-11-29,-0.9852765202522278,2322.0,ABN,430.0,7.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ImZIpf4Hu54,2022-11-30,0.997458040714264,3146.0,Sakshi,247.0,3.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7TPc13uPijE,2022-12-01,-0.998661994934082,1576.0,TV5,171.0,0.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z8ZM7hfhIJY,2022-12-01,-0.9987394213676452,933.0,TV9,288.0,1.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
tXiqjsLxq0Q,2022-12-02,-0.9660321474075316,424.0,ABN,37.0,0.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fZe0a6O0Mrw,2022-12-02,-0.9994441866874696,9821.0,ABN,260.0,17.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7xvc-oJ-gxU,2022-12-02,-0.9958951473236084,1222.0,TV9,290.0,1.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FpeBfUOAJgM,2022-12-03,-0.9960513710975648,12947.0,TV5,395.0,14.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rWNVsiwxNpg,2022-12-05,0.9926801919937134,940.0,Sakshi,573.0,0.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s6nL2aTFE5c,2022-12-07,-0.996880292892456,2041.0,ABN,240.0,3.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
YMOfLpewDlo,2022-12-08,-0.9985272884368896,54940.0,TV9,467.0,54.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l1vo8DViuGg,2022-12-09,0.9963271021842957,4307.0,TV5,390.0,11.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6OuxXviTUDQ,2022-12-09,-0.9976564645767212,2329.0,TV9,286.0,11.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dmb456FzccY,2022-12-11,0.9942097663879396,3040.0,TV5,358.0,3.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c9YRKFx5N2g,2022-12-11,-0.9982125759124756,160629.0,TV9,188.0,16.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0
HDqEqszvxgM,2022-12-12,-0.9990447163581848,2328.0,TV9,366.0,3.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gvAszhs8hV0,2022-12-12,-0.9286139607429504,699.0,ABN,217.0,5.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yrcWzNMwWbU,2022-12-14,0.9913156032562256,53664.0,ABN,190.0,246.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
lF_PXfwFgAk,2022-12-14,-0.9990398287773132,1815.0,TV9,209.0,0.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LCVNt6u2YNY,2022-12-14,-0.9986923336982728,2240.0,ABN,280.0,10.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
caVJ9sxM_bU,2022-12-15,0.9875767230987548,7162.0,Sakshi,279.0,29.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
LWE2ILnaC_4,2022-12-16,0.9943071007728576,1470.0,ABN,245.0,1.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
LSfsP-vUH9o,2022-12-16,0.9859727621078492,1776.0,Sakshi,120.0,0.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eKohpbp1B5Y,2022-12-17,-0.984260618686676,2396.0,TV9,401.0,2.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hEGKsF86RfQ,2022-12-17,0.998542308807373,441.0,TV9,117.0,0.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEDWw6bTlNI,2022-12-18,0.9941062927246094,12690.0,Sakshi,149.0,18.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
RMisHknizRA,2022-12-18,-0.9973080158233644,689.0,ABN,430.0,1.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xjGskw2fxdY,2022-12-19,-0.9964529275894164,12660.0,TV9,406.0,13.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_yNcxdquZnU,2022-12-19,-0.9962455630302428,4775.0,ABN,256.0,24.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
LxeOB3ZbWbc,2022-12-20,0.9978396892547609,28752.0,Sakshi,535.0,47.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pF3fcMwsyF8,2022-12-20,0.9820623993873596,32260.0,ABN,480.0,37.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nzIkCEasKDw,2022-12-21,0.9619418382644652,8613.0,ABN,225.0,12.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0
ajcSKElB3tk,2022-12-21,0.9975426197052002,2316.0,TV5,545.0,5.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mpzPAE47L2k,2022-12-21,0.9987115859985352,1031.0,Sakshi,146.0,0.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0
cenXorBcOzs,2022-12-22,-0.9958674907684326,26113.0,TV9,360.0,42.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
AEyIX7IEQOU,2022-12-22,-0.9810715317726136,2017.0,ABN,315.0,1.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rmbcWN6_8ds,2022-12-24,-0.9929672479629515,265770.0,ABN,330.0,299.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
HXS4z6IEs9I,2022-12-25,-0.892473578453064,1957.0,TV9,250.0,0.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
D8M1wRbFcUM,2022-12-29,-0.9965159893035888,3072.0,TV5,321.0,3.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x2sUc4lD7hY,2022-12-29,0.9975765347480774,6966.0,Sakshi,540.0,24.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Z5-2rhwkZ60,2023-01-03,-0.9973397850990297,94369.0,ABN,239.0,52.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OzaIioRVmtU,2023-01-06,0.9881625771522522,3489.0,TV9,545.0,3.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bPZZ4z_9PV0,2023-01-06,-0.9978790283203124,687.0,TV9,258.0,3.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
C4vxVdpLLh0,2023-01-06,-0.9985089898109436,3155.0,ABN,375.0,4.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
szxZTcHw8ZU,2023-01-06,0.6079198122024536,800.0,TV9,303.0,2.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
fEmPlKtcEbk,2023-01-06,-0.9928942322731018,11782.0,ABN,455.0,7.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GFt1OXUhh0k,2023-01-07,-0.9926697015762328,1335.0,ABN,256.0,4.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
z7ZQ1PIymFQ,2023-01-07,0.9979389309883118,3931.0,TV9,385.0,8.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SfxympeuhNA,2023-01-07,0.9934592247009276,1500.0,TV9,538.0,1.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
