ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,ambati rambabu,YS Viveka Case,Gadapa Gadapaku ,Kuppam,janasena party,Ramoji Rao,ap employees,ap assembly session today,jr ntr,Atchannaidu,alliance,Peddireddy ,vangalapudi anitha,polavaram,visakha,vijayasai reddy,lakshmi parvathi,roja,vidya deevena,nellore ,srikakulam,yuvashakti,tadepalli,ys vijayamma,Pension,vangaveeti radha,suprem court,ap development,balineni srinivasa reddy,tadipatri,varahi ,nellore mekapati,maa nammakam nuvve jagan,nandigama
rk8VWuFtpws,2022-06-28,-0.9808022975921632,1474.0,Sakshi,338.0,0.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Rh3uOPk0EEc,2022-06-29,0.9982348680496216,1657.0,Sakshi,199.0,0.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
BIyFt3B9TlE,2022-07-07,0.9961491823196412,1162.0,Sakshi,237.0,0.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1
Jek4Z6g6iTE,2022-07-08,0.9949803948402404,2538.0,Sakshi,336.0,7.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGIoNmrR8bU,2022-07-08,0.9979680180549622,7199.0,Sakshi,255.0,10.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
aQPvOvI_yJE,2022-07-09,0.9980168342590332,58368.0,Sakshi,594.0,27.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13VCte5oPLo,2022-07-10,-0.9973426461219788,172070.0,Sakshi,493.0,301.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pCisqwf9n6M,2022-07-10,0.9983918070793152,113276.0,Sakshi,342.0,115.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1
YrNVp2ZTgm0,2022-07-19,-0.9970073103904724,108252.0,Sakshi,534.0,155.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lNeYz0GjKEI,2022-07-22,-0.9815673232078552,15778.0,Sakshi,362.0,52.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iL_NEQgE9y8,2022-07-22,0.98457133769989,16279.0,Sakshi,527.0,25.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F_u8cTTc39I,2022-07-26,0.9948791265487672,74427.0,Sakshi,178.0,148.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
tA_6RCD8N-I,2022-07-29,0.9940409064292908,9265.0,Sakshi,231.0,34.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
BJ9E-IxbTL0,2022-07-29,-0.998641312122345,15815.0,Sakshi,230.0,23.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UOGR5GWPFLs,2022-07-30,-0.9992687106132508,7819.0,Sakshi,293.0,22.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
CNUqCbFj5ZM,2022-07-30,-0.9972687363624572,9321.0,Sakshi,263.0,19.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2nIPZjWEZbY,2022-07-30,-0.9937605261802672,5545.0,Sakshi,237.0,12.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
UF3v-bmwluI,2022-07-31,0.9844666719436646,20496.0,Sakshi,232.0,46.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
B68yKNI4qhU,2022-08-03,0.9976351261138916,38016.0,Sakshi,208.0,60.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
iSiIANsAQ20,2022-08-06,0.9927050471305848,232337.0,Sakshi,443.0,56.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0
3V8VUJXR77o,2022-08-09,-0.9683364033699036,73440.0,Sakshi,389.0,106.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XssQgBm4K3g,2022-08-23,-0.997909128665924,7237.0,Sakshi,230.0,51.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NJkSVLrTvaU,2022-08-24,-0.9981264472007751,2425.0,TV5,90.0,18.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
-6gEMXRpT_s,2022-08-26,-0.99355548620224,1359.0,TV5,231.0,1.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
mIUq6EcYeos,2022-08-28,-0.9990899562835692,53325.0,TV5,225.0,56.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1
jb4BAgsEhBA,2022-08-28,-0.9994226694107056,21425.0,TV5,230.0,37.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
m-CP6oaKYu0,2022-08-30,-0.995439887046814,9579.0,Sakshi,157.0,32.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
zzIGymDuvrk,2022-08-30,-0.9889609217643738,15619.0,Sakshi,585.0,16.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mOvWve5M4As,2022-09-02,0.9869092106819152,2856.0,Sakshi,302.0,20.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
W_e8oDQE7gA,2022-09-02,-0.9990946054458618,326.0,TV5,478.0,0.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zB3vQ3kOa8g,2022-09-02,-0.9976218342781068,165076.0,TV5,303.0,104.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
2d_4eMkeIwk,2022-09-03,-0.9908417463302612,1118.0,TV5,232.0,1.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r_VcHEeZWjM,2022-09-03,0.9972066283226012,691612.0,Sakshi,581.0,0.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WLlhZWcGhr8,2022-09-03,-0.9965912103652954,993.0,TV5,415.0,1.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EEjkuf74qtM,2022-09-03,0.9967401623725892,31293.0,Sakshi,497.0,31.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
efMR2i1rgCo,2022-09-03,0.996903359889984,55916.0,Sakshi,372.0,38.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PZ3yk-GSQG8,2022-09-03,-0.9903524518013,160639.0,Sakshi,276.0,79.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NlzGWCz86xE,2022-09-03,0.9959903359413148,1273.0,TV5,275.0,1.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
3hSxOiR-XLs,2022-09-04,-0.9944345355033876,1325.0,TV5,465.0,1.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4b4F2KMWn6s,2022-09-05,-0.9975383281707764,3411.0,Sakshi,161.0,8.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TjXNxHwt3Po,2022-09-05,-0.9930465817451476,12927.0,Sakshi,357.0,50.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
z4XezSN5uAQ,2022-09-06,-0.8480404019355774,1891.0,TV5,384.0,0.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QMcQY5nc6Hc,2022-09-08,-0.9994072914123536,3343.0,TV5,93.0,5.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T5mgOxDihSY,2022-09-09,0.9955849647521972,28693.0,TV5,80.0,43.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zWOYEQV4t4A,2022-09-10,-0.9880500435829164,47407.0,Sakshi,341.0,240.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KWPkWXGq4Yg,2022-09-10,0.9985950589179992,551.0,TV5,364.0,0.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
PCntLK1LVkw,2022-09-12,0.9962475895881652,2150.0,TV5,235.0,0.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
auB7T9Y_u0A,2022-09-14,-0.9988665580749512,15702.0,Sakshi,109.0,57.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SW5X4U_Kmuw,2022-09-14,-0.9891952276229858,34954.0,Sakshi,179.0,277.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TdXsEz9a-V0,2022-09-14,-0.9895368814468384,21431.0,Sakshi,98.0,119.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0
7cZ3fZYaOkQ,2022-09-16,-0.9984563589096068,8198.0,TV5,141.0,9.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v4KbqRG54do,2022-09-17,0.9832790493965148,1282.0,TV5,360.0,3.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TrbOaSq_rUQ,2022-09-17,-0.9935125708580016,4091.0,Sakshi,170.0,1.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
PyCAQAbRYUs,2022-09-20,-0.9326881170272828,240947.0,TV5,106.0,113.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
pYhZr4YDgvo,2022-09-21,-0.9954490065574646,47951.0,Sakshi,451.0,98.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HlB1f4TiLTo,2022-09-21,0.9932885766029358,4108.0,TV5,460.0,23.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ibrc_E-MEGs,2022-09-21,-0.9704312086105348,85625.0,TV5,195.0,95.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
lW_P9-jQKps,2022-09-22,0.9969375133514404,38120.0,TV5,354.0,43.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nzfi-Ow0b7E,2022-09-24,0.996301770210266,2674.0,Sakshi,178.0,6.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jN7uYGORHcc,2022-09-25,0.997452437877655,20960.0,TV5,162.0,55.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GDeH26PTwFA,2022-09-26,-0.999351680278778,29057.0,TV5,220.0,75.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
nuerL_6CONc,2022-09-26,-0.9990344047546388,4365.0,TV5,215.0,0.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
O_NiBkx175U,2022-09-28,-0.9979678988456726,581.0,TV5,146.0,3.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0
N5ICQZZU38Q,2022-09-29,-0.9987175464630128,2948.0,TV5,190.0,2.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dc02bpwzmGY,2022-10-01,0.9986428618431092,15331.0,Sakshi,164.0,19.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UczXnHRV1Bw,2022-10-01,0.9979664087295532,3297.0,Sakshi,417.0,1.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
azzzL7lw1co,2022-10-05,0.9958297610282898,2911.0,Sakshi,281.0,9.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qpx_vNSDQQU,2022-10-06,-0.99839848279953,29219.0,TV5,425.0,103.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0f45KDOebSY,2022-10-06,-0.9982026815414428,157081.0,TV5,190.0,394.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZAWBMHidJkU,2022-10-14,0.997515082359314,14474.0,Sakshi,410.0,14.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
tK71Q8Kendk,2022-10-15,-0.992160141468048,2344.0,TV5,110.0,13.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
0-SVs9AwbuQ,2022-10-15,0.9967948794364928,1694.0,TV5,435.0,3.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0gLqJJMdwSA,2022-10-15,0.9986867308616638,6171.0,Sakshi,211.0,25.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WNqggUOnN8E,2022-10-15,-0.9946852922439576,4786.0,Sakshi,358.0,14.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vZSY2eldURc,2022-10-15,-0.9969450831413268,6031.0,TV5,145.0,32.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0
wgkqeU3MTH4,2022-10-16,-0.9994480013847352,2410.0,TV5,260.0,3.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1NQGL3Aywp0,2022-10-16,0.9974965453147888,7995.0,TV5,351.0,10.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tnIMgLkDGJU,2022-10-18,-0.9971515536308287,53344.0,TV5,265.0,74.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8SZw3f9HBSA,2022-10-18,-0.9991403818130492,6247.0,TV5,275.0,13.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
IjcCMVLtcuc,2022-10-19,0.9840287566184998,26982.0,Sakshi,209.0,41.0,palakonda.png,Viswasarayi Kalavathi,YSRCP,Palakonda,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
