ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,ambati rambabu,YS Viveka Case,Kuppam,janasena party,tdp pattabhi,Ramoji Rao,ap employees,Sajjala ,ap assembly session today,Atchannaidu,high court,gorantla ,alliance,Peddireddy ,vangalapudi anitha,ambati rambabu ,polavaram,visakha,byreddy siddharth reddy,vijayasai reddy,kotamreddy ,undavalli arun kumar,roja,vidya deevena,nellore ,srikakulam,yuvashakti,tadepalli,ys vijayamma,Pension,vangaveeti radha,suprem court,ap development,Kethireddy Venkatarami Reddy,balineni srinivasa reddy,tadipatri,Anam Ramanarayana Reddy,butchaiah chowdary,Corona,gudivada ,varahi ,election commission,nellore mekapati,maa nammakam nuvve jagan,nandigama,High Court
OWp1-2Kna1s,2023-01-03,0.9945342540740968,7699.0,TV9,316.0,14.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1zTghaeCPvM,2023-01-03,0.9879292249679564,14380.0,ABN,364.0,20.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xCwsw0YfX5Q,2023-01-03,0.998252809047699,1927.0,TV9,322.0,9.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
To4OzxE9nRw,2023-01-03,0.8685316443443298,4882.0,TV9,549.0,5.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cQKu3KkjlGU,2023-01-03,0.9977658987045288,49286.0,ABN,390.0,73.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1YuDwql2yHo,2023-01-03,-0.9984145164489746,2918.0,ABN,272.0,2.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9UwPj8C8lzM,2023-01-03,-0.999045431613922,2235.0,TV9,350.0,0.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
O7_3mJyNU-Y,2023-01-03,-0.9985297918319702,1875.0,TV5,221.0,1.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
eED2iJYRGzE,2023-01-03,-0.9931724667549132,20515.0,ABN,155.0,35.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
87NfXdYLVPI,2023-01-03,-0.9948641657829284,3569.0,TV9,305.0,6.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kq1PPlIEu44,2023-01-03,-0.9993791580200196,2638.0,TV9,328.0,7.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pav8rqa8sj4,2023-01-04,0.99871826171875,784.0,TV9,275.0,4.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QdjAxTuC4Xk,2023-01-04,-0.998445451259613,2779.0,TV9,324.0,3.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTfii3SLfpQ,2023-01-04,0.9824309945106506,6327.0,ABN,232.0,1.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1UaNQrZSy-Q,2023-01-04,-0.9980008006095886,4640.0,ABN,335.0,0.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-psYsOSXNe8,2023-01-04,0.9979981780052184,1311.0,TV9,342.0,5.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sFaHd8eaDec,2023-01-04,0.9967203736305236,17817.0,ABN,355.0,37.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EoeHzLsuNLI,2023-01-04,-0.9982340335845948,7836.0,TV5,248.0,9.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTHE6ZBsOWM,2023-01-05,-0.9986650943756104,1833.0,ABN,325.0,3.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1Tqr4VTRi00,2023-01-05,0.998615860939026,423.0,TV9,272.0,0.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uQdtAr6L95g,2023-01-05,0.9951550960540771,9485.0,ABN,480.0,17.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jG0llqCQ6Go,2023-01-05,0.9982693195343018,3166.0,TV9,270.0,1.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XXKxeewz7t4,2023-01-05,-0.9951752424240112,1096.0,ABN,109.0,2.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zPmC9oOwrN8,2023-01-05,-0.9977549910545348,1271.0,ABN,247.0,1.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
GJslyAPO3_8,2023-01-06,-0.9973148703575134,227.0,ABN,61.0,0.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3Yfhr35m8Ws,2023-01-06,-0.9990963935852052,4938.0,TV5,171.0,3.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n87Mw5wnAD0,2023-01-06,-0.997217059135437,835.0,TV5,259.0,1.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu53cZpS4g,2023-01-06,-0.9886852502822876,980.0,TV9,200.0,1.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bopkckOrgz0,2023-01-06,0.996286392211914,3803.0,TV9,421.0,9.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MBMtsY6glsU,2023-01-06,0.936166524887085,30432.0,TV5,345.0,48.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
UBd6XcjSOUg,2023-01-06,-0.997094988822937,2044.0,TV9,205.0,2.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMIj3nhdt5Y,2023-01-06,-0.993560791015625,497.0,TV9,150.0,2.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9bRgZgfUAws,2023-01-06,-0.9980707764625548,599.0,TV5,307.0,0.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4MQjEmye_J8,2023-01-06,-0.998474419116974,4254.0,TV9,412.0,1.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1Dcus_y2GE,2023-01-06,0.9866191744804382,3358.0,TV9,490.0,3.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nqLwxmCCu_s,2023-01-06,-0.9974768757820128,1834.0,TV9,411.0,2.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
F8SPUL1uddE,2023-01-06,-0.9779150485992432,1258.0,TV9,426.0,0.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aMPIg2CT7E8,2023-01-06,-0.9956977367401124,5118.0,TV9,82.0,2.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O3yfXuBsmyU,2023-01-06,0.9308993816375732,4059.0,TV9,249.0,12.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
JApYOp658JU,2023-01-06,-0.9986370205879213,1150.0,TV9,210.0,1.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5JBV60QMYmw,2023-01-07,0.998672604560852,666.0,TV9,331.0,1.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
qGn4ulP9pEg,2023-01-08,-0.9918360114097596,165150.0,TV9,298.0,273.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
a5wGBng9upM,2023-01-08,0.9962818026542664,24038.0,TV9,471.0,101.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lJnpPUHFpQw,2023-01-08,0.9863176345825196,10108.0,Sakshi,310.0,94.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
MMaGoEO2MnE,2023-01-08,-0.9991390705108644,5263.0,ABN,199.0,21.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t40wx5eaM9A,2023-01-09,-0.9898927807807922,481.0,ABN,345.0,1.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DOyPNOIVFHc,2023-01-09,0.998353123664856,4553.0,ABN,385.0,8.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Nb6CRJx_-w,2023-01-09,0.9937782287597656,1241.0,ABN,235.0,5.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HHZEnhBR7-w,2023-01-09,-0.9994854927062988,70958.0,ABN,320.0,264.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIAMSl1S16o,2023-01-09,-0.9984642267227172,8946.0,ABN,170.0,33.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AQECVwRTGmI,2023-01-09,0.9584266543388368,5553.0,ABN,370.0,9.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rzhg4cpJE44,2023-01-09,-0.998625636100769,450.0,ABN,530.0,0.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
byNMpggO1os,2023-01-09,-0.9897273182868958,530.0,ABN,420.0,1.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_F5RC0afXjQ,2023-01-09,-0.9978662133216858,2339.0,ABN,120.0,5.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R9mY5wnQacM,2023-01-10,0.988752543926239,351.0,TV5,292.0,0.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cnE7gHt4ZCk,2023-01-10,-0.9980109333992004,5309.0,TV5,505.0,13.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
EaGbL987Sbo,2023-01-10,-0.9978690147399902,706.0,TV5,231.0,0.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kRLuVGMTWDg,2023-01-10,0.992619812488556,19194.0,TV5,305.0,28.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
3bpHcsDiwO4,2023-01-10,-0.9988672733306884,874.0,TV5,104.0,2.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
r-iXdvA5JY0,2023-01-10,0.551906943321228,1127.0,TV5,235.0,0.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sJxX5eWHIbI,2023-01-10,0.9923080205917358,33126.0,TV5,445.0,21.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sunTNXFqKEE,2023-01-10,0.997876524925232,3237.0,Sakshi,212.0,4.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
zSa-01uwlZg,2023-01-10,-0.9901942610740662,1033.0,TV5,235.0,0.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bVmws2vC72Q,2023-01-10,-0.989059567451477,987.0,TV5,158.0,5.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NVJIFbh0_bE,2023-01-11,0.997438669204712,3112.0,TV9,165.0,2.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
_48LZVy3tGw,2023-01-11,-0.9980061650276184,589.0,TV5,240.0,0.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CVj_YfYnHsg,2023-01-11,0.9922926425933838,1079.0,TV5,420.0,0.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ptwTYj6wOzk,2023-01-11,0.9975715279579164,782.0,TV9,291.0,0.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
