ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,ambati rambabu,YS Viveka Case,Kuppam,janasena party,tdp pattabhi,Ramoji Rao,ap employees,Sajjala ,ap assembly session today,Atchannaidu,high court,gorantla ,alliance,Peddireddy ,vangalapudi anitha,ambati rambabu ,polavaram,visakha,byreddy siddharth reddy,vijayasai reddy,kotamreddy ,undavalli arun kumar,roja,vidya deevena,nellore ,srikakulam,yuvashakti,tadepalli,ys vijayamma,Pension,vangaveeti radha,suprem court,ap development,Kethireddy Venkatarami Reddy,balineni srinivasa reddy,tadipatri,Anam Ramanarayana Reddy,butchaiah chowdary,Corona,gudivada ,varahi ,election commission,nellore mekapati,maa nammakam nuvve jagan,nandigama,High Court
u63j3gJL9b8,2022-11-19,-0.9994901418685912,5278.0,TV9,279.0,20.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1Ok7vUhy2TI,2022-11-19,-0.9952351450920104,658.0,ABN,373.0,7.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pmBVv7t2LYY,2022-11-19,-0.998421311378479,683.0,TV9,205.0,0.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ZxvF_F8tO64,2022-11-19,-0.9990473389625548,2015.0,TV9,235.0,8.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZLCVztUT8Wk,2022-11-19,0.998736560344696,698.0,TV9,74.0,2.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qC5zjYI6WbQ,2022-11-19,-0.998683512210846,2574.0,TV9,278.0,4.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N8dX_NqY3BU,2022-11-19,-0.9902262687683104,2958.0,Sakshi,202.0,7.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5F8ONgNNKTA,2022-11-19,-0.9994788765907288,624.0,ABN,192.0,0.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wCW78Vk64JM,2022-11-19,-0.997328281402588,1957.0,TV5,476.0,3.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_wps4w5xjvk,2022-11-20,0.9980777502059937,1677.0,TV5,362.0,2.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sxKbnlugCMk,2022-11-20,-0.9984039664268494,3440.0,TV5,587.0,8.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
buWZkilEBFg,2022-11-20,0.9955846667289734,3828.0,TV9,255.0,2.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ndO4Su99fNU,2022-11-20,0.9912275671958924,2689.0,TV5,209.0,6.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ifP6yQ-CdMI,2022-11-20,-0.9790788888931274,7425.0,TV5,221.0,11.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H6M-p1oTPFQ,2022-11-20,-0.9970038533210754,748.0,TV5,176.0,0.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qhxt7969Y0A,2022-11-20,-0.9879647493362428,1564.0,TV5,202.0,1.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DkS00hGiEaY,2022-11-20,-0.9984112977981568,3645.0,TV5,80.0,4.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
nqvsdHLScQw,2022-11-20,0.984311044216156,1583.0,ABN,165.0,5.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NGsG9hAJPpk,2022-11-20,0.9795030355453492,1424.0,ABN,281.0,3.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZlyWnuHvd2s,2022-11-21,0.971856653690338,1880.0,TV9,293.0,0.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MHc1ljPhapU,2022-11-21,-0.9987164735794068,26527.0,TV9,332.0,19.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
00gsKu0GE9M,2022-11-22,-0.9982738494873048,1446.0,TV9,74.0,0.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_g0ZFX9uNCk,2022-11-22,0.9977644681930542,3344.0,TV5,380.0,5.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tiJMDRcl-nE,2022-11-22,-0.9992703795433044,640.0,ABN,370.0,0.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wZiF6AtCMGo,2022-11-22,0.9980440139770508,423.0,TV9,88.0,0.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dl5BoWYEsgs,2022-11-22,-0.9046033024787904,822.0,ABN,69.0,0.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_okiICTMFtA,2022-11-22,-0.9951165914535522,2152.0,TV9,425.0,0.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eq2XWmpTw0E,2022-11-22,-0.9806383848190308,2528.0,TV9,287.0,2.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LfVBB4xUNFU,2022-11-22,0.993442177772522,8225.0,ABN,495.0,31.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0Sdsm_7mntI,2022-11-23,-0.9987217783927916,25627.0,ABN,500.0,49.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XEKKTDInOp0,2022-11-23,-0.9865065813064576,724.0,ABN,186.0,0.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7ilrtUoPmrE,2022-11-23,-0.8764724135398865,2325.0,TV9,312.0,0.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CabCo507IQI,2022-11-23,-0.9800928831100464,5379.0,TV9,333.0,10.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
VMC_19ipcRE,2022-11-23,-0.9976951479911804,1366.0,TV5,210.0,3.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
EgjaU6owZC8,2022-11-23,-0.9761061072349548,5227.0,TV9,266.0,10.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5qO3aC4xl4I,2022-11-23,0.99830961227417,790.0,ABN,185.0,2.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GB2I832Iik4,2022-11-23,0.9930818676948548,4581.0,TV5,410.0,16.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uDGaENuob-s,2022-11-23,0.9976727366447448,10945.0,TV5,445.0,7.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pmIyV1LmzA0,2022-11-24,-0.9985583424568176,1798.0,TV5,347.0,1.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
F6y-Yqs9hf4,2022-11-24,-0.9932698607444764,2757.0,ABN,180.0,1.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
avMeQ9U-2tg,2022-11-24,0.9725658297538756,1340.0,ABN,290.0,2.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7CQDfixJ0-A,2022-11-24,-0.9973799586296082,1297.0,ABN,315.0,6.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8qOjrDE3ErA,2022-11-24,0.993834376335144,1956.0,TV5,295.0,1.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
XvUj_-vqbOo,2022-11-24,-0.9991227984428406,285.0,ABN,131.0,0.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Rb9-3cNEac,2022-11-24,0.9972845315933228,2312.0,TV5,220.0,5.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6GCBlSQY9ng,2022-11-24,-0.997292697429657,3168.0,TV5,459.0,7.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6mLv1BEeork,2022-11-24,-0.98713219165802,3177.0,ABN,365.0,7.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wep_6AC2x-8,2022-11-24,-0.9968851208686828,1825.0,ABN,385.0,2.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mDuyloOewBg,2022-11-24,-0.9970977306365968,6482.0,ABN,495.0,16.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dpraItwpwMU,2022-11-24,-0.996403694152832,3396.0,ABN,405.0,3.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GBTfFusdd9Q,2022-11-24,-0.9949440360069276,2647.0,ABN,255.0,3.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEwYdev4MFE,2022-11-24,-0.997210681438446,461.0,ABN,102.0,0.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l_rZbf8b3iE,2022-11-24,-0.9985148310661316,2885.0,TV9,179.0,7.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCWvtRzys7I,2022-11-24,-0.999440610408783,6119.0,TV9,277.0,4.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMeIyDwwHhM,2022-11-24,-0.6009125113487244,1617.0,TV5,295.0,5.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1
QE_78vjq0OQ,2022-11-25,-0.9985218644142152,910.0,ABN,545.0,0.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e9IsMbWpc90,2022-11-26,-0.9978460073471068,1281.0,TV9,216.0,3.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7PNBv3gDt4c,2022-11-26,0.9913424253463744,1684.0,TV5,260.0,10.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
hPH2EAEWVL4,2022-11-26,-0.992556929588318,2803.0,TV9,161.0,26.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
joD0fwXjPG8,2022-11-26,-0.9978708028793336,2471.0,TV5,219.0,1.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0
3zF2C9gHlBc,2022-11-26,0.9987813830375672,964.0,TV9,253.0,0.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fH_R_gDmjcI,2022-11-26,-0.9979477524757384,624.0,TV9,151.0,1.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8zzDQ0qlS7w,2022-11-26,0.9970319271087646,2333.0,TV9,311.0,9.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
iffnVuLBjfE,2022-11-26,0.9975584745407104,2251.0,TV5,367.0,6.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ya_S0cI7uq4,2022-11-27,-0.99673730134964,617.0,TV9,322.0,0.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WcxnKdVOxzM,2022-11-27,-0.9965781569480896,1070.0,TV9,188.0,1.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hPab5DVQ2kk,2022-11-27,-0.9959989786148072,1604.0,TV9,64.0,4.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aG3G-5cYLaM,2022-11-27,0.9976186156272888,720.0,TV9,125.0,3.0,jammalamadugu.png,Mule Sudheer Reddy,YSRCP,Jammalamadugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
