ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,ambati rambabu,Yellow Media,janasena party,ap employees,ap assembly session today,Atchannaidu,high court,alliance,Peddireddy ,vangalapudi anitha,polavaram,visakha,Kakani,vijayasai reddy,kotamreddy ,roja,nellore ,srikakulam,yuvashakti,tadepalli,ys vijayamma,Pension,vangaveeti radha,suprem court,ap development,chintamaneni prabhakar,Kethireddy Venkatarami Reddy,balineni srinivasa reddy,tadipatri,varahi ,nellore mekapati,maa nammakam nuvve jagan,nandigama,High Court
UmQrvR69Br4,2022-11-08,0.9975268244743348,2101.0,Sakshi,237.0,7.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
0MghXwlmj00,2022-11-09,-0.9955291152000428,3044.0,ABN,365.0,0.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
itFLLAkqGhc,2022-11-10,-0.999495267868042,3569.0,ABN,295.0,4.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
q7JGRUgKNJI,2022-11-12,-0.9981942772865297,10585.0,ABN,340.0,28.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rVbc9_CPaXk,2022-11-13,-0.8056135177612305,1099.0,ABN,145.0,0.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7nqitmbRCWw,2022-11-14,0.9985219836235046,5791.0,TV5,210.0,11.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
oGKMVpvvJY8,2022-11-14,-0.9990059733390808,6965.0,ABN,325.0,8.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
gvlEftCma6c,2022-11-14,-0.9985711574554444,2684.0,ABN,180.0,0.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
CfZtk81Ag2k,2022-11-16,0.9974679946899414,9618.0,Sakshi,107.0,4.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uZi-vuilNsE,2022-11-16,-0.9901992082595824,27059.0,ABN,390.0,27.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dItXK5A7Sms,2022-11-16,-0.9963226318359376,3194.0,ABN,146.0,1.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-hNNdfjkTJI,2022-11-17,-0.9986087679862976,266.0,ABN,94.0,0.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WDdz8AyqXM8,2022-11-17,0.9986401200294496,414.0,ABN,272.0,0.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
DK_Nqu6oxQE,2022-11-17,-0.9771785736083984,1651.0,ABN,157.0,0.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
BnJ2w42JINM,2022-11-17,-0.9968106150627136,55071.0,Sakshi,540.0,128.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sr4eCQEqRXw,2022-11-17,-0.998915433883667,45745.0,ABN,580.0,110.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nkWGu--mcB0,2022-11-18,-0.9981620907783508,5462.0,Sakshi,195.0,21.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DQ41KcykdhQ,2022-11-18,-0.987820029258728,5805.0,ABN,175.0,4.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
os2xDgTbWSk,2022-11-21,-0.9975948929786682,14556.0,ABN,255.0,27.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AOl5gOiBlPo,2022-11-22,-0.9954522252082824,11456.0,ABN,490.0,16.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tiJMDRcl-nE,2022-11-22,-0.9992703795433044,640.0,ABN,370.0,0.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LfVBB4xUNFU,2022-11-22,0.993442177772522,8225.0,ABN,495.0,31.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LvyYiOs5uag,2022-11-23,-0.9982234835624696,1672.0,ABN,234.0,5.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qBNPEKQ0A7c,2022-11-23,-0.9973714351654052,12467.0,ABN,255.0,2.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-e7r-1F8oVU,2022-11-24,-0.993259072303772,664.0,ABN,100.0,0.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PV1MtyMQSyw,2022-11-24,-0.9985448122024536,4313.0,ABN,529.0,1.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7Wj6EMuoTFE,2022-11-24,-0.990599811077118,5470.0,ABN,579.0,8.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
HbvXDUfKSk8,2022-11-24,-0.98996502161026,1228.0,ABN,220.0,2.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
ahVbN1Sk-B4,2022-11-25,-0.9980328679084778,3134.0,ABN,340.0,12.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HGq0HEs6dSE,2022-11-25,-0.9895811080932616,2186.0,ABN,219.0,6.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZLDNzs4Rnkg,2022-11-25,-0.999113380908966,2316.0,TV9,171.0,1.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
KJBkTEn4Sn8,2022-11-26,-0.6878144145011902,142185.0,TV5,542.0,169.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1oMHMqm4TO8,2022-11-28,-0.9986870884895324,2758.0,TV9,207.0,3.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
zikZGr4-S9M,2022-11-28,-0.9827286601066588,668.0,Sakshi,496.0,1.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1AQUfhGtK5Q,2022-11-28,-0.9966691136360168,1506.0,TV9,350.0,1.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2O8NQlLh2A,2022-11-29,-0.9852765202522278,2322.0,ABN,430.0,7.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lgh9epHBPpg,2022-11-29,-0.9735903143882751,1574.0,ABN,425.0,4.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RMfJFxezBbg,2022-11-30,-0.9983314871788024,612.0,ABN,445.0,1.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ddk3TylfJfk,2022-12-03,0.99518084526062,1100.0,Sakshi,225.0,1.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
NxSEAs1HFO0,2022-12-04,-0.9674453139305116,2912.0,TV9,247.0,16.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
bUjr3P89mO4,2022-12-04,-0.9979209303855896,15431.0,TV5,325.0,12.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
dJniZao4C7M,2022-12-04,0.9930485486984252,1515.0,TV5,155.0,1.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
I4h02TCx9AU,2022-12-04,-0.9924697279930116,3785.0,TV5,200.0,19.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VrhBWEl8cIk,2022-12-04,0.9936254024505616,1763.0,ABN,190.0,5.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OMfE6ni4PBo,2022-12-04,-0.985087275505066,1246.0,ABN,370.0,3.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
bzcgOT0eId4,2022-12-04,-0.9929113984107972,673.0,ABN,280.0,4.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HhvarjHdx-c,2022-12-05,0.9865443110466005,815.0,Sakshi,429.0,8.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8DpAqRV_F04,2022-12-05,-0.9980371594429016,993.0,ABN,303.0,2.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gbSReebP-u4,2022-12-05,0.9874089956283568,781.0,Sakshi,344.0,1.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ofn-wd-FXKk,2022-12-06,-0.9853442311286926,14353.0,ABN,164.0,25.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pacWTYhNuWY,2022-12-06,-0.999394416809082,2860.0,ABN,153.0,0.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
h6f5Kjlg9Ek,2022-12-06,0.9981566071510316,397.0,ABN,153.0,0.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lWGSUlc8oFc,2022-12-06,-0.9947245717048644,7947.0,ABN,151.0,3.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-FBITp-l-X0,2022-12-07,0.9982178807258606,2156.0,TV5,220.0,6.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UVjKbD_ltgA,2022-12-07,-0.9882959723472596,316.0,ABN,130.0,0.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WeCwU02IaTg,2022-12-07,0.9962111711502076,1458.0,TV9,101.0,4.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
L3O9OVCHRk4,2022-12-07,-0.999454915523529,1847.0,TV9,333.0,8.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
he0JuivXTiU,2022-12-07,-0.9986055493354796,1413.0,ABN,300.0,0.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
hQ_COtbfNy8,2022-12-07,0.9978216886520386,2079.0,TV5,295.0,5.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
fTNt57EAgtw,2022-12-07,0.9795854091644288,623.0,ABN,245.0,4.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aE8hKzMLRbs,2022-12-07,-0.9956281185150146,3400.0,TV9,281.0,0.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uylv-THT_nc,2022-12-07,-0.9832910299301147,732.0,TV5,85.0,2.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pKcvpdKjD6c,2022-12-07,0.9987273812294006,1719.0,TV9,255.0,0.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6yeikm3DEGc,2022-12-07,-0.9938579201698304,36242.0,ABN,586.0,33.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UJc4lV7-lDU,2022-12-07,-0.9987038373947144,2199.0,TV9,251.0,10.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sQkt7wg4xic,2022-12-07,0.993371605873108,1497.0,TV9,145.0,2.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
IE_HhXD8Gcg,2022-12-07,-0.998078465461731,2596.0,TV5,145.0,5.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W4mET8eDT50,2022-12-07,-0.997967541217804,1988.0,TV9,253.0,4.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DYtiRiGXN1o,2022-12-07,-0.970132291316986,822.0,TV9,146.0,1.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4KRlLQl2sfI,2022-12-07,0.9966666102409364,6460.0,TV9,249.0,24.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
9XYe-Yt5HNw,2022-12-07,0.9965772032737732,5662.0,TV9,355.0,38.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JWaFSbxqnE8,2022-12-07,0.9988502264022828,3999.0,TV9,122.0,5.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
-TtXbH0R8T4,2022-12-08,0.9884113073349,1234.0,TV9,282.0,4.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iZinGIn60zc,2022-12-08,0.9968847632408142,1050.0,ABN,530.0,0.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ufFp4Esf1Fg,2022-12-08,0.9958266615867616,3851.0,TV5,70.0,0.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HuKEI6QSDCA,2022-12-08,-0.9986621141433716,3182.0,TV9,280.0,5.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ArZldbZXHA8,2022-12-09,0.9979378581047058,428.0,TV9,268.0,0.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
SkEqG4e5vFY,2022-12-09,0.9988067150115968,2560.0,TV9,301.0,0.0,tirupati_l2.png,Maddila Gurumoorthy,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
