ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,ambati rambabu,janasena party,ap employees,Sajjala ,ap assembly session today,Atchannaidu,YSRCP Plenary,high court,alliance,Peddireddy ,polavaram,visakha,byreddy siddharth reddy
CP5h05BZdg0,2022-10-13,0.9909492135047911,2469.0,ABN,295.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
FbnkRvyQE2s,2022-10-13,0.9969504475593568,1577.0,TV5,165.0,3.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wJPqcIdfob4,2022-10-13,-0.9968326687812804,701.0,ABN,294.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OaxdRfFVkHc,2022-10-13,-0.9992035031318665,3204.0,ABN,273.0,1.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
te-0nO0JHJg,2022-10-14,-0.992493212223053,1909.0,Sakshi,491.0,6.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x-WGTjsm_Qw,2022-10-14,-0.9968936443328856,323.0,ABN,291.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
vbnTtEDvUCk,2022-10-14,-0.9897369742393494,2234.0,TV5,230.0,13.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dPUkksrUNDg,2022-10-14,-0.9963974356651306,2582.0,Sakshi,144.0,54.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MFusNjWKhGA,2022-10-14,-0.9946789741516112,1736.0,TV5,330.0,2.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
cbue69yS_lI,2022-10-15,0.9362724423408508,1078.0,TV5,234.0,11.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Se88_S7_PUE,2022-10-15,0.9961910247802734,10396.0,Sakshi,109.0,43.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
wxctMlHXZtg,2022-10-15,0.9941283464431764,3765.0,Sakshi,135.0,17.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
piDQx1P2LOs,2022-10-24,0.9961910247802734,996.0,ABN,272.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hAdaj3Ae5BI,2022-10-25,0.9988307356834412,1239.0,ABN,435.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
urDvcV6hVUQ,2022-10-26,-0.9911415576934814,1534.0,TV5,417.0,2.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
2I2swzJd1sY,2022-10-26,-0.9947578310966492,3769.0,TV5,324.0,4.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yz6cxqBHbhU,2022-10-28,-0.9774866700172424,2398.0,TV5,105.0,1.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Hyjq2wYrdl0,2022-11-03,-0.9994803071022034,108683.0,ABN,455.0,286.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1g9kZEmTqLE,2022-11-05,-0.9513167142868042,2288.0,Sakshi,403.0,12.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
h88r1E8fni0,2022-11-07,-0.9981642365455629,1897.0,TV5,340.0,1.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9QBSaTWlVkU,2022-11-09,-0.9981060028076172,1147.0,TV5,554.0,1.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wRhXk5pqflo,2022-11-09,0.9939749836921692,16288.0,TV5,410.0,75.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8qUuswbR9Pw,2022-11-14,-0.9989399313926696,3976.0,ABN,210.0,3.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
v8GsF6xCS8E,2022-11-15,-0.9908638596534728,384.0,ABN,303.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tfPefFNUYSg,2022-11-17,0.8109051585197449,1348.0,TV9,103.0,1.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1xcONs6M9QU,2022-11-18,0.9925877451896667,506.0,ABN,387.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nkWGu--mcB0,2022-11-18,-0.9981620907783508,5462.0,Sakshi,195.0,21.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y855bEq-ymA,2022-11-18,0.9935426712036132,10354.0,ABN,420.0,15.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g3L9vWKkk9Q,2022-11-19,0.9856281280517578,1914.0,Sakshi,155.0,2.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FXNudxPq3NE,2022-11-21,0.9874569773674012,1472.0,Sakshi,495.0,8.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ce_MWXC5ebo,2022-11-22,-0.992514193058014,2790.0,TV9,99.0,11.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tiJMDRcl-nE,2022-11-22,-0.9992703795433044,640.0,ABN,370.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
i5O880UwIlI,2022-11-22,-0.9976910352706908,899.0,TV5,257.0,2.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
__yBjiCJMH4,2022-11-23,0.9978830218315125,51080.0,Sakshi,300.0,70.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Ocd5_wy7ses,2022-11-23,-0.9889982342720032,2937.0,TV9,534.0,16.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9TfR2rm3pTY,2022-11-23,-0.9994474053382874,3191.0,Sakshi,192.0,14.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1
uqLbE8r3DC0,2022-11-24,-0.8106818795204163,2344.0,ABN,584.0,4.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-dSqcnvBk,2022-11-24,-0.99093759059906,368.0,ABN,278.0,1.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
SRN_2soscQc,2022-11-24,-0.9986703395843506,1271.0,Sakshi,224.0,3.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m-bBbuUApvc,2022-11-26,-0.9966551065444946,3186.0,TV5,165.0,10.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vxLb0IObq8s,2022-11-26,-0.9988849759101868,804.0,TV5,405.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AZcKKyon6rQ,2022-11-27,0.9933142066001892,10298.0,TV5,491.0,22.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
erDh7IOb50I,2022-11-28,-0.9988934397697448,9247.0,Sakshi,208.0,61.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
kumGdleB724,2022-11-28,0.9887397885322572,23215.0,Sakshi,561.0,75.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
zikZGr4-S9M,2022-11-28,-0.9827286601066588,668.0,Sakshi,496.0,1.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3mpFbyDbAbo,2022-11-28,-0.9965180158615112,5525.0,Sakshi,173.0,21.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
f4ox5dQ-Zc4,2022-11-28,0.9978604912757874,3286.0,TV9,248.0,4.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
BlNPIcufZmI,2022-11-28,-0.9747817516326904,819.0,TV9,231.0,6.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51lVQAyCd4I,2022-11-29,0.9983262419700624,18744.0,TV9,83.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VEFbF63O7gE,2022-12-02,-0.982494294643402,14350.0,TV5,365.0,41.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sstNgYf3-GE,2022-12-02,-0.9962565898895264,1544.0,ABN,356.0,2.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652w6svhzv8,2022-12-02,-0.9930197596549988,1150.0,TV9,56.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ddk3TylfJfk,2022-12-03,0.99518084526062,1100.0,Sakshi,225.0,1.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9B_f8yGzOtU,2022-12-04,0.9917799830436708,2050.0,TV9,307.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7iYEho77uSU,2022-12-06,-0.9981313347816468,1539.0,TV9,192.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LeHD_6-yaeY,2022-12-06,-0.9944981932640076,2377.0,TV9,337.0,4.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZHb-Nv18t-E,2022-12-07,0.9900335669517516,6992.0,TV5,350.0,3.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xQGhUOzQEAE,2022-12-08,0.989429771900177,16648.0,TV5,235.0,24.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LExRdEi8nfg,2022-12-09,-0.988943338394165,14299.0,TV5,255.0,9.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ly5SMZD6PlM,2022-12-09,-0.9930087327957152,3858.0,TV5,405.0,6.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vMh9A6DVHp8,2022-12-09,-0.9985748529434204,2648.0,ABN,384.0,3.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l1vo8DViuGg,2022-12-09,0.9963271021842957,4307.0,TV5,390.0,11.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kj8JXOvNwNM,2022-12-10,-0.99335914850235,3039.0,TV9,165.0,1.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-TyRYzM6kZk,2022-12-10,-0.994076371192932,3234.0,TV9,267.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9bwFcZktHe8,2022-12-10,0.9772014617919922,2033.0,TV5,255.0,3.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
JCU4m9abgT4,2022-12-12,-0.9878745675086976,16322.0,TV9,198.0,13.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5W-H6OmI6jY,2022-12-13,-0.9962913990020752,2126.0,TV5,558.0,2.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GsK2i627eII,2022-12-13,-0.9992045760154724,4819.0,TV5,435.0,5.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7BZN4_nzpYw,2022-12-13,-0.9983910322189332,913.0,ABN,234.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGoQKJKfz_E,2022-12-13,0.9969682097434998,1467.0,TV5,269.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MxxBix0729I,2022-12-14,-0.9968971014022828,4088.0,TV9,233.0,7.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qwxJtJNxGbg,2022-12-14,0.9622267484664916,8510.0,TV9,238.0,15.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
u_JAfPEf2XY,2022-12-14,-0.999358594417572,2883.0,TV9,186.0,3.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGzrLYN_kFI,2022-12-14,-0.996955633163452,1582.0,TV9,286.0,10.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
pux-w4s2-vg,2022-12-15,0.9964107871055604,5459.0,TV9,63.0,1.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9kzRa5-I2Ew,2022-12-15,0.9736980199813844,2423.0,TV9,123.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lartgH4-usc,2022-12-15,0.9979885816574096,2065.0,TV9,142.0,4.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
I8uHPTVadRo,2022-12-17,-0.9973124265670776,18574.0,Sakshi,577.0,58.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32jyqXs93iM,2022-12-17,-0.9959806203842164,2091.0,ABN,592.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bu5uiCTi4Sw,2022-12-17,-0.998117208480835,13360.0,TV9,229.0,7.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
_d_yJx65ZVY,2022-12-19,-0.996485948562622,15379.0,Sakshi,468.0,33.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nEOwFNMYHGk,2022-12-19,0.9878616333007812,10720.0,TV5,75.0,1.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UutukLzes-s,2022-12-19,-0.999147653579712,1928.0,ABN,325.0,2.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sCMWyTa3bl8,2022-12-19,0.9983345866203308,2394.0,Sakshi,395.0,4.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FbAu-a9BeRo,2022-12-19,-0.9974393844604492,500.0,TV5,95.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10jGZQhmVOQ,2022-12-19,-0.9450049996376038,420.0,TV5,180.0,1.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4GhLzlVFyuI,2022-12-20,0.993675172328949,2735.0,TV9,263.0,6.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
q_Tebcc6vwk,2022-12-21,0.9958052635192872,1174.0,TV9,286.0,5.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aMe2QLz4K7Q,2022-12-23,-0.9958908557891846,2068.0,TV9,304.0,1.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BE-s-4Z0Cuw,2022-12-23,-0.9963969588279724,22409.0,TV9,318.0,13.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KncS0J_d5Q4,2022-12-24,-0.9994319081306458,1049.0,TV9,296.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8bSs7ozCpMI,2022-12-25,0.9960134029388428,673.0,TV9,172.0,2.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2sMhhqpFjZs,2022-12-26,-0.9988114833831788,1963.0,Sakshi,104.0,2.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rzf3R8IpY0k,2022-12-27,-0.990925431251526,13395.0,TV9,335.0,15.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kYHab96sMtI,2022-12-27,0.9917125701904296,2243.0,TV9,268.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPP9bYr64Gk,2022-12-27,0.9971497654914856,1522.0,Sakshi,408.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XmYOHV7gblU,2022-12-27,-0.9955520033836364,11881.0,TV9,160.0,15.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCPEx8lJ1QY,2022-12-28,-0.9976270794868468,1582.0,TV9,316.0,2.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
twsfFkLjMz4,2022-12-28,-0.9972212314605712,532.0,TV9,270.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cY9TzoHQJAs,2022-12-28,-0.9902021884918212,399.0,TV5,422.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIgSLPUocNA,2022-12-28,-0.9993940591812134,536.0,TV9,295.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_S81U4d4p_0,2022-12-28,-0.9984776377677916,2242.0,TV9,252.0,1.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JjK6pM9bDeQ,2022-12-28,-0.986510694026947,553.0,TV9,277.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
pPG_i5H8AP4,2022-12-28,-0.997975766658783,1271.0,TV9,127.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
nV4CN-XhcP8,2022-12-28,0.9650355577468872,635.0,TV9,272.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gsu60WaA8dc,2022-12-30,-0.99078768491745,361.0,ABN,555.0,1.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jgjXnWj-Pro,2022-12-31,0.9929948449134828,35968.0,Sakshi,518.0,176.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fZjVTtnZZ30,2023-01-01,0.9953272342681884,10959.0,TV9,284.0,8.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
c1uxiPwwVhI,2023-01-02,0.9976301193237304,2828.0,TV9,115.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
