ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,ambati rambabu,janasena party,ap employees,Sajjala ,ap assembly session today,Atchannaidu,YSRCP Plenary,high court,alliance,Peddireddy ,polavaram,visakha,byreddy siddharth reddy
QyBMrYx9h3g,2023-02-07,-0.9981337189674376,2136.0,ABN,130.0,2.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09OXf7xGAA4,2023-02-07,-0.9917019009590148,5097.0,TV9,218.0,4.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UmWt4IuSQA4,2023-02-07,-0.9858890175819396,1051.0,ABN,330.0,15.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ZTPOr88QiDY,2023-02-07,-0.9955009818077089,5144.0,ABN,524.0,11.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a7CUf-oXnDI,2023-02-07,0.984172821044922,2321.0,TV9,365.0,1.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4RC8JQSL988,2023-02-07,0.9983568787574768,11256.0,Sakshi,444.0,17.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kCPqgiAnUSY,2023-02-07,0.9456074833869934,3559.0,TV9,380.0,6.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CR1Pg_H-axc,2023-02-07,-0.9960708618164062,4627.0,TV9,153.0,17.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ddgx9RLTWYs,2023-02-07,0.9988090991973876,1126.0,ABN,174.0,7.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7ehAxTqpewI,2023-02-07,0.9606114029884338,1637.0,TV9,275.0,3.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
z_FhvDOUQVU,2023-02-08,0.9927048087120056,4452.0,TV9,149.0,4.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MfUVwmmRw1I,2023-02-08,-0.9939028024673462,819.0,TV5,257.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6x2OOry-UHI,2023-02-08,0.9873347282409668,169665.0,TV5,529.0,149.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0HuAvz6ewLc,2023-02-09,-0.9957945346832277,8320.0,ABN,390.0,7.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fGEVz8qMveI,2023-02-09,0.9968729615211488,122716.0,ABN,485.0,215.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CzM3nnXoX2E,2023-02-09,-0.9992210865020752,81753.0,Sakshi,261.0,51.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S8efCMcG8lg,2023-02-09,-0.9981472492218018,920.0,TV9,269.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
UpN7-rXnqjI,2023-02-10,0.9960783123970032,1522.0,TV9,302.0,2.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
dKbe1bFwODY,2023-02-10,-0.9991635084152222,1087.0,TV9,265.0,2.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
drTC2Pv1Jog,2023-02-10,-0.9991303086280824,2461.0,TV9,261.0,1.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JTwatTywE7I,2023-02-10,0.9918373227119446,12877.0,TV5,435.0,14.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zwO61_1Nk9Y,2023-02-12,0.986578643321991,1163.0,TV9,258.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bI7eqpVJ9GQ,2023-02-12,-0.9923738837242126,11709.0,TV9,460.0,17.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
jSDWNmvQEzk,2023-02-12,-0.999154806137085,1343.0,TV9,364.0,1.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
qqM6orTKBM0,2023-02-12,-0.998357594013214,3102.0,TV9,292.0,3.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8a6YlaZmF4Q,2023-02-13,0.9938815832138062,2364.0,TV9,232.0,3.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cqW4TuPTxxY,2023-02-13,-0.9402738213539124,4337.0,TV5,305.0,4.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
XCu7u49lmQo,2023-02-13,-0.9964426159858704,4793.0,TV9,179.0,1.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLpokUFChrA,2023-02-14,-0.9939496517181396,2671.0,TV9,140.0,1.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WkN2WKzaaNI,2023-02-15,0.9955535531044006,1144.0,TV9,152.0,3.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
iIttSI0CNlE,2023-02-15,-0.9993519186973572,11714.0,TV9,455.0,40.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
w5XebvgL3v4,2023-02-15,0.997329831123352,549.0,TV9,265.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SbJrFBFi7oQ,2023-02-15,-0.9994704127311708,2643.0,TV9,143.0,2.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZtemG2afBw,2023-02-15,0.998625636100769,563.0,TV9,283.0,1.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZbL7XXN51ho,2023-02-15,-0.996273636817932,926.0,TV9,358.0,1.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XcRLqbmw-X4,2023-02-15,-0.9918319582939148,1821.0,TV9,382.0,2.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jZ85YyfrIZ4,2023-02-16,-0.9991108775138856,620.0,TV9,387.0,2.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4Ajw2q6Lbk,2023-02-18,-0.9983680844306946,1387.0,TV9,247.0,4.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JqHi0Bk_Iek,2023-02-18,0.9907492995262146,600.0,TV9,356.0,2.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_MnXJfCXVo,2023-02-18,0.9912344217300416,1933.0,TV9,306.0,1.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mAF9o4V1fy4,2023-02-18,0.9968204498291016,2708.0,TV9,299.0,4.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CkMWQ444uEE,2023-02-20,-0.9876061081886292,5673.0,TV9,325.0,2.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NZlrWuAIiKE,2023-02-20,0.9973726272583008,2023.0,TV9,210.0,5.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CbPsZnbuJXo,2023-02-20,0.997255265712738,1049.0,ABN,128.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G_moRk93iJw,2023-02-20,-0.9985530972480774,1207.0,ABN,370.0,1.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-_6pSnDalLQ,2023-02-20,-0.9917793869972228,894.0,TV9,136.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HwyEuwLGy3U,2023-02-20,-0.9988883137702942,5504.0,ABN,575.0,7.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kJO_W1V8lng,2023-02-20,-0.9978819489479064,1488.0,TV9,146.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tpPx8Pw192U,2023-02-20,0.9841288328170776,18631.0,TV9,469.0,1.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iBkni_jJ-38,2023-02-20,0.9960032105445862,8776.0,Sakshi,181.0,22.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0
aATtXhzj5OM,2023-02-20,-0.993255376815796,1493.0,Sakshi,185.0,4.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XkkSzwfSepc,2023-02-20,-0.994843602180481,3006.0,ABN,288.0,6.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gS8V2FdqBQk,2023-02-20,-0.9802455306053162,1372.0,TV9,70.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6GehOyhD1YE,2023-02-20,-0.9965973496437072,1972.0,TV9,302.0,4.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wrcPMFZVhcM,2023-02-20,-0.996951460838318,1652.0,TV9,377.0,8.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3_jsh2TyUU4,2023-02-21,0.9886183738708496,2508.0,TV9,467.0,10.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s8vZLGKUj2k,2023-02-22,-0.9906445741653442,456.0,TV9,336.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
--GTpPSeK-c,2023-02-22,-0.999231219291687,1338.0,TV9,170.0,6.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S8-OYc2rYmo,2023-02-23,-0.998578667640686,122024.0,TV5,330.0,75.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uwbFEFytObk,2023-02-23,-0.9656469821929932,3141.0,TV9,287.0,16.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dr7qQ88UCiE,2023-02-25,0.9985733032226562,40987.0,Sakshi,252.0,27.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TC1NmDEzUic,2023-02-27,-0.998747706413269,3248.0,TV9,239.0,2.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GNwapHK9ZpY,2023-02-27,-0.9990744590759276,1215.0,TV9,253.0,1.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5F0PoBhKAb4,2023-02-27,-0.9920338988304138,3061.0,Sakshi,134.0,5.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93kGsvz0MXk,2023-02-28,-0.9905953407287598,35053.0,TV9,290.0,68.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
noPVjMtwFgU,2023-02-28,-0.9987174272537231,2852.0,ABN,151.0,6.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oXYVglsH3s4,2023-02-28,-0.9980738162994384,2545.0,ABN,235.0,1.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
wCwpGeSRuWg,2023-02-28,-0.99650239944458,251.0,ABN,134.0,1.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
uph8HOg7KWo,2023-02-28,-0.9992988109588624,235.0,ABN,201.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
l28z9vKbb_U,2023-02-28,-0.9926080703735352,345.0,ABN,211.0,1.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
fE5S7AFGfFA,2023-03-02,-0.998658299446106,4810.0,TV9,275.0,21.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
o3J4meVjBo4,2023-03-02,0.9979950189590454,1196.0,TV9,282.0,3.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
7LMS7oYjGcs,2023-03-02,0.9979590177536012,948.0,TV9,273.0,2.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QNDQsUu61wo,2023-03-02,0.9980875849723816,943.0,TV9,316.0,2.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
keKRA9FWq_s,2023-03-03,-0.9977030158042908,23064.0,TV5,220.0,33.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
IupFgBr2hz0,2023-03-04,-0.998940885066986,1624.0,TV9,271.0,5.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
jOdCbgStPgs,2023-03-06,-0.9993473887443542,1125.0,TV9,263.0,5.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uYduY1ZAZ9o,2023-03-06,-0.9963460564613342,1291.0,TV5,55.0,1.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7OEKqDvelTA,2023-03-06,0.9982757568359376,12890.0,ABN,69.0,7.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60gpktVGqnQ,2023-03-06,-0.995657205581665,564.0,TV9,262.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FotZ-XHYSkc,2023-03-09,-0.9992802739143372,3352.0,TV9,314.0,17.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wFtMcwL3jmA,2023-03-09,-0.990447759628296,1596.0,TV9,316.0,5.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2O45fz8uLro,2023-03-10,0.9982853531837464,539.0,TV9,320.0,1.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eHYgFar67sc,2023-03-10,-0.998918890953064,3020.0,TV9,219.0,5.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-btqYWJLxsY,2023-03-10,0.9981731176376344,808.0,TV9,320.0,1.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-HdPI0IZyGA,2023-03-10,-0.9940558671951294,451.0,TV9,320.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4p_4IBxSU4I,2023-03-10,0.9981860518455504,433.0,TV9,320.0,1.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UwLAKwVQ7Mk,2023-03-10,-0.9948359727859496,8304.0,TV9,216.0,10.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
773fe-EhjQE,2023-03-10,-0.9935870170593262,1489.0,TV9,185.0,2.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
dSB4p9NaZ6c,2023-03-10,-0.9909985065460204,642.0,TV9,320.0,1.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-t0QD8m_Rk,2023-03-11,-0.9985039234161376,1887.0,TV9,141.0,3.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wZLjJyQ8-C8,2023-03-12,0.9957175850868224,35958.0,TV9,239.0,4.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LNRZAolxS6A,2023-03-13,0.9928287863731384,1730.0,TV9,344.0,4.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fxX-7X8as00,2023-03-13,0.998525321483612,21969.0,ABN,202.0,22.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8Q0kkdHKWc4,2023-03-13,0.9984633922576904,1315.0,TV5,193.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
l6j-4UCq9Vg,2023-03-14,0.997873067855835,2686.0,TV9,230.0,1.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
hjT5zPuujtQ,2023-03-14,-0.9929614663124084,8206.0,Sakshi,190.0,6.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fcYXLIgfTtI,2023-03-15,-0.9994470477104188,478.0,TV9,262.0,3.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gZxq7gA0AEY,2023-03-15,-0.9983822107315063,4534.0,TV9,302.0,10.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3OnnBRnogTo,2023-03-15,-0.9980499744415284,3659.0,ABN,333.0,4.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
QjU85MD43to,2023-03-16,-0.9989973902702332,6219.0,ABN,197.0,11.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0
UBbGeQWiyh4,2023-03-16,-0.9984086155891418,3968.0,TV9,162.0,14.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as2sfVap-ZU,2023-03-16,0.9823296666145324,618.0,TV9,346.0,3.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0TrEuIlgVPU,2023-03-16,0.9942545294761658,629.0,TV9,267.0,3.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1VDh74qXaxI,2023-03-16,-0.9981180429458618,685.0,TV9,267.0,5.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9rrZvrDCM5g,2023-03-16,-0.9992069602012634,1279.0,TV9,283.0,2.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wn8nL8vB450,2023-03-17,-0.9965453743934632,1277.0,TV9,337.0,1.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n2mSgXx4fSo,2023-03-17,-0.993837296962738,10675.0,TV9,283.0,17.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOOswJvdg4c,2023-03-17,-0.9986326098442078,5403.0,TV9,303.0,8.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
