ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,raghurama ,AP ,yuvagalam,ambati rambabu,ap employees,ap assembly session today,roja,nellore ,yuvashakti,tadepalli,suprem court,ap development,tadipatri
KjAfptVKok8,2023-01-03,-0.9990236759185792,969.0,TV9,273.0,7.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
JI3I-zShlJw,2023-01-04,-0.9947304725646972,1255.0,ABN,98.0,4.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lKYa_5iuEeo,2023-01-04,-0.9866933226585388,26960.0,ABN,106.0,48.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N04T5ON4Mc8,2023-01-05,-0.99879252910614,3390.0,TV9,252.0,21.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0YFc77IJBSU,2023-01-06,0.9956632256507874,4142.0,ABN,400.0,13.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1
3K5Eou0d0Fw,2023-01-07,0.9971619844436646,523.0,Sakshi,207.0,1.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1zXMegCLqOo,2023-01-07,-0.990515947341919,914.0,Sakshi,290.0,0.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ilfkxA5b3RY,2023-01-08,-0.9933457374572754,2599.0,ABN,111.0,5.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
gQ5I8ZOSbLs,2023-01-09,0.9969151020050048,22681.0,TV5,111.0,46.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
kYA0ydOwGCE,2023-01-10,-0.9952599406242372,2599.0,TV5,245.0,4.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LoSOnEIJDxU,2023-01-11,-0.9992353916168212,2387.0,Sakshi,128.0,13.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
QZ4A0P_ZTxw,2023-01-12,0.9978764057159424,3300.0,Sakshi,107.0,18.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
voYUlyXC-hE,2023-01-13,0.9984877109527588,2016.0,TV5,265.0,0.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xxusvv3rslc,2023-01-14,0.998415470123291,5047.0,ABN,190.0,6.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3hoFJDdZ5hE,2023-01-17,-0.9834221005439758,9516.0,Sakshi,256.0,4.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JKD9AVMpA3U,2023-01-19,0.997440218925476,473.0,TV5,160.0,0.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ZSl326nE-Nk,2023-01-25,-0.9938730001449584,708.0,TV5,157.0,1.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yFAw2Wb9FzI,2023-01-27,-0.9979761242866516,81752.0,ABN,575.0,46.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1eApQLEroA,2023-01-27,-0.9989311099052428,962.0,ABN,143.0,5.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
VaE-bkMmyYI,2023-01-27,-0.616478681564331,23139.0,ABN,340.0,27.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,0,1,0,1
Uz171P82XIA,2023-01-28,-0.9981550574302672,2316.0,TV9,249.0,5.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gh3Rkyr6WC4,2023-01-28,-0.989488422870636,1468.0,ABN,161.0,2.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
w8fjyIqCiQE,2023-01-30,-0.9878723621368408,3418.0,ABN,220.0,6.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZIYpfdgT2lo,2023-01-30,-0.9994489550590516,13689.0,ABN,465.0,31.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZtBeAUQa7Xg,2023-01-30,-0.991527259349823,2373.0,ABN,80.0,3.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sFhQ35_sUtQ,2023-01-30,-0.9979110360145568,13612.0,ABN,365.0,18.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0
kN2UwPbs9Uw,2023-01-30,0.888321578502655,3452.0,ABN,145.0,2.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95H4qBWSv1M,2023-01-30,-0.99874347448349,10915.0,ABN,205.0,19.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0HJMIDVk7m4,2023-01-30,-0.9897420406341552,8863.0,ABN,265.0,10.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2lYPfFIxBEE,2023-01-30,0.9982505440711976,5897.0,ABN,350.0,5.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
X5Uvz1CGt9M,2023-01-30,-0.9943990111351012,58633.0,ABN,310.0,81.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
ot6atD6MBkI,2023-02-01,0.9829293489456176,55676.0,ABN,335.0,67.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BQhk3-NOa6k,2023-02-01,0.9903844594955444,22202.0,ABN,405.0,16.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7Yus9qL3BPg,2023-02-01,-0.9994682669639589,3935.0,ABN,140.0,2.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2tmF959AmBY,2023-02-02,-0.9994208812713624,640.0,ABN,236.0,1.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
TuMmWkwezx4,2023-02-05,-0.9824665784835817,357.0,TV9,403.0,0.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hRoQo2NMgEo,2023-02-06,0.9945899248123168,3053.0,Sakshi,256.0,2.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5Q9SJVCb1XM,2023-02-06,0.9884244203567504,10577.0,Sakshi,503.0,29.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0HuAvz6ewLc,2023-02-09,-0.9957945346832277,8320.0,ABN,390.0,7.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
difUpiwr4no,2023-02-09,0.9974693059921264,8766.0,ABN,285.0,27.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0
PTPFTWd_RUY,2023-02-12,-0.9993700385093688,5836.0,TV5,285.0,13.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
yZGXw99gC4k,2023-02-18,-0.998249053955078,2605.0,TV9,293.0,3.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-F0lfLuR8GM,2023-02-18,-0.9003996849060059,17129.0,TV9,298.0,43.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GdAliFpIOlU,2023-02-19,0.9985243678092957,2506.0,TV9,305.0,1.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mBW0Ic1owwc,2023-02-19,-0.99601411819458,1313.0,TV9,285.0,0.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HwyEuwLGy3U,2023-02-20,-0.9988883137702942,5504.0,ABN,575.0,7.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crGadhxyhpM,2023-02-21,0.9298620223999025,14210.0,ABN,335.0,4.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JYTfKFu-shY,2023-02-21,-0.9864293336868286,1045.0,TV9,284.0,0.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nomBsOS6ka8,2023-02-21,0.998158872127533,870.0,TV9,306.0,2.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
iLzGeYWwG80,2023-02-23,-0.9978095889091492,3693.0,TV5,160.0,3.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F2jSkKaS8E4,2023-02-23,-0.9926748871803284,1509.0,TV9,315.0,6.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
oGls1gBUsPU,2023-02-23,0.9770814776420592,94020.0,TV5,315.0,62.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FtjIAGBe12A,2023-02-23,0.9968444108963012,2653.0,TV9,327.0,2.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TeNWKl1Iaws,2023-02-23,-0.9986525177955629,545.0,TV9,318.0,0.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9GjqgL7pHJw,2023-02-23,0.992973566055298,1040.0,TV9,239.0,1.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1kc94kHsOA,2023-02-23,-0.9905953407287598,1061.0,TV9,283.0,1.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
o2MJdp66JKI,2023-02-23,-0.9989200830459596,9531.0,ABN,170.0,7.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ifwIPPsjVVc,2023-02-23,-0.9994578957557678,1888.0,ABN,313.0,2.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
fSw52sM8bno,2023-02-23,-0.9978690147399902,942.0,TV9,327.0,3.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
5RPceBXMzHo,2023-02-23,-0.9992194175720216,1100.0,TV9,332.0,5.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0csFpsmeyLc,2023-02-23,-0.9964812994003296,3599.0,ABN,210.0,3.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNUzICqde1Y,2023-02-23,-0.994802951812744,684.0,ABN,225.0,1.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
AeyC1n726TQ,2023-02-23,-0.9973326921463012,4236.0,ABN,320.0,6.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
mcSRqbfIjwk,2023-02-23,-0.9935158491134644,2828.0,TV9,302.0,14.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
dJgVvxhmkrc,2023-02-23,-0.9966489672660828,739.0,ABN,200.0,1.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1
9lEyyHuB7Pk,2023-02-23,-0.9988275170326232,1114.0,ABN,254.0,3.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ppimdLcrGi4,2023-02-23,-0.998806357383728,830.0,TV9,319.0,5.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5ozRGXmkqIY,2023-02-23,-0.9665690064430236,3185.0,TV9,324.0,12.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
uwbFEFytObk,2023-02-23,-0.9656469821929932,3141.0,TV9,287.0,16.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hdRpgGkdwGU,2023-02-23,-0.9959120750427246,4357.0,TV9,308.0,9.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ybIGRdQwyfk,2023-02-23,-0.9970898032188416,15172.0,TV9,313.0,54.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
07ulq-5x_gc,2023-02-23,-0.9974077343940736,559.0,TV9,273.0,2.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7t_BUusvaCA,2023-02-23,-0.999195396900177,2076.0,ABN,245.0,3.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L0EG6AocypI,2023-02-23,-0.99909245967865,1226.0,TV9,310.0,0.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
yZIrm-2ZbKM,2023-02-24,-0.9988399147987366,2175.0,TV9,314.0,5.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
wMoWpXWkoU0,2023-02-25,-0.9950342178344728,13975.0,ABN,350.0,36.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Z2F_-sY-Cz4,2023-02-26,-0.9264793395996094,948.0,TV9,280.0,2.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Z4_jOx8oqkg,2023-02-26,0.9988387227058412,1096.0,TV9,309.0,0.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
byuCr8PJry0,2023-02-26,0.9971590042114258,1539.0,TV9,316.0,0.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lXR5KkhpSHg,2023-02-27,-0.9983636736869812,7936.0,ABN,175.0,12.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PFUtjVtHXow,2023-02-27,-0.8045729398727417,13128.0,ABN,275.0,28.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0
QxeYxNb2BEY,2023-03-02,0.8757943511009216,3340.0,TV5,193.0,1.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1
z97MquMgexw,2023-03-08,-0.9978920817375184,2374.0,ABN,355.0,2.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
d_8rPwiv_nE,2023-03-08,-0.999444544315338,1222.0,ABN,234.0,2.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GxIYflNiQCs,2023-03-08,-0.9979323148727416,3397.0,ABN,223.0,4.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
KwmdwvmIRmM,2023-03-12,-0.9991965889930724,5894.0,TV5,270.0,15.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
iuvfIkkMe2E,2023-03-15,-0.9992782473564148,4107.0,TV5,155.0,7.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WVAtu7wDRtg,2023-03-18,-0.9986422657966614,1145.0,TV9,246.0,2.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ABQl5CDiJfw,2023-03-19,-0.999473750591278,1553.0,TV9,265.0,1.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
t73MUHp6lds,2023-03-20,-0.9992120265960692,1893.0,TV9,248.0,11.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0
CX4hA8Pkifk,2023-03-20,-0.9646697640419006,9503.0,TV9,298.0,32.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4aD4X0BRjdg,2023-03-20,-0.9974459409713744,2639.0,TV9,328.0,13.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Avxq183MjZE,2023-03-20,-0.9974542260169984,856.0,TV9,223.0,4.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SeOHfaGiM_U,2023-03-20,-0.9956979751586914,1838.0,TV9,288.0,15.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
eb7AhSnJyeU,2023-03-20,-0.9984631538391112,1728.0,TV9,216.0,5.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
kDHPsn8hwVg,2023-03-21,-0.9986364245414734,569.0,TV9,264.0,0.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KfX9bTUX-0Q,2023-03-22,0.9985998272895812,2255.0,ABN,250.0,0.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8EjCCdOwc_c,2023-03-22,0.993215560913086,4495.0,TV5,245.0,13.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
gouBVlCIETw,2023-03-22,-0.96718829870224,24456.0,ABN,195.0,29.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
gUrAq3XYrFQ,2023-03-22,-0.9976275563240052,2891.0,ABN,198.0,0.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CmoTu5rCnnQ,2023-03-22,-0.9765108227729796,4876.0,ABN,237.0,5.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ornzQjiNvJU,2023-03-22,-0.998680293560028,7064.0,Sakshi,154.0,15.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0
3aE-wwlTEQs,2023-03-23,0.9987298846244812,3669.0,Sakshi,322.0,15.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
37097lx0syo,2023-03-24,0.9892577528953552,1285.0,TV9,280.0,4.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
gsXWtiRZ38o,2023-03-24,0.9962910413742064,1878.0,TV9,226.0,5.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1
1xUTuXBEZFQ,2023-03-27,-0.9971377849578856,33679.0,Sakshi,319.0,87.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
pRPxCt34klQ,2023-04-03,-0.9946322441101074,1633.0,ABN,243.0,7.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4OKMd8Hc9JM,2023-04-06,-0.9983900785446168,1616.0,TV9,206.0,7.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1k5yOMrL5PA,2023-04-06,-0.9994854927062988,1015.0,TV9,191.0,5.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
gQ6H2y_6zVQ,2023-04-10,-0.9892157316207886,4531.0,ABN,355.0,0.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bh998rcFqGE,2023-04-10,-0.9986283779144288,3388.0,ABN,355.0,3.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4GlEOmhiDZM,2023-04-11,-0.6671938896179199,3235.0,Sakshi,257.0,3.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1
KfvN56G0Jgc,2023-04-11,0.9829696416854858,6402.0,ABN,325.0,3.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0
dTKG3I49WPE,2023-04-12,-0.9982396364212036,906.0,TV9,199.0,3.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ULcyr_n2ras,2023-04-13,-0.9977856874465942,423734.0,ABN,345.0,315.0,macherala.png,Ramakrishna Reddy Pinnelli,YSRCP,Macherla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
