ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,ambati rambabu,YS Viveka Case,Yellow Media,Kuppam,janasena party,tdp pattabhi,Ramoji Rao,ap employees,Sajjala ,ap assembly session today,jr ntr,Atchannaidu,YSRCP Plenary,high court,alliance,Peddireddy ,vangalapudi anitha,ambati rambabu ,gudivada amarnath,polavaram,visakha,byreddy siddharth reddy, vidadala ,Kakani,vijayasai reddy,jogi ramesh ,privatization,kotamreddy ,roja,vidya deevena,nellore ,srikakulam,yuvashakti,tadepalli,Pension,vangaveeti radha,suprem court,perni nani ,tdp leaders arrest,ap development,Kethireddy Venkatarami Reddy,balineni srinivasa reddy,tadipatri,Anam Ramanarayana Reddy,janasena alliance with tdp,gudivada ,Kodali Nani ,varahi ,election commission,nellore mekapati,maa nammakam nuvve jagan,nandigama,High Court
4HH0oWcwVyw,2022-10-18,0.9529616832733154,123014.0,ABN,545.0,261.0,srikakulam_.png,Ram Mohan Naidu Kinjarapu,TDP,Srikakulam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4lhSLvFlftA,2022-10-18,0.9775060415267944,43874.0,ABN,385.0,91.0,srikakulam_.png,Ram Mohan Naidu Kinjarapu,TDP,Srikakulam,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rqHPLVyETh0,2022-10-18,0.9971187114715576,19094.0,ABN,430.0,52.0,srikakulam_.png,Ram Mohan Naidu Kinjarapu,TDP,Srikakulam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e9lBq-hwwjs,2022-10-18,-0.99149888753891,2226.0,ABN,260.0,0.0,srikakulam_.png,Ram Mohan Naidu Kinjarapu,TDP,Srikakulam,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
huCTBpcIEyI,2022-10-18,0.9963562488555908,8602.0,ABN,380.0,8.0,srikakulam_.png,Ram Mohan Naidu Kinjarapu,TDP,Srikakulam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MVoIdJ08iko,2022-10-18,0.96620774269104,36635.0,ABN,470.0,152.0,srikakulam_.png,Ram Mohan Naidu Kinjarapu,TDP,Srikakulam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HC03QgoEXHc,2022-10-18,0.9943572878837584,312969.0,Sakshi,458.0,0.0,srikakulam_.png,Ram Mohan Naidu Kinjarapu,TDP,Srikakulam,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y3yLvdITQ-8,2022-10-18,0.9856500029563904,6213.0,ABN,450.0,10.0,srikakulam_.png,Ram Mohan Naidu Kinjarapu,TDP,Srikakulam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYWOZ9oyUvw,2022-10-18,-0.9982380867004396,2239.0,ABN,235.0,8.0,srikakulam_.png,Ram Mohan Naidu Kinjarapu,TDP,Srikakulam,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KJoyVhcn0sM,2022-10-18,-0.9965611100196838,6446.0,ABN,315.0,6.0,srikakulam_.png,Ram Mohan Naidu Kinjarapu,TDP,Srikakulam,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y8XZTnlIQ_4,2022-10-18,-0.9754904508590698,5376.0,ABN,400.0,6.0,srikakulam_.png,Ram Mohan Naidu Kinjarapu,TDP,Srikakulam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QYm9LAaS7QY,2022-10-19,-0.9942219853401184,23474.0,TV5,295.0,55.0,srikakulam_.png,Ram Mohan Naidu Kinjarapu,TDP,Srikakulam,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TZwGkzwdVco,2022-10-20,-0.9959293007850648,1217.0,ABN,324.0,1.0,srikakulam_.png,Ram Mohan Naidu Kinjarapu,TDP,Srikakulam,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXyOKJw1IKE,2022-10-22,-0.9980847835540771,2172.0,TV5,75.0,1.0,srikakulam_.png,Ram Mohan Naidu Kinjarapu,TDP,Srikakulam,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T8rrdUc04JY,2022-10-22,-0.9977988600730896,71008.0,Sakshi,223.0,105.0,srikakulam_.png,Ram Mohan Naidu Kinjarapu,TDP,Srikakulam,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ZkEx7YELR_4,2022-10-23,0.9916381239891052,861.0,TV5,270.0,1.0,srikakulam_.png,Ram Mohan Naidu Kinjarapu,TDP,Srikakulam,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mxjYRLZSz3Y,2022-10-24,0.993296444416046,3975.0,Sakshi,540.0,8.0,srikakulam_.png,Ram Mohan Naidu Kinjarapu,TDP,Srikakulam,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uYoeIQuAaBc,2022-10-26,-0.9973503351211548,4049.0,Sakshi,78.0,14.0,srikakulam_.png,Ram Mohan Naidu Kinjarapu,TDP,Srikakulam,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U8DvhVAsaJE,2022-10-26,-0.9987205862998962,5877.0,Sakshi,268.0,9.0,srikakulam_.png,Ram Mohan Naidu Kinjarapu,TDP,Srikakulam,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSVtI8m4XKo,2022-10-26,-0.9914463758468628,38725.0,Sakshi,492.0,85.0,srikakulam_.png,Ram Mohan Naidu Kinjarapu,TDP,Srikakulam,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
cWiz1DW4_3M,2022-10-27,-0.7984555959701538,1536.0,Sakshi,283.0,8.0,srikakulam_.png,Ram Mohan Naidu Kinjarapu,TDP,Srikakulam,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
ZVf2MIEw-Fk,2022-10-27,-0.9407702088356018,3686.0,TV5,565.0,9.0,srikakulam_.png,Ram Mohan Naidu Kinjarapu,TDP,Srikakulam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39slPL6aAdY,2022-10-28,-0.9990938901901244,643.0,ABN,213.0,1.0,srikakulam_.png,Ram Mohan Naidu Kinjarapu,TDP,Srikakulam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
o34dDNMYuvQ,2022-10-28,0.9078452587127686,10036.0,ABN,425.0,12.0,srikakulam_.png,Ram Mohan Naidu Kinjarapu,TDP,Srikakulam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nlp7SwQ6KQU,2022-10-29,0.987816035747528,1779.0,TV5,468.0,2.0,srikakulam_.png,Ram Mohan Naidu Kinjarapu,TDP,Srikakulam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DT5J9Uhpwt8,2022-10-29,0.9928591251373292,1309.0,ABN,370.0,6.0,srikakulam_.png,Ram Mohan Naidu Kinjarapu,TDP,Srikakulam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lcbkrgxYxRY,2022-10-29,0.9877163767814636,1138.0,ABN,373.0,3.0,srikakulam_.png,Ram Mohan Naidu Kinjarapu,TDP,Srikakulam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tQae-tNTteQ,2022-10-30,-0.9870434403419496,1451.0,TV5,270.0,0.0,srikakulam_.png,Ram Mohan Naidu Kinjarapu,TDP,Srikakulam,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
y7Fx7-Xvszs,2022-10-30,-0.9923782348632812,1512.0,TV5,356.0,2.0,srikakulam_.png,Ram Mohan Naidu Kinjarapu,TDP,Srikakulam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vS6dVDEy1H4,2022-10-30,0.9904308915138244,914.0,TV5,370.0,0.0,srikakulam_.png,Ram Mohan Naidu Kinjarapu,TDP,Srikakulam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GyPkRNRNR3A,2022-10-31,-0.9960222840309144,5310.0,TV5,530.0,18.0,srikakulam_.png,Ram Mohan Naidu Kinjarapu,TDP,Srikakulam,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YAlnVWgsCL4,2022-10-31,-0.9903784990310668,4123.0,ABN,290.0,9.0,srikakulam_.png,Ram Mohan Naidu Kinjarapu,TDP,Srikakulam,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ayaaKiEmbZ4,2022-10-31,0.9972137808799744,4468.0,ABN,420.0,16.0,srikakulam_.png,Ram Mohan Naidu Kinjarapu,TDP,Srikakulam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l8Dzm46ASs0,2022-10-31,-0.9967060685157776,2340.0,ABN,245.0,3.0,srikakulam_.png,Ram Mohan Naidu Kinjarapu,TDP,Srikakulam,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1
h8LJ7sInr-M,2022-10-31,-0.999366581439972,12402.0,ABN,485.0,11.0,srikakulam_.png,Ram Mohan Naidu Kinjarapu,TDP,Srikakulam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bqozD3_sJKg,2022-11-01,0.9987797141075134,535.0,Sakshi,104.0,7.0,srikakulam_.png,Ram Mohan Naidu Kinjarapu,TDP,Srikakulam,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5yMa74inOzU,2022-11-01,0.9662469029426576,2101.0,ABN,265.0,1.0,srikakulam_.png,Ram Mohan Naidu Kinjarapu,TDP,Srikakulam,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3lAfz6XCvX0,2022-11-01,0.9919923543930054,1295.0,ABN,357.0,1.0,srikakulam_.png,Ram Mohan Naidu Kinjarapu,TDP,Srikakulam,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BpMFmc0YAPA,2022-11-01,-0.9984341263771056,927.0,Sakshi,64.0,7.0,srikakulam_.png,Ram Mohan Naidu Kinjarapu,TDP,Srikakulam,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uzdfpzx5ABM,2022-11-01,-0.99940288066864,3162.0,TV5,260.0,7.0,srikakulam_.png,Ram Mohan Naidu Kinjarapu,TDP,Srikakulam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x2Fiz2bhZoc,2022-11-01,-0.9701017737388612,1834.0,ABN,437.0,1.0,srikakulam_.png,Ram Mohan Naidu Kinjarapu,TDP,Srikakulam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gPv_UwPQQgE,2022-11-01,-0.9977256655693054,20026.0,ABN,414.0,13.0,srikakulam_.png,Ram Mohan Naidu Kinjarapu,TDP,Srikakulam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JPpxVTT83mE,2022-11-01,-0.9982095956802368,522.0,TV5,116.0,0.0,srikakulam_.png,Ram Mohan Naidu Kinjarapu,TDP,Srikakulam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f6BYQh9dkM0,2022-11-02,-0.9972209930419922,621.0,ABN,124.0,1.0,srikakulam_.png,Ram Mohan Naidu Kinjarapu,TDP,Srikakulam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
egiULPHfZ_I,2022-11-02,-0.998526930809021,4961.0,TV5,272.0,6.0,srikakulam_.png,Ram Mohan Naidu Kinjarapu,TDP,Srikakulam,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9YTg2GEIYD4,2022-11-02,0.9985126852989196,1709.0,Sakshi,248.0,6.0,srikakulam_.png,Ram Mohan Naidu Kinjarapu,TDP,Srikakulam,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KgqQoTAapeg,2022-11-03,0.9984012246131896,341.0,ABN,576.0,0.0,srikakulam_.png,Ram Mohan Naidu Kinjarapu,TDP,Srikakulam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DooCmpa87Ag,2022-11-03,0.9917145371437072,2843.0,TV5,486.0,1.0,srikakulam_.png,Ram Mohan Naidu Kinjarapu,TDP,Srikakulam,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5Pe8A-heUQM,2022-11-03,-0.999206840991974,12661.0,TV5,329.0,12.0,srikakulam_.png,Ram Mohan Naidu Kinjarapu,TDP,Srikakulam,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
M_cY1q4wiBY,2022-11-03,-0.999110996723175,173558.0,TV5,360.0,286.0,srikakulam_.png,Ram Mohan Naidu Kinjarapu,TDP,Srikakulam,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195R-jx1dOs,2022-11-04,-0.9978308081626892,2150.0,Sakshi,540.0,34.0,srikakulam_.png,Ram Mohan Naidu Kinjarapu,TDP,Srikakulam,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0rD_OaBfTuk,2022-11-04,-0.99824321269989,16032.0,ABN,595.0,29.0,srikakulam_.png,Ram Mohan Naidu Kinjarapu,TDP,Srikakulam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F60nlV_Mrx4,2022-11-04,0.993013322353363,1853.0,TV5,262.0,9.0,srikakulam_.png,Ram Mohan Naidu Kinjarapu,TDP,Srikakulam,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RNyPVKC7EY4,2022-11-04,-0.994419276714325,3017.0,TV5,119.0,0.0,srikakulam_.png,Ram Mohan Naidu Kinjarapu,TDP,Srikakulam,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jO-QPpHea4M,2022-11-05,-0.9941667318344116,2744.0,Sakshi,408.0,12.0,srikakulam_.png,Ram Mohan Naidu Kinjarapu,TDP,Srikakulam,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1PC_vqgwiGw,2022-11-05,-0.9974575638771056,1901.0,ABN,495.0,1.0,srikakulam_.png,Ram Mohan Naidu Kinjarapu,TDP,Srikakulam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zW_4hVdVGoo,2022-11-06,0.9930919408798218,2349.0,ABN,393.0,0.0,srikakulam_.png,Ram Mohan Naidu Kinjarapu,TDP,Srikakulam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uNgqcOA_f00,2022-11-06,-0.9967908263206482,3510.0,ABN,410.0,0.0,srikakulam_.png,Ram Mohan Naidu Kinjarapu,TDP,Srikakulam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pIC_X4Gvjbw,2022-11-06,-0.99822336435318,22036.0,Sakshi,523.0,127.0,srikakulam_.png,Ram Mohan Naidu Kinjarapu,TDP,Srikakulam,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rl0kwAm5ZIE,2022-11-07,-0.9928845763206482,24765.0,Sakshi,526.0,127.0,srikakulam_.png,Ram Mohan Naidu Kinjarapu,TDP,Srikakulam,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V-MBy4BM_ww,2022-11-08,-0.9971852898597716,5062.0,TV5,270.0,9.0,srikakulam_.png,Ram Mohan Naidu Kinjarapu,TDP,Srikakulam,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
9QBSaTWlVkU,2022-11-09,-0.9981060028076172,1147.0,TV5,554.0,1.0,srikakulam_.png,Ram Mohan Naidu Kinjarapu,TDP,Srikakulam,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xgPaWoY4y2c,2022-11-09,-0.851651132106781,10403.0,ABN,295.0,23.0,srikakulam_.png,Ram Mohan Naidu Kinjarapu,TDP,Srikakulam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
