ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,ambati rambabu,YS Viveka Case,Yellow Media,Gadapa Gadapaku ,panchayat elections,Kuppam,janasena party,tdp pattabhi,Ramoji Rao,ap employees,Vidadala Rajini,Sajjala ,ap assembly session today,jr ntr,Atchannaidu,YSRCP Plenary,high court,gorantla ,alliance,Peddireddy ,vangalapudi anitha,ambati rambabu ,gudivada amarnath,polavaram,visakha,byreddy siddharth reddy
l4iE3VuYyxQ,2019-06-30,-0.9931313395500184,3941.0,Sakshi,109.0,0.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
uwvjI4yROAk,2019-06-30,-0.974693477153778,2163.0,Sakshi,313.0,0.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
C25d4N0kU10,2019-12-20,0.9984046816825868,5806.0,Sakshi,528.0,11.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
G0GUe2lc5m8,2019-12-21,0.998228132724762,1209.0,Sakshi,45.0,0.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9WGcn1gzquM,2019-12-21,0.9986207485198976,679.0,Sakshi,128.0,1.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nOWf5LEXyLM,2019-12-21,-0.9916585087776184,4778.0,Sakshi,122.0,1.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bPAXqUe5X7A,2020-03-03,-0.9983934760093688,6501.0,Sakshi,370.0,5.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43fHgt0yfaE,2020-03-06,-0.999082088470459,916.0,Sakshi,275.0,2.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AfGgTeD2bLQ,2020-03-07,-0.9929285645484924,652.0,Sakshi,164.0,0.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ACgOLjzmc2k,2020-03-09,0.9933980703353882,10575.0,Sakshi,235.0,11.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GTjBbhzW-cY,2020-03-10,-0.9991832375526428,334390.0,Sakshi,408.0,91.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fA8qXpBKt4g,2020-03-11,-0.9982118606567384,13482.0,Sakshi,456.0,20.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I0mbVdDDGAQ,2020-03-12,0.9976200461387634,1542.0,Sakshi,175.0,0.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JNFQYlW0uvQ,2020-03-14,-0.9732643365859984,731676.0,Sakshi,385.0,208.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oEKk0MNd5hM,2021-02-15,0.9976578950881958,2900.0,Sakshi,200.0,5.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
zObiz7tbB1Q,2021-02-16,-0.9763005971908568,2463.0,Sakshi,69.0,0.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NLBbsjoxDyA,2021-02-16,0.9893118739128112,1582.0,Sakshi,303.0,0.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B-fRwqLOz4o,2021-02-16,-0.9886821508407592,62814.0,Sakshi,303.0,59.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7Pgprx1Rdx4,2021-02-18,-0.9979221224784852,97975.0,Sakshi,440.0,71.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yzWXzOZ89eo,2021-02-21,0.998266577720642,3149.0,Sakshi,230.0,0.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
XyzGcO6fUB8,2021-03-02,-0.9977184534072876,4729.0,Sakshi,246.0,8.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
p0bfA9GFmUM,2021-03-02,-0.9886122345924376,7587.0,Sakshi,308.0,43.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
K1yD_Xb79l8,2021-08-19,-0.9922539591789246,2996.0,Sakshi,309.0,24.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xctdityZbqg,2021-09-01,0.995172679424286,1852.0,Sakshi,318.0,10.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clHtaknM-Ew,2021-09-04,0.99722820520401,3212.0,Sakshi,160.0,21.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
jNfhccjUnbI,2021-09-04,0.9918672442436218,1354.0,Sakshi,352.0,3.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mm2qoGn57Ek,2021-09-18,-0.9972859621047974,3811.0,Sakshi,113.0,10.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
s8vj9Cu_Tbw,2021-10-11,0.9976456761360168,14671.0,Sakshi,425.0,20.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
fGVKbEOaz8Q,2021-10-23,-0.9837276935577391,786.0,Sakshi,396.0,5.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y_YK1tVgmXk,2021-10-23,-0.9982340335845948,4332.0,Sakshi,121.0,18.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BSsKHtEYRZ4,2021-10-23,-0.99656879901886,585.0,Sakshi,190.0,1.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPAvMsdiiSU,2021-10-25,-0.9994662404060364,1046.0,Sakshi,280.0,2.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-jOdnciP_pk,2021-10-26,-0.9947772026062012,1589.0,Sakshi,547.0,0.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2cmTSdT31jM,2021-10-26,-0.9975600242614746,663.0,Sakshi,546.0,2.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vK8Whd07NrE,2021-10-26,-0.9979801774024964,734.0,Sakshi,523.0,0.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WaygrQhnY88,2021-10-26,-0.991607666015625,1342.0,Sakshi,334.0,5.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zgSTSMlNmUs,2021-11-03,-0.9968274235725404,2678.0,Sakshi,272.0,10.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iyTcK8jg4PE,2021-11-03,0.9943587183952332,6361.0,Sakshi,467.0,18.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_MBsQot7ats,2021-11-03,0.979207456111908,4554.0,Sakshi,451.0,26.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
am8kttNQuuM,2021-11-03,0.9734920263290404,830.0,Sakshi,396.0,3.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00tA2fMQkCU,2021-11-05,-0.9953063130378724,33650.0,Sakshi,431.0,22.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ZRaY4bt64aQ,2021-11-05,0.9986139535903932,1540.0,Sakshi,236.0,2.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KSS7L_k6EZA,2021-11-06,0.9977522492408752,3782.0,Sakshi,252.0,25.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2YmyOsX1Ps,2021-11-06,0.9979482293128968,2594.0,Sakshi,269.0,8.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qM_nCQYVIyM,2021-11-09,-0.9983972907066344,2632.0,Sakshi,330.0,12.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
NP7SFmOGIYs,2021-11-09,-0.9975752234458924,2661.0,Sakshi,316.0,8.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_j7zgpkFhtY,2021-11-09,-0.9942346215248108,2496.0,Sakshi,393.0,16.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
AToQqvJ5s_E,2021-11-09,-0.9951785802841188,4553.0,Sakshi,191.0,19.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MdnSPa17MUQ,2021-11-09,0.9935518503189088,3056.0,Sakshi,191.0,6.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
hBkwv1uAqTY,2021-11-09,-0.9865835309028624,3460.0,Sakshi,141.0,10.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Q29urPG5o7E,2021-11-09,-0.9991907477378844,7953.0,Sakshi,247.0,37.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
vrLM_t9em5g,2021-11-09,-0.9988094568252563,1886.0,Sakshi,266.0,4.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5vFUAbskTsw,2021-11-11,0.9984261989593506,795.0,Sakshi,265.0,2.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YWZCc3_DUgs,2021-11-12,-0.9960261583328248,18004.0,Sakshi,428.0,64.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VuoJ52Zh2Hs,2021-11-12,0.9935927987098694,46035.0,Sakshi,599.0,11.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rH7Spl0NcN4,2021-11-12,0.9935786724090576,2655.0,Sakshi,578.0,4.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nwIWELH7QKE,2021-11-12,0.993907392024994,1051.0,Sakshi,478.0,5.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jh6rP07NZk4,2021-11-15,-0.9994833469390868,6017.0,Sakshi,171.0,21.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UIvFUMyS57w,2021-11-15,-0.9967862367630004,2563.0,Sakshi,485.0,14.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26bsU5o3ErQ,2021-11-16,0.9936255216598512,17845.0,Sakshi,475.0,91.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fb1OdRIGBko,2021-11-17,-0.999416708946228,3755.0,Sakshi,348.0,29.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ri7wHYqpPgQ,2021-11-17,-0.9754629731178284,11604.0,Sakshi,310.0,48.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5sNALgAMfKc,2021-11-20,0.9905733466148376,26612.0,Sakshi,504.0,136.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
--CSLBwFMLM,2021-11-22,0.996674656867981,2503.0,Sakshi,386.0,8.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QvM3Iihxk-M,2021-11-23,0.991130232810974,48531.0,Sakshi,78.0,84.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sMBFnhm8a1U,2021-11-23,-0.9984651803970336,67156.0,Sakshi,508.0,160.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
e3B04PR5hb4,2021-11-23,0.9941847920417786,44476.0,Sakshi,282.0,67.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
dYfq6ej4xbk,2021-11-23,-0.9978843331336976,3838.0,Sakshi,256.0,8.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
hivtBAofdx4,2021-11-24,-0.9814797043800354,18592.0,Sakshi,209.0,51.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ajL-_8R9HSo,2021-11-25,0.9947282671928406,7902.0,Sakshi,233.0,5.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
sxI8fVxTRUc,2021-11-26,-0.9984707236289978,7766.0,Sakshi,180.0,15.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
UHwPSfo_Es8,2021-12-04,0.9933469295501708,18746.0,Sakshi,552.0,1.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rb94gNXeuIU,2021-12-06,-0.5817207098007202,10245.0,Sakshi,420.0,16.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MtZ8sC9uO2c,2021-12-09,0.9902052283287048,7321.0,Sakshi,286.0,14.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSPPz6KZqwk,2021-12-10,0.9888043999671936,12781.0,Sakshi,457.0,98.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8pBwmkYLe1E,2021-12-10,0.9775617718696594,3255.0,Sakshi,344.0,10.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6pPMbn-XCcI,2021-12-11,0.996565878391266,21180.0,Sakshi,299.0,32.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
DP6XprtoERE,2021-12-25,0.9988434314727784,3833.0,Sakshi,50.0,7.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iG3LVH-aZAk,2021-12-29,-0.9971863627433776,21963.0,Sakshi,224.0,69.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ptNZ14TWh0k,2021-12-29,-0.9950548410415648,3907.0,Sakshi,254.0,13.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
U5a64_naF_g,2021-12-29,0.9940137267112732,64647.0,Sakshi,192.0,170.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ixAqfnO_l-U,2022-01-01,0.989788055419922,4265.0,Sakshi,377.0,63.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y232y_8e-9M,2022-01-01,0.994730830192566,1588.0,Sakshi,515.0,13.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5QBOMxWSSDc,2022-01-04,0.99683678150177,4310.0,Sakshi,519.0,7.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KJ-KvUs-1Is,2022-01-05,-0.6979511380195618,2231.0,Sakshi,302.0,7.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
