ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,ambati rambabu,Yellow Media,janasena party,ap employees,Sajjala ,ap assembly session today,high court,alliance,ambati rambabu ,polavaram,visakha,roja,nellore ,yuvashakti,tadepalli,ayyanna patrudu ,suprem court,ap development,tadipatri,High Court
MZsCpNgyAwY,2022-11-28,0.9911664128303528,5769.0,TV9,428.0,13.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0CgVmvwa9VQ,2022-11-28,0.9896714687347412,5696.0,TV9,194.0,2.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1
ikw00_cpVMw,2022-12-02,-0.948876678943634,10464.0,TV5,386.0,18.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NG9qNZVskGg,2022-12-03,-0.9963939785957336,1647.0,ABN,535.0,3.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fkd_-8c4oc8,2022-12-03,0.9922642707824708,1986.0,ABN,215.0,9.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
lKgLwx6_kn8,2022-12-03,-0.9785100221633912,1062.0,ABN,224.0,1.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W9bC9zF0GuA,2022-12-04,-0.9988150596618652,1000.0,TV9,266.0,5.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
is_GltrdDz4,2022-12-04,0.9968926310539246,1728.0,TV9,328.0,1.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
dJniZao4C7M,2022-12-04,0.9930485486984252,1515.0,TV5,155.0,1.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bNFJxa3zkpc,2022-12-04,0.9937813878059388,2815.0,TV9,268.0,8.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
hRAAh1P9blk,2022-12-04,0.9987976551055908,624.0,ABN,285.0,0.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
VrhBWEl8cIk,2022-12-04,0.9936254024505616,1763.0,ABN,190.0,5.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8zDlGTpA2Qw,2022-12-04,-0.9974104762077332,4988.0,TV5,390.0,18.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I4h02TCx9AU,2022-12-04,-0.9924697279930116,3785.0,TV5,200.0,19.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OMfE6ni4PBo,2022-12-04,-0.985087275505066,1246.0,ABN,370.0,3.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8DpAqRV_F04,2022-12-05,-0.9980371594429016,993.0,ABN,303.0,2.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5uyQpFQI9nU,2022-12-05,-0.9950605034828186,5114.0,ABN,235.0,11.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
s6nL2aTFE5c,2022-12-07,-0.996880292892456,2041.0,ABN,240.0,3.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
0Qp1UgZzBFA,2022-12-12,0.996861457824707,46511.0,TV5,440.0,80.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
P0njuSsFkCU,2022-12-13,0.986628532409668,2670.0,ABN,125.0,4.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p7bdEV8aL_k,2022-12-13,-0.9988736510276794,4461.0,TV5,310.0,10.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xyae1FaNipk,2022-12-14,-0.7658393383026123,2520.0,ABN,38.0,0.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
LCVNt6u2YNY,2022-12-14,-0.9986923336982728,2240.0,ABN,280.0,10.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zN66cgrT4M0,2022-12-15,0.9971200227737428,14325.0,TV5,535.0,53.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIXRUoeNLmg,2022-12-15,-0.9969425797462464,8645.0,ABN,465.0,15.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xtxtLP8qGiw,2022-12-15,-0.9991886019706726,1758.0,TV5,340.0,8.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
caVJ9sxM_bU,2022-12-15,0.9875767230987548,7162.0,Sakshi,279.0,29.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9L3DqvtEFvg,2022-12-18,-0.971886396408081,3467.0,TV5,376.0,7.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VDaeqwL3y8U,2022-12-19,-0.9948299527168274,16784.0,TV9,202.0,49.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
xVZ4IP_MuAg,2022-12-19,0.998017430305481,50402.0,TV9,374.0,123.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_iQgTF2be30,2022-12-19,0.9971160888671876,45502.0,TV5,500.0,66.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a3ga30zqMlM,2022-12-20,0.990833342075348,3445.0,TV5,297.0,10.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3PLSr2gdf2o,2022-12-20,-0.9970625042915344,29444.0,TV5,105.0,88.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
s4UwljgWx6o,2022-12-20,-0.993657410144806,10223.0,TV5,125.0,22.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
VJx_8tb2zjY,2022-12-20,-0.997301697731018,7102.0,TV5,125.0,18.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
2LzsEAk31Ug,2022-12-21,0.9955406785011292,2044.0,Sakshi,162.0,8.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
9NgQhWUNdVc,2022-12-25,0.9985529780387878,894.0,TV9,309.0,0.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9qGUXEaNGe0,2022-12-27,-0.9838653206825256,18288.0,ABN,305.0,27.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t9mBqjNfTik,2022-12-27,-0.9933673739433287,1632.0,ABN,305.0,2.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aWUxjCcbPRA,2022-12-27,-0.998126208782196,1847.0,ABN,220.0,1.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r24jZ447A4Y,2022-12-27,-0.9894102811813354,2935.0,ABN,320.0,7.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
uyWuaCg06yo,2022-12-28,0.9983569979667664,11960.0,ABN,595.0,25.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waoFraT_0po,2022-12-31,0.9988299012184144,1842.0,Sakshi,335.0,5.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0
U_cHtmW4GOY,2022-12-31,-0.9986335635185242,20598.0,TV5,325.0,27.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sUdTf6pyULg,2023-01-03,0.9928224682807922,9556.0,TV5,245.0,18.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UM3lVgFmeOU,2023-01-03,0.9896631836891174,477.0,TV5,85.0,0.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50Hy4kNYmqc,2023-01-03,-0.9897809028625488,38593.0,TV5,445.0,82.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
eY-52EHqc1s,2023-01-03,-0.988031268119812,11745.0,TV9,230.0,32.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
Dt8d8bn7qps,2023-01-03,0.9555421471595764,60386.0,TV5,335.0,64.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Yrc1D5GCEIQ,2023-01-03,-0.9914125204086304,14285.0,Sakshi,124.0,43.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
wFYwH1XN9oI,2023-01-03,0.9969249367713928,2705.0,TV5,180.0,7.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
z66tg5j8mTE,2023-01-05,0.9982566237449646,2452.0,ABN,315.0,5.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Kun3TswQjiA,2023-01-05,0.9837920665740968,858.0,TV9,244.0,2.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1
9QWz4h-TbpI,2023-01-06,-0.9991145730018616,78986.0,ABN,530.0,68.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
szxZTcHw8ZU,2023-01-06,0.6079198122024536,800.0,TV9,303.0,2.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
bPZZ4z_9PV0,2023-01-06,-0.9978790283203124,687.0,TV9,258.0,3.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pleVLzGA_20,2023-01-07,0.997755229473114,15163.0,TV5,305.0,25.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK-zk2GOx6E,2023-01-08,-0.9984196424484252,39519.0,TV5,454.0,51.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BtdXV9ML_t8,2023-01-09,-0.9885927438735962,16869.0,Sakshi,342.0,68.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0
VFMQ0KDIPXI,2023-01-09,-0.9993357062339784,4293.0,ABN,280.0,4.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7XpetFHtPNk,2023-01-10,-0.9992119073867798,2840.0,ABN,485.0,6.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TZaKltk6Unw,2023-01-10,-0.9982609152793884,1898.0,ABN,493.0,0.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tHcHEo3iz6g,2023-01-10,-0.9985402822494508,813.0,ABN,360.0,2.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1ZMY0YpB5Nc,2023-01-10,-0.99079167842865,343.0,TV5,188.0,3.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
v7ActHaGtdI,2023-01-11,0.9978142976760864,3043.0,TV5,244.0,3.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tG7YRIjpwtA,2023-01-11,0.998754858970642,19222.0,Sakshi,311.0,62.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
nPjngr8yv0A,2023-01-11,0.9910242557525636,10235.0,ABN,598.0,15.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V8U-Yy42tso,2023-01-13,-0.998634397983551,8296.0,ABN,310.0,9.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
siZMassigOs,2023-01-13,-0.987287163734436,4407.0,TV5,270.0,5.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R45WqJO6Zfk,2023-01-13,-0.9979314804077148,71514.0,Sakshi,554.0,597.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XEHfVkoXF5o,2023-01-16,0.9967299699783324,1446.0,TV9,89.0,2.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
w4D1UPOd3pU,2023-01-16,0.9985960125923156,10331.0,ABN,172.0,3.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vgr1uj11Sl4,2023-01-19,-0.999306321144104,1197.0,ABN,225.0,0.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EOVDNaRGRbM,2023-01-20,0.9944292306900024,14157.0,Sakshi,370.0,68.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5ntlP8bx07g,2023-01-20,-0.9978296160697936,34480.0,TV5,300.0,15.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
Takc2Li7hSo,2023-01-20,-0.9883453845977784,2193.0,TV5,465.0,1.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TKawjDtrAdE,2023-01-22,-0.989202320575714,1034.0,ABN,209.0,0.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t4D3h9uajIY,2023-01-23,-0.8243867754936218,13451.0,Sakshi,540.0,43.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0WuKkePh8eo,2023-01-23,-0.9979448914527892,577.0,TV5,311.0,2.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
e5EQ75EtdjI,2023-01-23,0.9973019361495972,20209.0,ABN,480.0,66.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oLvECcYO4-4,2023-01-24,-0.9994599223136902,22626.0,TV5,555.0,18.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
dCe45xYJfGU,2023-01-24,-0.8770294785499573,1224.0,TV5,213.0,1.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU29yfv-eVQ,2023-01-24,-0.9960457682609558,471.0,ABN,200.0,1.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
JwfmVORw36Q,2023-01-24,-0.99741792678833,2353.0,ABN,288.0,0.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
U1c8TyEBorU,2023-01-25,-0.99497389793396,1340.0,TV9,380.0,4.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
p8Md8OgHZYE,2023-01-26,0.9974855184555054,3615.0,Sakshi,199.0,4.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
qfGzyxrY2FU,2023-01-26,-0.9961367249488832,76136.0,Sakshi,249.0,385.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
tSC3acs8hbQ,2023-01-26,0.98239266872406,460.0,Sakshi,569.0,2.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iCB_U7QMDTU,2023-01-26,0.9944376945495604,8532.0,Sakshi,502.0,21.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JPjQvAdyPR8,2023-01-27,-0.9970465302467346,58345.0,TV5,415.0,91.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
viieZ4u5kkA,2023-01-29,-0.9984112977981568,4060.0,TV9,243.0,12.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
h8olF20laWo,2023-01-29,-0.9905338287353516,483881.0,TV5,269.0,127.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7-CsXxdW9dE,2023-01-30,-0.9984099864959716,1825.0,TV9,228.0,0.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZIYpfdgT2lo,2023-01-30,-0.9994489550590516,13689.0,ABN,465.0,31.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nKuoSmvvEwA,2023-01-31,-0.9976325035095216,2640.0,ABN,197.0,1.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
oH_w1_IEVzY,2023-01-31,0.991818904876709,2777.0,Sakshi,141.0,5.0,jaggampeta.png,Jyothula Chantibabu,YSRCP,Jaggampeta,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
