ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,ambati rambabu,YS Viveka Case,Gadapa Gadapaku ,panchayat elections,Kuppam,janasena party,tdp pattabhi,Ramoji Rao,ap employees,Vidadala Rajini,Sajjala ,ap assembly session today,jr ntr,Atchannaidu,high court,alliance,vangalapudi anitha,polavaram,visakha,byreddy siddharth reddy, Botsa , vidadala ,Kakani,vijayasai reddy,kotamreddy ,lakshmi parvathi,roja,vidya deevena,nellore ,Machilipatnam,srikakulam,yuvashakti,tadepalli,ys vijayamma,Pension,vangaveeti radha,suprem court,tdp leaders arrest,ap development,Kethireddy Venkatarami Reddy,balineni srinivasa reddy,tadipatri,Anam Ramanarayana Reddy,Corona,bhuma akhila priya,varahi ,nellore mekapati,maa nammakam nuvve jagan,nandigama,High Court,4 MLAs Suspension
vT-53j_Pbno,2022-10-21,0.9981845021247864,1309.0,TV5,297.0,0.0,tadikonda.png,Vundavalli Sridevi,YSRCP,Tadikonda_sc,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hbh36SbIaEo,2022-10-22,-0.9969022870063782,14322.0,Sakshi,246.0,338.0,tadikonda.png,Vundavalli Sridevi,YSRCP,Tadikonda_sc,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ZFP4rGGgDIM,2022-10-23,0.997974932193756,1269.0,TV5,236.0,1.0,tadikonda.png,Vundavalli Sridevi,YSRCP,Tadikonda_sc,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
UMvGRYLM0bk,2022-10-23,0.9962034821510316,1303.0,TV5,364.0,0.0,tadikonda.png,Vundavalli Sridevi,YSRCP,Tadikonda_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RK4xRy2Seyc,2022-10-23,0.9936609268188475,249538.0,TV5,523.0,183.0,tadikonda.png,Vundavalli Sridevi,YSRCP,Tadikonda_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CqIfvEUwyn0,2022-10-23,0.9988110065460204,2359.0,ABN,327.0,0.0,tadikonda.png,Vundavalli Sridevi,YSRCP,Tadikonda_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x0ROiKUdWYE,2022-10-24,0.9836077094078064,9946.0,ABN,598.0,26.0,tadikonda.png,Vundavalli Sridevi,YSRCP,Tadikonda_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f_TqGW7y1UA,2022-10-25,0.9942804574966432,4303.0,Sakshi,154.0,12.0,tadikonda.png,Vundavalli Sridevi,YSRCP,Tadikonda_sc,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JngXZDi0SlU,2022-10-26,-0.99103981256485,2417.0,Sakshi,367.0,7.0,tadikonda.png,Vundavalli Sridevi,YSRCP,Tadikonda_sc,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XjMykZpxdhw,2022-10-28,-0.9987159967422484,8095.0,TV5,263.0,4.0,tadikonda.png,Vundavalli Sridevi,YSRCP,Tadikonda_sc,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VTu_M_KaQRQ,2022-10-29,-0.9967834949493408,1035.0,TV5,172.0,1.0,tadikonda.png,Vundavalli Sridevi,YSRCP,Tadikonda_sc,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349fzEopuDY,2022-10-29,-0.9983097314834596,1865.0,TV5,264.0,1.0,tadikonda.png,Vundavalli Sridevi,YSRCP,Tadikonda_sc,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LXsCZTTNxt4,2022-10-29,0.9987189769744872,6825.0,Sakshi,159.0,21.0,tadikonda.png,Vundavalli Sridevi,YSRCP,Tadikonda_sc,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_1L918BRkZk,2022-10-29,0.9737188220024108,4478.0,Sakshi,104.0,22.0,tadikonda.png,Vundavalli Sridevi,YSRCP,Tadikonda_sc,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13TXeQRnLes,2022-10-29,-0.9987527132034302,10359.0,TV5,475.0,16.0,tadikonda.png,Vundavalli Sridevi,YSRCP,Tadikonda_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHliJ7ACFss,2022-10-29,-0.9929594993591307,4185.0,TV5,330.0,8.0,tadikonda.png,Vundavalli Sridevi,YSRCP,Tadikonda_sc,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
P1IOPSzAST8,2022-10-29,-0.9926179051399232,1200.0,TV5,530.0,3.0,tadikonda.png,Vundavalli Sridevi,YSRCP,Tadikonda_sc,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P5GSczm23dg,2022-10-29,0.9981729984283448,3698.0,Sakshi,122.0,8.0,tadikonda.png,Vundavalli Sridevi,YSRCP,Tadikonda_sc,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Gdjh5N_BKD0,2022-10-31,-0.9960721731185912,59724.0,ABN,575.0,46.0,tadikonda.png,Vundavalli Sridevi,YSRCP,Tadikonda_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
N6wIOejYr8Q,2022-10-31,-0.9970428347587584,16310.0,ABN,305.0,104.0,tadikonda.png,Vundavalli Sridevi,YSRCP,Tadikonda_sc,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AqrLYg3-liE,2022-11-02,-0.996170461177826,2556.0,TV5,350.0,1.0,tadikonda.png,Vundavalli Sridevi,YSRCP,Tadikonda_sc,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
j2bcgamrq_4,2022-11-03,-0.9985836744308472,439.0,ABN,288.0,0.0,tadikonda.png,Vundavalli Sridevi,YSRCP,Tadikonda_sc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ec9JIm6CACo,2022-11-03,-0.9994033575057985,4859.0,TV5,240.0,15.0,tadikonda.png,Vundavalli Sridevi,YSRCP,Tadikonda_sc,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
RGYDdrdJtfg,2022-11-04,0.9922161102294922,1809.0,ABN,320.0,7.0,tadikonda.png,Vundavalli Sridevi,YSRCP,Tadikonda_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Cg_GRUYaGkg,2022-11-07,0.998479425907135,2474.0,ABN,292.0,4.0,tadikonda.png,Vundavalli Sridevi,YSRCP,Tadikonda_sc,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WNiNv8YffhE,2022-11-09,-0.9984377026557922,468.0,ABN,406.0,1.0,tadikonda.png,Vundavalli Sridevi,YSRCP,Tadikonda_sc,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-s8ulhyb_tk,2022-11-09,-0.9933018684387208,628.0,ABN,288.0,0.0,tadikonda.png,Vundavalli Sridevi,YSRCP,Tadikonda_sc,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L-vnY8ciZuo,2022-11-10,0.9705142378807068,406.0,ABN,436.0,0.0,tadikonda.png,Vundavalli Sridevi,YSRCP,Tadikonda_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wjVB0uQhkbg,2022-11-10,-0.9945067763328552,898.0,ABN,172.0,2.0,tadikonda.png,Vundavalli Sridevi,YSRCP,Tadikonda_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b9YBZQ3qW3k,2022-11-10,0.9978111386299132,29980.0,TV5,300.0,31.0,tadikonda.png,Vundavalli Sridevi,YSRCP,Tadikonda_sc,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uMwZVGuZ_h0,2022-11-11,0.9987263083457948,10743.0,Sakshi,311.0,26.0,tadikonda.png,Vundavalli Sridevi,YSRCP,Tadikonda_sc,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0
uqX_2PHYebw,2022-11-11,-0.9989972710609436,745.0,ABN,213.0,0.0,tadikonda.png,Vundavalli Sridevi,YSRCP,Tadikonda_sc,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bLZKRCc2IcM,2022-11-11,-0.997994303703308,609.0,TV5,330.0,0.0,tadikonda.png,Vundavalli Sridevi,YSRCP,Tadikonda_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E-ndHcku_4w,2022-11-12,-0.9982467889785768,3042.0,TV5,242.0,10.0,tadikonda.png,Vundavalli Sridevi,YSRCP,Tadikonda_sc,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ckHFpRnJfoE,2022-11-12,-0.9582787156105042,643.0,TV5,81.0,2.0,tadikonda.png,Vundavalli Sridevi,YSRCP,Tadikonda_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m-DLpdcsTww,2022-11-13,0.9914108514785768,2429.0,Sakshi,446.0,5.0,tadikonda.png,Vundavalli Sridevi,YSRCP,Tadikonda_sc,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aF66uCzN4gI,2022-11-13,0.9967928528785706,32053.0,TV5,202.0,59.0,tadikonda.png,Vundavalli Sridevi,YSRCP,Tadikonda_sc,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0
K_qStAgZ5Ww,2022-11-14,-0.9831117987632751,5447.0,TV5,353.0,5.0,tadikonda.png,Vundavalli Sridevi,YSRCP,Tadikonda_sc,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AUT3r1yjjTM,2022-11-14,0.998556911945343,1177.0,TV5,91.0,1.0,tadikonda.png,Vundavalli Sridevi,YSRCP,Tadikonda_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1YVhGmftwEk,2022-11-15,-0.9980772733688354,13282.0,Sakshi,238.0,45.0,tadikonda.png,Vundavalli Sridevi,YSRCP,Tadikonda_sc,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
am1-our2tHw,2022-11-15,0.991998851299286,6718.0,ABN,29.0,0.0,tadikonda.png,Vundavalli Sridevi,YSRCP,Tadikonda_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kPy4pNksJko,2022-11-15,-0.9848902821540833,62396.0,TV5,179.0,82.0,tadikonda.png,Vundavalli Sridevi,YSRCP,Tadikonda_sc,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GFDIgYZsCqY,2022-11-17,-0.9981088638305664,2498.0,TV5,248.0,1.0,tadikonda.png,Vundavalli Sridevi,YSRCP,Tadikonda_sc,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IKhgkPFq_Tg,2022-11-18,-0.9951180219650269,2297.0,TV9,234.0,3.0,tadikonda.png,Vundavalli Sridevi,YSRCP,Tadikonda_sc,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0
uh0waNNZh0I,2022-11-18,-0.9971041083335876,3131.0,TV9,375.0,3.0,tadikonda.png,Vundavalli Sridevi,YSRCP,Tadikonda_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4UassICpi14,2022-11-18,-0.9877675771713256,2270.0,TV9,222.0,4.0,tadikonda.png,Vundavalli Sridevi,YSRCP,Tadikonda_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SPWQgP61jRs,2022-11-18,0.9988693594932556,455.0,TV9,109.0,0.0,tadikonda.png,Vundavalli Sridevi,YSRCP,Tadikonda_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PaijFWp7FTA,2022-11-18,-0.979945719242096,1691.0,ABN,540.0,2.0,tadikonda.png,Vundavalli Sridevi,YSRCP,Tadikonda_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4jxTl4wnIBw,2022-11-18,-0.9954254031181335,1994.0,ABN,300.0,4.0,tadikonda.png,Vundavalli Sridevi,YSRCP,Tadikonda_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FgJ5en_V9gw,2022-11-18,-0.9786171317100524,5018.0,TV9,295.0,28.0,tadikonda.png,Vundavalli Sridevi,YSRCP,Tadikonda_sc,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
q5FiRnJQA60,2022-11-18,-0.9967934489250184,15281.0,TV9,330.0,53.0,tadikonda.png,Vundavalli Sridevi,YSRCP,Tadikonda_sc,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6rQSe8RmOx0,2022-11-18,-0.99710875749588,435.0,ABN,84.0,0.0,tadikonda.png,Vundavalli Sridevi,YSRCP,Tadikonda_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1_0rKtqyGV4,2022-11-18,-0.9800289869308472,4141.0,TV9,210.0,7.0,tadikonda.png,Vundavalli Sridevi,YSRCP,Tadikonda_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kS8smmL2fFo,2022-11-18,-0.987902045249939,1503.0,TV9,136.0,3.0,tadikonda.png,Vundavalli Sridevi,YSRCP,Tadikonda_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1mBh6jclPek,2022-11-18,-0.9980716109275818,2321.0,TV9,151.0,3.0,tadikonda.png,Vundavalli Sridevi,YSRCP,Tadikonda_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hi59SgOudm4,2022-11-18,0.9364084601402284,1083.0,ABN,71.0,1.0,tadikonda.png,Vundavalli Sridevi,YSRCP,Tadikonda_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAaA9Xqn29c,2022-11-18,-0.998283624649048,1505.0,ABN,218.0,9.0,tadikonda.png,Vundavalli Sridevi,YSRCP,Tadikonda_sc,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0
cAM7WRzNErU,2022-11-18,0.99835604429245,4638.0,Sakshi,565.0,12.0,tadikonda.png,Vundavalli Sridevi,YSRCP,Tadikonda_sc,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lkOkpBVdfYM,2022-11-18,0.9901013374328612,1077.0,ABN,455.0,3.0,tadikonda.png,Vundavalli Sridevi,YSRCP,Tadikonda_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6_fncCKAjgo,2022-11-18,-0.9978283047676086,896.0,TV5,221.0,12.0,tadikonda.png,Vundavalli Sridevi,YSRCP,Tadikonda_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D_oY6NpbXqE,2022-11-18,-0.993626356124878,4528.0,TV9,216.0,14.0,tadikonda.png,Vundavalli Sridevi,YSRCP,Tadikonda_sc,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K06tlMkDqjc,2022-11-18,-0.9989731311798096,1083.0,TV5,83.0,3.0,tadikonda.png,Vundavalli Sridevi,YSRCP,Tadikonda_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wlPS8nRJkM8,2022-11-18,-0.994310736656189,2204.0,ABN,465.0,3.0,tadikonda.png,Vundavalli Sridevi,YSRCP,Tadikonda_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTZrbxnar-4,2022-11-18,-0.997912347316742,2107.0,ABN,172.0,10.0,tadikonda.png,Vundavalli Sridevi,YSRCP,Tadikonda_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFjRdMnYHI0,2022-11-18,-0.9993682503700256,769.0,ABN,100.0,0.0,tadikonda.png,Vundavalli Sridevi,YSRCP,Tadikonda_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
