ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,alliance,polavaram,visakha,yuvashakti,suprem court,ap development,Kethireddy Venkatarami Reddy,tadipatri
FJGwqkt6noM,2023-01-20,0.9936071634292604,1455.0,Sakshi,565.0,4.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
nWw4HCpIpLA,2023-01-22,0.9981802701950072,2190.0,TV9,62.0,0.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OhUYjSCv8-8,2023-01-22,-0.990921139717102,2799.0,TV9,329.0,8.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
lBE81m-TGsw,2023-01-23,-0.9892149567604064,2860.0,Sakshi,270.0,17.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
t4D3h9uajIY,2023-01-23,-0.8243867754936218,13451.0,Sakshi,540.0,43.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
wW_qjg3mHk4,2023-01-24,-0.997307062149048,1193.0,TV9,279.0,3.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_xNvDxXspXo,2023-01-25,-0.9982555508613586,694.0,TV9,135.0,0.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dH-HMlHz4gI,2023-01-25,-0.9991495609283448,1724.0,TV9,210.0,2.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
zcMwte0OSYA,2023-01-25,-0.8888843655586243,940.0,TV9,98.0,1.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qlvnWfA8gBk,2023-01-25,-0.9954156875610352,815.0,TV9,292.0,3.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-yuklm_8kpo,2023-01-27,-0.9994083642959596,2736.0,ABN,480.0,6.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
53zu8tKl-T8,2023-01-27,-0.9994009733200072,1340.0,ABN,585.0,3.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
933m2-9mO1s,2023-01-27,-0.904380738735199,549.0,TV9,280.0,2.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uz171P82XIA,2023-01-28,-0.9981550574302672,2316.0,TV9,249.0,5.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZvmPVWwvVZk,2023-01-29,0.9984357953071594,410301.0,TV9,324.0,361.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
noufs-aKX_A,2023-01-29,-0.9840224981307985,1455.0,TV5,210.0,0.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_1oBmbpNr1E,2023-01-30,-0.9994155168533324,33124.0,ABN,410.0,24.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8B2xJmnekj4,2023-01-30,0.994345724582672,1087.0,TV5,203.0,0.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2lYPfFIxBEE,2023-01-30,0.9982505440711976,5897.0,ABN,350.0,5.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3PzKbUhFnBQ,2023-02-04,-0.9964345693588256,2309.0,ABN,193.0,4.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
UCHN4Leukgo,2023-02-07,0.997550904750824,6094.0,TV9,157.0,5.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
wtfz2eNuhR0,2023-02-07,-0.9987186193466188,2372.0,ABN,258.0,2.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
AyXE_NOunts,2023-02-08,0.9681435823440552,684.0,ABN,273.0,1.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
f7HS_gmsHiU,2023-02-09,0.9961416125297546,9175.0,Sakshi,325.0,6.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
V1yIG5Q8ZP8,2023-02-09,0.9869565963745116,7050.0,Sakshi,484.0,11.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1
AlcpP98D-6g,2023-02-11,-0.9978641867637634,1053.0,Sakshi,130.0,0.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0
prsEewzUorY,2023-02-12,0.997655153274536,5897.0,Sakshi,503.0,25.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
wRi4CrDPYQ8,2023-02-14,-0.996912717819214,485.0,TV9,255.0,0.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
sq4UzJKdZEE,2023-02-14,-0.9974408149719238,1100.0,TV9,77.0,0.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
oqmG62bd5I4,2023-02-14,-0.992003321647644,1560.0,TV9,268.0,5.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Yp9XKjm9WJc,2023-02-14,-0.9963472485542296,3602.0,TV9,233.0,2.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
H0ojtuRqSRc,2023-02-15,-0.9965975880622864,1758.0,TV9,493.0,0.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTGdAJt2DEU,2023-02-16,0.991558074951172,1891.0,TV9,277.0,3.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mAF9o4V1fy4,2023-02-18,0.9968204498291016,2708.0,TV9,299.0,4.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
xDp0fjxk3vE,2023-02-18,0.9947328567504884,328.0,ABN,196.0,0.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M8SCO-dp5mU,2023-02-19,-0.9966220855712892,2404.0,ABN,503.0,0.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6GehOyhD1YE,2023-02-20,-0.9965973496437072,1972.0,TV9,302.0,4.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QjlKpbdYT0U,2023-02-23,0.995586633682251,836.0,TV5,142.0,2.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rdh_X-xk57k,2023-02-27,0.9908135533332824,594.0,TV9,260.0,1.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0
VzF_sBtWH-k,2023-02-27,0.9932368397712708,2587.0,TV9,323.0,3.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
cydy5lF2g_k,2023-02-28,-0.9955201148986816,2998.0,ABN,256.0,8.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3vBFZh_6tFs,2023-02-28,-0.9535992741584778,1802.0,TV5,80.0,2.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7FLtjK8Sd8g,2023-03-04,-0.9988383650779724,1024.0,TV9,217.0,1.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
dAnAGmVpSqA,2023-03-07,0.9946251511573792,1557.0,ABN,206.0,0.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1
kXbKnFwRvGs,2023-03-08,-0.998798131942749,3938.0,TV5,260.0,5.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
mJ1ybLuT-dg,2023-03-08,-0.9772183895111084,25024.0,TV5,235.0,31.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ohpSXuF5sNw,2023-03-09,-0.9858757853507996,1065.0,TV9,309.0,3.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
o8xP2HsjJ44,2023-03-14,0.9982300400733948,4544.0,TV9,294.0,9.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
xucUi939WrM,2023-03-15,-0.9975278973579408,19903.0,ABN,242.0,3.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
cQorSkytcNM,2023-03-15,0.997719943523407,1034.0,TV9,253.0,4.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0
fOnSJFT0JU4,2023-03-18,0.9964169263839722,1511.0,TV9,266.0,6.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
9OGW18adufg,2023-03-19,-0.982070803642273,3360.0,TV9,357.0,2.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
rlys8NgZ8l4,2023-03-19,-0.9989042282104492,1418.0,TV9,358.0,1.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
eHosH1cVKrg,2023-03-19,-0.9980981945991516,2314.0,TV9,201.0,3.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
8l2KovPd1ns,2023-03-20,0.9862911105155944,4996.0,TV9,340.0,1.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cI95yHCBxm0,2023-03-20,-0.9993071556091307,232393.0,Sakshi,329.0,526.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0
RQFyW9_opWE,2023-03-23,-0.8415473699569702,27153.0,Sakshi,241.0,30.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1
ySrTga9CzqM,2023-03-24,-0.9841489195823668,34425.0,TV5,225.0,66.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0nT34LssSgY,2023-04-03,-0.9903435707092284,3075.0,TV9,209.0,11.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ow-LWnIkFSc,2023-04-03,-0.9973464012145996,7827.0,TV9,290.0,24.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1jU9YB7J7bg,2023-04-03,-0.9979023933410645,3141.0,TV9,300.0,2.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
3SqzKYuWuDk,2023-04-03,0.994766116142273,3307.0,TV9,97.0,11.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HeBwZxS-LYc,2023-04-03,0.9962843060493468,5767.0,TV9,246.0,14.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0
Ai6IeDAz2ys,2023-04-05,-0.9979683756828308,1688.0,TV9,200.0,6.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
AJ_UVL5q6l8,2023-04-05,-0.998709797859192,3416.0,TV9,178.0,3.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
krfh13Dosrw,2023-04-07,-0.990758180618286,8378.0,Sakshi,347.0,28.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
jHGh45nAuM4,2023-04-08,-0.9978925585746764,683.0,TV5,263.0,3.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
k2Knv6PvyIY,2023-04-08,-0.9958826303482056,30671.0,ABN,39.0,96.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Me3TLFCCToE,2023-04-08,-0.9867478609085084,16657.0,TV9,305.0,58.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1
zbfNZ_eADXQ,2023-04-08,-0.9903074502944946,2341.0,TV9,279.0,10.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_5TFSofGM-Q,2023-04-08,-0.9982317090034484,1281.0,TV9,342.0,2.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5sUkFyCMp54,2023-04-08,-0.9994888305664062,669.0,ABN,335.0,1.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WOVf0N2wkY4,2023-04-08,-0.9991140961647034,545.0,ABN,337.0,3.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSF9xpzYm5E,2023-04-08,-0.9986080527305604,2502.0,ABN,134.0,19.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9m6-l3KHTOs,2023-04-12,0.9900924563407898,3409.0,TV9,308.0,9.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0
8BjpRw7myAw,2023-04-12,-0.6324501037597656,2753.0,TV9,207.0,5.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0
0CWrv_lu9oc,2023-04-16,0.9978764057159424,9717.0,TV5,100.0,25.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1
s4wg7qDocgs,2023-04-16,0.9962469935417176,46676.0,TV5,185.0,62.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-eKQ1Reinjs,2023-04-17,-0.9875388145446776,4604.0,TV5,123.0,6.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gtLrcTtqnzs,2023-04-19,0.996878147125244,1546.0,TV9,218.0,1.0,dharmavaram.png,Kethireddy Venkatarami Reddy,YSRCP,Dharmavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
