ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,ambati rambabu,YS Viveka Case,Yellow Media,Gadapa Gadapaku ,panchayat elections,Kuppam,janasena party,tdp pattabhi,Ramoji Rao,ap employees,Vidadala Rajini,Sajjala ,ap assembly session today,jr ntr,Atchannaidu,YSRCP Plenary,high court,gorantla ,alliance,Peddireddy ,vizag steel plant,vangalapudi anitha,ambati rambabu ,gudivada amarnath,polavaram,visakha,byreddy siddharth reddy, Botsa , vidadala ,Kakani,vijayasai reddy,jogi ramesh ,privatization,kotamreddy ,lakshmi parvathi,roja,vidya deevena,nellore ,Machilipatnam,srikakulam,yuvashakti,tadepalli,ayyanna patrudu ,ys vijayamma,Pension,vangaveeti radha,suprem court,perni nani ,tdp leaders arrest,Devineni Avinash,ap development,Kethireddy Venkatarami Reddy,balineni srinivasa reddy,tadipatri,Anam Ramanarayana Reddy,butchaiah chowdary,Corona,janasena alliance with tdp,gudivada ,bhuma akhila priya,Kodali Nani ,varahi ,election commission,nellore mekapati,kodi kathi,maa nammakam nuvve jagan,nandigama,High Court,Kadapa Steel Plant
jCISuQo4OMI,2022-09-21,0.9972606897354126,4306.0,TV5,120.0,11.0,vishakapatnam_west.png,P.G.V.R. Naidu,TDP,vishakapatnam_west,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OJrRGJff0qA,2022-09-21,-0.9981400966644288,6544.0,TV5,240.0,28.0,vishakapatnam_west.png,P.G.V.R. Naidu,TDP,vishakapatnam_west,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s5cJ3c5Z2v8,2022-09-21,-0.9976478219032288,60285.0,TV5,99.0,113.0,vishakapatnam_west.png,P.G.V.R. Naidu,TDP,vishakapatnam_west,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AalvKAVHSCM,2022-09-21,0.9978450536727904,2092.0,Sakshi,90.0,11.0,vishakapatnam_west.png,P.G.V.R. Naidu,TDP,vishakapatnam_west,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJWXU67Vgdg,2022-09-21,-0.9982132911682128,12623.0,TV5,185.0,38.0,vishakapatnam_west.png,P.G.V.R. Naidu,TDP,vishakapatnam_west,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_d0FzkDUiSI,2022-09-21,-0.977127492427826,6658.0,TV5,115.0,18.0,vishakapatnam_west.png,P.G.V.R. Naidu,TDP,vishakapatnam_west,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nk_Wzr-higY,2022-09-22,-0.9913853406906128,293701.0,Sakshi,322.0,0.0,vishakapatnam_west.png,P.G.V.R. Naidu,TDP,vishakapatnam_west,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W0W3FX3bk5Y,2022-09-22,-0.9976361989974976,2614.0,Sakshi,297.0,15.0,vishakapatnam_west.png,P.G.V.R. Naidu,TDP,vishakapatnam_west,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ly4B0TbXM2k,2022-09-22,0.9794802665710448,21557.0,Sakshi,475.0,93.0,vishakapatnam_west.png,P.G.V.R. Naidu,TDP,vishakapatnam_west,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t59OeQlfOEc,2022-09-24,-0.9498451948165894,818.0,TV5,411.0,0.0,vishakapatnam_west.png,P.G.V.R. Naidu,TDP,vishakapatnam_west,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IXmquvp4oGQ,2022-09-24,0.9967890977859496,12867.0,TV5,462.0,16.0,vishakapatnam_west.png,P.G.V.R. Naidu,TDP,vishakapatnam_west,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tu7fu5oNQHY,2022-09-24,0.9982774257659912,2917.0,TV5,462.0,4.0,vishakapatnam_west.png,P.G.V.R. Naidu,TDP,vishakapatnam_west,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gy5UIDKhlN4,2022-09-25,-0.9991253018379213,646.0,TV5,153.0,8.0,vishakapatnam_west.png,P.G.V.R. Naidu,TDP,vishakapatnam_west,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
DEAblgY9bvo,2022-09-26,-0.9987346529960632,14025.0,TV5,520.0,52.0,vishakapatnam_west.png,P.G.V.R. Naidu,TDP,vishakapatnam_west,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-ZceAxCrZY4,2022-09-26,-0.9852535128593444,18268.0,Sakshi,223.0,55.0,vishakapatnam_west.png,P.G.V.R. Naidu,TDP,vishakapatnam_west,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
nSHwFTy327Q,2022-09-26,0.997426450252533,62582.0,Sakshi,537.0,74.0,vishakapatnam_west.png,P.G.V.R. Naidu,TDP,vishakapatnam_west,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
i6wszlRFcD8,2022-09-26,0.9898059964179992,7088.0,Sakshi,491.0,13.0,vishakapatnam_west.png,P.G.V.R. Naidu,TDP,vishakapatnam_west,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s6e6jyHHjW0,2022-09-27,-0.9983540773391724,3459.0,Sakshi,259.0,6.0,vishakapatnam_west.png,P.G.V.R. Naidu,TDP,vishakapatnam_west,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
WsVrD4CP_BE,2022-09-27,-0.9940690994262696,2887.0,TV5,472.0,3.0,vishakapatnam_west.png,P.G.V.R. Naidu,TDP,vishakapatnam_west,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rfXHM_U0NPI,2022-09-27,-0.9863392114639282,319.0,TV5,245.0,0.0,vishakapatnam_west.png,P.G.V.R. Naidu,TDP,vishakapatnam_west,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
bBCEPRb7KqI,2022-09-27,0.9985490441322328,2572.0,Sakshi,225.0,3.0,vishakapatnam_west.png,P.G.V.R. Naidu,TDP,vishakapatnam_west,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BeCoiplHyrc,2022-09-28,-0.7784550786018372,8117.0,Sakshi,147.0,21.0,vishakapatnam_west.png,P.G.V.R. Naidu,TDP,vishakapatnam_west,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gyrpr1tg0SM,2022-09-28,0.9961131811141968,32836.0,Sakshi,255.0,36.0,vishakapatnam_west.png,P.G.V.R. Naidu,TDP,vishakapatnam_west,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GOs-MzRH4NE,2022-09-29,-0.997425377368927,6680.0,Sakshi,187.0,14.0,vishakapatnam_west.png,P.G.V.R. Naidu,TDP,vishakapatnam_west,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oerKf4REr5w,2022-09-29,0.996236264705658,169467.0,Sakshi,120.0,138.0,vishakapatnam_west.png,P.G.V.R. Naidu,TDP,vishakapatnam_west,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xSFDEp_wf_w,2022-09-30,0.9982506632804872,3374.0,Sakshi,258.0,10.0,vishakapatnam_west.png,P.G.V.R. Naidu,TDP,vishakapatnam_west,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VZqVQraxpio,2022-09-30,0.979791224002838,79009.0,Sakshi,86.0,126.0,vishakapatnam_west.png,P.G.V.R. Naidu,TDP,vishakapatnam_west,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c048AytAls8,2022-09-30,0.988658845424652,19678.0,Sakshi,529.0,88.0,vishakapatnam_west.png,P.G.V.R. Naidu,TDP,vishakapatnam_west,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTn-JSetuh0,2022-09-30,0.988431990146637,64575.0,Sakshi,380.0,253.0,vishakapatnam_west.png,P.G.V.R. Naidu,TDP,vishakapatnam_west,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SE5TIM50GV0,2022-10-01,0.9984402060508728,6974.0,Sakshi,242.0,13.0,vishakapatnam_west.png,P.G.V.R. Naidu,TDP,vishakapatnam_west,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alwbFjh7nho,2022-10-01,-0.9984126091003418,4276.0,TV5,145.0,17.0,vishakapatnam_west.png,P.G.V.R. Naidu,TDP,vishakapatnam_west,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
WQ0Mb8BcZVc,2022-10-01,-0.981842041015625,8286.0,TV5,405.0,23.0,vishakapatnam_west.png,P.G.V.R. Naidu,TDP,vishakapatnam_west,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
jROFFgPJJ68,2022-10-01,-0.9911919236183168,2916.0,TV5,170.0,12.0,vishakapatnam_west.png,P.G.V.R. Naidu,TDP,vishakapatnam_west,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y0t7H5C80q0,2022-10-01,-0.9982768297195436,28566.0,TV5,228.0,16.0,vishakapatnam_west.png,P.G.V.R. Naidu,TDP,vishakapatnam_west,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
u3byKvobI-M,2022-10-01,0.9967796206474304,3620.0,Sakshi,421.0,7.0,vishakapatnam_west.png,P.G.V.R. Naidu,TDP,vishakapatnam_west,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5bBLUvRY1Lo,2022-10-01,-0.9993698000907898,6165.0,TV5,195.0,13.0,vishakapatnam_west.png,P.G.V.R. Naidu,TDP,vishakapatnam_west,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aiTT9AEgdLo,2022-10-02,0.9987952709197998,574.0,TV5,180.0,1.0,vishakapatnam_west.png,P.G.V.R. Naidu,TDP,vishakapatnam_west,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X7BMiYMAgbM,2022-10-02,0.9988490343093872,166.0,TV5,39.0,0.0,vishakapatnam_west.png,P.G.V.R. Naidu,TDP,vishakapatnam_west,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GVAnyxtXVYY,2022-10-02,-0.9825066924095154,78161.0,TV5,595.0,139.0,vishakapatnam_west.png,P.G.V.R. Naidu,TDP,vishakapatnam_west,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qnzg6hknbMU,2022-10-02,0.9986691474914552,747.0,TV5,157.0,2.0,vishakapatnam_west.png,P.G.V.R. Naidu,TDP,vishakapatnam_west,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EwHNrI5n5Mw,2022-10-03,-0.9982990622520448,26357.0,TV5,167.0,37.0,vishakapatnam_west.png,P.G.V.R. Naidu,TDP,vishakapatnam_west,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k1uawtwi-v4,2022-10-03,0.9938602447509766,860.0,Sakshi,444.0,1.0,vishakapatnam_west.png,P.G.V.R. Naidu,TDP,vishakapatnam_west,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bbwo-BGYBWs,2022-10-03,-0.9984489679336548,12863.0,TV5,119.0,52.0,vishakapatnam_west.png,P.G.V.R. Naidu,TDP,vishakapatnam_west,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UKd1QxyKrvA,2022-10-03,0.9981467723846436,1731.0,Sakshi,264.0,6.0,vishakapatnam_west.png,P.G.V.R. Naidu,TDP,vishakapatnam_west,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vwpmaaVA_YE,2022-10-03,-0.9864240288734436,3391.0,TV5,97.0,5.0,vishakapatnam_west.png,P.G.V.R. Naidu,TDP,vishakapatnam_west,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_V1xOOg_sbw,2022-10-04,0.9900813698768616,1981.0,Sakshi,351.0,4.0,vishakapatnam_west.png,P.G.V.R. Naidu,TDP,vishakapatnam_west,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I0psfsrv03s,2022-10-04,0.9879587888717652,1829.0,TV5,436.0,2.0,vishakapatnam_west.png,P.G.V.R. Naidu,TDP,vishakapatnam_west,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IJU7oJfS0F8,2022-10-04,0.998190939426422,927.0,Sakshi,183.0,0.0,vishakapatnam_west.png,P.G.V.R. Naidu,TDP,vishakapatnam_west,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mer0alyosCU,2022-10-04,0.996830403804779,3114.0,Sakshi,183.0,3.0,vishakapatnam_west.png,P.G.V.R. Naidu,TDP,vishakapatnam_west,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N-nNzPISThY,2022-10-05,0.9985781908035278,4037.0,Sakshi,523.0,11.0,vishakapatnam_west.png,P.G.V.R. Naidu,TDP,vishakapatnam_west,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QkC_IKFaBW8,2022-10-05,0.9984795451164246,2274.0,Sakshi,478.0,5.0,vishakapatnam_west.png,P.G.V.R. Naidu,TDP,vishakapatnam_west,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xsCefEhzL5o,2022-10-06,-0.9908705353736876,5441.0,Sakshi,218.0,35.0,vishakapatnam_west.png,P.G.V.R. Naidu,TDP,vishakapatnam_west,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0jdh1dJSABU,2022-10-06,-0.99716979265213,11363.0,TV5,400.0,55.0,vishakapatnam_west.png,P.G.V.R. Naidu,TDP,vishakapatnam_west,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rHOmhTmoymc,2022-10-08,0.9972649812698364,6046.0,Sakshi,151.0,20.0,vishakapatnam_west.png,P.G.V.R. Naidu,TDP,vishakapatnam_west,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
