ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,ambati rambabu,YS Viveka Case,Yellow Media,Kuppam,janasena party,tdp pattabhi,Ramoji Rao,ap employees,Sajjala ,ap assembly session today,jr ntr,Atchannaidu,YSRCP Plenary,high court,gorantla ,alliance,Peddireddy ,vangalapudi anitha,ambati rambabu ,polavaram,visakha,byreddy siddharth reddy, vidadala ,Kakani,vijayasai reddy,kotamreddy ,roja,vidya deevena,nellore ,srikakulam,yuvashakti,ram gopal varma,tadepalli,ys vijayamma,Pension,vangaveeti radha,suprem court,ap development,tadipatri,janasena alliance with tdp,gudivada ,Kodali Nani ,varahi ,election commission,nellore mekapati,maa nammakam nuvve jagan,nandigama,High Court
Z0dQWkVcagk,2022-04-25,-0.997456967830658,7901.0,Sakshi,299.0,16.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
BNAvXK2YbA4,2022-05-19,0.9986870884895324,501423.0,Sakshi,358.0,818.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KUXHvUkKUqw,2022-05-20,0.99698668718338,23771.0,Sakshi,221.0,90.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
7yx6p2BMtno,2022-05-23,0.9961484670639038,131423.0,Sakshi,589.0,423.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FJRiL7BpX3U,2022-05-26,-0.8222140669822693,29767.0,Sakshi,372.0,122.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p9HjDn4zxcA,2022-05-26,-0.9396141171455384,139936.0,Sakshi,383.0,325.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
P2U3hkwr0bk,2022-05-28,0.9941456317901612,40350.0,Sakshi,246.0,77.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SkKA37GGg1A,2022-06-03,-0.9973058700561525,6156.0,Sakshi,233.0,15.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
_sw0uyclvOc,2022-06-07,0.9826679825782776,13965.0,Sakshi,324.0,69.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
zf2xOnf2MCA,2022-06-17,0.99192214012146,30019.0,Sakshi,495.0,103.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sPHEM5J9UV4,2022-06-20,0.9921974539756776,4137.0,Sakshi,172.0,24.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1Y7Y1iXsiCs,2022-06-21,-0.9981361627578736,167484.0,Sakshi,184.0,323.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HZNsLAGFt8g,2022-06-21,-0.9982492923736572,26806.0,Sakshi,96.0,27.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
a1dSWfSypBI,2022-06-29,0.9939963817596436,3188.0,Sakshi,496.0,2.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0OXzgJm_AMM,2022-07-01,0.9953733086586,1681.0,Sakshi,584.0,0.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rwTRK8IThuA,2022-07-02,-0.9987717270851136,39360.0,Sakshi,411.0,109.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
_X-H0laKpBE,2022-07-07,0.9974702596664428,2638.0,Sakshi,249.0,3.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jek4Z6g6iTE,2022-07-08,0.9949803948402404,2538.0,Sakshi,336.0,7.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kMXpRnDGc5E,2022-07-08,0.9983786344528198,1121741.0,Sakshi,554.0,0.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yat8O7l8OPQ,2022-07-09,-0.9882149696350098,1387.0,Sakshi,271.0,0.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
aQPvOvI_yJE,2022-07-09,0.9980168342590332,58368.0,Sakshi,594.0,27.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t815PRqs-vA,2022-07-11,0.9986513257026672,238332.0,Sakshi,285.0,296.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nOzfpRvi0ug,2022-07-14,0.9981083869934082,16077.0,Sakshi,70.0,16.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PKpSmeDgor8,2022-07-15,-0.9979448914527892,14622.0,Sakshi,251.0,26.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c62fWrbGOwY,2022-07-19,-0.9939746260643004,39318.0,Sakshi,590.0,148.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gceHQSUetxw,2022-07-23,0.9985484480857848,30523.0,Sakshi,400.0,59.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
KLqgujCb3CI,2022-08-02,-0.9902490973472596,8687.0,Sakshi,200.0,29.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iIjoW1VPadA,2022-08-02,-0.9980102181434632,2812.0,Sakshi,351.0,3.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0
4su0PPSAlow,2022-08-05,0.9982831478118896,26021.0,Sakshi,337.0,79.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3V8VUJXR77o,2022-08-09,-0.9683364033699036,73440.0,Sakshi,389.0,106.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uNtNIKIkhug,2022-08-18,0.9932439923286438,46669.0,Sakshi,537.0,137.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PgXtmJGP8lU,2022-08-21,0.9913119673728944,30106.0,Sakshi,401.0,242.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6jjCkwIvqbA,2022-08-22,-0.9991347193717957,4872.0,TV5,125.0,11.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Q5SvG95sOgs,2022-08-22,0.9971815347671508,6016.0,TV5,319.0,3.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
IryEiXfCtlQ,2022-08-22,-0.9994834661483764,28332.0,TV5,190.0,84.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hh2imbhjHb8,2022-08-22,-0.99148690700531,94222.0,TV5,85.0,329.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kZEs1CuY9x0,2022-08-24,-0.999444544315338,49744.0,TV5,460.0,97.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0gc9ZtO1LfQ,2022-08-24,0.9858704209327698,14438.0,TV5,335.0,70.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Z3fkesakCL8,2022-08-26,-0.99729722738266,30772.0,Sakshi,247.0,69.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
F9ght8pkUIk,2022-08-27,-0.592939555644989,42262.0,TV5,365.0,96.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
UXBZ5PMLbcE,2022-08-30,-0.9957064986228944,709.0,TV5,235.0,0.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9S89kDhdTjo,2022-08-30,-0.9981878399848938,26090.0,TV5,400.0,33.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b7KidbOSwus,2022-09-01,0.998016119003296,2826.0,Sakshi,370.0,3.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abvdowohj80,2022-09-06,-0.9995056390762328,1905.0,TV5,522.0,5.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
la8KoN8dSzc,2022-09-10,-0.998658299446106,4589.0,Sakshi,230.0,6.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
rGajXeaJECc,2022-09-12,-0.9986829161643982,1013.0,Sakshi,148.0,6.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GgFFI1XrwcM,2022-09-12,0.9980351328849792,6719.0,TV5,537.0,13.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOvXSOHcc_E,2022-09-12,0.9981982111930848,201808.0,TV5,520.0,417.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dTY74KKQ-Ns,2022-09-14,-0.9878062605857848,3456.0,TV5,175.0,2.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
XPoJJy6Jolg,2022-09-15,0.9946139454841614,5960.0,TV5,300.0,18.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1
-cyQZ_kev0Y,2022-09-15,0.9955471754074096,97213.0,TV5,465.0,202.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6zw-gcgwbwk,2022-09-16,0.8881784081459045,1233.0,Sakshi,577.0,1.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5sWj7jxiWiI,2022-09-16,-0.9933890104293824,2350.0,TV5,422.0,0.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N433UEA2Oos,2022-09-16,-0.9966318011283876,4006.0,Sakshi,439.0,5.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EvEsh26fmU0,2022-09-17,0.9868524670600892,51380.0,TV5,164.0,146.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1
gh0c8h9tXps,2022-09-17,-0.9971237778663636,8198.0,TV5,335.0,16.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oMZKa9uidxk,2022-09-20,0.9946576952934264,39771.0,TV5,355.0,102.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6oYUS2-5qxA,2022-09-20,-0.9978063702583312,1525.0,TV5,100.0,1.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
kMzOYZb2Fzo,2022-09-20,-0.9974913597106934,166962.0,Sakshi,317.0,184.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SXxN7C2UQIM,2022-09-20,0.9970428347587584,43420.0,Sakshi,596.0,75.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
u09kgmzuqJ0,2022-09-20,0.9982988238334656,95763.0,TV5,350.0,213.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LCXLX_as6Zw,2022-09-21,-0.6197969317436218,2046.0,TV5,305.0,9.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
lfPMdWOl6mI,2022-09-21,0.9960676431655884,54457.0,TV5,435.0,65.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ytwy4JtAR1Q,2022-09-23,-0.9910567998886108,61635.0,Sakshi,404.0,43.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BKD5xoHZTzY,2022-09-23,0.9980878233909608,49331.0,Sakshi,230.0,46.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2fIE_heJrzE,2022-09-24,0.969448745250702,4006.0,Sakshi,104.0,30.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ILY3IWUdNSo,2022-09-25,0.9977648258209229,81672.0,TV5,440.0,154.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
