ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,AP ,yuvagalam,amaravati,ambati rambabu,alliance,ambati rambabu ,polavaram,yuvashakti,tadepalli,suprem court,ap development,tadipatri
5OWyL266tUc,2023-03-09,-0.9787431359291076,785.0,TV9,116.0,0.0,udayagiri.png,Mekapati Chandra Sekhar Reddy,YSRCP,Udayagiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
66lXkdZOR7I,2023-03-13,0.9245645999908448,995.0,TV9,261.0,2.0,udayagiri.png,Mekapati Chandra Sekhar Reddy,YSRCP,Udayagiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEkm4icBl8Y,2023-03-22,-0.9992095232009888,2342.0,TV5,200.0,0.0,udayagiri.png,Mekapati Chandra Sekhar Reddy,YSRCP,Udayagiri,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KoYAaj0cbs8,2023-03-24,-0.9834604859352112,3406.0,TV9,259.0,2.0,udayagiri.png,Mekapati Chandra Sekhar Reddy,YSRCP,Udayagiri,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
uWRR4nJjcRs,2023-03-24,-0.9850531220436096,195760.0,TV9,327.0,298.0,udayagiri.png,Mekapati Chandra Sekhar Reddy,YSRCP,Udayagiri,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
caazSSZAK2k,2023-03-24,-0.9993616938591005,8191.0,TV9,239.0,11.0,udayagiri.png,Mekapati Chandra Sekhar Reddy,YSRCP,Udayagiri,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
w-8OioP-o-w,2023-03-24,-0.9939486980438232,12125.0,TV9,258.0,19.0,udayagiri.png,Mekapati Chandra Sekhar Reddy,YSRCP,Udayagiri,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
GJ9c6k72IZg,2023-03-24,0.9956570863723756,8178.0,TV9,225.0,12.0,udayagiri.png,Mekapati Chandra Sekhar Reddy,YSRCP,Udayagiri,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
MhPaStUXJeI,2023-03-24,-0.9938549399375916,20860.0,ABN,235.0,21.0,udayagiri.png,Mekapati Chandra Sekhar Reddy,YSRCP,Udayagiri,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1
iY0a5I9rQe0,2023-03-24,-0.9914724230766296,2518.0,TV9,106.0,2.0,udayagiri.png,Mekapati Chandra Sekhar Reddy,YSRCP,Udayagiri,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hhyx1DsrK0w,2023-03-25,0.9969268441200256,8853.0,TV5,76.0,8.0,udayagiri.png,Mekapati Chandra Sekhar Reddy,YSRCP,Udayagiri,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
e5VvCCNv1z4,2023-03-25,-0.990310788154602,7130.0,TV9,167.0,12.0,udayagiri.png,Mekapati Chandra Sekhar Reddy,YSRCP,Udayagiri,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1
L0NjVFLoGSc,2023-03-26,-0.9862340688705444,4658.0,TV9,106.0,1.0,udayagiri.png,Mekapati Chandra Sekhar Reddy,YSRCP,Udayagiri,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWboW2UPGUU,2023-03-28,0.9942557215690612,3534.0,TV9,189.0,2.0,udayagiri.png,Mekapati Chandra Sekhar Reddy,YSRCP,Udayagiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bxFiJ4UWOdI,2023-03-28,-0.9994869232177734,201055.0,TV9,41.0,76.0,udayagiri.png,Mekapati Chandra Sekhar Reddy,YSRCP,Udayagiri,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
b3PhkXiGaCU,2023-03-28,-0.9993867874145508,8184.0,TV9,86.0,7.0,udayagiri.png,Mekapati Chandra Sekhar Reddy,YSRCP,Udayagiri,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
jKpyKXGj3Q4,2023-03-28,-0.9963298439979552,1536.0,TV9,56.0,2.0,udayagiri.png,Mekapati Chandra Sekhar Reddy,YSRCP,Udayagiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e3oHhPlLUV0,2023-03-28,-0.9993367791175842,87212.0,TV9,125.0,88.0,udayagiri.png,Mekapati Chandra Sekhar Reddy,YSRCP,Udayagiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OqprM2loKZs,2023-03-28,-0.9985160231590272,4652.0,TV9,117.0,3.0,udayagiri.png,Mekapati Chandra Sekhar Reddy,YSRCP,Udayagiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H7RJLLJ45aw,2023-03-28,-0.9990875720977784,72400.0,TV9,56.0,23.0,udayagiri.png,Mekapati Chandra Sekhar Reddy,YSRCP,Udayagiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dDENQirJN8I,2023-03-28,0.9918698072433472,2046.0,TV9,344.0,0.0,udayagiri.png,Mekapati Chandra Sekhar Reddy,YSRCP,Udayagiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4_SNZ_pw8nw,2023-03-28,-0.9992005228996276,8122.0,TV9,56.0,21.0,udayagiri.png,Mekapati Chandra Sekhar Reddy,YSRCP,Udayagiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hrBT9pZNXKM,2023-03-28,-0.983669102191925,6511.0,TV5,161.0,1.0,udayagiri.png,Mekapati Chandra Sekhar Reddy,YSRCP,Udayagiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3HbTaeMLul8,2023-03-28,-0.9994706511497498,563548.0,TV9,46.0,264.0,udayagiri.png,Mekapati Chandra Sekhar Reddy,YSRCP,Udayagiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7bDcSSxHKXc,2023-03-28,-0.9994029998779296,7954.0,TV9,60.0,17.0,udayagiri.png,Mekapati Chandra Sekhar Reddy,YSRCP,Udayagiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3p11vbqDBbs,2023-03-29,-0.9984128475189208,99119.0,TV9,309.0,56.0,udayagiri.png,Mekapati Chandra Sekhar Reddy,YSRCP,Udayagiri,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1
nXVWtHFlpaE,2023-03-30,-0.9908252358436584,2971.0,TV9,223.0,6.0,udayagiri.png,Mekapati Chandra Sekhar Reddy,YSRCP,Udayagiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4xzJVye1Cs,2023-03-30,-0.9942072629928588,6983.0,TV9,304.0,13.0,udayagiri.png,Mekapati Chandra Sekhar Reddy,YSRCP,Udayagiri,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0
Wjf9VmagZEY,2023-03-31,-0.9967928528785706,2497.0,TV9,283.0,1.0,udayagiri.png,Mekapati Chandra Sekhar Reddy,YSRCP,Udayagiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sPMqigtoAA8,2023-03-31,-0.9910474419593812,1781.0,TV9,171.0,0.0,udayagiri.png,Mekapati Chandra Sekhar Reddy,YSRCP,Udayagiri,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1
FocchcPeH-U,2023-03-31,0.9978907704353333,37472.0,TV9,191.0,39.0,udayagiri.png,Mekapati Chandra Sekhar Reddy,YSRCP,Udayagiri,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hFiHcFw4V6s,2023-03-31,-0.997605800628662,1487.0,TV9,193.0,0.0,udayagiri.png,Mekapati Chandra Sekhar Reddy,YSRCP,Udayagiri,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p_NINzAMMRA,2023-03-31,0.9977725148200988,3463.0,TV9,191.0,0.0,udayagiri.png,Mekapati Chandra Sekhar Reddy,YSRCP,Udayagiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FveaxniVJwI,2023-03-31,0.8919181823730469,2328.0,TV9,309.0,1.0,udayagiri.png,Mekapati Chandra Sekhar Reddy,YSRCP,Udayagiri,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0
YSGxVewHnvQ,2023-03-31,-0.885820746421814,1574.0,TV9,159.0,0.0,udayagiri.png,Mekapati Chandra Sekhar Reddy,YSRCP,Udayagiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6SqqI09sAXo,2023-03-31,0.99839848279953,205.0,TV9,286.0,0.0,udayagiri.png,Mekapati Chandra Sekhar Reddy,YSRCP,Udayagiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mqW_kibL0pw,2023-04-08,-0.995788037776947,689.0,TV9,166.0,1.0,udayagiri.png,Mekapati Chandra Sekhar Reddy,YSRCP,Udayagiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kao7VLa36Wo,2023-04-08,-0.998233437538147,2291.0,TV9,332.0,27.0,udayagiri.png,Mekapati Chandra Sekhar Reddy,YSRCP,Udayagiri,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XHE7yhfJc9Y,2023-04-10,-0.9838808178901672,12859.0,TV9,169.0,6.0,udayagiri.png,Mekapati Chandra Sekhar Reddy,YSRCP,Udayagiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gtLrcTtqnzs,2023-04-19,0.996878147125244,1546.0,TV9,218.0,1.0,udayagiri.png,Mekapati Chandra Sekhar Reddy,YSRCP,Udayagiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DiLFK6fKong,2023-04-22,0.9980964064598083,23665.0,Sakshi,42897.0,7.0,udayagiri.png,Mekapati Chandra Sekhar Reddy,YSRCP,Udayagiri,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
