ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,ambati rambabu,Yellow Media,janasena party,ap employees,ap assembly session today,alliance,vangalapudi anitha,polavaram,visakha,byreddy siddharth reddy,vijayasai reddy,jogi ramesh ,roja,vidya deevena,nellore ,srikakulam,yuvashakti,tadepalli,ayyanna patrudu ,vangaveeti radha,suprem court,ap development,balineni srinivasa reddy,tadipatri,Jayaho BC,nellore mekapati,maa nammakam nuvve jagan,nandigama
G4UKNbDLw0M,2022-12-07,0.998358428478241,1699.0,TV9,335.0,5.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8OUvLHMcZ9I,2022-12-07,0.9986782670021056,1824.0,Sakshi,207.0,2.0,pedana.png,jogi ramesh,YSRCP,Pedana,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1
VO6KRy6hxRo,2022-12-07,0.996480405330658,1314.0,TV9,157.0,2.0,pedana.png,jogi ramesh,YSRCP,Pedana,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0
o7Hw8HJrsrg,2022-12-07,-0.9899584650993348,655.0,TV9,263.0,0.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0
bhbBayBfIss,2022-12-07,0.9979808926582336,953.0,Sakshi,228.0,2.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
675vRV6oKZg,2022-12-09,-0.9990893602371216,488.0,TV9,295.0,1.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9qMJBvVVJsQ,2022-12-09,-0.9940010905265808,222.0,TV9,305.0,0.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2cTVUaE8E5A,2022-12-09,0.920008897781372,2036.0,TV9,185.0,1.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O_Jdva1dLGI,2022-12-09,-0.9989863038063048,322.0,TV9,288.0,2.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5h8gCG_VHxY,2022-12-09,0.985765814781189,954.0,TV9,288.0,0.0,pedana.png,jogi ramesh,YSRCP,Pedana,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1
i-UA6zyqbKc,2022-12-09,-0.9993929862976074,4785.0,TV9,211.0,3.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r3swCC4xka8,2022-12-10,-0.9985606074333192,1618.0,ABN,380.0,0.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
kg5HKPd6vxM,2022-12-10,0.996439516544342,1500.0,TV5,240.0,2.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1UdzKLO7VS0,2022-12-10,-0.9986488223075868,2248.0,TV5,355.0,0.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gWzp6nnkJdc,2022-12-10,-0.9923171997070312,3379.0,Sakshi,303.0,3.0,pedana.png,jogi ramesh,YSRCP,Pedana,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
cJDBbzlH52M,2022-12-10,-0.9990552067756652,3910.0,Sakshi,208.0,35.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MBosJXKGq8o,2022-12-11,0.9980418682098388,1405.0,Sakshi,61.0,4.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
yqGB_kGfeNc,2022-12-12,0.9980655312538148,3706.0,Sakshi,157.0,3.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
sq4bb6fbQg8,2022-12-12,0.9970219731330872,9337.0,Sakshi,369.0,7.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Mzl91-WnCYc,2022-12-13,-0.9980126619338988,335.0,Sakshi,133.0,2.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
vkj9-xFGROg,2022-12-15,-0.9991301894187928,1135.0,Sakshi,110.0,2.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TH8Yx3llZiU,2022-12-15,-0.9970273375511168,1441.0,Sakshi,483.0,5.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hj5_Vrp4uh4,2022-12-15,-0.9971700310707092,663.0,Sakshi,101.0,1.0,pedana.png,jogi ramesh,YSRCP,Pedana,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OYloNSVqETU,2022-12-15,-0.9970833659172058,1679.0,TV9,206.0,10.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaKIB2vvvJU,2022-12-16,0.9965229034423828,21847.0,TV9,417.0,6.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kLp3IgXU5cc,2022-12-17,-0.9939588308334352,21125.0,TV5,428.0,14.0,pedana.png,jogi ramesh,YSRCP,Pedana,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C4UWwggZFcY,2022-12-18,0.9901776909828186,26016.0,Sakshi,597.0,73.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UQJPt7-n8hU,2022-12-18,-0.9976639747619628,53194.0,TV5,440.0,55.0,pedana.png,jogi ramesh,YSRCP,Pedana,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uoylY-4f4KY,2022-12-19,-0.9918963313102722,5183.0,TV9,251.0,50.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1
TZOxJi654mU,2022-12-19,-0.999332845211029,1224.0,TV9,126.0,5.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
loMqf_zyd30,2022-12-19,0.997905731201172,1744.0,TV5,510.0,18.0,pedana.png,jogi ramesh,YSRCP,Pedana,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
G4gV_Pirp4k,2022-12-19,-0.9934244155883788,17117.0,Sakshi,192.0,116.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1
NNZRkk3t0Yw,2022-12-19,0.9862720966339112,62711.0,TV9,464.0,103.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LLMQPVCATR0,2022-12-20,0.99869042634964,1024.0,Sakshi,276.0,4.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
fYPCEHB0cZE,2022-12-21,-0.9992780089378356,446.0,ABN,191.0,1.0,pedana.png,jogi ramesh,YSRCP,Pedana,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jRWAu8NaLXc,2022-12-26,-0.9970325231552124,2413.0,TV9,268.0,2.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W9Xh16G6_e4,2022-12-26,-0.9949498176574708,2016.0,TV9,164.0,4.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qboKCT7hEeg,2022-12-26,-0.9986578226089478,2010.0,TV9,329.0,3.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ko37UEi23_U,2022-12-26,-0.998786985874176,2309.0,TV9,370.0,0.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7AEhBUZBQ3M,2022-12-26,-0.9968660473823548,9964.0,TV9,234.0,14.0,pedana.png,jogi ramesh,YSRCP,Pedana,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0
9oFhQlyYoWI,2022-12-29,-0.9956596493721008,50648.0,TV5,405.0,57.0,pedana.png,jogi ramesh,YSRCP,Pedana,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nply1IqCv3k,2022-12-29,-0.9967325925827026,2444.0,ABN,587.0,2.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
W2RdK8ry2EE,2022-12-29,-0.9936661124229432,2021.0,TV9,244.0,6.0,pedana.png,jogi ramesh,YSRCP,Pedana,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
ioyrqpnqE4A,2022-12-30,0.9912890195846558,896.0,Sakshi,496.0,0.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qmux3QZkM-k,2022-12-30,0.993450403213501,2129.0,Sakshi,358.0,16.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oWfiAKQhZ54,2022-12-31,-0.997634768486023,1625.0,Sakshi,505.0,10.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I2EkQVwKFTY,2022-12-31,0.9835262894630432,7508.0,Sakshi,481.0,52.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUXH-KNTzG0,2022-12-31,-0.99799782037735,1917.0,Sakshi,481.0,6.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
MiEV01x4L24,2022-12-31,-0.9974498152732848,1938.0,TV9,90.0,5.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jI3eqnSlJ6o,2023-01-02,0.9950660467147828,2963.0,Sakshi,368.0,23.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KJPF8zDUZ88,2023-01-02,-0.9988405108451844,7561.0,TV9,205.0,21.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
qFDM1100U28,2023-01-02,-0.9978433847427368,1471.0,Sakshi,188.0,4.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
9A68XWXGaYY,2023-01-02,-0.997701108455658,1339.0,TV5,162.0,0.0,pedana.png,jogi ramesh,YSRCP,Pedana,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ao1T6-P0cLg,2023-01-03,-0.992580771446228,23800.0,TV9,306.0,147.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZgSnJ-9w6pU,2023-01-03,-0.9704830646514891,11911.0,TV9,242.0,27.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picf7QjMAAg,2023-01-03,-0.9973899722099304,6502.0,Sakshi,243.0,9.0,pedana.png,jogi ramesh,YSRCP,Pedana,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
KsGd4BMZSUw,2023-01-04,-0.9993689656257628,1829.0,TV9,248.0,14.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iKFFGAnD6uE,2023-01-04,-0.9978117346763612,1312.0,TV9,154.0,2.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
D0wqmcElhbI,2023-01-04,-0.9982979893684388,1068.0,TV9,189.0,3.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vGHwLZ1wwts,2023-01-04,-0.9980376362800598,2246.0,TV9,150.0,6.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0
PGLX2pg7xFo,2023-01-04,0.9851245880126952,6231.0,TV9,194.0,1.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SbmrzNMfULk,2023-01-04,0.9955833554267884,1127.0,Sakshi,334.0,7.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
VfN03s9yCtE,2023-01-04,-0.9899449944496156,2425.0,TV9,132.0,4.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f8KEGpV65BY,2023-01-04,-0.99237459897995,19075.0,TV5,310.0,46.0,pedana.png,jogi ramesh,YSRCP,Pedana,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OLqmEJXfCts,2023-01-04,-0.9993483424186708,1574.0,TV9,198.0,4.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5Bluj2SPt4Q,2023-01-05,-0.9953408241271972,696.0,TV9,150.0,2.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
mCKozUiqtnk,2023-01-06,0.9987015724182128,3179.0,TV9,235.0,0.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nC4JCaiGORM,2023-01-08,-0.9994463324546814,2285.0,TV9,303.0,18.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
gNnME7Kegho,2023-01-08,-0.9977788329124452,39733.0,Sakshi,594.0,387.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ypg536xwMvc,2023-01-08,-0.989259958267212,1627.0,TV9,186.0,4.0,pedana.png,jogi ramesh,YSRCP,Pedana,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
VVBPgNLPXQc,2023-01-09,-0.9924972057342528,1353.0,ABN,230.0,1.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
wyIe1XvgOFc,2023-01-09,-0.9987701773643494,1609.0,TV9,280.0,6.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vfrgLw1g5rE,2023-01-10,-0.9965584874153136,11830.0,TV9,328.0,12.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Z8EX4q3NxFg,2023-01-10,-0.9979990124702454,1808.0,ABN,203.0,0.0,pedana.png,jogi ramesh,YSRCP,Pedana,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
OD7x2cqIe4w,2023-01-12,0.9973669648170472,1768.0,TV9,260.0,0.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARGud9EGECQ,2023-01-12,0.9985925555229188,1215.0,TV9,284.0,0.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2zXmt6UB7ss,2023-01-12,0.9956539869308472,7770.0,Sakshi,316.0,18.0,pedana.png,jogi ramesh,YSRCP,Pedana,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1
upkOGj_KVeg,2023-01-13,0.9897834658622742,18833.0,Sakshi,389.0,95.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60qwLdtQNzk,2023-01-13,-0.9939472675323486,10144.0,TV9,89.0,58.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
kPfyh7Z0qgE,2023-01-13,-0.9985879063606262,7170.0,TV9,207.0,65.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
BzyNmDC2yV8,2023-01-13,0.9964917302131652,16602.0,TV9,300.0,117.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
B7bI6c2Acxw,2023-01-14,0.9984678626060486,4644.0,TV5,580.0,7.0,pedana.png,jogi ramesh,YSRCP,Pedana,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TPIgPbpAWqU,2023-01-14,-0.9931393265724182,2005.0,TV5,320.0,3.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DyXP1XMu81U,2023-01-15,0.99847811460495,614.0,TV5,136.0,0.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QpwSVtClfuM,2023-01-15,-0.9965672492980956,5519.0,TV5,420.0,3.0,pedana.png,jogi ramesh,YSRCP,Pedana,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OHQh0z614kE,2023-01-15,-0.9987743496894836,7057.0,TV9,108.0,16.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dPGEJ4oXuVk,2023-01-16,0.998815417289734,11490.0,Sakshi,392.0,3.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
jYx86-KF5kY,2023-01-20,-0.9983013868331908,1044.0,TV9,260.0,0.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560vyHKZzj0,2023-01-20,-0.9903556108474731,2147.0,TV9,191.0,0.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VW81jhM-0y4,2023-01-20,-0.9896138310432434,1332.0,TV9,236.0,0.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y4w0NhUk8EQ,2023-01-21,-0.9988207221031188,2895.0,Sakshi,154.0,15.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
imQenRy7LcE,2023-01-21,-0.9978272318840028,7244.0,Sakshi,148.0,37.0,pedana.png,jogi ramesh,YSRCP,Pedana,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1
