ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,AP ,yuvagalam,Sajjala ,high court,alliance,yuvashakti,suprem court,ap development,tadipatri,High Court
5w41SHBCgiM,2023-02-20,0.9952723383903505,3816.0,TV9,320.0,6.0,elluru_l.png,Kotagiri Sridhar,YSRCP,Eluru,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
x2fDaSoWBbk,2023-02-20,0.9881319403648376,3222.0,ABN,430.0,5.0,elluru_l.png,Kotagiri Sridhar,YSRCP,Eluru,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
VrxFt7--Dxo,2023-02-20,0.994355320930481,17207.0,TV5,375.0,14.0,elluru_l.png,Kotagiri Sridhar,YSRCP,Eluru,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
p0zfs8zG2y4,2023-02-21,-0.9991797804832458,20206.0,TV9,291.0,11.0,elluru_l.png,Kotagiri Sridhar,YSRCP,Eluru,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0
-9HWPeKRemw,2023-02-27,-0.9983554482460022,2135.0,TV5,298.0,9.0,elluru_l.png,Kotagiri Sridhar,YSRCP,Eluru,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
lqys863ndW0,2023-03-04,0.998444139957428,1290.0,TV9,262.0,4.0,elluru_l.png,Kotagiri Sridhar,YSRCP,Eluru,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
NtqaeMGgdc4,2023-03-04,-0.9984283447265624,1132.0,TV9,320.0,6.0,elluru_l.png,Kotagiri Sridhar,YSRCP,Eluru,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
VDN_DIJ5tH4,2023-03-06,-0.988300085067749,182.0,TV5,71.0,1.0,elluru_l.png,Kotagiri Sridhar,YSRCP,Eluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OErkIge8UDM,2023-03-12,-0.992864727973938,1763.0,ABN,283.0,1.0,elluru_l.png,Kotagiri Sridhar,YSRCP,Eluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qKdd1Slntns,2023-03-14,-0.9993745684623718,577.0,TV9,301.0,0.0,elluru_l.png,Kotagiri Sridhar,YSRCP,Eluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-K1ajStl4,2023-03-14,0.996991753578186,2212.0,TV9,119.0,0.0,elluru_l.png,Kotagiri Sridhar,YSRCP,Eluru,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FvZou-CTbqw,2023-03-15,-0.997998058795929,2373.0,TV9,230.0,2.0,elluru_l.png,Kotagiri Sridhar,YSRCP,Eluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G148R6mok_4,2023-03-15,-0.9980873465538024,1291.0,TV9,338.0,1.0,elluru_l.png,Kotagiri Sridhar,YSRCP,Eluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yq6DWILLU60,2023-03-16,-0.9974514842033386,528.0,ABN,262.0,0.0,elluru_l.png,Kotagiri Sridhar,YSRCP,Eluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bdjwj0E3YMI,2023-03-17,0.9985693693161012,4909.0,Sakshi,243.0,36.0,elluru_l.png,Kotagiri Sridhar,YSRCP,Eluru,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0
vx0N4WAV8eY,2023-03-19,0.9835900664329528,2954.0,TV9,296.0,5.0,elluru_l.png,Kotagiri Sridhar,YSRCP,Eluru,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
bX2WWsg94Zk,2023-03-24,0.9945189356803894,6415.0,TV9,230.0,7.0,elluru_l.png,Kotagiri Sridhar,YSRCP,Eluru,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
98i1EmC9zGQ,2023-03-27,-0.999373495578766,14879.0,ABN,349.0,10.0,elluru_l.png,Kotagiri Sridhar,YSRCP,Eluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I7yshYPJSXc,2023-04-04,-0.9898208379745485,5300.0,TV9,230.0,12.0,elluru_l.png,Kotagiri Sridhar,YSRCP,Eluru,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
KI3qSma4rXY,2023-04-04,-0.9569712281227112,24381.0,TV9,157.0,39.0,elluru_l.png,Kotagiri Sridhar,YSRCP,Eluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
u0db4Z2qUaA,2023-04-05,-0.9982486963272096,3191.0,TV9,341.0,15.0,elluru_l.png,Kotagiri Sridhar,YSRCP,Eluru,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
zCBzVrl0hKQ,2023-04-05,0.9983421564102172,2391.0,Sakshi,307.0,4.0,elluru_l.png,Kotagiri Sridhar,YSRCP,Eluru,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0
f5xhy6wrAT8,2023-04-09,-0.9987418055534364,1735.0,TV9,302.0,1.0,elluru_l.png,Kotagiri Sridhar,YSRCP,Eluru,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4gNrGrt-UHw,2023-04-11,-0.998449444770813,4993.0,TV9,262.0,6.0,elluru_l.png,Kotagiri Sridhar,YSRCP,Eluru,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
q4qZyrgwEfM,2023-04-13,-0.9983617663383484,121888.0,TV9,29.0,95.0,elluru_l.png,Kotagiri Sridhar,YSRCP,Eluru,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Uq9ITF1OyDo,2023-04-22,-0.9988651275634766,2094.0,ABN,259.0,2.0,elluru_l.png,Kotagiri Sridhar,YSRCP,Eluru,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
