ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,Kuppam,janasena party,ap employees,ap assembly session today,alliance,Peddireddy ,gudivada amarnath,polavaram,visakha,byreddy siddharth reddy,roja,nellore ,yuvashakti,tadepalli,suprem court,ap development,tadipatri,gudivada ,maa nammakam nuvve jagan,nandigama
i7dzlNzDGKc,2023-01-10,0.9968196153640748,115200.0,Sakshi,375.0,327.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
j4SoU8nV6uo,2023-01-10,0.9757269024848938,4855.0,TV5,229.0,4.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mZHyU6eHbMc,2023-01-11,0.9977930784225464,2364.0,TV9,184.0,4.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
WsWsxFVLLac,2023-01-12,-0.9955768585205078,1692.0,Sakshi,264.0,2.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
V-jA13KJZKk,2023-01-13,-0.9741076827049256,13207.0,ABN,300.0,147.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W0C6lg-MQ5s,2023-01-13,-0.9979574680328368,2917.0,TV9,303.0,27.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
fvsJA9HeECg,2023-01-13,0.9973925352096558,1487.0,Sakshi,551.0,12.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
rfaCK4QdTI0,2023-01-13,-0.9994538426399232,1711.0,TV9,288.0,19.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
fQprFEqZNos,2023-01-13,-0.9986975193023682,2455.0,TV9,303.0,21.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
wwkeQlXtooA,2023-01-16,-0.9357627034187316,878.0,TV9,345.0,3.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Hi_yMjiEFpY,2023-01-17,-0.9989707469940186,36853.0,Sakshi,167.0,106.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0
oyhwpaxGZ8Y,2023-01-17,0.9948135614395142,1178.0,TV9,264.0,0.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pW1xXizHORs,2023-01-17,-0.9988252520561218,37972.0,Sakshi,214.0,45.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0
SgdnGMOUvwY,2023-01-17,-0.9959949254989624,22529.0,Sakshi,523.0,27.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wc6-8zTs7BQ,2023-01-17,0.9870293140411376,6599.0,Sakshi,548.0,21.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qi4YO5MJIC4,2023-01-21,0.996687352657318,3801.0,Sakshi,570.0,6.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xUKExwlQqiM,2023-01-21,0.998573899269104,1044.0,Sakshi,173.0,1.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OGc5FBH3fLg,2023-01-22,0.997732639312744,49069.0,Sakshi,552.0,287.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Bci-XbsQ2_g,2023-01-25,-0.9951373934745787,362.0,TV9,305.0,1.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jN74DZobn2E,2023-01-25,-0.992233157157898,429.0,TV9,298.0,3.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B-SsxEw3D90,2023-01-25,0.9925791621208192,248.0,TV9,276.0,1.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
MkpA1P8AI94,2023-01-25,-0.9880645871162416,215.0,TV9,298.0,0.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yO130xnw_2U,2023-01-25,0.9973530769348145,359.0,TV9,349.0,7.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R6SCkCOroNo,2023-01-26,0.993647038936615,1057.0,Sakshi,152.0,1.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
ANmxC9cDIvM,2023-01-26,0.9884123206138612,1467.0,TV9,332.0,8.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p8Md8OgHZYE,2023-01-26,0.9974855184555054,3615.0,Sakshi,199.0,4.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
tSC3acs8hbQ,2023-01-26,0.98239266872406,460.0,Sakshi,569.0,2.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TIUaO3TELUQ,2023-01-27,0.9866496920585632,2234.0,TV9,316.0,3.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
muEkZQS3KWY,2023-01-28,0.9987245202064514,913.0,ABN,473.0,0.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hLPc9ZHKg3Q,2023-01-30,0.997961401939392,159293.0,Sakshi,431.0,520.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSKMcAZkR8A,2023-01-31,0.9860274791717528,45968.0,Sakshi,186.0,123.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAzve50n0nA,2023-02-01,0.9697815179824828,4729.0,Sakshi,495.0,14.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mBgbXgMCSYc,2023-02-01,0.9952817559242249,1081.0,TV9,275.0,9.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0
axPXZOSmThY,2023-02-02,0.9979240894317628,917.0,TV9,231.0,0.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qv4fYZl9sQE,2023-02-03,0.993010938167572,2877.0,TV9,241.0,1.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8HjKH5fbXW0,2023-02-03,0.9862931966781616,2320.0,TV9,220.0,1.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a5OGpDC6ii4,2023-02-05,0.9962181448936462,2484.0,TV9,595.0,0.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C0gGFC_zgkY,2023-02-06,0.9970537424087524,666.0,TV9,267.0,0.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8WTLyi9-Dfk,2023-02-06,0.9985768795013428,1723.0,TV9,300.0,0.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
obyTX6Rruzw,2023-02-06,0.9913990497589112,1019.0,TV9,522.0,0.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1
5Q9SJVCb1XM,2023-02-06,0.9884244203567504,10577.0,Sakshi,503.0,29.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCYc30tb8fY,2023-02-06,0.9880293011665344,3495.0,TV9,282.0,0.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Nv8j5fvTULY,2023-02-06,0.9837397933006288,5537.0,TV9,443.0,1.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
wKylX1nTdT4,2023-02-06,0.9899179339408876,729.0,TV9,262.0,0.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dKoMKHSP_pk,2023-02-06,0.9979047775268556,1313.0,TV9,280.0,0.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J0-VzRXWr9I,2023-02-06,0.9920973777770996,924.0,TV9,319.0,0.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
wR80b4YNdhs,2023-02-06,0.9977092742919922,445.0,TV9,521.0,0.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DmeRw3-ZNvA,2023-02-06,0.9983067512512208,1049.0,TV9,297.0,0.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JCW-Rkho7AA,2023-02-06,0.9951896667480468,888.0,TV9,261.0,0.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
XY85_RZvhrc,2023-02-06,0.9930643439292908,365.0,TV9,65.0,0.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
M61_QTL9oF4,2023-02-07,-0.9770010113716124,19952.0,TV9,560.0,41.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MfUVwmmRw1I,2023-02-08,-0.9939028024673462,819.0,TV5,257.0,0.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i_qq21RsuS4,2023-02-08,-0.9863187074661256,6356.0,Sakshi,235.0,16.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iDZTszTS1QE,2023-02-08,-0.998553454875946,128444.0,TV5,96.0,128.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1
B_dePWPIqWs,2023-02-08,-0.9923721551895142,1248.0,TV5,408.0,2.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
RG5OcXEDIik,2023-02-09,0.9957475066184998,3655.0,TV9,425.0,2.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
S8efCMcG8lg,2023-02-09,-0.9981472492218018,920.0,TV9,269.0,0.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
EwTS88NFCr4,2023-02-11,0.9978179931640624,28489.0,TV5,165.0,116.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1WhvtnvEJ58,2023-02-14,0.9941815733909608,512.0,TV5,262.0,1.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
YqnKhMrAWuc,2023-02-15,-0.943168878555298,1529.0,TV5,395.0,1.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
LalxNoeFnj0,2023-02-15,-0.9909747242927552,895.0,TV9,455.0,6.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n2_bih7dJs0,2023-02-15,-0.9911275506019592,938.0,TV9,545.0,5.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k12zx9bmZJA,2023-02-17,0.9795143604278564,9655.0,TV9,177.0,19.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yuv8hQ3xOC0,2023-02-18,0.9858127236366272,24013.0,Sakshi,561.0,31.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
By89zYwkjRA,2023-02-20,0.996969997882843,844.0,TV9,222.0,0.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PwkIKBM0SAU,2023-02-22,0.9462593197822572,619.0,TV9,274.0,0.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2yPonFnjuG0,2023-02-25,0.9974812865257264,3064.0,TV9,185.0,16.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
cTc4ZD3OYL0,2023-02-25,-0.9984753727912904,2597.0,Sakshi,245.0,18.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Z4_jOx8oqkg,2023-02-26,0.9988387227058412,1096.0,TV9,309.0,0.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
byuCr8PJry0,2023-02-26,0.9971590042114258,1539.0,TV9,316.0,0.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kZI048O1RZE,2023-02-26,0.9980611205101012,6879.0,TV9,149.0,21.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
bnmJteo3BrQ,2023-02-26,-0.9928178787231444,1596.0,TV9,110.0,3.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GYi4EwsPyPk,2023-02-27,-0.9986571073532104,6665.0,TV5,164.0,18.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Mc2pBCHZPj8,2023-03-02,0.9929950833320618,382.0,TV9,319.0,1.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W25OXXZaFIY,2023-03-02,0.9878246784210204,1478.0,TV9,199.0,15.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
7LMS7oYjGcs,2023-03-02,0.9979590177536012,948.0,TV9,273.0,2.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
o3J4meVjBo4,2023-03-02,0.9979950189590454,1196.0,TV9,282.0,3.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QNDQsUu61wo,2023-03-02,0.9980875849723816,943.0,TV9,316.0,2.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IupFgBr2hz0,2023-03-04,-0.998940885066986,1624.0,TV9,271.0,5.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tAP_aYz0CtI,2023-03-04,0.9800506234169006,691.0,TV9,274.0,3.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BbSmyezi7sc,2023-03-08,0.9921318888664246,2089.0,TV9,315.0,5.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oghgE-ARDaI,2023-03-10,0.8641555905342102,5097.0,TV9,149.0,12.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0
hCzh_cmAecY,2023-03-11,-0.9966717958450316,2675.0,Sakshi,148.0,8.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
ozK7ckMPXP4,2023-03-11,0.9974853992462158,1887.0,Sakshi,276.0,2.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
jYHXDr1imPM,2023-03-11,-0.9994910955429076,1323.0,TV9,261.0,2.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9_dG0x12Aos,2023-03-11,-0.9915871620178224,608.0,TV9,269.0,0.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shdkrP1ltUk,2023-03-11,0.9971275925636292,965.0,TV9,276.0,0.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3BiihCe76AY,2023-03-13,0.9987107515335084,984.0,TV9,81.0,2.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ckDeljTVpb8,2023-03-15,0.9906604886054992,37384.0,TV9,315.0,50.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-Qv-IQz3B3A,2023-03-16,0.9986501336097716,184970.0,TV9,155.0,62.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NQvhHCJ2ylU,2023-03-16,-0.9978827834129332,470.0,ABN,306.0,0.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
olfWgSRisTM,2023-03-17,0.9977461695671082,1139.0,TV9,282.0,0.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
zGPJBVQ3FfA,2023-03-18,-0.9979878664016724,30793.0,TV5,154.0,31.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZAjHiJjeLMQ,2023-03-18,0.9982810020446776,5056.0,TV5,175.0,0.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0
-AUy3SEKcPg,2023-03-20,0.9862122535705566,3776.0,ABN,185.0,5.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FrB53nxvqco,2023-03-21,0.971468150615692,13511.0,Sakshi,192.0,32.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1
bRk-2uMVD2M,2023-03-21,-0.9916008710861206,728.0,TV9,271.0,2.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
F-2DoL1bsic,2023-03-21,-0.9945776462554932,10906.0,ABN,209.0,35.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yDGZi0MHQE0,2023-03-21,-0.9909300208091736,661.0,TV9,283.0,0.0,anantapur_l.png,Talari Rangaiah,YSRCP,Anantapur,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
