ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,ambati rambabu,YS Viveka Case,ap employees,ap assembly session today,high court,alliance,Peddireddy ,polavaram,visakha,Kakani,kotamreddy ,roja,nellore ,yuvashakti,tadepalli,ayyanna patrudu ,suprem court,tdp leaders arrest,ap development,tadipatri,gudivada ,varahi ,nandigama,High Court
hW9R39Ln0Ms,2022-11-03,-0.9958140254020692,9917.0,TV5,80.0,21.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MDlkPZIfQsg,2022-11-03,-0.9993972778320312,2805.0,TV5,160.0,4.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0
taHG0UcMaes,2022-11-03,-0.9973223805427552,184679.0,TV5,135.0,296.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uLCFdtWLZO0,2022-11-03,-0.9981677532196044,1065.0,TV5,75.0,2.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
co-tP05ReLA,2022-11-03,-0.9976964592933656,2479.0,TV5,87.0,12.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
9mEDSHl1Bsc,2022-11-03,-0.9993733763694764,1181.0,ABN,205.0,5.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YIrnIrItJh0,2022-11-03,-0.9978203773498536,3685.0,TV5,240.0,5.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QH_oms8kWPg,2022-11-03,-0.9824876189231871,858.0,ABN,200.0,4.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
VJ8y0M6FSfQ,2022-11-03,-0.9982969164848328,1087.0,ABN,215.0,0.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CjpdBX3kJOk,2022-11-03,-0.9979804158210754,2332.0,TV5,120.0,1.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
34RAZaPQ8RM,2022-11-03,-0.9994685053825378,2874.0,TV5,215.0,3.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZTEQLMdhazI,2022-11-03,-0.990970015525818,127531.0,TV5,275.0,63.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
RUUw41caCUM,2022-11-03,-0.9932748079299928,15438.0,TV5,272.0,22.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
DW9Lqnx8y30,2022-11-03,0.9956427812576294,5930.0,ABN,475.0,5.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_VTu6XQUZV0,2022-11-03,-0.99928879737854,2950.0,TV5,175.0,9.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
TJPjycX85xc,2022-11-03,-0.998381733894348,610.0,ABN,90.0,1.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YvhZFGuY5RA,2022-11-03,-0.9994755387306212,1898.0,ABN,270.0,0.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TE8CNpO0JSY,2022-11-03,-0.99751877784729,7650.0,TV5,228.0,2.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
8EBMNLE_6MQ,2022-11-03,-0.9972597360610962,523.0,TV5,105.0,0.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
J__C3QSAz2w,2022-11-03,-0.9989895224571228,690.0,ABN,165.0,3.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
AZZ2WmRKgiM,2022-11-03,-0.9985511898994446,5171.0,TV5,220.0,20.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
yWLpvOdqvSQ,2022-11-03,-0.9991670846939088,2060.0,ABN,190.0,3.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lxWGdzhYV6k,2022-11-03,-0.9978203773498536,1662.0,TV5,120.0,0.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
F13yb7Nlsdw,2022-11-06,-0.9954053163528442,11985.0,Sakshi,310.0,51.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
T3aYK7qUa-A,2022-11-11,0.997295081615448,2002.0,Sakshi,341.0,6.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hPuZRsljBWQ,2022-11-13,0.9880235195159912,1707.0,ABN,310.0,4.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
M3WyfyNWHnE,2022-11-13,0.9986108541488647,2916.0,ABN,120.0,7.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7lAeZBvW02M,2022-11-13,-0.8706135749816895,866.0,ABN,256.0,0.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
NaF91Hh4CgQ,2022-11-14,0.9984293580055236,15024.0,Sakshi,460.0,123.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mH2bzSDdPCc,2022-11-14,-0.7116895318031311,1449.0,ABN,280.0,4.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SSz3GUA7q-Y,2022-11-17,-0.9937694668769836,4649.0,ABN,305.0,3.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nnh8JoAFg4E,2022-11-18,0.9947565793991088,40021.0,Sakshi,311.0,116.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0nDaDG3zDDw,2022-11-18,-0.998285472393036,470.0,TV9,48.0,0.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaleQGHZRWk,2022-11-19,0.9978373646736144,624.0,TV9,461.0,0.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0OxD1RXfVPY,2022-11-19,0.8850337266921997,1084.0,TV9,72.0,1.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yGBT9rSkC38,2022-11-19,-0.99124276638031,1892.0,TV9,80.0,2.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
M0LTZHF3r4o,2022-11-21,0.979324758052826,628.0,TV9,398.0,0.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kbcnoQY2BB0,2022-11-21,0.9588910341262816,1798.0,TV9,152.0,1.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBWAqmoFdKA,2022-11-21,-0.9975627660751344,12085.0,TV9,128.0,3.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pBvH6uqMEu0,2022-11-21,-0.990685760974884,33269.0,TV9,240.0,9.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FXNudxPq3NE,2022-11-21,0.9874569773674012,1472.0,Sakshi,495.0,8.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S-TXYuLyQ5c,2022-11-22,0.987906575202942,620.0,ABN,377.0,2.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XwCnFsrvxmc,2022-11-22,-0.9981303811073304,9731.0,TV9,566.0,6.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GfUChS_K3NU,2022-11-22,-0.9950064420700072,2915.0,TV9,219.0,4.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPeLCKRVmy8,2022-11-23,-0.5374605059623718,2235.0,TV9,199.0,14.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3crPg6qWDiU,2022-11-23,-0.994077205657959,3064.0,TV9,343.0,1.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J2YjuayMMck,2022-11-23,-0.9994415640830994,65011.0,TV9,219.0,30.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EgjaU6owZC8,2022-11-23,-0.9761061072349548,5227.0,TV9,266.0,10.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HilsCK_bNZw,2022-11-23,-0.9990018010139464,21131.0,TV9,250.0,47.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
qhK9QU4vAQg,2022-11-23,-0.9978126287460328,6754.0,TV9,327.0,0.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eb8HNYYzgeQ,2022-11-23,-0.9971561431884766,2367.0,ABN,394.0,3.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PV1MtyMQSyw,2022-11-24,-0.9985448122024536,4313.0,ABN,529.0,1.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oTqbUJ4optI,2022-11-24,-0.9951844811439514,1145.0,TV9,149.0,1.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WWVpuGpYu0I,2022-11-24,-0.9987805485725404,3089.0,TV5,265.0,10.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
um090OJ1wYA,2022-11-25,-0.9957931041717528,5758.0,TV9,468.0,3.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AguQtm2cur0,2022-11-28,0.9924694895744324,5316.0,Sakshi,489.0,9.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zikZGr4-S9M,2022-11-28,-0.9827286601066588,668.0,Sakshi,496.0,1.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1teLiY1BeXo,2022-11-28,0.9988741278648376,1108.0,TV9,281.0,2.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
kumGdleB724,2022-11-28,0.9887397885322572,23215.0,Sakshi,561.0,75.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ExgOdF6D_DA,2022-11-30,0.9963871240615844,14247.0,TV5,579.0,62.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zgTcT4StBuc,2022-12-01,-0.9962719678878784,5768.0,ABN,380.0,3.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_EEIUFbXeis,2022-12-01,-0.998650848865509,43472.0,ABN,360.0,26.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kD02Y0joLDg,2022-12-02,0.9981762170791626,354.0,ABN,147.0,0.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5YOuBklgyUQ,2022-12-02,-0.9993441700935364,780.0,TV9,140.0,0.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X9KuK79dWJU,2022-12-05,-0.9945278763771056,1620.0,TV9,165.0,10.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
dccPQgL63NU,2022-12-06,-0.9965548515319824,811.0,TV5,293.0,0.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
plTg14qpM_c,2022-12-06,-0.9979117512702942,729.0,ABN,270.0,0.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ps9xjILbfq8,2022-12-07,0.9985503554344176,1473.0,TV9,239.0,0.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
fTNt57EAgtw,2022-12-07,0.9795854091644288,623.0,ABN,245.0,4.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HJyhMA8mePc,2022-12-07,-0.990568220615387,2261.0,TV9,265.0,0.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sQkt7wg4xic,2022-12-07,0.993371605873108,1497.0,TV9,145.0,2.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
5VZAiRUYnSA,2022-12-07,0.9983035326004028,1925.0,TV9,225.0,0.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4KRlLQl2sfI,2022-12-07,0.9966666102409364,6460.0,TV9,249.0,24.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
dOdsF_duZ00,2022-12-07,0.9970707893371582,248.0,TV9,266.0,0.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WeCwU02IaTg,2022-12-07,0.9962111711502076,1458.0,TV9,101.0,4.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
hQ_COtbfNy8,2022-12-07,0.9978216886520386,2079.0,TV5,295.0,5.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
UJc4lV7-lDU,2022-12-07,-0.9987038373947144,2199.0,TV9,251.0,10.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
W4mET8eDT50,2022-12-07,-0.997967541217804,1988.0,TV9,253.0,4.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
daYTmXY09d4,2022-12-07,-0.6340252757072449,1237.0,TV9,197.0,3.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
H57UTxCnTH8,2022-12-07,-0.9952815175056458,5030.0,TV9,144.0,1.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FtJlEgjfxaw,2022-12-07,0.9986203908920288,1293.0,TV9,230.0,0.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-FBITp-l-X0,2022-12-07,0.9982178807258606,2156.0,TV5,220.0,6.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XVkKxY2yYbg,2022-12-07,0.9978975057601928,627.0,TV9,288.0,0.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lwmR7Vpi-nA,2022-12-07,0.99880850315094,185.0,TV9,266.0,0.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
L3O9OVCHRk4,2022-12-07,-0.999454915523529,1847.0,TV9,333.0,8.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9XYe-Yt5HNw,2022-12-07,0.9965772032737732,5662.0,TV9,355.0,38.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UVjKbD_ltgA,2022-12-07,-0.9882959723472596,316.0,ABN,130.0,0.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pKcvpdKjD6c,2022-12-07,0.9987273812294006,1719.0,TV9,255.0,0.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
p9E33sx2OAQ,2022-12-08,0.9978392720222472,430.0,TV9,79.0,0.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9I4jYKWRTlA,2022-12-08,0.9951276779174804,1975.0,ABN,511.0,1.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_eF7BMASHgc,2022-12-08,0.992215096950531,1339.0,ABN,473.0,1.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
lrh8myqMQVQ,2022-12-08,-0.99762362241745,2008.0,TV9,346.0,4.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
U3O4HpQ8hHE,2022-12-08,-0.9967753291130066,16271.0,ABN,592.0,10.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
swCHc18ii2w,2022-12-09,-0.9954184293746948,1650.0,TV9,277.0,3.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p7neGXAbO6M,2022-12-09,-0.9956154823303224,3161.0,TV9,241.0,1.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
wlrvqyY06AI,2022-12-10,-0.987896203994751,5975.0,TV9,439.0,1.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
