ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,AP ,yuvagalam,amaravati,ambati rambabu,janasena party,ap employees,ap assembly session today,alliance,gudivada amarnath,polavaram,visakha,byreddy siddharth reddy
DGAuaerQMxI,2023-03-21,-0.9917854070663452,1909.0,TV9,302.0,0.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0
vtG6n3a9AWU,2023-03-21,0.9812644720077516,3254.0,TV9,248.0,2.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
jgsnzQdxddE,2023-03-21,-0.9971835017204284,469.0,TV9,278.0,1.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
EnY-tYPTTZI,2023-03-22,0.9986928105354308,543.0,ABN,171.0,0.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HRcbs9-QepI,2023-03-23,-0.994422733783722,3733.0,TV5,160.0,0.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
iqm1hTsc4_0,2023-03-23,0.5778980255126953,2127.0,TV5,205.0,2.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0
KS2yWv_t7NA,2023-03-23,-0.9651849865913392,10357.0,TV5,340.0,6.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6EHc-SgT7yo,2023-03-23,0.9972193241119384,6643.0,TV5,205.0,9.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0
TFg-zPg_6_A,2023-03-24,-0.9984681010246276,1375.0,ABN,300.0,11.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
ayGs4QDOWFs,2023-03-24,-0.9994055032730104,3085.0,ABN,295.0,9.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0
gsXWtiRZ38o,2023-03-24,0.9962910413742064,1878.0,TV9,226.0,5.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
rAYwcmW4Ip4,2023-03-24,0.7202438712120056,1763.0,ABN,270.0,2.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
BzT_NNsUJeA,2023-03-24,0.9958093166351318,1223.0,ABN,135.0,3.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2I8EASp4Eh8,2023-03-30,0.9976638555526732,633.0,TV9,187.0,0.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RHQE4Qk3OGE,2023-04-03,0.9981001019477844,15450.0,TV9,297.0,8.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
ftfiymglguo,2023-04-03,0.9901415705680848,21639.0,TV9,318.0,21.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,1,0,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,1,0
86ZSiQ4w1uY,2023-04-03,0.9962024092674256,7654.0,TV9,340.0,11.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
xmoBDAcmn9g,2023-04-04,-0.996565282344818,39669.0,ABN,245.0,192.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
69Kdt3o1GQQ,2023-04-08,-0.997241735458374,2258.0,TV5,94.0,6.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
h9prpM4ivYg,2023-04-08,-0.9851969480514526,635.0,TV5,167.0,1.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JIORkgiScQw,2023-04-11,0.9939633011817932,890.0,TV5,310.0,0.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
LwBG5Zph7Gk,2023-04-13,0.98602956533432,3103.0,ABN,190.0,3.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e7vB3cwyS5A,2023-04-14,-0.997498333454132,2546.0,TV5,90.0,5.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4kTJ7_nAxSA,2023-04-14,-0.9979130625724792,3123.0,TV5,130.0,3.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
91xmjoTpjnA,2023-04-16,-0.9984618425369264,4867.0,TV9,246.0,2.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
fthlHkLM3Rk,2023-04-17,0.9940635561943054,13601.0,TV9,242.0,15.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
rmeeRnT_fkU,2023-04-17,0.993571400642395,7844.0,TV9,306.0,12.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
JVrLh4ShRwg,2023-04-17,0.996188461780548,3435.0,TV9,183.0,7.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6wgGKAH7zys,2023-04-18,-0.9952730536460876,2818.0,TV9,184.0,10.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
wX22j1KKxWo,2023-04-18,0.9980133771896362,4917.0,Sakshi,290.0,10.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
