ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,AP ,yuvagalam,amaravati,ambati rambabu,janasena party,ap employees,ap assembly session today,alliance,gudivada amarnath,polavaram,visakha,byreddy siddharth reddy
MQdRdmdLV0c,2023-01-10,-0.9909355044364928,25082.0,TV9,395.0,22.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r-GIYoQd0OU,2023-01-10,0.9974472522735596,7464.0,TV5,175.0,13.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CTww-DaxR34,2023-01-12,0.9988803267478944,2525.0,Sakshi,162.0,1.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jXlV9D6hFp4,2023-01-13,-0.9972257018089294,73421.0,ABN,380.0,221.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W0C6lg-MQ5s,2023-01-13,-0.9979574680328368,2917.0,TV9,303.0,27.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
rfaCK4QdTI0,2023-01-13,-0.9994538426399232,1711.0,TV9,288.0,19.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
fQprFEqZNos,2023-01-13,-0.9986975193023682,2455.0,TV9,303.0,21.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PHlJm2WHH20,2023-01-13,-0.9974924325942992,2654.0,ABN,350.0,1.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ogu9nSlzMrU,2023-01-13,-0.998955488204956,7828.0,ABN,340.0,51.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-zmnNybLVwg,2023-01-13,-0.9992293119430542,3452.0,ABN,189.0,46.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
gkTHdWGN-4s,2023-01-13,-0.9911811351776124,10638.0,ABN,245.0,6.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
F5d-9MeGwUQ,2023-01-13,0.9909111857414246,1736.0,Sakshi,581.0,20.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
6Ha-yEdPCnc,2023-01-13,-0.9983481168746948,29074.0,ABN,255.0,70.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fn73YT4nU-M,2023-01-13,0.9975969195365906,8567.0,TV9,98.0,56.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
60gNuL37MFU,2023-01-13,-0.9958910942077636,3132.0,ABN,130.0,12.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
h-wvTZYBJSk,2023-01-13,0.9915962815284728,7355.0,ABN,320.0,38.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
eIXQqSgoKgw,2023-01-13,-0.9983579516410828,6699.0,ABN,295.0,7.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
m0MHQSWnqsU,2023-01-13,0.9813566207885742,4010.0,ABN,205.0,1.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
oMw89PQ9G7c,2023-01-13,0.9951919317245485,4264.0,ABN,240.0,3.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
A3KJJzEnK-w,2023-01-13,0.9983983635902404,4499.0,TV9,300.0,24.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
329UNCP5p04,2023-01-13,0.9985650181770324,8973.0,TV9,206.0,17.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
fvsJA9HeECg,2023-01-13,0.9973925352096558,1487.0,Sakshi,551.0,12.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
UhNZAfTItF4,2023-01-13,0.996905505657196,49898.0,ABN,390.0,39.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bab1MBwfimY,2023-01-13,-0.9993185997009276,7637.0,ABN,255.0,9.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wmNPKuOeDYo,2023-01-13,0.9980639815330504,2169.0,ABN,315.0,0.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
3r_q4jPVv6k,2023-01-13,-0.9973304271697998,13916.0,ABN,385.0,31.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yygSk1Bb5zI,2023-01-14,-0.9862701296806335,1892.0,TV9,413.0,9.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sp812mtrzCU,2023-01-15,0.99861478805542,6919.0,TV9,448.0,12.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x5DKTzDl8_k,2023-01-16,-0.9932536482810974,780.0,TV9,360.0,6.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wwkeQlXtooA,2023-01-16,-0.9357627034187316,878.0,TV9,345.0,3.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SgdnGMOUvwY,2023-01-17,-0.9959949254989624,22529.0,Sakshi,523.0,27.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PZVughMKFJo,2023-01-17,0.9961334466934204,4804.0,Sakshi,197.0,10.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Wc6-8zTs7BQ,2023-01-17,0.9870293140411376,6599.0,Sakshi,548.0,21.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Lr-J8pam5B8,2023-01-18,-0.997403919696808,16702.0,Sakshi,178.0,154.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
vMF1jJvWON8,2023-01-20,0.9981014132499696,341.0,TV9,74.0,0.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bF1pU8N1pzU,2023-01-20,0.998381733894348,3281.0,Sakshi,283.0,10.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
2L2EDexawhw,2023-01-20,-0.9948775768280028,1058.0,Sakshi,362.0,0.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K0UrNKDakmo,2023-01-21,-0.9946187734603882,11161.0,ABN,295.0,3.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EJUEBBqJwGI,2023-01-21,-0.9990761280059814,19520.0,ABN,310.0,43.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
neBspG4GaiY,2023-01-21,-0.9980231523513794,42601.0,ABN,365.0,38.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
lfhuDAKaLnk,2023-01-21,-0.9982982277870178,76603.0,ABN,340.0,112.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
SbvvVQX7IAI,2023-01-21,-0.9979028701782228,4349.0,ABN,455.0,2.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JYpo4DiAVe0,2023-01-21,0.9975780844688416,55220.0,TV5,470.0,40.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
xWnTHJijwjg,2023-01-21,0.9978092312812804,4696.0,ABN,435.0,2.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vsvQiYkJ3qE,2023-01-21,0.9573240876197816,5678.0,ABN,280.0,13.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M94XgDY2_mg,2023-01-21,-0.9971591234207152,2268.0,ABN,460.0,0.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uZjerzx16iw,2023-01-21,0.9953746199607848,107700.0,TV5,440.0,114.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cTIl1x1jZFk,2023-01-22,0.9973893761634828,4031.0,TV9,565.0,2.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ijbIPj2XnSA,2023-01-24,-0.9988276362419128,358.0,TV9,326.0,2.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ycYEcVDTP0Y,2023-01-26,0.9984344840049744,1956.0,TV9,228.0,2.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPkf1sl6LWI,2023-01-26,0.9959593415260316,1221.0,TV5,435.0,1.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S0_tXQDawcI,2023-01-27,-0.9977426528930664,4164.0,TV9,121.0,6.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
f8hByVckDxk,2023-01-28,-0.9982989430427552,763.0,ABN,92.0,2.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l2hE1M4rLKE,2023-01-28,-0.9915783405303956,30444.0,TV9,569.0,9.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hr_trQmkb-I,2023-01-29,0.9987610578536988,515.0,TV9,228.0,1.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PtWpj3brnXo,2023-01-29,-0.9977272152900696,6364.0,Sakshi,268.0,17.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
peFv3wR258g,2023-01-29,0.9985791444778442,1128.0,TV9,208.0,0.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_1oBmbpNr1E,2023-01-30,-0.9994155168533324,33124.0,ABN,410.0,24.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
83l7h1dUusQ,2023-01-30,-0.999439775943756,3388.0,ABN,445.0,1.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
zNs_dDo7YPE,2023-01-31,0.9897192716598512,2236.0,ABN,298.0,0.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
kTWpcZjGbJg,2023-02-01,0.9976171851158142,1141.0,TV9,269.0,3.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
-xK670mzrsk,2023-02-01,-0.9984266757965088,8154.0,ABN,355.0,4.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3FIitsBQJ0o,2023-02-02,0.9890490770339966,19770.0,ABN,350.0,17.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9Q7o8apmDEc,2023-02-05,-0.9862179160118104,50405.0,TV9,169.0,173.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1ySFSTgAse4,2023-02-05,0.992548406124115,5172.0,Sakshi,529.0,10.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
k0U6huKOsaI,2023-02-05,0.9916712045669556,9200.0,TV9,232.0,29.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
yM2YPyYy5m4,2023-02-05,0.9907545447349548,185365.0,TV9,210.0,592.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
tPd3Um14wLE,2023-02-05,-0.9991825222969056,20596.0,TV9,239.0,73.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
c6ikRiJE9Q4,2023-02-07,-0.9895423650741576,2355.0,ABN,116.0,2.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TfReR8duuzs,2023-02-09,0.9980425834655762,5813.0,Sakshi,337.0,25.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
PZuQb1iAvME,2023-02-11,-0.9983750581741332,2038.0,Sakshi,308.0,6.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
09UFXpZtwgk,2023-02-15,0.9926398992538452,2790.0,TV5,215.0,6.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0
fKau_zLXyls,2023-02-15,-0.9990200996398926,1667.0,TV5,330.0,2.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
YqnKhMrAWuc,2023-02-15,-0.943168878555298,1529.0,TV5,395.0,1.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1
QyfrKUiW7ys,2023-02-15,0.9973785877227784,2355.0,TV5,385.0,1.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vaX5UBGbE74,2023-02-17,-0.9962527751922609,1743.0,ABN,285.0,5.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Xpz5Li9MwlQ,2023-02-19,0.9918930530548096,3178.0,TV9,158.0,0.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
By89zYwkjRA,2023-02-20,0.996969997882843,844.0,TV9,222.0,0.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KNvL2CPEgr0,2023-02-23,0.9171127080917358,3477.0,ABN,245.0,7.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
hRzGo-sAVeo,2023-02-24,0.996767282485962,44381.0,Sakshi,199.0,63.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
_CS_mRXZeg0,2023-02-25,-0.9994152784347534,5254.0,TV5,233.0,7.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2yPonFnjuG0,2023-02-25,0.9974812865257264,3064.0,TV9,185.0,16.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
bnmJteo3BrQ,2023-02-26,-0.9928178787231444,1596.0,TV9,110.0,3.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
byuCr8PJry0,2023-02-26,0.9971590042114258,1539.0,TV9,316.0,0.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boKZi-QU6gQ,2023-02-28,0.9968289732933044,407.0,ABN,304.0,1.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
08hHWdKxQOM,2023-02-28,-0.9972341656684875,267.0,ABN,254.0,0.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
YF-V-g0Eaxo,2023-02-28,0.9972227811813354,522.0,TV9,324.0,2.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
z2-0Sa12h2E,2023-02-28,-0.993104875087738,302.0,ABN,264.0,0.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0ZC7LiCQ4PQ,2023-02-28,-0.998390793800354,1874.0,TV9,339.0,3.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aZHJH1RIyFI,2023-03-01,0.710220217704773,682.0,TV9,273.0,0.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
JBqUPTuogXc,2023-03-01,0.9970406889915466,737.0,TV5,187.0,1.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
wNw6W4iTWiE,2023-03-01,-0.9979799389839172,3499.0,ABN,125.0,10.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Y3vTTpLvJ98,2023-03-01,-0.9992884397506714,11977.0,ABN,260.0,53.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvETKcGUDhM,2023-03-02,-0.9984286427497864,4225.0,TV9,216.0,7.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
3dNkvaw5Jw0,2023-03-03,0.9976081848144532,3271.0,Sakshi,289.0,16.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0
nu9Z9ZT64sE,2023-03-03,0.997300922870636,13446.0,ABN,320.0,42.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1
IN0irmrXb8I,2023-03-03,0.9974356293678284,4833.0,Sakshi,321.0,45.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1
09tIGX571UU,2023-03-04,0.996748685836792,3938.0,TV9,339.0,7.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n_DhSXjwTag,2023-03-04,0.9949572682380676,4683.0,TV9,242.0,7.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Xd-MA6HqBIU,2023-03-05,-0.9993304014205932,1126.0,TV9,277.0,2.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ibB99sCJ9-U,2023-03-09,-0.9862661957740784,3251.0,TV5,205.0,1.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
-rsRB2l9L2g,2023-03-10,0.9983635544776917,6050.0,Sakshi,301.0,6.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qF_801O9sxM,2023-03-11,0.9914920926094056,1252.0,TV9,169.0,0.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yf626YykfUM,2023-03-12,-0.9964444041252136,52339.0,ABN,290.0,21.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bx71oH6Gilc,2023-03-13,-0.9968860745429992,2535.0,TV5,315.0,8.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
iONnl5992Mg,2023-03-13,0.9884963035583496,3373.0,TV5,260.0,13.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Ue-9nC-RphE,2023-03-13,0.58135586977005,5798.0,TV5,355.0,21.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
kNFFHgoDmoc,2023-03-13,-0.9981073141098022,233419.0,TV5,313.0,123.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ra9E1BAdUcM,2023-03-13,-0.9941192865371704,9950.0,TV5,175.0,30.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6Jf-uHlLhTc,2023-03-14,0.9847787022590636,4954.0,TV5,355.0,5.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0
-HnYWfJ42e4,2023-03-17,0.9896904230117798,98122.0,TV5,180.0,110.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,1,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0
ZAjHiJjeLMQ,2023-03-18,0.9982810020446776,5056.0,TV5,175.0,0.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
yDGZi0MHQE0,2023-03-21,-0.9909300208091736,661.0,TV9,283.0,0.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
bRk-2uMVD2M,2023-03-21,-0.9916008710861206,728.0,TV9,271.0,2.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
F-2DoL1bsic,2023-03-21,-0.9945776462554932,10906.0,ABN,209.0,35.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y5sRvCMDj-g,2023-03-21,-0.994159460067749,775.0,TV9,266.0,1.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
arQC0f5K0QQ,2023-03-21,0.9753441214561462,1785.0,TV9,296.0,18.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0
u6kab5G-7Kk,2023-03-21,0.9919801950454712,1375.0,TV9,279.0,9.0,vijay_kumar.png,SUNDARAPU VIJAY KUMAR,JSP,,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
