ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,raghurama ,AP ,yuvagalam,amaravati,ambati rambabu,YS Viveka Case,Yellow Media,panchayat elections,Kuppam,janasena party,tdp pattabhi,Ramoji Rao,ap employees,Sajjala ,ap assembly session today,jr ntr,Atchannaidu,high court,gorantla ,alliance,Peddireddy ,vangalapudi anitha,ambati rambabu ,gudivada amarnath,polavaram,visakha,byreddy siddharth reddy, vidadala ,vijayasai reddy,kotamreddy ,Preethi,roja,vidya deevena,nellore ,srikakulam,yuvashakti,tadepalli,ys vijayamma,Pension,vangaveeti radha,suprem court,perni nani ,tdp leaders arrest,ap development,Kethireddy Venkatarami Reddy,balineni srinivasa reddy,tadipatri,Anam Ramanarayana Reddy,Corona,janasena alliance with tdp,gudivada ,Kodali Nani ,varahi ,election commission,nellore mekapati,maa nammakam nuvve jagan,nandigama,High Court
PVr8iDDNSZA,2022-11-14,-0.9984038472175598,2461.0,ABN,311.0,4.0,raptadu.png,Thopudurthi Prakash Reddy,YSRCP,Raptadu,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2xB-NZO625U,2022-11-15,-0.9926323294639589,2407.0,TV5,119.0,0.0,raptadu.png,Thopudurthi Prakash Reddy,YSRCP,Raptadu,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tDtvYRswMxo,2022-11-15,-0.998210906982422,2272.0,TV5,282.0,0.0,raptadu.png,Thopudurthi Prakash Reddy,YSRCP,Raptadu,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YxTzNP9ZB_E,2022-11-17,0.9951509237289428,12202.0,TV5,420.0,23.0,raptadu.png,Thopudurthi Prakash Reddy,YSRCP,Raptadu,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIHXcgGPgFk,2022-11-18,0.9970357418060304,574.0,Sakshi,290.0,0.0,raptadu.png,Thopudurthi Prakash Reddy,YSRCP,Raptadu,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zA_RVqQj2BU,2022-11-18,-0.9972679615020752,8037.0,ABN,200.0,7.0,raptadu.png,Thopudurthi Prakash Reddy,YSRCP,Raptadu,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kgt0C86X_2I,2022-11-18,-0.9947267174720764,1776.0,TV9,336.0,1.0,raptadu.png,Thopudurthi Prakash Reddy,YSRCP,Raptadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ax4hw4jFej8,2022-11-18,-0.7927032113075256,3541.0,Sakshi,272.0,11.0,raptadu.png,Thopudurthi Prakash Reddy,YSRCP,Raptadu,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YiH2fYCXAp0,2022-11-18,-0.9757848978042604,2384.0,ABN,235.0,1.0,raptadu.png,Thopudurthi Prakash Reddy,YSRCP,Raptadu,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
y855bEq-ymA,2022-11-18,0.9935426712036132,10354.0,ABN,420.0,15.0,raptadu.png,Thopudurthi Prakash Reddy,YSRCP,Raptadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GmpuWh9EDLk,2022-11-18,0.9802360534667968,9689.0,TV5,285.0,24.0,raptadu.png,Thopudurthi Prakash Reddy,YSRCP,Raptadu,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0
ZcoCOPq-tEE,2022-11-18,-0.9988328814506532,1842.0,ABN,240.0,1.0,raptadu.png,Thopudurthi Prakash Reddy,YSRCP,Raptadu,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1Ok7vUhy2TI,2022-11-19,-0.9952351450920104,658.0,ABN,373.0,7.0,raptadu.png,Thopudurthi Prakash Reddy,YSRCP,Raptadu,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gWB4dt8Cyig,2022-11-19,-0.9910725951194764,1845.0,TV9,160.0,4.0,raptadu.png,Thopudurthi Prakash Reddy,YSRCP,Raptadu,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fHXKOoGOD8E,2022-11-19,-0.9986623525619508,1879.0,TV5,185.0,3.0,raptadu.png,Thopudurthi Prakash Reddy,YSRCP,Raptadu,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y6W5VRP59j4,2022-11-19,-0.9904347658157348,23311.0,TV5,290.0,116.0,raptadu.png,Thopudurthi Prakash Reddy,YSRCP,Raptadu,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kmjX6v072Cs,2022-11-19,-0.997588276863098,2918.0,TV9,154.0,0.0,raptadu.png,Thopudurthi Prakash Reddy,YSRCP,Raptadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
wCW78Vk64JM,2022-11-19,-0.997328281402588,1957.0,TV5,476.0,3.0,raptadu.png,Thopudurthi Prakash Reddy,YSRCP,Raptadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qC5zjYI6WbQ,2022-11-19,-0.998683512210846,2574.0,TV9,278.0,4.0,raptadu.png,Thopudurthi Prakash Reddy,YSRCP,Raptadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oFx1WWd1DQU,2022-11-20,0.998409867286682,826.0,TV9,430.0,0.0,raptadu.png,Thopudurthi Prakash Reddy,YSRCP,Raptadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uwQaIaa2ejA,2022-11-20,-0.8727569580078125,1463.0,TV9,257.0,0.0,raptadu.png,Thopudurthi Prakash Reddy,YSRCP,Raptadu,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uin8f3iR8Ik,2022-11-20,-0.9905731081962584,1625.0,ABN,180.0,1.0,raptadu.png,Thopudurthi Prakash Reddy,YSRCP,Raptadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
q8JKa6Cm_Qg,2022-11-21,-0.9931427240371704,2593.0,TV9,196.0,5.0,raptadu.png,Thopudurthi Prakash Reddy,YSRCP,Raptadu,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MHc1ljPhapU,2022-11-21,-0.9987164735794068,26527.0,TV9,332.0,19.0,raptadu.png,Thopudurthi Prakash Reddy,YSRCP,Raptadu,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
jhMtv1mA2Gs,2022-11-21,-0.9981390237808228,100292.0,TV9,349.0,127.0,raptadu.png,Thopudurthi Prakash Reddy,YSRCP,Raptadu,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rxKcKdi1W5s,2022-11-21,-0.9941052198410034,4311.0,Sakshi,508.0,14.0,raptadu.png,Thopudurthi Prakash Reddy,YSRCP,Raptadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RH2e9xaBq-w,2022-11-21,0.9876649975776672,8854.0,Sakshi,496.0,47.0,raptadu.png,Thopudurthi Prakash Reddy,YSRCP,Raptadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FXNudxPq3NE,2022-11-21,0.9874569773674012,1472.0,Sakshi,495.0,8.0,raptadu.png,Thopudurthi Prakash Reddy,YSRCP,Raptadu,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6ZBipoWEYA0,2022-11-22,0.996218740940094,2396.0,ABN,460.0,8.0,raptadu.png,Thopudurthi Prakash Reddy,YSRCP,Raptadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S-TXYuLyQ5c,2022-11-22,0.987906575202942,620.0,ABN,377.0,2.0,raptadu.png,Thopudurthi Prakash Reddy,YSRCP,Raptadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
StD-7uu-nMY,2022-11-22,-0.9980080723762512,2191.0,ABN,131.0,8.0,raptadu.png,Thopudurthi Prakash Reddy,YSRCP,Raptadu,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
t_gr00FgDkY,2022-11-22,-0.9968881011009216,3667.0,TV9,217.0,5.0,raptadu.png,Thopudurthi Prakash Reddy,YSRCP,Raptadu,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mnpDNA1Hces,2022-11-22,-0.993066430091858,643.0,TV9,128.0,0.0,raptadu.png,Thopudurthi Prakash Reddy,YSRCP,Raptadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_g0ZFX9uNCk,2022-11-22,0.9977644681930542,3344.0,TV5,380.0,5.0,raptadu.png,Thopudurthi Prakash Reddy,YSRCP,Raptadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GfUChS_K3NU,2022-11-22,-0.9950064420700072,2915.0,TV9,219.0,4.0,raptadu.png,Thopudurthi Prakash Reddy,YSRCP,Raptadu,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cd7hpke9w6Y,2022-11-22,-0.9982261061668396,3048.0,ABN,465.0,5.0,raptadu.png,Thopudurthi Prakash Reddy,YSRCP,Raptadu,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AOl5gOiBlPo,2022-11-22,-0.9954522252082824,11456.0,ABN,490.0,16.0,raptadu.png,Thopudurthi Prakash Reddy,YSRCP,Raptadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tiJMDRcl-nE,2022-11-22,-0.9992703795433044,640.0,ABN,370.0,0.0,raptadu.png,Thopudurthi Prakash Reddy,YSRCP,Raptadu,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05yp6Pk86ug,2022-11-22,-0.9988844990730286,2359.0,ABN,215.0,5.0,raptadu.png,Thopudurthi Prakash Reddy,YSRCP,Raptadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gk31NonUFyo,2022-11-22,-0.9984288811683656,2256.0,TV9,161.0,2.0,raptadu.png,Thopudurthi Prakash Reddy,YSRCP,Raptadu,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LfVBB4xUNFU,2022-11-22,0.993442177772522,8225.0,ABN,495.0,31.0,raptadu.png,Thopudurthi Prakash Reddy,YSRCP,Raptadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VVF5kVBMwAA,2022-11-23,0.9859727621078492,4524.0,TV9,529.0,5.0,raptadu.png,Thopudurthi Prakash Reddy,YSRCP,Raptadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VHnNZIfLTNE,2022-11-23,0.9934645295143129,1747.0,ABN,215.0,4.0,raptadu.png,Thopudurthi Prakash Reddy,YSRCP,Raptadu,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xgL_kD3er94,2022-11-23,-0.9979065656661988,3398.0,TV5,305.0,3.0,raptadu.png,Thopudurthi Prakash Reddy,YSRCP,Raptadu,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6INDjsZsBLY,2022-11-23,-0.9903388619422911,2732.0,TV9,192.0,8.0,raptadu.png,Thopudurthi Prakash Reddy,YSRCP,Raptadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qUd4sG-WAqU,2022-11-23,-0.9881780743598938,3519.0,TV9,221.0,3.0,raptadu.png,Thopudurthi Prakash Reddy,YSRCP,Raptadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
xPNUjuvjDm8,2022-11-23,0.9978233575820924,806.0,ABN,415.0,4.0,raptadu.png,Thopudurthi Prakash Reddy,YSRCP,Raptadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ski2b88vepU,2022-11-23,-0.997746765613556,387.0,TV9,148.0,1.0,raptadu.png,Thopudurthi Prakash Reddy,YSRCP,Raptadu,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HilsCK_bNZw,2022-11-23,-0.9990018010139464,21131.0,TV9,250.0,47.0,raptadu.png,Thopudurthi Prakash Reddy,YSRCP,Raptadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPeLCKRVmy8,2022-11-23,-0.5374605059623718,2235.0,TV9,199.0,14.0,raptadu.png,Thopudurthi Prakash Reddy,YSRCP,Raptadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uDGaENuob-s,2022-11-23,0.9976727366447448,10945.0,TV5,445.0,7.0,raptadu.png,Thopudurthi Prakash Reddy,YSRCP,Raptadu,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DyX-8QMIjyY,2022-11-24,-0.9967969059944152,2616.0,ABN,221.0,1.0,raptadu.png,Thopudurthi Prakash Reddy,YSRCP,Raptadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wYySZnASNAo,2022-11-24,-0.996428906917572,1059.0,TV5,295.0,2.0,raptadu.png,Thopudurthi Prakash Reddy,YSRCP,Raptadu,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E-1OrLUKclk,2022-11-24,-0.9945436716079712,432.0,TV9,146.0,2.0,raptadu.png,Thopudurthi Prakash Reddy,YSRCP,Raptadu,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
um090OJ1wYA,2022-11-25,-0.9957931041717528,5758.0,TV9,468.0,3.0,raptadu.png,Thopudurthi Prakash Reddy,YSRCP,Raptadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
f-p3Vlakeac,2022-11-25,-0.9782700538635254,1828.0,TV5,380.0,2.0,raptadu.png,Thopudurthi Prakash Reddy,YSRCP,Raptadu,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_6EwhrP9wQE,2022-11-26,0.991982877254486,2096.0,TV5,553.0,1.0,raptadu.png,Thopudurthi Prakash Reddy,YSRCP,Raptadu,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d2Ngd3rWAGs,2022-11-26,-0.9602821469306946,84208.0,ABN,530.0,146.0,raptadu.png,Thopudurthi Prakash Reddy,YSRCP,Raptadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WL0ttToO_VE,2022-11-26,0.9769495129585266,14543.0,ABN,375.0,54.0,raptadu.png,Thopudurthi Prakash Reddy,YSRCP,Raptadu,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tAoilWqu1_M,2022-11-26,-0.9975709319114684,4653.0,TV9,235.0,20.0,raptadu.png,Thopudurthi Prakash Reddy,YSRCP,Raptadu,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dNKebMzXOeE,2022-11-27,-0.9844123721122742,11908.0,TV9,264.0,12.0,raptadu.png,Thopudurthi Prakash Reddy,YSRCP,Raptadu,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JMkVvzC6Pik,2022-11-27,-0.9980999827384948,2381.0,TV9,149.0,3.0,raptadu.png,Thopudurthi Prakash Reddy,YSRCP,Raptadu,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vERNqUfkazo,2022-11-27,-0.9962336421012878,11946.0,TV9,217.0,1.0,raptadu.png,Thopudurthi Prakash Reddy,YSRCP,Raptadu,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
