ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency
C7Ck9o2_kOc,2022-06-21,-0.9960914254188538,72044.0,Sakshi,304.0,505.0,vishakapatnam_east.png,Ramakrishna Babu Velagapudi,TDP,vishakapatnam_east
8ZJuNRihoKo,2022-08-30,-0.9959568381309508,404.0,TV5,197.0,1.0,vishakapatnam_east.png,Ramakrishna Babu Velagapudi,TDP,vishakapatnam_east
9J_aTwVcu3g,2022-08-31,0.9941715598106384,1161.0,TV5,224.0,0.0,vishakapatnam_east.png,Ramakrishna Babu Velagapudi,TDP,vishakapatnam_east
0qjSkSCshLQ,2022-10-06,-0.9954440593719482,798.0,TV5,397.0,1.0,vishakapatnam_east.png,Ramakrishna Babu Velagapudi,TDP,vishakapatnam_east
FREOcA5bD44,2022-11-08,-0.9909284710884094,3588.0,ABN,275.0,8.0,vishakapatnam_east.png,Ramakrishna Babu Velagapudi,TDP,vishakapatnam_east
dWhGTd0adOU,2022-11-08,-0.983181893825531,44242.0,TV5,254.0,42.0,vishakapatnam_east.png,Ramakrishna Babu Velagapudi,TDP,vishakapatnam_east
oKUnXTg8fQc,2022-11-15,0.9969618916511536,1969.0,TV5,445.0,1.0,vishakapatnam_east.png,Ramakrishna Babu Velagapudi,TDP,vishakapatnam_east
MCWvtRzys7I,2022-11-24,-0.999440610408783,6119.0,TV9,277.0,4.0,vishakapatnam_east.png,Ramakrishna Babu Velagapudi,TDP,vishakapatnam_east
rPTbzRMyS9o,2022-11-30,-0.9986554384231568,2225.0,TV9,293.0,5.0,vishakapatnam_east.png,Ramakrishna Babu Velagapudi,TDP,vishakapatnam_east
Z8ZM7hfhIJY,2022-12-01,-0.9987394213676452,933.0,TV9,288.0,1.0,vishakapatnam_east.png,Ramakrishna Babu Velagapudi,TDP,vishakapatnam_east
TSfASlXxFzI,2023-01-31,-0.9982176423072816,2481.0,TV5,287.0,1.0,vishakapatnam_east.png,Ramakrishna Babu Velagapudi,TDP,vishakapatnam_east
ama1mZKHBVI,2023-02-04,0.9980181455612184,15564.0,TV9,279.0,27.0,vishakapatnam_east.png,Ramakrishna Babu Velagapudi,TDP,vishakapatnam_east
e_MiqMN5Obo,2023-02-09,-0.9666719436645508,25044.0,TV9,388.0,72.0,vishakapatnam_east.png,Ramakrishna Babu Velagapudi,TDP,vishakapatnam_east
-A-ResUVE-0,2023-02-16,0.9937291145324708,108518.0,ABN,495.0,92.0,vishakapatnam_east.png,Ramakrishna Babu Velagapudi,TDP,vishakapatnam_east
3jXgqi4NXAg,2023-04-10,-0.999232292175293,8770.0,ABN,185.0,4.0,vishakapatnam_east.png,Ramakrishna Babu Velagapudi,TDP,vishakapatnam_east
4cGI28CMh4I,2023-04-13,0.9984001517295836,11424.0,TV5,212.0,5.0,vishakapatnam_east.png,Ramakrishna Babu Velagapudi,TDP,vishakapatnam_east
