ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,janasena party,ap employees,ap assembly session today,alliance,polavaram,visakha,roja,nellore ,yuvashakti,tadepalli,suprem court,ap development,tadipatri,varahi ,nandigama
GjNZIjxQn7A,2023-01-14,0.9981986880302428,2461.0,TV9,261.0,0.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
Sp812mtrzCU,2023-01-15,0.99861478805542,6919.0,TV9,448.0,12.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZfCmNAtuGH0,2023-01-17,0.998840868473053,2378.0,TV9,85.0,12.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
ziq0GFYCiIA,2023-01-18,0.991449534893036,1467.0,TV9,384.0,1.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YtmSmjYz_AE,2023-01-18,0.9985972046852112,1749.0,TV9,317.0,1.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
s47aeCfnsEg,2023-01-20,0.9649443626403807,80056.0,TV9,439.0,47.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nndFjsxxnC4,2023-01-22,-0.996601700782776,467.0,TV9,264.0,4.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2D2Q9RiBxA,2023-01-22,0.9779906272888184,531.0,TV9,271.0,1.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nWVX8uyjbPQ,2023-01-22,0.9855241179466248,6826.0,TV5,202.0,12.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0
lf66sE8TVxI,2023-01-22,-0.9981685876846312,535.0,TV5,168.0,1.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEygmJ9QxxM,2023-01-22,-0.9953023195266724,1777.0,TV5,234.0,1.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
wuEkxoVFOvk,2023-01-22,0.9976237416267396,25094.0,TV5,295.0,48.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0
kKEs8G3MV6Y,2023-01-25,-0.9943991303443908,619.0,ABN,126.0,4.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0
tI5peNth5Lo,2023-01-25,-0.9898771643638612,375.0,ABN,220.0,1.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C4Q3TxozmZM,2023-01-27,-0.9986289739608764,4338.0,ABN,230.0,6.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1
oU075Oz7Wz4,2023-01-27,-0.9916762113571168,1413.0,ABN,220.0,4.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
_wkG0FsUwAA,2023-01-27,0.989611029624939,10705.0,TV5,166.0,29.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0qTrJPytRwk,2023-01-29,0.9948639273643494,7683.0,TV9,413.0,1.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
hClWuzj-mxo,2023-01-30,-0.9982865452766418,1245.0,TV5,196.0,1.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0
7-CsXxdW9dE,2023-01-30,-0.9984099864959716,1825.0,TV9,228.0,0.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5Z_N2ybYwp0,2023-02-01,0.997707724571228,9576.0,TV9,309.0,10.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
axPXZOSmThY,2023-02-02,0.9979240894317628,917.0,TV9,231.0,0.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crmz7bulVTg,2023-02-04,-0.9982313513755798,661.0,TV9,209.0,0.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UVuBDq6te0s,2023-02-05,-0.9981295466423036,934.0,TV9,394.0,0.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5yFEvoIa8ho,2023-02-06,0.983281433582306,928.0,TV9,235.0,0.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
Nv8j5fvTULY,2023-02-06,0.9837397933006288,5537.0,TV9,443.0,1.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
wKylX1nTdT4,2023-02-06,0.9899179339408876,729.0,TV9,262.0,0.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
dKoMKHSP_pk,2023-02-06,0.9979047775268556,1313.0,TV9,280.0,0.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FCYc30tb8fY,2023-02-06,0.9880293011665344,3495.0,TV9,282.0,0.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
M61_QTL9oF4,2023-02-07,-0.9770010113716124,19952.0,TV9,560.0,41.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rVsqFLHAJXE,2023-02-07,-0.997961401939392,1461.0,TV5,155.0,0.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VLTz5NFWJTU,2023-02-09,-0.9988393187522888,8633.0,ABN,395.0,11.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2TX2Cb-Ia64,2023-02-09,-0.9926766157150269,804.0,TV9,261.0,0.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f7HS_gmsHiU,2023-02-09,0.9961416125297546,9175.0,Sakshi,325.0,6.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
r6r1mJHuiPw,2023-02-09,-0.9993979930877686,7311.0,TV9,202.0,11.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x1XPQr5AGDI,2023-02-09,0.9782809019088744,1016.0,TV9,270.0,3.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W5K6gRG8BYM,2023-02-13,0.9971498847007751,684.0,ABN,199.0,2.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0
_vcLXQARHQA,2023-02-14,-0.9973219037055968,2405.0,ABN,550.0,6.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RrsfPiG11-M,2023-02-14,0.9981786012649536,3551.0,TV9,121.0,3.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RLYDaLweAps,2023-02-14,0.9685020446777344,1054.0,ABN,205.0,0.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0
H0ojtuRqSRc,2023-02-15,-0.9965975880622864,1758.0,TV9,493.0,0.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
zmCfUZyisgM,2023-02-16,0.9987659454345704,136195.0,Sakshi,516.0,197.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cIw4sxqSZRA,2023-02-16,-0.9942816495895386,9599.0,TV5,475.0,40.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F7BHL8G9E5U,2023-02-17,-0.997178316116333,18764.0,TV9,316.0,10.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ogo3YzBwGas,2023-02-17,-0.9886206984519958,4904.0,TV9,211.0,1.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4Ajw2q6Lbk,2023-02-18,-0.9983680844306946,1387.0,TV9,247.0,4.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wz7was1VZWY,2023-02-18,-0.8673511147499084,26541.0,TV9,363.0,86.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47JMKM8SRgI,2023-02-18,-0.9944885969161988,31696.0,TV9,202.0,133.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
L2HICMeNGD4,2023-02-18,-0.997037410736084,8530.0,TV9,299.0,48.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
KUdgDsysF6I,2023-02-18,0.9951053857803344,8262.0,TV9,306.0,10.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p4IzH8Fb_hA,2023-02-20,-0.9935382008552552,633.0,Sakshi,311.0,0.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
_7ujppx6yCw,2023-02-20,0.6466744542121887,842.0,Sakshi,229.0,4.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
ITp1rE4snxU,2023-02-20,0.9945557117462158,3176.0,Sakshi,481.0,7.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
G6hDT-cZre8,2023-02-20,-0.99678373336792,9348.0,Sakshi,138.0,16.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2N1-saTT8Q,2023-02-20,0.9959380626678468,24697.0,TV9,357.0,6.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uun5Ph78uzI,2023-02-20,0.9978426694869996,1653.0,Sakshi,530.0,15.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tw2mxsPfUBo,2023-02-21,0.7200642824172974,3371.0,TV9,183.0,5.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
mLUpeohleAA,2023-02-21,-0.9976661205291748,1578.0,Sakshi,278.0,6.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oMah0V9PHF4,2023-02-21,-0.9980360865592957,40466.0,TV5,145.0,81.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
TOnX-7VfV-Q,2023-02-24,0.998092234134674,1409.0,TV9,241.0,4.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
qvqHvXXTYKc,2023-02-25,-0.9971195459365844,4206.0,ABN,155.0,3.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5whhgUwwneo,2023-02-25,-0.9986452460289,6128.0,ABN,230.0,18.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
y3pGa1DHLEQ,2023-02-25,0.9928421974182128,4163.0,ABN,265.0,1.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
s2Yz2FcUm7E,2023-02-27,-0.9979466795921326,810.0,ABN,155.0,1.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l28z9vKbb_U,2023-02-28,-0.9926080703735352,345.0,ABN,211.0,1.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jf0OxUD5nDg,2023-03-03,0.9978368878364564,39621.0,TV9,217.0,42.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
8oUDfmqnosg,2023-03-04,0.9965159893035888,2654.0,TV9,168.0,0.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yp8W1gSaqJk,2023-03-06,-0.996841549873352,738.0,TV9,265.0,5.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uJBVlZNhKB0,2023-03-07,0.9981777667999268,1086.0,TV9,113.0,0.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOnMs-cVenM,2023-03-08,-0.9990195035934448,619.0,ABN,180.0,0.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0
6gBdd2Juvyc,2023-03-08,0.9826760292053224,7156.0,ABN,190.0,21.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lv_f8cslQfQ,2023-03-08,-0.999428927898407,335.0,TV5,120.0,1.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0
czeFv6B_if4,2023-03-08,-0.9986530542373656,807.0,TV5,110.0,1.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0
wYnEU6Xh87Q,2023-03-08,-0.999302864074707,632.0,ABN,275.0,1.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0
YwLAdvKt51M,2023-03-08,-0.9915657043457032,3331.0,TV5,135.0,4.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1
lObXq_frIxc,2023-03-12,-0.9992333650588988,861.0,TV5,126.0,0.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
EEFgOWsAG24,2023-03-14,-0.9896195530891418,8716.0,TV9,176.0,2.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Kuox5Yz7JTQ,2023-03-16,-0.9994826316833496,2640.0,Sakshi,253.0,1.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-Qv-IQz3B3A,2023-03-16,0.9986501336097716,184970.0,TV9,155.0,62.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
bBTdad77zgE,2023-03-19,-0.995240330696106,19688.0,TV9,331.0,51.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1
rSjbLHGe_IU,2023-03-20,-0.9990206956863404,7624.0,ABN,235.0,1.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GygmakRNIxA,2023-03-21,0.994664430618286,1606.0,TV9,354.0,1.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KPoRFFMKxZ8,2023-03-21,-0.9994505047798156,1020.0,ABN,350.0,11.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
lm1xL9-yxJw,2023-03-21,0.9883939027786256,12656.0,TV9,312.0,29.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROM38CpE6xc,2023-03-21,-0.9978259205818176,1373.0,ABN,300.0,4.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kcp3H_M-2g4,2023-03-23,-0.9984893798828124,21134.0,Sakshi,134.0,80.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
eJLHW_T50B0,2023-03-24,0.9937723278999328,81673.0,Sakshi,276.0,176.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dDENQirJN8I,2023-03-28,0.9918698072433472,2046.0,TV9,344.0,0.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CbgWLAFm4Io,2023-03-28,0.9856653213500975,1618.0,TV9,302.0,2.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
fo6rqyl7p7Q,2023-03-30,0.994933545589447,3252.0,TV9,186.0,3.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7ciTTxw--vQ,2023-04-01,-0.9986556768417358,1521.0,TV9,358.0,1.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tNYhKJljj18,2023-04-01,-0.9989232420921326,1131.0,TV5,174.0,5.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1
f0i_O1eTjBg,2023-04-01,-0.998180627822876,638.0,TV5,197.0,0.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
c7UPOXdWFdM,2023-04-01,-0.9981837868690492,1325.0,TV5,124.0,1.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0
OmrgNS6CP44,2023-04-01,-0.9967308044433594,521.0,TV5,147.0,1.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
FP4udVl7-00,2023-04-05,-0.99161958694458,3700.0,TV9,279.0,6.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_9qMHnl3ZY,2023-04-07,-0.998117208480835,9625.0,TV9,277.0,30.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lJuwBAXrsvg,2023-04-12,-0.9977284073829652,1938.0,TV9,311.0,0.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0CKcTsY0Kys,2023-04-12,-0.9967072606086732,807.0,TV9,226.0,5.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ySvEeMjnx8Y,2023-04-17,-0.9939991235733032,2967.0,TV9,245.0,2.0,kurnool_l.png,Sanjeev Kuma,YSRCP,Kurnool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
