ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,ambati rambabu,YS Viveka Case,Yellow Media,Gadapa Gadapaku ,janasena party,Ramoji Rao,ap employees,ap assembly session today,jr ntr,gorantla ,alliance,polavaram,visakha,byreddy siddharth reddy,bonda uma ,Kakani,kotamreddy ,roja,nellore ,Machilipatnam,srikakulam,yuvashakti,tadepalli,vangaveeti radha,suprem court,perni nani ,ap development,tadipatri,janasena alliance with tdp,gudivada ,Kodali Nani ,varahi ,kodi kathi,nandigama
QkjsI9aLckM,2022-01-29,-0.9967453479766846,190764.0,Sakshi,72.0,106.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
G_6-JQ8G5oA,2022-01-29,-0.9929678440093994,112256.0,Sakshi,304.0,211.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
9k2CPdBB00Y,2022-02-11,-0.9850667715072632,206963.0,Sakshi,114.0,406.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0
iJK4kAozKuI,2022-02-11,-0.9881636500358582,55335.0,Sakshi,313.0,169.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
oNf_kJ3pwBI,2022-02-11,-0.999460518360138,135253.0,Sakshi,111.0,239.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
goZCzc5PO1g,2022-02-11,0.9979158043861388,70668.0,Sakshi,376.0,117.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ViSb9hUyWIo,2022-02-11,-0.998829185962677,131697.0,Sakshi,154.0,194.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
YbRdJLNAbLo,2022-02-11,-0.9984616041183472,24823.0,Sakshi,140.0,32.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MTtlqxd-cBk,2022-02-15,0.9801424741744996,68240.0,Sakshi,285.0,92.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
v4slz5jrTQA,2022-02-16,0.9982168078422546,16139.0,Sakshi,99.0,34.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
V9dmoVop3Uk,2022-02-17,-0.9845387935638428,11110.0,Sakshi,299.0,28.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0
5PttSiARrw0,2022-02-17,-0.760114848613739,108491.0,Sakshi,388.0,207.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AskHOhb_1hE,2022-02-17,-0.9891558289527892,18163.0,Sakshi,250.0,19.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
nG1ayG2ivpI,2022-02-17,-0.9934803247451782,86114.0,Sakshi,253.0,226.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
IMGC8rmn1R0,2022-02-27,0.9961205124855042,10226.0,Sakshi,384.0,28.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1RP7FdfvcL4,2022-02-27,-0.9972050786018372,37866.0,Sakshi,308.0,133.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0Acrb9hf1xY,2022-02-27,-0.9971017241477966,52138.0,Sakshi,330.0,238.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0
w6NtAeG_1TI,2022-02-27,0.9948561191558838,185419.0,Sakshi,368.0,341.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0
3_dLcz2--Gk,2022-02-27,-0.9982988238334656,110810.0,Sakshi,308.0,444.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0LgdBGNEYZs,2022-02-27,0.9972370862960817,7388.0,Sakshi,253.0,101.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
YvxjjRskycE,2022-02-27,-0.9984779953956604,256150.0,Sakshi,235.0,713.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
8UlgIVVV0gA,2022-03-09,-0.9959775805473328,69994.0,Sakshi,292.0,121.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0
N66y-uomxpE,2022-03-09,0.9957159161567688,20062.0,Sakshi,196.0,29.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Wwex9gEMh-c,2022-03-14,-0.9931153655052184,131750.0,Sakshi,382.0,378.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3KIAu9rPzAQ,2022-03-15,-0.9991695880889891,54276.0,Sakshi,275.0,90.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
zJkR4S_AsFM,2022-03-15,-0.9956269264221193,191515.0,Sakshi,166.0,664.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
oHDsIRmZV30,2022-03-15,0.9885013103485109,13601.0,Sakshi,235.0,34.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
O66r0HMv18c,2022-03-15,0.9945787191390992,358583.0,Sakshi,138.0,419.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
36CH56Dxol4,2022-03-15,-0.9983338713645936,54388.0,Sakshi,241.0,108.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1Tq7A1LcxU0,2022-03-15,-0.9889758825302124,63585.0,Sakshi,88.0,84.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1pg0Lv2J2B8,2022-03-24,-0.9901106953620912,71819.0,Sakshi,396.0,179.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HYNZEumBFdk,2022-03-24,-0.9982820749282836,5813.0,Sakshi,432.0,22.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tvEAcd9tnuY,2022-03-24,-0.995352268218994,39574.0,Sakshi,153.0,85.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N_JjnQB0vKw,2022-03-24,-0.9988355040550232,5640.0,Sakshi,250.0,12.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
okmFCZ-xQJw,2022-03-25,0.9889233112335204,81251.0,Sakshi,176.0,251.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
5TB2XsQZeWs,2022-03-25,-0.9903483390808104,27031.0,Sakshi,143.0,59.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7wKszedjywE,2022-03-25,-0.9918402433395386,371031.0,Sakshi,254.0,764.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
nqbQBsJ3NGo,2022-03-29,-0.9988645315170288,18519.0,Sakshi,232.0,42.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0
RkVgRx8LMnQ,2022-03-29,0.9107549786567688,14264.0,Sakshi,271.0,66.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
_drZI4yyRT4,2022-03-29,0.977007269859314,638729.0,Sakshi,149.0,0.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6yXjHp0W3AE,2022-03-29,-0.9894115328788756,266822.0,Sakshi,154.0,481.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
wuHM-QWmt-c,2022-03-29,-0.998566210269928,239060.0,Sakshi,131.0,218.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
nqg0M0yhfO4,2022-03-29,-0.9989520311355592,29891.0,Sakshi,169.0,76.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0
2sdKQc0mjQs,2022-04-07,-0.9980131387710572,268219.0,Sakshi,370.0,189.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
NBB9WvIMZLs,2022-04-09,-0.9984543323516846,129701.0,Sakshi,130.0,188.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
lTlNPplOt6s,2022-04-09,-0.99817955493927,172138.0,Sakshi,257.0,414.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
lv8mcuzxg5g,2022-04-09,-0.9983256459236144,93800.0,Sakshi,172.0,315.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
A4dPZq1JDpA,2022-04-09,0.995830237865448,273479.0,Sakshi,559.0,312.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
dLd7nzpcS-0,2022-04-23,0.984807014465332,37253.0,Sakshi,143.0,78.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
hovtCqqzbhk,2022-04-23,-0.9913358688354492,40710.0,Sakshi,193.0,124.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
6vq4xMymwog,2022-04-23,0.9855530858039856,295625.0,Sakshi,341.0,441.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
7YzFog1hyxA,2022-04-27,0.9940099716186525,7992.0,Sakshi,132.0,8.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8KT3Cse-s-8,2022-04-27,-0.9906530380249025,9969.0,Sakshi,150.0,15.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
E8fermFWYB8,2022-04-27,-0.9969930648803712,53274.0,Sakshi,124.0,129.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3rsekFlEElA,2022-04-27,-0.9992565512657166,141206.0,Sakshi,159.0,309.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
CdHT8lFVjwc,2022-04-27,0.9978502988815308,378351.0,Sakshi,383.0,563.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
twdlnLxxuUA,2022-04-27,0.9947381615638732,14787.0,Sakshi,133.0,17.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FFckIm1lu9o,2022-05-09,-0.9879421591758728,55970.0,Sakshi,259.0,159.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
_DqF5knUBno,2022-05-09,-0.9876123070716858,618501.0,Sakshi,236.0,0.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
h22EzVDycBs,2022-05-09,-0.9900718927383424,71048.0,Sakshi,167.0,299.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0
FmMmfSc8KE4,2022-05-10,-0.9993543028831482,204810.0,Sakshi,235.0,494.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
xx13CsuKLhc,2022-05-10,-0.9988635778427124,82972.0,Sakshi,312.0,282.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
p3RTlKy7EaE,2022-05-10,-0.9991222023963928,156682.0,Sakshi,272.0,443.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Ht5gZdrHibA,2022-05-11,0.99838125705719,10864.0,Sakshi,80.0,27.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
p9HjDn4zxcA,2022-05-26,-0.9396141171455384,139936.0,Sakshi,383.0,325.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
y1KazmeTTes,2022-05-26,-0.9927183389663696,259260.0,Sakshi,419.0,0.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
VgoZ5UF5_to,2022-05-27,-0.9939680099487304,48345.0,Sakshi,370.0,175.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
jw-3yqtfBbQ,2022-05-27,0.9968814849853516,6565.0,Sakshi,233.0,32.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
YPfSX5xBTPk,2022-05-27,-0.9992541670799256,35244.0,Sakshi,174.0,99.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
nOAhSNSQwlA,2022-05-27,-0.9989948868751526,100148.0,Sakshi,213.0,231.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Mc5_vakaiMc,2022-06-09,0.9836002588272096,43463.0,Sakshi,196.0,144.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
qK1WOlOr9IA,2022-06-09,0.9944643378257751,229330.0,Sakshi,462.0,863.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
u5PEgkd5oLU,2022-06-09,-0.9985263347625732,19675.0,Sakshi,261.0,61.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Lt4sQQgYSSM,2022-06-12,0.9966506361961364,31896.0,Sakshi,122.0,38.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
NEJAHN7nEYM,2022-06-12,0.998362362384796,101319.0,Sakshi,223.0,253.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1
ic4BA30cWxY,2022-06-12,0.9836830496788024,83582.0,Sakshi,170.0,187.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
lemvFanc5iA,2022-06-12,0.9986534118652344,31552.0,Sakshi,331.0,75.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LQHaWaLzARs,2022-06-12,0.995646059513092,27731.0,Sakshi,89.0,50.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0
yOi2Dg3AsOA,2022-06-12,-0.9964216947555542,12515.0,Sakshi,188.0,24.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
Yn6h9bOG-Tw,2022-06-12,0.9982728958129884,71127.0,Sakshi,140.0,116.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1
JVKN-JpsFsc,2022-06-12,0.9952300786972046,17291.0,Sakshi,132.0,82.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0
7sCMPWxvRsM,2022-06-13,-0.9739736318588256,286492.0,Sakshi,395.0,481.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
8OGvCSgR3Lg,2022-06-28,0.9958315491676332,920811.0,Sakshi,474.0,755.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
