ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,ambati rambabu,YS Viveka Case,Yellow Media,Gadapa Gadapaku ,Kuppam,janasena party,tdp pattabhi,Ramoji Rao,ap employees,Sajjala ,ap assembly session today,jr ntr,Atchannaidu,YSRCP Plenary,high court,gorantla ,alliance,Peddireddy ,vizag steel plant,vangalapudi anitha,ambati rambabu ,polavaram,visakha,byreddy siddharth reddy, Botsa , vidadala ,Kakani,vijayasai reddy,jogi ramesh ,kotamreddy ,roja,vidya deevena,nellore ,srikakulam,yuvashakti,tadepalli,Pension,vangaveeti radha,suprem court,tdp leaders arrest,ap development,Kethireddy Venkatarami Reddy,balineni srinivasa reddy,tadipatri,Anam Ramanarayana Reddy,janasena alliance with tdp,cpi narayana,gudivada ,Kodali Nani ,varahi ,nellore mekapati,maa nammakam nuvve jagan,nandigama,High Court
sFXI0425m68,2022-09-09,0.9954791069030762,2022.0,TV5,372.0,0.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZDwQseE85fI,2022-09-12,-0.9951594471931458,2862.0,TV5,100.0,8.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D_mLAAIKK2Q,2022-09-13,-0.9983052015304564,10853.0,TV5,581.0,20.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zH8JOIeVmew,2022-09-15,0.9926937818527222,10763.0,Sakshi,394.0,28.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
rOfyP8JGaU0,2022-09-15,0.9938084483146667,1404.0,Sakshi,531.0,6.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oYSI_vAuDI0,2022-09-15,-0.9967768788337708,6893.0,Sakshi,184.0,7.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PVr1D-7mIW0,2022-09-15,-0.998043417930603,1136.0,TV5,160.0,0.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MKKY_T96io8,2022-09-15,-0.9983861446380616,12949.0,Sakshi,220.0,11.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5sWj7jxiWiI,2022-09-16,-0.9933890104293824,2350.0,TV5,422.0,0.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JTRS5kCgyCs,2022-09-16,0.9977072477340698,6933.0,Sakshi,57.0,3.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ffm8hOzyOcs,2022-09-16,-0.9850538372993468,65813.0,TV5,333.0,90.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6zw-gcgwbwk,2022-09-16,0.8881784081459045,1233.0,Sakshi,577.0,1.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EvEsh26fmU0,2022-09-17,0.9868524670600892,51380.0,TV5,164.0,146.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
yC0fLD6FGqo,2022-09-18,-0.9950332641601562,4480.0,TV5,89.0,2.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
cHKHGw1EGEM,2022-09-18,-0.9974514842033386,22467.0,TV5,127.0,40.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B7Ds51DayRI,2022-09-19,-0.9961345195770264,3767.0,TV5,478.0,2.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cPr8om-S6Ck,2022-09-19,0.9952660799026488,14642.0,Sakshi,406.0,13.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
bhz1vH88Gfo,2022-09-19,0.9940534234046936,2818.0,Sakshi,221.0,6.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_Hq03snBuLM,2022-09-20,-0.9992250204086304,1059.0,TV5,232.0,0.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
U6S0GzocGHM,2022-09-24,0.9986282587051392,850.0,TV5,210.0,2.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
PJ92cOqdBhA,2022-09-26,0.9958381652832032,198119.0,TV5,380.0,354.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X9rGe9fWYsQ,2022-09-27,0.9950473308563232,9001.0,TV5,375.0,15.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s6e6jyHHjW0,2022-09-27,-0.9983540773391724,3459.0,Sakshi,259.0,6.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
V62VRhDs6UA,2022-09-29,-0.996293842792511,6884.0,TV5,281.0,8.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
k1uawtwi-v4,2022-10-03,0.9938602447509766,860.0,Sakshi,444.0,1.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9RYGXWmAF7A,2022-10-03,0.997601330280304,2098.0,TV5,473.0,2.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THHYPhAanHk,2022-10-04,0.9872758984565736,17800.0,TV5,398.0,10.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N-nNzPISThY,2022-10-05,0.9985781908035278,4037.0,Sakshi,523.0,11.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HTsbHhrL29M,2022-10-06,-0.9993470311164856,594.0,TV5,345.0,0.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0W9jrq8QpTE,2022-10-07,-0.9969936609268188,34534.0,TV5,576.0,50.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CyGWgDWeCbw,2022-10-07,-0.9833924174308776,1393.0,TV5,314.0,0.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5fzu2-FxWDI,2022-10-08,0.996995449066162,438.0,TV5,354.0,2.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
IBFORdLiYdM,2022-10-10,-0.9931796789169312,119492.0,Sakshi,430.0,193.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hqnhCzlzi0k,2022-10-10,-0.9973140358924866,2803.0,Sakshi,146.0,22.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
QEpSzXO-M-U,2022-10-10,-0.99573814868927,1758.0,Sakshi,334.0,20.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
gerIttV-RBA,2022-10-11,-0.9991468191146852,1774.0,TV5,156.0,4.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
699S7rQmFgU,2022-10-11,0.9947118759155272,6012.0,Sakshi,305.0,14.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yYk0LOKdXqo,2022-10-12,-0.9953792095184326,1386.0,Sakshi,229.0,3.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BPkucvY4BCU,2022-10-12,-0.9965881109237672,17440.0,ABN,480.0,16.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uNRmC4qh1dA,2022-10-12,0.9881581664085388,21966.0,TV5,545.0,26.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eUJyeaQoMl8,2022-10-13,-0.9981127977371216,1926.0,TV5,119.0,3.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6vwbEvPqVEw,2022-10-14,-0.9948327541351318,12784.0,ABN,470.0,13.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JOizrAdlcys,2022-10-14,0.9981884360313416,7356.0,TV5,214.0,9.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uwEeLXB_sVQ,2022-10-14,-0.9841719269752502,4886.0,ABN,325.0,10.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Mlmtba1CDhE,2022-10-14,-0.9987053871154784,3512.0,ABN,285.0,2.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OkWN4DdWWAY,2022-10-14,0.9980816841125488,13917.0,Sakshi,487.0,66.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MFusNjWKhGA,2022-10-14,-0.9946789741516112,1736.0,TV5,330.0,2.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RP0jLlk9-sI,2022-10-16,-0.9968253374099731,266.0,TV5,145.0,0.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ihcSOP7dBcc,2022-10-17,-0.995701014995575,1745.0,TV5,251.0,0.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZeacLQORINs,2022-10-18,0.998345136642456,11532.0,Sakshi,475.0,56.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L4HFz7zNxbI,2022-10-18,0.9863735437393188,205710.0,ABN,465.0,154.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g4FritACohM,2022-10-18,-0.9986515641212464,5665.0,Sakshi,227.0,46.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nXFr1JpzZc8,2022-10-18,-0.9963228702545166,3233.0,Sakshi,318.0,4.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
klxnmaKy6uM,2022-10-18,-0.9923099279403688,3416.0,Sakshi,244.0,27.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V1YAaWXrwWA,2022-10-18,-0.9984082579612732,7489.0,Sakshi,254.0,50.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8SU90WqIV5M,2022-10-18,-0.9992682337760924,8736.0,ABN,192.0,39.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bEokpE31zaQ,2022-10-19,-0.7970948815345764,40914.0,TV5,261.0,75.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
zL-Kc2A3pZM,2022-10-19,0.9891988635063172,3630.0,Sakshi,499.0,11.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9B-R-MeD2xY,2022-10-19,-0.9994365572929382,1219.0,ABN,118.0,1.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_UXq5H3KK5A,2022-10-19,0.9863702058792114,2156.0,Sakshi,579.0,12.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s8VqWKrAhcs,2022-10-20,-0.989247739315033,5175.0,TV5,525.0,7.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CvgDQbopouM,2022-10-20,-0.996459424495697,20849.0,Sakshi,574.0,115.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
