ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,ambati rambabu,YS Viveka Case,Gadapa Gadapaku ,janasena party,ap employees,Sajjala ,ap assembly session today,high court,alliance,vangalapudi anitha,polavaram,visakha,byreddy siddharth reddy,vijayasai reddy,kotamreddy ,roja,vidya deevena,nellore ,srikakulam,yuvashakti,tadepalli,Pension,vangaveeti radha,suprem court,tdp leaders arrest,ap development,Kethireddy Venkatarami Reddy,balineni srinivasa reddy,tadipatri,Anam Ramanarayana Reddy,Kodali Nani ,maa nammakam nuvve jagan,nandigama,High Court
CbJv_f68UZ0,2022-11-05,-0.9972966313362122,18642.0,TV5,480.0,28.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1PC_vqgwiGw,2022-11-05,-0.9974575638771056,1901.0,ABN,495.0,1.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZQgyzoUxUDE,2022-11-06,0.9969895482063292,1252.0,TV5,225.0,0.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0
xgPaWoY4y2c,2022-11-09,-0.851651132106781,10403.0,ABN,295.0,23.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
8YR05QmlKrM,2022-11-09,-0.9981448650360109,14529.0,ABN,480.0,16.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4HiCv0xFXCk,2022-11-09,-0.9994725584983826,2071.0,ABN,460.0,8.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beTvecFw-TE,2022-11-10,0.9971364736557008,19695.0,Sakshi,594.0,49.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cva7rqHUV-E,2022-11-10,-0.9968382120132446,1270.0,ABN,300.0,11.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NN_JWaLtyls,2022-11-10,0.9954356551170348,1083.0,Sakshi,179.0,1.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0
hIp8tk0nxIU,2022-11-10,-0.9979155659675598,1022.0,TV5,182.0,2.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
q3dLetGpHyQ,2022-11-11,0.997365176677704,45267.0,TV5,570.0,60.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z0n98ygojFE,2022-11-11,-0.9936489462852478,33229.0,ABN,540.0,133.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9nFnFufS8qY,2022-11-12,-0.9994896650314332,3371.0,ABN,400.0,5.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xFGceIQm2Rs,2022-11-14,-0.9992963075637816,19067.0,ABN,255.0,25.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6evfbUmtKnE,2022-11-16,-0.9931923747062684,1759.0,TV5,305.0,6.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-B5OJI6wnHo,2022-11-16,-0.9982245564460754,4333.0,TV5,415.0,29.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c5YTZ4FFMYs,2022-11-16,0.997026026248932,86298.0,TV5,420.0,241.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r08YikSmqls,2022-11-16,-0.99845290184021,82580.0,TV5,340.0,449.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rdCHeLBhT2g,2022-11-16,-0.9924335479736328,3228.0,TV5,335.0,7.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
Sr4eCQEqRXw,2022-11-17,-0.998915433883667,45745.0,ABN,580.0,110.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jREjH0DuPdk,2022-11-17,-0.9945248365402222,11239.0,ABN,355.0,24.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pCtgnbt64ZI,2022-11-18,0.9952687621116638,1325.0,TV9,554.0,3.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pRh6M9V6c74,2022-11-19,-0.9983978867530824,380.0,ABN,510.0,0.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1Ok7vUhy2TI,2022-11-19,-0.9952351450920104,658.0,ABN,373.0,7.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QLa0P5Qt-OI,2022-11-19,-0.9963651895523072,2386.0,ABN,490.0,0.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yu7kjmh4x3Y,2022-11-19,-0.9992331266403198,585.0,ABN,280.0,0.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0
OCeivGlxV78,2022-11-19,-0.9986248016357422,1001.0,ABN,465.0,0.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-pzz-pr7X2s,2022-11-20,-0.9982060194015504,95711.0,TV5,215.0,198.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YebthG_jiB0,2022-11-20,-0.9974815249443054,18079.0,TV5,385.0,34.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
KbgaEQuKOqk,2022-11-21,-0.994735300540924,944.0,Sakshi,191.0,0.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wsKTLfDl9kw,2022-11-21,-0.9994342923164368,11593.0,TV5,220.0,12.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nB6P9HFe0Lo,2022-11-22,0.9956201910972596,1460.0,TV9,268.0,0.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5qO3aC4xl4I,2022-11-23,0.99830961227417,790.0,ABN,185.0,2.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mRIwb1mVjD8,2022-11-23,-0.9988012313842772,2390.0,ABN,315.0,0.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0Sdsm_7mntI,2022-11-23,-0.9987217783927916,25627.0,ABN,500.0,49.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cJICtt7P0hM,2022-11-23,-0.9989256262779236,7534.0,ABN,430.0,26.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x5VXfkoaJCc,2022-11-23,0.9895302653312684,13600.0,ABN,330.0,12.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UGGhYk4VoIc,2022-11-25,0.9978508949279784,41156.0,TV5,435.0,49.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vxLb0IObq8s,2022-11-26,-0.9988849759101868,804.0,TV5,405.0,0.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6rsie_3mNgQ,2022-11-28,0.9923232793807985,75411.0,TV5,520.0,189.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uzbh_Jlw8KY,2022-11-28,-0.9917094111442566,2282.0,ABN,320.0,3.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
MZsCpNgyAwY,2022-11-28,0.9911664128303528,5769.0,TV9,428.0,13.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sJNQovFwTAk,2022-11-28,-0.9899479150772096,1757.0,TV5,275.0,3.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
_iWwSvGEUWA,2022-11-28,0.9979515671730042,1457.0,TV9,172.0,4.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AGvAWLfdwj4,2022-11-28,-0.9815481901168824,2144.0,TV9,139.0,1.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0
stUHfNVG5T0,2022-11-29,-0.9970664381980896,7411.0,Sakshi,259.0,32.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
upUbejQaXFk,2022-11-30,0.9985097050666808,17980.0,ABN,330.0,48.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7yRvoYjQ4E4,2022-12-01,-0.9983940720558168,3650.0,TV9,256.0,5.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zit63E1vP5w,2022-12-02,-0.9984776377677916,21347.0,ABN,415.0,24.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0uhqWaPNhc,2022-12-02,-0.9970746040344238,4794.0,ABN,255.0,3.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
jSuQp2cNNFk,2022-12-02,0.99860817193985,2103.0,ABN,225.0,0.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CmsckLoXrF8,2022-12-02,-0.9982209801673888,1949.0,Sakshi,222.0,0.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P_c6H7mzAbY,2022-12-04,-0.996557116508484,20272.0,TV5,545.0,31.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2z_cDBm7CyU,2022-12-04,-0.996188461780548,3363.0,TV9,269.0,11.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0xykzdbL6fA,2022-12-05,-0.9994369149208068,1468.0,TV9,173.0,2.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0
C58HAuUhBKU,2022-12-05,0.8740734457969666,2156.0,TV9,285.0,0.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gbSReebP-u4,2022-12-05,0.9874089956283568,781.0,Sakshi,344.0,1.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yo6a9xGHTrU,2022-12-06,0.9969788789749146,945.0,Sakshi,580.0,6.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4qLyXnbg0Fk,2022-12-06,-0.9993213415145874,1783.0,TV9,211.0,2.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hiNTWtBjL4I,2022-12-06,-0.9993020296096802,1783.0,TV9,215.0,1.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
gWoVnGETSiU,2022-12-06,-0.8408086895942688,889.0,TV9,199.0,2.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
o7Hw8HJrsrg,2022-12-07,-0.9899584650993348,655.0,TV9,263.0,0.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0
RD4q8IkDwfY,2022-12-08,-0.9927599430084229,3072.0,TV9,111.0,3.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zz3yvg9uBgo,2022-12-08,-0.9942157864570618,34009.0,ABN,290.0,36.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c3uC430EtJA,2022-12-08,0.9913500547409058,3656.0,TV9,325.0,20.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0
12Ga5soArfk,2022-12-08,-0.99931538105011,3274.0,ABN,265.0,2.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xG9Q9g5mmF4,2022-12-09,-0.9947564601898192,2185.0,ABN,245.0,4.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
xtTgFybJdIs,2022-12-09,0.9968054294586182,2769.0,TV9,515.0,4.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1UdzKLO7VS0,2022-12-10,-0.9986488223075868,2248.0,TV5,355.0,0.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MBosJXKGq8o,2022-12-11,0.9980418682098388,1405.0,Sakshi,61.0,4.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
ESIJ9PbLwfE,2022-12-12,-0.9952087998390198,1456.0,TV9,211.0,3.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W3iANzYLoHQ,2022-12-12,-0.9894744157791138,57436.0,ABN,300.0,47.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OMeShh1iPdY,2022-12-12,-0.9971871972084044,4467.0,ABN,430.0,10.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JrWwNFE4dDU,2022-12-12,-0.9921058416366576,2206.0,ABN,280.0,3.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0Qp1UgZzBFA,2022-12-12,0.996861457824707,46511.0,TV5,440.0,80.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
z9gy0rJ5HxA,2022-12-13,0.9856131672859192,4340.0,Sakshi,324.0,11.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3AUOpXLSsUA,2022-12-13,0.970828413963318,5627.0,TV5,355.0,12.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eZLjOXJgO1U,2022-12-14,-0.9967696666717528,1050.0,TV5,305.0,3.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zN66cgrT4M0,2022-12-15,0.9971200227737428,14325.0,TV5,535.0,53.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tkTYWgOqLgA,2022-12-16,0.9953309893608092,5856.0,Sakshi,352.0,19.0,bhimavaram.png,Grandhi Srinivas,YSRCP,Bhimavaram,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
