ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,janasena party,tdp pattabhi,ap employees,ap assembly session today,alliance,vangalapudi anitha,polavaram,visakha,vijayasai reddy,roja,nellore ,srikakulam,yuvashakti,tadepalli,Pension,vangaveeti radha,suprem court,ap development,tadipatri,varahi ,nellore mekapati,nandigama
lvYZqxrXntQ,2022-10-26,-0.9982352256774902,935.0,ABN,130.0,0.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aA9O7waNP8E,2022-10-31,-0.9976143836975098,896.0,TV5,230.0,2.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SIAhi9N5G-c,2022-11-03,-0.9973739385604858,2228.0,TV5,179.0,8.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
z5WozThAIqs,2022-11-04,0.9973891377449036,2375.0,Sakshi,194.0,2.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSfdCkVKW_g,2022-11-06,0.9900996088981628,3335.0,ABN,397.0,0.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OBLX-MMDu4M,2022-11-06,0.9947276711463928,3123.0,TV5,95.0,1.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
v7HR-79djmQ,2022-11-07,-0.9957491159439088,1066.0,TV5,202.0,0.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9ndOS5B_ukM,2022-11-07,0.9793037176132202,861.0,TV5,70.0,1.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1
k37RhV75XYQ,2022-11-07,0.9987807869911194,254.0,ABN,60.0,2.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XzaDv5JBbE0,2022-11-07,0.9979348182678224,629.0,TV5,178.0,0.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yy0SJKWESs8,2022-11-07,-0.996895432472229,1269.0,ABN,230.0,6.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rl7AX2Oz9Fs,2022-11-10,0.9985735416412354,3203.0,Sakshi,260.0,5.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GQy-2ZkUxBc,2022-11-10,0.8545075058937073,8448.0,TV5,372.0,1.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4UjzME3E_18,2022-11-11,-0.9906919598579408,3340.0,TV5,253.0,2.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
GZ7fckro4N4,2022-11-11,-0.997869610786438,362.0,ABN,528.0,0.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fzEOMz1IBp4,2022-11-11,-0.9948980212211608,1997.0,TV5,255.0,2.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,1,1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1
-nK07przPR4,2022-11-12,0.9509148001670836,11802.0,Sakshi,296.0,30.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SegnBq7GOz4,2022-11-12,0.9971157312393188,79739.0,Sakshi,570.0,391.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DpG307zq_Sk,2022-11-12,0.9986780285835266,5608.0,Sakshi,533.0,10.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tyeylwL0c1s,2022-11-16,0.9978284239768982,27294.0,Sakshi,388.0,118.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LggfYF-y-oA,2022-11-16,-0.9985315799713136,2561.0,Sakshi,178.0,10.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEBxUMvGw8s,2022-11-18,-0.9924321174621582,4894.0,Sakshi,185.0,9.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MgCNxkBTxDA,2022-11-18,-0.9928814172744752,1412.0,Sakshi,97.0,4.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1
M0LTZHF3r4o,2022-11-21,0.979324758052826,628.0,TV9,398.0,0.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6kWS2J8S2w8,2022-11-22,-0.989227294921875,1832.0,Sakshi,322.0,2.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n_7J3knEkNw,2022-11-22,0.9890102744102478,38798.0,Sakshi,178.0,73.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6XxC4ah-CZg,2022-11-22,0.9984537363052368,4821.0,Sakshi,383.0,4.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5lEfG5JqvR8,2022-11-24,-0.9962730407714844,48689.0,TV5,579.0,101.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YuRoL4rn0io,2022-11-24,0.9927248954772948,2333.0,Sakshi,453.0,1.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kaxFE84G-UY,2022-11-25,-0.9979785084724426,4259.0,TV9,247.0,0.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
joD0fwXjPG8,2022-11-26,-0.9978708028793336,2471.0,TV5,219.0,1.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1
8zzDQ0qlS7w,2022-11-26,0.9970319271087646,2333.0,TV9,311.0,9.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7ksEBdHPpJk,2022-11-29,0.9956029653549194,5576.0,TV9,108.0,3.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNrfRWGfOVU,2022-11-29,-0.9913529753684998,7799.0,TV9,231.0,6.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBqHIK4TMms,2022-11-30,-0.9994428753852844,462.0,ABN,81.0,0.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C6pWHs67Fyc,2022-11-30,-0.9972131848335266,686.0,ABN,85.0,2.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Z8ZM7hfhIJY,2022-12-01,-0.9987394213676452,933.0,TV9,288.0,1.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
mNfOmhrb9Q0,2022-12-01,-0.9916828870773317,986.0,TV9,244.0,2.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sstNgYf3-GE,2022-12-02,-0.9962565898895264,1544.0,ABN,356.0,2.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VEFbF63O7gE,2022-12-02,-0.982494294643402,14350.0,TV5,365.0,41.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1
gyO59PGiBUg,2022-12-02,-0.996838927268982,792.0,ABN,243.0,1.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
LHDfyh6cICM,2022-12-02,0.779045820236206,2168.0,TV5,298.0,2.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4urDrihOHsQ,2022-12-04,-0.9686101078987122,2043.0,TV9,304.0,0.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9sq0SR8mTEk,2022-12-04,0.9981687068939208,943.0,ABN,397.0,1.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0
wk0K0fc7Yjw,2022-12-04,0.9986311793327332,1890.0,TV9,136.0,0.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0
bQXGSJdBME4,2022-12-04,0.9985176920890808,10411.0,Sakshi,134.0,4.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_-O8jVcxFWI,2022-12-04,0.998494267463684,1291.0,TV9,374.0,0.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0
jSHFQE6HzPw,2022-12-04,0.9984297156333924,1041.0,TV9,140.0,0.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
3te-4xXHtM4,2022-12-07,0.9961328506469728,521.0,TV5,398.0,6.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zy6xnlBRzOE,2022-12-07,0.9962162375450134,1483.0,TV5,212.0,1.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8hy1QO-5wjE,2022-12-07,-0.9993727803230286,915.0,TV9,195.0,12.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sPMiGE7QauQ,2022-12-08,-0.9959969520568848,4251.0,TV5,245.0,9.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
og1YLCj__pU,2022-12-08,-0.9965490102767944,17853.0,ABN,470.0,32.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QjRUYhYn8Dw,2022-12-10,-0.987823724746704,2971.0,TV9,243.0,1.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eh4UPeW0D8o,2022-12-10,-0.997041404247284,3192.0,TV5,275.0,3.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ur7i4kOoYas,2022-12-12,0.9920454025268556,1976.0,TV9,241.0,1.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ciaeNCqdETg,2022-12-12,-0.993750274181366,6084.0,TV9,253.0,0.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JZTWfJ2NdFg,2022-12-12,0.8432700634002686,6856.0,TV5,95.0,24.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
wTiCs3jayb4,2022-12-13,-0.9901172518730164,2567.0,Sakshi,333.0,4.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DuukUtzuI_A,2022-12-14,0.9984619617462158,46521.0,TV9,330.0,143.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0
O3tDQLBlBmk,2022-12-14,-0.9917560815811156,1608.0,TV9,306.0,0.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
72RNwdMTUMc,2022-12-15,0.9797762632369996,127872.0,TV5,275.0,138.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6wwS1pFw1u0,2022-12-15,-0.9985132813453674,1579.0,TV5,377.0,5.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v2MonPt6Pw8,2022-12-15,0.8579788208007812,1512.0,TV5,135.0,1.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hgGJWeeic0A,2022-12-16,-0.9973748922348022,1662.0,TV5,260.0,5.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IHUicD_gVs8,2022-12-16,-0.9769556522369384,47629.0,TV9,262.0,40.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
XMTJd2ssCp0,2022-12-17,0.5335525870323181,2887.0,TV5,165.0,1.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rThBxyfTpKQ,2022-12-19,-0.9959415793418884,1679.0,Sakshi,577.0,5.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sCMWyTa3bl8,2022-12-19,0.9983345866203308,2394.0,Sakshi,395.0,4.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
XjZ3YWbM7i0,2022-12-20,0.9961220622062684,1139.0,ABN,378.0,0.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
VSKOVcvy3WU,2022-12-20,0.9965184926986694,2131.0,TV5,207.0,12.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HfqDhhWXvko,2022-12-21,0.9979255199432372,2226.0,TV9,184.0,1.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9i--r8d51qY,2022-12-22,-0.9994586110115052,1482.0,TV9,287.0,2.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NNMR9hBy7s4,2022-12-22,0.9986978769302368,984.0,TV9,265.0,1.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kL-0d4uUME4,2022-12-24,-0.9920822381973268,6024.0,TV9,316.0,11.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Y9JFpLRWImQ,2022-12-25,0.998644769191742,1860.0,TV9,274.0,3.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0
LalFNbBOQP4,2022-12-26,0.997767686843872,7952.0,TV9,110.0,3.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nQyglK1pSe4,2022-12-26,0.9924319982528688,1592.0,ABN,96.0,0.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1BsCELuts-0,2022-12-27,0.9986616373062134,1419.0,TV9,106.0,0.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X9QNhE2HiEc,2022-12-27,0.9944203495979308,3338.0,ABN,195.0,5.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0vH1D3-Y4q0,2022-12-27,0.9982205033302308,1254.0,Sakshi,436.0,1.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O99wrR9k3nE,2022-12-27,-0.9959981441497804,1683.0,ABN,580.0,0.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6F1Th3YqO7k,2022-12-27,0.9988086223602296,5601.0,TV9,304.0,3.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
w7GY9pGhUkk,2022-12-29,0.9973320960998536,641.0,TV9,275.0,0.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G2Gk854-TRk,2022-12-29,-0.9958939552307128,1232.0,TV5,293.0,0.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PIDAMMfxzOM,2023-01-01,0.9985098242759703,783.0,Sakshi,307.0,1.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
BTrI52Gqz0U,2023-01-02,-0.999325394630432,2389.0,TV9,252.0,2.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RO5b0mpu11Y,2023-01-02,0.9985402822494508,320.0,TV5,203.0,0.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jybqgfhxkvk,2023-01-05,0.9789791703224182,6551.0,ABN,336.0,34.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NeLE8OqzIVo,2023-01-05,-0.9973492622375488,1938.0,TV5,216.0,3.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
8FMR4I75a6k,2023-01-06,-0.9826274514198304,16188.0,Sakshi,370.0,62.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0sieAa9bB0,2023-01-07,-0.9931584000587464,15255.0,TV9,196.0,11.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
jEOZb7YxpME,2023-01-07,-0.9976304769515992,25920.0,TV9,397.0,11.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
azQ3ntj04ZI,2023-01-09,-0.9946633577346802,2247.0,TV5,210.0,4.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NWlggwoBM1s,2023-01-09,-0.993844985961914,38547.0,TV9,175.0,19.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y1rOUU50I3Y,2023-01-09,-0.994643211364746,17022.0,Sakshi,325.0,53.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
kIpGX2UP_AI,2023-01-09,0.9880753755569458,2621.0,Sakshi,369.0,10.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vyoFEVl_-2E,2023-01-09,0.9775009155273438,845.0,TV9,356.0,0.0,badvel.png,Dasari Sudha,YSRCP,Badvel_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
