ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,Kuppam,ap employees,ap assembly session today,alliance,vangalapudi anitha,polavaram,visakha
UaGJ5mXqIBY,2022-12-13,0.99671471118927,2908.0,Sakshi,249.0,11.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
rThBxyfTpKQ,2022-12-19,-0.9959415793418884,1679.0,Sakshi,577.0,5.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
IpTHlm6XKMM,2022-12-21,0.9987552165985109,1580.0,Sakshi,276.0,5.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Q34wJX_FAqU,2022-12-21,0.998814344406128,3492.0,TV9,127.0,3.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
erxEbtX5z6o,2022-12-21,0.9986605644226074,2377.0,TV9,262.0,6.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6scB2hUy-SM,2022-12-21,0.9984116554260254,159087.0,TV9,476.0,247.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
bJbzv87rveQ,2022-12-21,0.9988381266593932,842.0,TV9,63.0,0.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0
27lBdTRQR0U,2022-12-22,-0.9985450506210328,40884.0,TV9,217.0,9.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
dYrNwYgevgc,2022-12-24,0.9952789545059204,122973.0,Sakshi,305.0,37.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
kcDpTx1lz88,2022-12-24,-0.9899560213088988,188169.0,TV9,250.0,77.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t-ZCpJiAFp4,2022-12-27,-0.9932931661605836,7144.0,Sakshi,116.0,11.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vZVz75EP6nU,2022-12-28,0.9983579516410828,30566.0,Sakshi,481.0,297.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
efVF80U94VM,2022-12-29,-0.9940184354782104,29830.0,Sakshi,550.0,150.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Nvjk-CT7-AQ,2022-12-31,0.99870502948761,3570.0,TV9,327.0,4.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bxMUxY9lnlo,2023-01-01,-0.9962235689163208,3135.0,Sakshi,277.0,0.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1
UcAjc48FAXM,2023-01-02,-0.995665967464447,10821.0,Sakshi,521.0,17.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8EiKbkcoReM,2023-01-05,-0.9941149353981018,14099.0,TV5,248.0,11.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
CPn_5OKb-Og,2023-01-07,-0.9949842691421508,1579.0,ABN,367.0,5.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
azQ3ntj04ZI,2023-01-09,-0.9946633577346802,2247.0,TV5,210.0,4.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
vyoFEVl_-2E,2023-01-09,0.9775009155273438,845.0,TV9,356.0,0.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NWlggwoBM1s,2023-01-09,-0.993844985961914,38547.0,TV9,175.0,19.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tzqsmI6grfk,2023-01-09,-0.9883643388748168,731485.0,TV5,275.0,23.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wYQdyCz461U,2023-01-10,0.9984678626060486,4045.0,Sakshi,215.0,9.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0
uizkE3tIbJs,2023-01-10,-0.9733515977859496,2804.0,TV9,544.0,1.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O1ozaMq3dDU,2023-01-10,-0.9989053010940552,5789.0,Sakshi,285.0,6.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
7iLz67O2KKs,2023-01-12,0.9955718517303468,3071.0,Sakshi,407.0,6.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
yf2mU2POu6M,2023-01-12,-0.9977768063545228,3214.0,TV5,345.0,7.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vEORj-gKyms,2023-01-14,0.9984305500984192,492176.0,Sakshi,573.0,164.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
b-GJ9yL6Hdk,2023-01-14,-0.99272620677948,3845.0,TV9,264.0,6.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0
mHdva7uxHEU,2023-01-15,0.996913194656372,1254.0,TV5,229.0,0.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PZVughMKFJo,2023-01-17,0.9961334466934204,4804.0,Sakshi,197.0,10.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hGjvZfpc5yA,2023-01-17,0.9912450909614564,1353.0,TV5,190.0,11.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Oo2dMS5P9u0,2023-01-18,-0.9965732097625732,101689.0,Sakshi,426.0,49.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Y3trDYuPbzc,2023-01-19,0.9957135915756226,1388.0,TV9,387.0,0.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aehAAC3Vq5Y,2023-01-20,0.9662694334983826,12872.0,Sakshi,541.0,11.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L_QntfJFyQ4,2023-01-20,-0.9967437982559204,616.0,ABN,471.0,0.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
imQenRy7LcE,2023-01-21,-0.9978272318840028,7244.0,Sakshi,148.0,37.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1
XAg1NTCTySU,2023-01-24,-0.8663149476051331,2761.0,Sakshi,338.0,4.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
HTP8XyE73-Q,2023-01-24,-0.9914599657058716,2498.0,Sakshi,283.0,7.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1
y8AjIjqBaF8,2023-01-24,-0.9923638105392456,22825.0,Sakshi,265.0,89.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
22Md5lkkhGI,2023-01-24,-0.9833558797836304,699.0,ABN,113.0,5.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1
KykkeiBMaiw,2023-01-24,-0.998320996761322,14523.0,Sakshi,151.0,117.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
AAxzCrIOtBM,2023-01-24,0.997506320476532,2089.0,Sakshi,388.0,3.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3xfD6jNVdAA,2023-01-24,0.992152750492096,897.0,ABN,102.0,15.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NE5lA9nCRH0,2023-01-25,-0.9987671375274658,1463.0,Sakshi,220.0,11.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0
bAO2_6WCkwo,2023-01-26,0.9885413646697998,911.0,Sakshi,423.0,2.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Gi7hsktQgWE,2023-01-27,0.9952444434165956,1118.0,ABN,252.0,0.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tkh5KGYs6pw,2023-01-27,-0.9976117610931396,1581.0,ABN,324.0,1.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c06BDavomUs,2023-01-29,-0.9979000091552734,2606.0,ABN,235.0,2.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
espaP_0NC90,2023-01-31,0.994531512260437,4149.0,Sakshi,106.0,5.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
X4xirXF4IE0,2023-01-31,-0.9870773553848268,56714.0,ABN,181.0,21.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
gAmzePaI-HM,2023-02-02,-0.991553008556366,418.0,TV5,195.0,0.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ezxJyJxAco0,2023-02-03,-0.9986376166343688,123506.0,ABN,540.0,79.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O490WifkmLY,2023-02-03,-0.9948033690452576,10436.0,ABN,315.0,6.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NnKlsgPH_mU,2023-02-04,0.9955136179924012,2164.0,Sakshi,273.0,2.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
phto_kPrhOY,2023-02-04,0.9956538677215576,140807.0,Sakshi,545.0,139.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TtPi6yn7YlE,2023-02-05,-0.8468751311302185,1329.0,TV9,391.0,0.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLgSdpnRGJc,2023-02-06,0.9982831478118896,15322.0,Sakshi,161.0,89.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
7kQ9OdePZP8,2023-02-06,-0.998358190059662,3126.0,ABN,367.0,4.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
1KpH2c7w9RI,2023-02-09,-0.9981051683425904,8761.0,TV5,80.0,3.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Owr4oD5uKs8,2023-02-09,-0.936031460762024,108165.0,Sakshi,409.0,168.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D-VGPNiYXbA,2023-02-10,-0.9985176920890808,6514.0,TV9,207.0,12.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MD2GcLmHfHM,2023-02-10,-0.9961420893669128,1770.0,TV9,194.0,0.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmSSCwwLASg,2023-02-12,0.9976410865783693,1844.0,TV5,274.0,5.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nI3ZjawPJJs,2023-02-14,0.6721493601799011,7478.0,TV9,224.0,1.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
iq7YNRfpMWw,2023-02-16,0.9986761212348938,2568.0,TV9,299.0,6.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sEPnv9-J3lg,2023-02-16,0.9897662997245787,2800.0,TV9,166.0,0.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
X7wT8YWzeDs,2023-02-16,0.9964627623558044,2358.0,TV9,307.0,4.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20zNHmX2QAM,2023-02-16,-0.989634931087494,1138.0,TV9,274.0,3.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mAF9o4V1fy4,2023-02-18,0.9968204498291016,2708.0,TV9,299.0,4.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9F6IoBz7l5M,2023-02-21,0.9886470437049866,29789.0,TV9,108.0,5.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b2VN0KAhO1k,2023-02-22,-0.9973047971725464,4335.0,TV9,102.0,5.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1xmtIJlG2zs,2023-02-27,-0.9967525005340576,2088.0,TV9,252.0,2.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z8HXQon64aY,2023-03-02,0.9985236525535583,677.0,TV9,215.0,0.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Kvdj2i_GSQ,2023-03-02,-0.9985597729682922,554.0,ABN,179.0,2.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oUXxtTOWPDo,2023-03-03,-0.9979425072669984,6035.0,ABN,289.0,3.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TX5QpmxKAyA,2023-03-05,0.98529851436615,132784.0,TV9,125.0,22.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
KGXqas32GDI,2023-03-05,0.9970388412475586,23072.0,TV9,158.0,11.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
HNe6qSvQDFk,2023-03-07,-0.9923508763313292,4800.0,TV9,351.0,3.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vvWqD3QzGsI,2023-03-07,0.989636242389679,900.0,TV9,167.0,0.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
iqCkoYSmnjM,2023-03-07,0.9985311031341552,6790.0,TV9,210.0,2.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ne5kFueD33M,2023-03-07,-0.9964255690574646,2433.0,TV9,85.0,1.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LrXjlRmhBy8,2023-03-08,0.9956865310668944,220002.0,TV5,345.0,406.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1
5KFVAaoMtXk,2023-03-08,-0.9970067143440248,8396.0,TV5,225.0,24.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
y2aYtCo6CHg,2023-03-08,-0.9981696605682372,11251.0,TV5,305.0,23.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
xG1R5CfRIAQ,2023-03-11,0.9987865090370178,1018.0,TV9,315.0,7.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BY_GM8tEw3g,2023-03-11,-0.9990746974945068,1200.0,TV9,307.0,6.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wmYbKg5uRhc,2023-03-11,-0.9951469302177428,1551.0,TV9,268.0,10.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9fxituNNZNg,2023-03-11,-0.9986968636512756,2155.0,TV9,251.0,4.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Im682PZ-4sQ,2023-03-13,0.998504877090454,2218.0,TV9,171.0,5.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ncr_E0epzFo,2023-03-17,0.9988679885864258,29808.0,Sakshi,93.0,56.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1
UrqZCbJMIr0,2023-03-18,-0.9983481168746948,1790.0,TV5,229.0,15.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
-rLT_V55Ed8,2023-03-18,0.9952364563941956,973.0,TV9,282.0,0.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02HYPraZ2bw,2023-03-18,-0.9985402822494508,1694.0,TV9,265.0,6.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M0O-8l5Gr0U,2023-03-18,0.9946343898773192,455.0,TV9,268.0,3.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8PlEq_gHyyc,2023-03-18,-0.9972092509269714,776.0,TV9,270.0,4.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UJrbXsiWvKA,2023-03-19,0.9091737270355223,4451.0,ABN,260.0,4.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WxG-y9UVdh4,2023-03-20,-0.9953248500823976,21065.0,TV5,71.0,52.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
pr9q8Fbm7uk,2023-03-20,-0.9902676939964294,6905.0,TV5,84.0,12.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
azg-JGDEWWA,2023-03-20,-0.9797378778457642,283949.0,ABN,181.0,158.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Ut_zI0JQY_Q,2023-03-24,-0.9978972673416138,1479.0,TV9,352.0,0.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AkWibNoDoYU,2023-03-25,0.9984374642372132,4743.0,Sakshi,276.0,3.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
73ZIhIEa_uU,2023-03-26,-0.9955114126205444,544.0,TV9,229.0,3.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mlwc_qcBTyk,2023-03-27,-0.9991483688354492,24582.0,Sakshi,221.0,72.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
uUo1_4sAGNA,2023-03-27,0.991778552532196,3657.0,Sakshi,117.0,5.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2f65kDRAuxA,2023-03-28,-0.999447762966156,4162.0,TV9,323.0,8.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3NplYLqFeUY,2023-03-31,0.9986543655395508,6839.0,Sakshi,345.0,6.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
wWA4XL28ne0,2023-04-03,-0.9936100840568542,35965.0,Sakshi,249.0,11.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8o4KsWnOYGQ,2023-04-06,-0.9978457689285278,932.0,TV9,186.0,0.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XHtkEzowPF0,2023-04-06,-0.9948051571846008,264.0,TV5,232.0,0.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HLjLK9yVPbE,2023-04-08,0.9966564178466796,742.0,TV9,119.0,0.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aphWGsTsM0Y,2023-04-11,-0.9921403527259828,2685.0,Sakshi,233.0,18.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0
0AnkuGlMnDI,2023-04-12,-0.9908543825149536,1744.0,Sakshi,160.0,3.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
QgKuSlyjYao,2023-04-14,0.9984669089317322,2500.0,TV9,277.0,0.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
uKbNKbfka7Q,2023-04-15,0.996806502342224,918.0,TV9,292.0,1.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9g1lBO90Fx0,2023-04-20,0.9916996955871582,140276.0,TV5,215.0,18.0,kakinada_.png,Vanga Geetha,YSRCP,Kakinada,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
