ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,ambati rambabu,Yellow Media,Kuppam,janasena party,tdp pattabhi,ap employees,Sajjala ,ap assembly session today,jr ntr,Atchannaidu,YSRCP Plenary,high court,alliance,Peddireddy ,vangalapudi anitha,ambati rambabu ,polavaram,visakha,byreddy siddharth reddy
ovhpyYbeRUk,2022-11-08,0.9973050355911256,1246.0,Sakshi,247.0,4.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IBEXKxVufyQ,2022-11-08,-0.9985595345497132,2133.0,TV5,70.0,0.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4HiCv0xFXCk,2022-11-09,-0.9994725584983826,2071.0,ABN,460.0,8.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8YR05QmlKrM,2022-11-09,-0.9981448650360109,14529.0,ABN,480.0,16.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D7wQW6abZO0,2022-11-09,-0.9955346584320068,528.0,ABN,301.0,0.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ArBo81joIQ,2022-11-09,-0.99080491065979,424.0,ABN,280.0,0.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mlZPSlGhydM,2022-11-10,0.962804913520813,4178.0,TV5,245.0,3.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8zQVav5poc8,2022-11-10,-0.9825527667999268,6061.0,TV5,110.0,5.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
KvLsgRBh3Pk,2022-11-10,-0.9982663989067078,5847.0,ABN,232.0,4.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
AKbCG2a_rnI,2022-11-10,0.9966976642608644,2811.0,TV5,305.0,7.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9nFnFufS8qY,2022-11-12,-0.9994896650314332,3371.0,ABN,400.0,5.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a912r2_zcHY,2022-11-12,-0.9967789053916932,1629.0,ABN,410.0,3.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tJ-Qp5bPdb4,2022-11-12,-0.9934710264205932,3151.0,ABN,300.0,1.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0
cua70vbKbgM,2022-11-15,0.9961313009262084,3387.0,TV5,279.0,4.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-R3_7sz4bvU,2022-11-15,0.8881499171257019,8574.0,Sakshi,564.0,35.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zZNak6aZIJk,2022-11-16,-0.9949236512184144,609.0,Sakshi,147.0,0.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Sr4eCQEqRXw,2022-11-17,-0.998915433883667,45745.0,ABN,580.0,110.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jREjH0DuPdk,2022-11-17,-0.9945248365402222,11239.0,ABN,355.0,24.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fMRxmMTaGPA,2022-11-17,-0.9926406741142272,3187.0,ABN,285.0,22.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4EjVxs3-GiY,2022-11-18,-0.997517704963684,18562.0,TV9,229.0,2.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P8HIfefUpf4,2022-11-18,-0.9028894901275636,2651.0,Sakshi,235.0,4.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cn62YOoo6B8,2022-11-18,-0.9939656853675842,3391.0,TV5,188.0,1.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kDNCpU9q_Co,2022-11-20,0.9777687788009644,4386.0,TV5,251.0,13.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5zPTB9ooQj4,2022-11-21,0.9867349863052368,1127.0,ABN,110.0,1.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UX7LDmjPu78,2022-11-21,-0.9988046884536744,2869.0,ABN,225.0,4.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0
VJCmQNlRFVU,2022-11-21,-0.9968210458755492,1928.0,ABN,387.0,0.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7hP6BmBnbSk,2022-11-21,-0.997794270515442,2268.0,ABN,250.0,1.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kx9dptNPvV4,2022-11-21,-0.9951025247573853,3383.0,ABN,355.0,3.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
wsKTLfDl9kw,2022-11-21,-0.9994342923164368,11593.0,TV5,220.0,12.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NCh2Bv-NbAQ,2022-11-22,-0.9981600642204284,2563.0,TV9,305.0,1.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i5O880UwIlI,2022-11-22,-0.9976910352706908,899.0,TV5,257.0,2.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AOl5gOiBlPo,2022-11-22,-0.9954522252082824,11456.0,ABN,490.0,16.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LfVBB4xUNFU,2022-11-22,0.993442177772522,8225.0,ABN,495.0,31.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VVF5kVBMwAA,2022-11-23,0.9859727621078492,4524.0,TV9,529.0,5.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9TfR2rm3pTY,2022-11-23,-0.9994474053382874,3191.0,Sakshi,192.0,14.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1
mRIwb1mVjD8,2022-11-23,-0.9988012313842772,2390.0,ABN,315.0,0.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kAxpA0k0NZ4,2022-11-23,-0.9994100332260132,3127.0,ABN,425.0,7.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44kJrthuHY8,2022-11-27,-0.9987267851829528,1055.0,TV9,247.0,0.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
IV8avfbOTkA,2022-11-27,0.9950258135795592,2804.0,TV9,186.0,0.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d7fLLfBQPS8,2022-11-27,-0.9906049370765686,1131.0,TV9,180.0,0.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
mufhhXrSKgE,2022-11-27,-0.9964050054550172,1567.0,TV9,217.0,0.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4ox5dQ-Zc4,2022-11-28,0.9978604912757874,3286.0,TV9,248.0,4.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
JcifUnfSKYY,2022-11-28,0.9942581653594972,984.0,Sakshi,228.0,4.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3mpFbyDbAbo,2022-11-28,-0.9965180158615112,5525.0,Sakshi,173.0,21.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
b6lMlJcaau0,2022-11-29,-0.9777036309242249,3638.0,TV5,257.0,10.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
dS8W_bZIPYg,2022-11-29,0.9801738262176514,113218.0,Sakshi,291.0,140.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9hL6FwfY7Ek,2022-11-30,-0.9916935563087464,15102.0,TV5,230.0,5.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rpn98Rk61K8,2022-12-01,0.9959979057312012,503.0,TV9,289.0,3.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMWT0QBXhng,2022-12-02,0.9979775547981262,1018.0,Sakshi,61.0,3.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
G9ZSQzokWvg,2022-12-02,-0.9916914701461792,9988.0,ABN,340.0,5.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5ivO5GxHwkk,2022-12-02,-0.9937606453895568,987.0,TV9,230.0,6.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MU4cSS31zns,2022-12-04,-0.9984418749809264,2335.0,ABN,280.0,5.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8K-my4FSWHg,2022-12-04,0.9852563142776488,2088.0,TV9,263.0,6.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dJniZao4C7M,2022-12-04,0.9930485486984252,1515.0,TV5,155.0,1.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9B_f8yGzOtU,2022-12-04,0.9917799830436708,2050.0,TV9,307.0,0.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hRAAh1P9blk,2022-12-04,0.9987976551055908,624.0,ABN,285.0,0.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gbSReebP-u4,2022-12-05,0.9874089956283568,781.0,Sakshi,344.0,1.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gjV3EE0xCKA,2022-12-05,-0.994944989681244,320.0,TV5,194.0,0.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-FaNtXBJC0I,2022-12-05,-0.9978808760643004,3330.0,ABN,230.0,9.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uwv-mBFPUbA,2022-12-06,-0.9876726269721984,1118.0,ABN,333.0,1.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMq64U6cI2I,2022-12-06,0.9915419816970824,1978.0,TV9,269.0,0.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on4ASO4l3eo,2022-12-06,-0.9980543851852416,803.0,TV9,213.0,0.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tA9jih_DGUI,2022-12-06,0.9986523985862732,4212.0,TV9,375.0,1.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D3q5op8UvPA,2022-12-06,-0.9926527738571168,4435.0,ABN,585.0,7.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JMUdV-rg4c8,2022-12-06,-0.9923985600471495,1696.0,TV9,197.0,0.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_gmHP2jdiAM,2022-12-08,0.9964088797569276,4304.0,TV5,165.0,2.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xG9Q9g5mmF4,2022-12-09,-0.9947564601898192,2185.0,ABN,245.0,4.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
eDq6AbKw6rc,2022-12-10,-0.9987592697143556,4164.0,TV9,250.0,20.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M1wOAvGLcCc,2022-12-10,-0.9922888875007628,1329.0,TV9,208.0,2.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
itoZZcDX23M,2022-12-10,0.9978744983673096,3887.0,TV9,350.0,11.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3aAsi9PGW_w,2022-12-10,-0.9974297881126404,10545.0,TV9,250.0,32.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EnFnh_JWj9Q,2022-12-11,-0.99904865026474,50803.0,TV9,48.0,76.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
udjSeuidMGQ,2022-12-12,-0.9973022937774658,22095.0,ABN,430.0,49.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sq4bb6fbQg8,2022-12-12,0.9970219731330872,9337.0,Sakshi,369.0,7.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W3iANzYLoHQ,2022-12-12,-0.9894744157791138,57436.0,ABN,300.0,47.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
KkZcJy3aRRA,2022-12-12,-0.9986613988876344,29234.0,TV9,205.0,0.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFXDfRPq9ks,2022-12-13,-0.9916805624961852,1044.0,TV5,168.0,1.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FCza7VkiqqQ,2022-12-14,-0.9925334453582764,8808.0,ABN,486.0,20.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RdQlCXOFH2E,2022-12-14,0.9987887740135192,2113.0,TV9,277.0,1.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0
QYcoZ5zYOPc,2022-12-14,0.9978417158126832,1716.0,TV9,107.0,2.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Vgk-BA0A2tQ,2022-12-14,0.9988070726394652,2658.0,TV9,223.0,7.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
TH8Yx3llZiU,2022-12-15,-0.9970273375511168,1441.0,Sakshi,483.0,5.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BJy-zT5t2Bc,2022-12-15,-0.9986823201179504,2371.0,Sakshi,219.0,10.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
vkj9-xFGROg,2022-12-15,-0.9991301894187928,1135.0,Sakshi,110.0,2.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9kzRa5-I2Ew,2022-12-15,0.9736980199813844,2423.0,TV9,123.0,0.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYloNSVqETU,2022-12-15,-0.9970833659172058,1679.0,TV9,206.0,10.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
vSIVMAl3lkc,2022-12-15,-0.998765468597412,1690.0,Sakshi,133.0,3.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
A8lxNjvqgpA,2022-12-15,0.9969045519828796,5254.0,TV9,195.0,4.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wPtCKiIa1yQ,2022-12-15,-0.9875925183296204,28337.0,TV9,178.0,2.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G6qxPT_C25Y,2022-12-16,-0.9903963804244996,1701.0,ABN,423.0,0.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H11F2zP7oUw,2022-12-16,-0.9847844839096068,2154.0,ABN,495.0,2.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
w9VvkF-IT28,2022-12-16,0.9967173933982848,490712.0,Sakshi,299.0,94.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
JegdML93nRQ,2022-12-19,-0.9988700747489928,2636.0,ABN,350.0,10.0,thamballapalle.png,Peddireddi Dwarakanatha Reddy,YSRCP,Thamballapalle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
