ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,ambati rambabu,YS Viveka Case,panchayat elections,Kuppam,janasena party,tdp pattabhi,Ramoji Rao,ap employees,Vidadala Rajini,ap assembly session today,jr ntr,Atchannaidu,high court,alliance,Peddireddy ,vangalapudi anitha,polavaram,visakha,byreddy siddharth reddy
wWdbAylwijk,2022-08-22,-0.9611955285072328,3790.0,TV5,457.0,1.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XlYtEJkYIt0,2022-08-22,0.9887571930885316,2653.0,TV5,287.0,11.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uJj8-DOliiI,2022-08-22,-0.998178005218506,22352.0,TV5,205.0,75.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
oGWPgpSUXR4,2022-08-22,-0.98542457818985,2107.0,TV5,180.0,8.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cre2U-pABcA,2022-08-22,-0.9972022771835328,932.0,TV5,268.0,0.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POOmgzA8pa0,2022-08-23,0.8472433686256409,5288.0,TV5,96.0,8.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pMgOgj6OXJA,2022-08-24,-0.9982107877731324,1316.0,TV5,266.0,1.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9z4V4B56at4,2022-08-24,-0.990140974521637,1291.0,TV5,454.0,1.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-ViVN0ELAoM,2022-08-26,-0.9984172582626344,1883.0,TV5,260.0,3.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7KwagUEhK7k,2022-08-26,-0.9914863109588624,1585.0,TV5,337.0,1.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mSljq--HEhk,2022-08-27,-0.9898110628128052,2394.0,TV5,350.0,2.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2sJBnl5Z_3o,2022-08-28,-0.9977432489395142,812.0,TV5,173.0,0.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cs98ds8VyFo,2022-08-29,0.9981683492660522,8565.0,Sakshi,129.0,31.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y5FiAm9i_u8,2022-09-01,0.998491644859314,15166.0,TV5,355.0,17.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7bar0T1gRrc,2022-09-02,-0.9978402853012084,4568.0,TV5,258.0,18.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2d_4eMkeIwk,2022-09-03,-0.9908417463302612,1118.0,TV5,232.0,1.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WyCE8fyyQSM,2022-09-03,-0.988111138343811,1466.0,TV5,189.0,0.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBc-Z7gtlR8,2022-09-03,-0.9897776246070862,2993.0,TV5,320.0,6.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LBeYo38gsqw,2022-09-03,-0.9986034035682678,1108.0,TV5,185.0,7.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mwo5YJj3ZqI,2022-09-04,-0.987721025943756,2283.0,TV5,308.0,6.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZpcC3W3xCl8,2022-09-05,-0.9984880685806274,521.0,TV5,210.0,0.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
D1jfVJ4kEh0,2022-09-05,-0.9916404485702516,559.0,TV5,308.0,0.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
I9zkf6yjDJ0,2022-09-05,-0.9990525841712952,661.0,TV5,191.0,2.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
pYhp3c5haqM,2022-09-07,0.9836216568946838,2505.0,TV5,206.0,0.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
RiKu78KYNtM,2022-09-07,-0.9878794550895692,6027.0,TV5,177.0,12.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg5nT05oDFc,2022-09-07,0.9972434043884276,1233.0,TV5,170.0,7.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
kvk3C2qtaCY,2022-09-07,-0.9983456134796144,632.0,TV5,349.0,1.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FdF4GNPUowk,2022-09-08,-0.9989823698997498,2671.0,TV5,312.0,1.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qQkuxGz8mWA,2022-09-08,-0.9993558526039124,5060.0,TV5,133.0,12.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonxUrbK4FU,2022-09-08,-0.9969125986099244,3326.0,TV5,63.0,15.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LYk571W1dHE,2022-09-10,-0.9862646460533142,4183.0,TV5,280.0,19.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
b5ubrjzqIvg,2022-09-10,-0.9987114667892456,1459.0,TV5,94.0,7.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M9sfu3Y8gm4,2022-09-10,-0.9972593784332277,941.0,TV5,268.0,0.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XoImzsAaJHk,2022-09-10,-0.9942997694015504,88623.0,TV5,291.0,64.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fJLoiIYUWpg,2022-09-10,-0.9981301426887512,616.0,TV5,88.0,3.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AcRJvNTDu2M,2022-09-12,-0.9902846217155457,58667.0,TV5,140.0,121.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYMGJyAbeb8,2022-09-12,-0.9948452711105348,11221.0,TV5,215.0,17.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
l1Z7LR_fISM,2022-09-14,-0.9937019348144532,7460.0,TV5,305.0,8.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
BNe1uNoApSY,2022-09-14,-0.997995376586914,9109.0,TV5,469.0,8.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t4olojcdV4s,2022-09-16,0.998330295085907,21948.0,TV5,219.0,51.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vwGzni2qlwc,2022-09-16,0.9984980821609496,91819.0,Sakshi,533.0,114.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8sLUGzMw5ck,2022-09-16,-0.9942500591278076,2040.0,TV5,303.0,1.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
JtcIDr7vivE,2022-09-16,0.9987803101539612,6720.0,Sakshi,363.0,9.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BmuJIxgW82w,2022-09-16,0.9935309290885924,5442.0,TV5,234.0,6.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
KnpoWqAzFIU,2022-09-16,0.9913700819015504,833.0,TV5,457.0,1.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EsBiEFnDcLA,2022-09-17,0.995119333267212,970.0,TV5,167.0,0.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_bbSZdwX-Xc,2022-09-18,-0.9655523896217346,18709.0,Sakshi,374.0,26.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cPr8om-S6Ck,2022-09-19,0.9952660799026488,14642.0,Sakshi,406.0,13.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lllc2MZknes,2022-09-20,-0.9994008541107178,468.0,TV5,115.0,0.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0QENPf8zFws,2022-09-20,-0.9834460616111756,574.0,TV5,210.0,0.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g4ALWDwIZDk,2022-09-20,0.9934875965118408,30879.0,TV5,97.0,35.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6RDx-VuNnG4,2022-09-20,0.9984700083732604,20412.0,TV5,242.0,26.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
OC3ECoje5hU,2022-09-20,0.9987359642982484,4793.0,Sakshi,507.0,8.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hw87IVI4a6M,2022-09-20,-0.9983803033828736,32985.0,TV5,291.0,61.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
s13hEeDFdT0,2022-09-21,-0.9962980151176452,3232.0,TV5,235.0,19.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDUp-q2pOok,2022-09-21,-0.9787052273750304,2099.0,TV5,378.0,4.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OJrRGJff0qA,2022-09-21,-0.9981400966644288,6544.0,TV5,240.0,28.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
XpRCqF9ZGOw,2022-09-21,-0.9980862140655518,11238.0,TV5,231.0,47.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
l6bewzNeZ-U,2022-09-21,-0.9978278279304504,2445.0,TV5,276.0,6.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lW_P9-jQKps,2022-09-22,0.9969375133514404,38120.0,TV5,354.0,43.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EpP50HHTeWQ,2022-09-23,-0.9982206225395204,2157.0,TV5,249.0,0.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
nzfi-Ow0b7E,2022-09-24,0.996301770210266,2674.0,Sakshi,178.0,6.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ft2Nj2z6Lr0,2022-09-24,0.994759738445282,4388.0,Sakshi,227.0,31.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Yvgo68Jb_Yg,2022-09-26,-0.9982367753982544,2519.0,TV5,239.0,0.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qaI_dJyETQA,2022-09-26,-0.9986756443977356,11934.0,TV5,128.0,13.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
GlBdnZ9lrr4,2022-09-26,0.9988831877708436,1303.0,TV5,481.0,1.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
dLMi6H93L88,2022-09-26,-0.9902598261833192,5465.0,TV5,428.0,5.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UZ996EDkYuo,2022-09-28,0.9896937012672424,481.0,TV5,100.0,0.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3I8Dc9lDf80,2022-09-28,0.9982283711433412,855.0,TV5,377.0,0.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
zun_03P_WG8,2022-09-28,-0.9984062314033508,2677.0,TV5,309.0,2.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WyRjhUqVllk,2022-09-28,-0.9932475090026855,3924.0,TV5,232.0,1.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QQWdkaKArSY,2022-09-28,0.9834938049316406,9688.0,Sakshi,307.0,35.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kRdRD-beSgo,2022-09-28,-0.998469889163971,3375.0,TV5,195.0,0.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wt4HwG4Izzc,2022-09-28,-0.9899922013282776,1893.0,TV5,221.0,2.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WKm2c4rpGEw,2022-09-30,-0.9984261989593506,1369.0,TV5,180.0,0.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7dBF4RVYFV4,2022-09-30,-0.9994458556175232,2916.0,TV5,183.0,6.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sf3RFN8dv-I,2022-09-30,-0.9970760345458984,2569.0,TV5,210.0,2.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k-pjklwcXng,2022-10-03,0.9960615038871764,836.0,TV5,504.0,3.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bRpeBONl4Rw,2022-10-03,0.998749852180481,667.0,TV5,275.0,2.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KbWdAl9K7FU,2022-10-05,0.9985824823379515,1171.0,TV5,135.0,0.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sacjQp6RU7Y,2022-10-06,0.9981610178947448,647.0,TV5,216.0,7.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3AnUsvw6GZ4,2022-10-06,-0.9954193830490112,1408.0,TV5,134.0,14.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ih7wq6pjqkA,2022-10-07,-0.999402403831482,49188.0,TV5,309.0,91.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
l1l3FKkC9t8,2022-10-08,-0.9976367950439452,2166.0,TV5,275.0,2.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0
LT_pOPcssBs,2022-10-08,0.9970718622207642,366222.0,TV5,381.0,669.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xffT1HUN3kk,2022-10-08,-0.9931882619857788,1807.0,TV5,370.0,0.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-tKMhIh1pEA,2022-10-08,-0.9974063038825988,2148.0,TV5,205.0,6.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nYe91YUt2N0,2022-10-11,-0.9966093301773072,4984.0,ABN,126.0,1.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
v3AXExuS9uw,2022-10-11,-0.9886401891708374,1418.0,TV5,184.0,0.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07RbevmmQJc,2022-10-11,-0.9920774102211,3203.0,ABN,218.0,0.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c2gCr5Pyiy4,2022-10-11,-0.9981374740600586,1292.0,ABN,150.0,2.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wWqok6Ht9Ks,2022-10-11,-0.9873135685920716,2258.0,TV5,144.0,8.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l3klhS5kImU,2022-10-12,0.9983901977539062,977.0,TV5,219.0,0.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EyHRm0V-mq0,2022-10-12,0.9979740977287292,2401.0,TV5,134.0,4.0,rampochandavram.png,Nagulapalli Dhanalakshmi,YSRCP,Rampachodavaram,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
