ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency
px63DQsx_go,2022-04-22,-0.992579996585846,85870.0,Sakshi,231.0,85.0,nuzvid.png,meka venkata pratap apparao,YSRCP,Nuzivid
iIjoW1VPadA,2022-08-02,-0.9980102181434632,2812.0,Sakshi,351.0,3.0,nuzvid.png,meka venkata pratap apparao,YSRCP,Nuzivid
51AqmRA6r-c,2022-09-21,-0.9993532299995422,155318.0,Sakshi,153.0,282.0,nuzvid.png,meka venkata pratap apparao,YSRCP,Nuzivid
8SZw3f9HBSA,2022-10-18,-0.9991403818130492,6247.0,TV5,275.0,13.0,nuzvid.png,meka venkata pratap apparao,YSRCP,Nuzivid
PsJPSl0bWLw,2022-10-19,-0.9988885521888732,940558.0,Sakshi,296.0,0.0,nuzvid.png,meka venkata pratap apparao,YSRCP,Nuzivid
HSchVGRHx7U,2022-11-03,-0.9989494681358336,3067.0,TV5,216.0,9.0,nuzvid.png,meka venkata pratap apparao,YSRCP,Nuzivid
ByyhfgRLS9A,2022-11-16,0.9891757369041444,3560.0,Sakshi,535.0,6.0,nuzvid.png,meka venkata pratap apparao,YSRCP,Nuzivid
GF5l6Plaws0,2022-11-30,-0.9976567029953004,1925.0,TV9,159.0,7.0,nuzvid.png,meka venkata pratap apparao,YSRCP,Nuzivid
8n7F7KeYEbg,2022-11-30,-0.9949166774749756,988.0,TV9,125.0,8.0,nuzvid.png,meka venkata pratap apparao,YSRCP,Nuzivid
dZ4NZbHQkXo,2022-12-09,0.9988377690315248,1306.0,TV9,302.0,0.0,nuzvid.png,meka venkata pratap apparao,YSRCP,Nuzivid
cuvP7-Ny5-U,2023-01-05,0.9910922646522522,338776.0,Sakshi,313.0,259.0,nuzvid.png,meka venkata pratap apparao,YSRCP,Nuzivid
YG3JPplBS2E,2023-01-31,-0.9979900121688844,493.0,TV9,240.0,0.0,nuzvid.png,meka venkata pratap apparao,YSRCP,Nuzivid
kPS9SS8aD2c,2023-02-09,-0.99106103181839,857.0,ABN,200.0,1.0,nuzvid.png,meka venkata pratap apparao,YSRCP,Nuzivid
47JMKM8SRgI,2023-02-18,-0.9944885969161988,31696.0,TV9,202.0,133.0,nuzvid.png,meka venkata pratap apparao,YSRCP,Nuzivid
Wz7was1VZWY,2023-02-18,-0.8673511147499084,26541.0,TV9,363.0,86.0,nuzvid.png,meka venkata pratap apparao,YSRCP,Nuzivid
_tn6Vrqhj1c,2023-02-21,-0.9971219897270204,126339.0,TV5,285.0,204.0,nuzvid.png,meka venkata pratap apparao,YSRCP,Nuzivid
IUFWymZEIaU,2023-03-08,-0.993581771850586,775.0,TV5,187.0,0.0,nuzvid.png,meka venkata pratap apparao,YSRCP,Nuzivid
zD_Ve5zq3bA,2023-03-12,0.9981430768966676,1260.0,TV9,350.0,1.0,nuzvid.png,meka venkata pratap apparao,YSRCP,Nuzivid
LryKzM02cY8,2023-03-19,0.9974753260612488,4995.0,Sakshi,182.0,17.0,nuzvid.png,meka venkata pratap apparao,YSRCP,Nuzivid
8Ci8uunhrYk,2023-03-24,-0.9903748631477356,3185.0,TV5,190.0,5.0,nuzvid.png,meka venkata pratap apparao,YSRCP,Nuzivid
ApuF1r7nwRQ,2023-03-24,-0.9979288578033448,16440.0,TV5,150.0,12.0,nuzvid.png,meka venkata pratap apparao,YSRCP,Nuzivid
FdSbrM7rEnQ,2023-03-26,0.9988669157028198,1311.0,TV9,147.0,1.0,nuzvid.png,meka venkata pratap apparao,YSRCP,Nuzivid
k8bfeCGY0jA,2023-04-10,-0.9901025295257568,6523.0,TV9,104.0,17.0,nuzvid.png,meka venkata pratap apparao,YSRCP,Nuzivid
