ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,ambati rambabu,janasena party,tdp pattabhi,Ramoji Rao,ap employees,ap assembly session today,high court,alliance,Peddireddy ,vangalapudi anitha,ambati rambabu ,polavaram,visakha,byreddy siddharth reddy,vijayasai reddy,kotamreddy ,roja,vidya deevena,nellore ,srikakulam,yuvashakti,tadepalli,vangaveeti radha,suprem court,ap development,tadipatri,janasena alliance with tdp,varahi ,nellore mekapati,nandigama,High Court
OVJW5vgqfOo,2022-12-13,-0.997914493083954,10820.0,ABN,375.0,24.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tIAunGh-5f4,2022-12-13,-0.9979314804077148,8371.0,ABN,550.0,21.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y_KBGD2Xsc0,2022-12-13,-0.998725950717926,1641.0,ABN,265.0,6.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_9gK_-_rugo,2022-12-13,-0.9979536533355712,2950.0,ABN,230.0,7.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7nLEaU9M3gg,2022-12-13,-0.9956016540527344,3919.0,ABN,343.0,7.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6wxc8LX5Bcg,2022-12-13,-0.9955240488052368,6994.0,TV9,334.0,13.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902KBXgEtyk,2022-12-14,-0.9991094470024108,489.0,TV9,305.0,0.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hNPjeTTU_wE,2022-12-14,-0.99626487493515,1312.0,TV9,439.0,2.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
cE5Hi8XR8jc,2022-12-16,-0.9879498481750488,11585.0,ABN,515.0,2.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L4_NtFy_DYc,2022-12-17,-0.9949996471405028,3678.0,TV9,278.0,6.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
iZeA_bMfh9g,2022-12-19,-0.9992115497589112,11021.0,ABN,500.0,13.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xjGskw2fxdY,2022-12-19,-0.9964529275894164,12660.0,TV9,406.0,13.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CjuwFUl672Y,2022-12-19,-0.9923525452613832,5256.0,ABN,284.0,30.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wKj_uHWocVQ,2022-12-19,-0.993160843849182,7154.0,ABN,525.0,18.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sAyvaVz5K-4,2022-12-19,-0.9971736669540404,878.0,ABN,280.0,0.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LP4bhgkVIfg,2022-12-20,-0.9899879097938538,11832.0,ABN,535.0,16.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xWjoQubXwIc,2022-12-20,-0.9912713766098022,1004.0,ABN,550.0,2.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8vwnFIfhDV0,2022-12-21,0.99604332447052,3180.0,ABN,585.0,16.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
sF33q4-v9Ps,2022-12-21,-0.998146653175354,402.0,ABN,84.0,1.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xQXfLC6Sygc,2022-12-22,-0.9966033697128296,5079.0,TV9,251.0,5.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0
NNMR9hBy7s4,2022-12-22,0.9986978769302368,984.0,TV9,265.0,1.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wn6Uh1LhQmw,2022-12-23,0.9974380731582642,2398.0,TV9,108.0,0.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
vcL1Q2SfMew,2022-12-24,0.99436753988266,2418.0,ABN,370.0,17.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KTIl04ug5RQ,2022-12-24,-0.9994909763336182,1003.0,TV9,275.0,1.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1ub4qb81YAg,2022-12-24,-0.9987751841545104,2965.0,Sakshi,161.0,6.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P8Q5gnJPi8w,2022-12-25,0.99877268075943,1929.0,TV9,79.0,1.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7lC8w6jPUCA,2022-12-25,-0.9869900345802308,6358.0,ABN,87.0,44.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HW2_lPKzHsU,2022-12-26,0.9811970591545104,4347.0,TV9,347.0,0.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tWlQaoHghnQ,2022-12-26,-0.9906076192855836,2136.0,TV9,101.0,2.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
jMx5-VcxfIw,2022-12-26,-0.9955449104309082,28036.0,TV9,357.0,12.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
WZL4hnJbDF8,2022-12-26,-0.9907714128494264,4243.0,TV9,233.0,0.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
YFIj7JKlzKQ,2022-12-26,-0.9873567819595336,2198.0,TV9,258.0,0.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
Mg-xl5QR-2o,2022-12-28,0.980993390083313,40273.0,TV9,461.0,41.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1FllyDDtIoM,2022-12-29,-0.9977543950080872,1637.0,ABN,325.0,2.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b3oFKpKIQxg,2022-12-29,-0.9920998215675354,4389.0,ABN,200.0,4.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QQ2OzdHsGkE,2022-12-29,-0.9979864358901978,1519.0,ABN,250.0,1.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0
0kPTAOz8EZE,2022-12-31,-0.998230755329132,663.0,TV9,308.0,0.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
N68n3Jb_cZE,2023-01-02,-0.9983543157577516,12481.0,ABN,555.0,25.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jmjrC6q4ZhU,2023-01-02,-0.9986238479614258,3284.0,ABN,335.0,7.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g-u_Twwc19s,2023-01-05,-0.9927115440368652,1860.0,TV5,530.0,0.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
wAu-0_cVd9w,2023-01-06,0.9915012121200562,708.0,TV5,295.0,0.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CltBr2XMMQ4,2023-01-06,-0.9957389831542968,8158.0,ABN,500.0,22.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRvsNr3WfDA,2023-01-06,-0.996223211288452,566.0,TV5,360.0,1.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
mRcsAoqBBhg,2023-01-06,-0.9906512498855592,708.0,TV5,337.0,0.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
usAKqJ4yBHU,2023-01-07,0.9973142743110656,1138.0,ABN,544.0,0.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19ErIMwMpnw,2023-01-08,0.9970494508743286,205961.0,TV5,529.0,243.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P8rsG9AqXIc,2023-01-10,-0.995328426361084,2161.0,TV9,164.0,3.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
dTy6iPtAVZk,2023-01-11,-0.9986244440078736,1933.0,TV5,350.0,0.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pUq1H9k97D8,2023-01-11,0.993974506855011,1882.0,ABN,210.0,2.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I6ZqQ15-JaM,2023-01-12,-0.9971069693565368,3104.0,ABN,561.0,0.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vKYNQ4ujDyw,2023-01-12,-0.9983362555503844,1216.0,ABN,424.0,1.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cFFFSkLMa6E,2023-01-13,0.991133153438568,1832.0,TV9,270.0,16.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
VX2zFcOWYK8,2023-01-13,-0.9934595823287964,2707.0,TV9,268.0,14.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
UhNZAfTItF4,2023-01-13,0.996905505657196,49898.0,ABN,390.0,39.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JYjJTkZelNg,2023-01-14,-0.9978548884391784,2922.0,ABN,169.0,5.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
idf2vNeFxwI,2023-01-14,0.9988061189651488,4490.0,TV9,262.0,3.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wG1kIA-9pjs,2023-01-14,0.9966489672660828,4025.0,ABN,487.0,7.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lPJNnvgXPPo,2023-01-16,0.9969609379768372,1052.0,TV9,110.0,0.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QUhLk_q2NYQ,2023-01-16,0.9973267316818236,35049.0,TV5,305.0,55.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hLPPSQhY9N4,2023-01-18,0.9987940788269044,2264.0,Sakshi,331.0,6.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
VbVMPa5SfhY,2023-01-20,-0.9991187453269958,1031.0,ABN,210.0,1.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A1itX4tNWSM,2023-01-20,-0.9976840019226074,1436.0,ABN,170.0,0.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_XD-fh0Pv3E,2023-01-20,-0.9949049949645996,1900.0,ABN,375.0,9.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7UrvG8VMYwo,2023-01-20,-0.9988676309585572,661.0,ABN,260.0,1.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0
Bxai1uat7HQ,2023-01-20,-0.996560513973236,8403.0,ABN,520.0,3.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FM4zOuv5KZc,2023-01-20,-0.9987685084342957,28135.0,ABN,490.0,24.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eCBz-hXe9HA,2023-01-20,-0.9991720914840698,17556.0,ABN,585.0,28.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qhzy3JklkRg,2023-01-20,-0.999413013458252,2256.0,ABN,480.0,6.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R-L2DFyzvYI,2023-01-20,-0.9985736608505248,3591.0,ABN,240.0,15.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
bXv2jEXTsO0,2023-01-22,0.9884679913520812,606.0,TV5,405.0,2.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mzg5O5yHCFU,2023-01-22,-0.9989547729492188,527.0,TV5,400.0,3.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
e5EQ75EtdjI,2023-01-23,0.9973019361495972,20209.0,ABN,480.0,66.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eNVL4ECWcOc,2023-01-23,-0.997138738632202,5290.0,ABN,255.0,3.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VLFNwyesx8E,2023-01-23,0.9985198378562928,7208.0,ABN,430.0,11.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rfdiAKjWfy4,2023-01-24,0.9968454241752625,2063.0,TV9,205.0,3.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lHn4dhCWhdo,2023-01-24,0.9964195489883424,2282.0,TV9,277.0,1.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c-UE3H0Eoi8,2023-01-24,0.9946135878562928,2411.0,TV9,184.0,2.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DxQsGA9LfVM,2023-01-25,0.9924121499061584,34384.0,TV5,175.0,36.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WSF3Mfdf2T4,2023-01-25,0.9974954724311828,5041.0,TV5,225.0,17.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ndjjqnfd8QY,2023-01-25,-0.9952813982963562,9510.0,TV5,60.0,21.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eJA7aHyq20k,2023-01-25,-0.9929996728897096,80751.0,TV5,205.0,110.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
