ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,janasena party,ap employees,Sajjala ,ap assembly session today,alliance,polavaram,visakha
sn31OKiSA2M,2022-12-14,-0.993247389793396,17098.0,TV5,301.0,38.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yeyMsE4K_PY,2022-12-14,0.9958202838897704,1818.0,Sakshi,315.0,2.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
G2N6t7MWR7g,2022-12-14,0.9644814133644104,1424.0,TV5,506.0,0.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_Z4tU9zjVXg,2022-12-15,-0.9974557757377625,44840.0,TV9,255.0,1.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
BThbP4_KmxI,2022-12-15,0.9985306262969972,676.0,TV9,79.0,0.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
C4UWwggZFcY,2022-12-18,0.9901776909828186,26016.0,Sakshi,597.0,73.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
7LXdKDDnZdY,2022-12-20,0.9102590680122375,11662.0,TV9,249.0,0.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
YNdkMCr-H5k,2022-12-20,0.9986128807067872,69814.0,Sakshi,516.0,136.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
wVzuO9-Ii5o,2022-12-29,-0.990956723690033,14843.0,Sakshi,280.0,98.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
cQpn-G6pzBk,2023-01-03,-0.9952396154403688,1702.0,Sakshi,362.0,13.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
b0c7VyT0Spg,2023-01-03,-0.9950475692749025,859.0,TV9,118.0,2.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GNInFq9XbNk,2023-01-04,0.9979384541511536,3059.0,Sakshi,237.0,5.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
dYTISeaSCDE,2023-01-06,-0.9914484024047852,4191.0,ABN,369.0,7.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OzaIioRVmtU,2023-01-06,0.9881625771522522,3489.0,TV9,545.0,3.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ddt5Ag8JKSE,2023-01-07,0.9927089214324952,2722.0,Sakshi,95.0,2.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IFMlUUDQ3VQ,2023-01-07,-0.9924031496047974,990.0,Sakshi,379.0,8.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Wvqgoe8oEh0,2023-01-07,-0.997976005077362,3052.0,TV9,199.0,0.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ReMrFuknHKY,2023-01-07,-0.9972419738769532,349.0,Sakshi,273.0,2.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
xS0xbghmpSk,2023-01-07,-0.99591463804245,3466.0,Sakshi,555.0,9.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
xb3MamuHirY,2023-01-07,-0.9902237057685852,2816.0,Sakshi,163.0,2.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NfpJYv2EZns,2023-01-08,-0.9920543432235718,5274.0,TV5,248.0,5.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
dVIEGkqrzBU,2023-01-09,0.994776487350464,3137.0,Sakshi,199.0,43.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
i7dzlNzDGKc,2023-01-10,0.9968196153640748,115200.0,Sakshi,375.0,327.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k9dlA095vZM,2023-01-10,-0.9977622032165528,5225.0,TV5,322.0,2.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
N5LZ41rxGIk,2023-01-10,-0.9988536834716796,11070.0,TV9,188.0,6.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xu5gKZ5QQyw,2023-01-10,-0.9969358444213868,10773.0,TV9,161.0,2.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
j4SoU8nV6uo,2023-01-10,0.9757269024848938,4855.0,TV5,229.0,4.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MQdRdmdLV0c,2023-01-10,-0.9909355044364928,25082.0,TV9,395.0,22.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyqqd1KkWM4,2023-01-13,-0.9932175278663636,2613.0,TV9,172.0,0.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YfXrRV5hS8A,2023-01-15,-0.9935104250907898,4826.0,TV9,149.0,2.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
hgenu0kLfe8,2023-01-15,-0.997586727142334,10250.0,TV9,148.0,4.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hGjvZfpc5yA,2023-01-17,0.9912450909614564,1353.0,TV5,190.0,11.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
LgixE-0b5LE,2023-01-17,0.995843231678009,1371.0,TV5,587.0,3.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UGH5VhRsMoY,2023-01-18,0.996575653553009,20722.0,TV9,444.0,7.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s8WtAUquwq4,2023-01-18,-0.9973441958427428,2979.0,TV9,360.0,0.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
W04LH5Al5fg,2023-01-18,-0.9977937936782836,2742.0,TV9,363.0,2.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Y3trDYuPbzc,2023-01-19,0.9957135915756226,1388.0,TV9,387.0,0.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BbSiV0bhIv4,2023-01-19,0.98689866065979,2417.0,TV9,385.0,1.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uTRDxtyp8qY,2023-01-20,-0.9983025789260864,300.0,TV9,574.0,0.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qQQb_MwEl6c,2023-01-20,-0.9931777715682985,1290.0,TV9,105.0,0.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AxRxoYr0EIg,2023-01-21,0.994542956352234,1193.0,Sakshi,500.0,1.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
oIEDH6umIUs,2023-01-22,-0.9990198612213136,180240.0,TV9,280.0,34.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DvE5Fg75OCk,2023-01-23,-0.985006868839264,2780.0,TV5,386.0,0.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hu9EyijLx9g,2023-01-24,0.9938732385635376,64951.0,TV5,228.0,39.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XMt8UL4dtTE,2023-01-24,0.9922431111335754,7479.0,TV9,404.0,5.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T28Gp6YvARI,2023-01-24,0.997323215007782,3686.0,TV9,254.0,12.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
lm3kBJeDxWQ,2023-01-25,-0.9973690509796144,603.0,TV5,32.0,0.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1
R-VXFDCfMKo,2023-01-26,0.9749833941459656,1847.0,TV9,232.0,3.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
R6SCkCOroNo,2023-01-26,0.993647038936615,1057.0,Sakshi,152.0,1.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
BemCOR2CwC8,2023-01-26,0.994390308856964,3573.0,ABN,176.0,16.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
wLLDAmhpVy0,2023-01-26,0.9922261238098145,1618.0,TV9,226.0,4.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
qfGzyxrY2FU,2023-01-26,-0.9961367249488832,76136.0,Sakshi,249.0,385.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0
p8Md8OgHZYE,2023-01-26,0.9974855184555054,3615.0,Sakshi,199.0,4.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
cavHzqgCQPg,2023-01-28,0.9980733394622804,315.0,TV9,270.0,0.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HJ5Y8y7YKWc,2023-01-28,-0.9983264803886414,52309.0,Sakshi,163.0,79.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
73aDpBB2IZg,2023-01-30,-0.9976078271865844,3725.0,TV9,173.0,2.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hLPc9ZHKg3Q,2023-01-30,0.997961401939392,159293.0,Sakshi,431.0,520.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
YSJqajy_sso,2023-02-01,0.9984024167060852,3311.0,TV9,325.0,1.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ufGnD7ikVH4,2023-02-02,-0.9926213026046752,19615.0,TV9,213.0,20.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k0U6huKOsaI,2023-02-05,0.9916712045669556,9200.0,TV9,232.0,29.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
yM2YPyYy5m4,2023-02-05,0.9907545447349548,185365.0,TV9,210.0,592.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
a5OGpDC6ii4,2023-02-05,0.9962181448936462,2484.0,TV9,595.0,0.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCYc30tb8fY,2023-02-06,0.9880293011665344,3495.0,TV9,282.0,0.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
jQ4yw7T-kQw,2023-02-07,-0.9960475564002992,10495.0,TV9,264.0,52.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKhRW9Gh9Lg,2023-02-07,-0.9981955885887146,34061.0,TV9,261.0,158.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BqrdDcFxnWQ,2023-02-07,-0.9966275095939636,3486.0,TV5,245.0,5.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1N9nF1ULg0k,2023-02-07,-0.9972055554389954,4091.0,ABN,72.0,15.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
nw8RW0dOT1Q,2023-02-09,-0.9877496361732484,1562.0,TV9,349.0,6.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
f7HS_gmsHiU,2023-02-09,0.9961416125297546,9175.0,Sakshi,325.0,6.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vwiXaqOz-GI,2023-02-10,-0.9886115193367004,487.0,TV9,264.0,0.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LalxNoeFnj0,2023-02-15,-0.9909747242927552,895.0,TV9,455.0,6.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
ASTfl78bG3A,2023-02-16,0.9954654574394226,842.0,TV9,375.0,8.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
T4Ajw2q6Lbk,2023-02-18,-0.9983680844306946,1387.0,TV9,247.0,4.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cMqF8XJ4200,2023-02-19,-0.9883606433868408,1729.0,TV9,361.0,11.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
woLGYeQmqfU,2023-02-20,0.9986310601234436,3649.0,Sakshi,135.0,3.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
uun5Ph78uzI,2023-02-20,0.9978426694869996,1653.0,Sakshi,530.0,15.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
_7ujppx6yCw,2023-02-20,0.6466744542121887,842.0,Sakshi,229.0,4.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0
aATtXhzj5OM,2023-02-20,-0.993255376815796,1493.0,Sakshi,185.0,4.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
tTBrS8B1W7Y,2023-02-20,-0.994392454624176,11905.0,TV9,260.0,42.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHmQzZLWx4Q,2023-02-21,-0.9984886646270752,466.0,Sakshi,263.0,3.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1
TeNWKl1Iaws,2023-02-23,-0.9986525177955629,545.0,TV9,318.0,0.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
e3twISz7kxM,2023-02-24,-0.998557150363922,2271.0,TV9,209.0,7.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2yPonFnjuG0,2023-02-25,0.9974812865257264,3064.0,TV9,185.0,16.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
UolcEVuJN0w,2023-02-25,-0.9971469044685364,348.0,ABN,171.0,1.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W2r7qf7Zso0,2023-02-27,-0.9984618425369264,1013.0,TV9,276.0,3.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0
pVebl_9VgWA,2023-02-27,-0.9986901879310608,17845.0,Sakshi,253.0,54.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
USygP342WyQ,2023-02-27,-0.9948378205299376,672.0,TV9,270.0,0.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNNNmVG0QRA,2023-02-27,-0.9950610995292664,899.0,TV9,267.0,4.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
n-E6KBhbKQg,2023-03-01,-0.9895300269126892,1267.0,TV5,120.0,2.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Mc2pBCHZPj8,2023-03-02,0.9929950833320618,382.0,TV9,319.0,1.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-rsRB2l9L2g,2023-03-10,0.9983635544776917,6050.0,Sakshi,301.0,6.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IUtro5rCVk4,2023-03-13,-0.9845661520957948,7646.0,Sakshi,262.0,14.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
-Qv-IQz3B3A,2023-03-16,0.9986501336097716,184970.0,TV9,155.0,62.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
WklqJsfFb0E,2023-03-19,-0.9859744906425476,4934.0,TV9,205.0,16.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
bRk-2uMVD2M,2023-03-21,-0.9916008710861206,728.0,TV9,271.0,2.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zFKZ3X7mkZM,2023-03-24,-0.9750091433525084,177596.0,Sakshi,317.0,376.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
jgVqg0lXop8,2023-03-28,-0.9879260063171388,5231.0,TV9,238.0,25.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
cz4rrOgZ__w,2023-03-28,-0.9963653087615968,2219.0,Sakshi,125.0,3.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JZR0VBihCYc,2023-03-31,0.995534896850586,942.0,TV9,266.0,1.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
9sNrXNiHD4U,2023-03-31,-0.9932281374931335,303.0,TV5,189.0,0.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H6Hv93UGGbY,2023-04-01,-0.9989128112792968,2134.0,TV9,177.0,0.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G06R-sXqm-w,2023-04-04,-0.9940120577812196,806.0,TV5,87.0,0.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tdkVACl3WVQ,2023-04-06,-0.9991768002510072,1444.0,TV9,190.0,5.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4cGI28CMh4I,2023-04-13,0.9984001517295836,11424.0,TV5,212.0,5.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
q4qZyrgwEfM,2023-04-13,-0.9983617663383484,121888.0,TV9,29.0,95.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eJg98fU7Lgc,2023-04-16,-0.9986978769302368,862.0,TV9,324.0,1.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XNIO56Ep_EU,2023-04-18,0.954085648059845,480.0,TV9,300.0,1.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1
9gEyDfRCQdw,2023-04-19,-0.9946505427360536,1442.0,TV9,145.0,0.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5x1-kg4RyJY,2023-04-20,0.9983773231506348,604.0,TV5,266.0,0.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
DiLFK6fKong,2023-04-22,0.9980964064598083,23665.0,Sakshi,42897.0,7.0,avvinigada.png,Ramesh Babu Simhadri,YSRCP,Avanigadda,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
